parag_no,parag_raw,char_len,token_len,parag_clean,nlptown,robertalg15,distillbertsst,bertsst_pol,bertsst_prob
1027,"If she heard me, she did not turn. When I was standing beside her, she put her hand in mine and indicated with a nod. ""Just under there. We called it the palace.""",162,33,if she heard me she did not turn when i was standing beside her she put her hand in mine and indicated with a nod just under there we called it the palace,0.2966405125400904,1.7172676920890808,-1.996982753276825,,
1028,We walked over to it. Round the base of the apple tree were nettles and a few straggling hollyhocks still in flower. No traces of a camp.,137,27,we walked over to it round the base of the apple tree were nettles and a few straggling hollyhocks still in flower no traces of a camp,1.254147429905687,-0.9892112612724304,0.9862567782402039,,
1029,"""We had an old carpet, cushions, books, special emergency supplies of lemonade, chocolate biscuits.""",100,14,we had an old carpet cushions books special emergency supplies of lemonade chocolate biscuits,4.268974862807147,0.9985247254371643,-0.9993969202041626,,
1030,"We went further down, passing a patch enclosed by hurdles where gooseberry and blackcurrant plants were choked by nettles and goosegrass, then a tiny orchard and more forgotten fruit, and beyond, behind a picket fence, what must once have been a cut-flower garden.",264,43,we went further down passing a patch enclosed by hurdles where gooseberry and blackcurrant plants were choked by nettles and goosegrass then a tiny orchard and more forgotten fruit and beyond behind a picket fence what must once have been a cutflower garden,1.2374809261624748,0.9915334582328796,-0.999363362789154,,
1031,"When she asked, I told her that Maxfield was asleep.",52,10,when she asked i told her that maxfield was asleep,0.2884171029542369,-0.9982165694236755,-0.9993133544921875,,
1032,"""How did you two get on?""",25,6,how did you two get on,1.2357107637548275,0.9985045194625854,-0.9979214668273926,,
1033,"""We talked about beauty.""",25,4,we talked about beauty,4.24349777754875,0.9967643022537231,-0.9918956756591797,,
1034,"""he will sleep for hours.""",26,5,he will sleep for hours,2.3163483294086284,-0.9790546894073486,0.9965521097183228,,
1035,"By a brick and cast-iron greenhouse with mossy windows there was a water butt and a stone trough. Below it, she showed me a dark, wet place where they used to hunt for crested newts. There were none now. Wrong time of year. We walked on and I thought I could smell the river. I pictured a ruined boathouse and a sunken punt. We came past a potting she would by brick compost bins that stood empty. There were three willows ahead of us and my hopes for the Avon rose. We ducked through the wet branches onto a second lawn, also recently mowed and surrounded on two sides by shrubbery. The garden ended in an orange brick wall with crumbling mortar pointing, and pleached fruit trees that had become detached and run wild. Along the wall was a wooden bench facing back towards the house, though the view did not extend past the willows. This was where we sat in silence for several minutes, still holding hands.",909,168,by a brick and castiron greenhouse with mossy windows there was a water butt and a stone trough below it she showed me a dark wet place where they used to hunt for crested newts there were none now wrong time of year we walked on and i thought i could smell the river i pictured a ruined boathouse and a sunken punt we came past a potting she would by brick compost bins that stood empty there were three willows ahead of us and my hopes for the avon rose we ducked through the wet branches onto a second lawn also recently mowed and surrounded on two sides by shrubbery the garden ended in an orange brick wall with crumbling mortar pointing and pleached fruit trees that had become detached and run wild along the wall was a wooden bench facing back towards the house though the view did not extend past the willows this was where we sat in silence for several minutes still holding hands,0.28928226682877056,-1.5899506211280823,-2.0045246481895447,,
1036,"Then she said, ""The last time we came here was to talk about what happened. Again. In those days before I went off to France, that was all we could talk about. What he did, what she felt, how her parents must never know. And all around us here was the history of our lives together, our childhoods, our teenage years, exams. We used to come and revise here, test each other. We had a portable radio and we argued about pop songs. We drank a bottle of wine once. We smoked some hash and hated it. We were both sick, right over there. When we were thirteen, we showed each other our breasts. We used to practise handstands and cartwheels on the grass.""",650,124,then she said the last time we came here was to talk about what happened again in those days before i went off to france that was all we could talk about what he did what she felt how her parents must never know and all around us here was the history of our lives together our childhoods our teenage years exams we used to come and revise here test each other we had a portable radio and we argued about pop songs we drank a bottle of wine once we smoked some hash and hated it we were both sick right over there when we were thirteen we showed each other our breasts we used to practise handstands and cartwheels on the grass,4.178113097090642,2.365666449069977,1.9495376944541931,,
1037,"She went silent again. I squeezed her hand and waited. Then she said, ""I still have to tell myself, really remind myself, that she is never coming back. And I am beginning to realise . . She hesitated. "". . . that I will never get over it. And I never want to.""",261,53,she went silent again i squeezed her hand and waited then she said i still have to tell myself really remind myself that she is never coming back and i am beginning to realise   she hesitated    that i will never get over it and i never want to,0.29429451585925925,-4.995041310787201,2.960977792739868,,
1038,"Again, silence. I was waiting to say my piece. She was looking straight ahead, not at me. Her eyes were clear, without tears. She looked composed, even determined.",163,28,again silence i was waiting to say my piece she was looking straight ahead not at me her eyes were clear without tears she looked composed even determined,4.314611919764895,-0.9976410269737244,-2.9916975498199463,,
1039,"Then she said, ""I think about all the talking you and I do in bed, sometimes through the night. The sex is wonderful and everything else, but it is the talking into the small hours ... it is the closest. .. it is what I used to feel with Mariam."" Here was my cue, the right moment, the only location. ""I came out to find you.""",326,66,then she said i think about all the talking you and i do in bed sometimes through the night the sex is wonderful and everything else but it is the talking into the small hours  it is the closest  it is what i used to feel with mariam here was my cue the right moment the only location i came out to find you,1.2717465696595438,4.984556078910828,-2.986709177494049,,
1040,"""Yes?""",6,1,yes,0.21652757267604913,0.9958922863006592,-0.9873272180557251,,
1041,"I hesitated, suddenly unsure of the best order of words. ""To ask you to marry me.""",82,16,i hesitated suddenly unsure of the best order of words to ask you to marry me,1.2459558056442457,-0.003100275993347168,-1.9915894865989685,,
1042,"She turned away and nodded. She was not surprised. She had no reason to be. She said, ""Charlie, yes. Yes, please. But I have something to confess. You might want to change your mind.""",183,34,she turned away and nodded she was not surprised she had no reason to be she said charlie yes yes please but i have something to confess you might want to change your mind,0.282881297357811,-0.9972085356712341,4.907767236232758,,
1043,"The light in the garden was fading. Some blackness was coming down. I would assumed I was a poor substitute for Mariam, but a sincere one. I remembered what Adam told me on the Common. Her own crimes. If she was about to say that she would been having sex with him, despite her promises, then we were finished. It could not, it must not be that. But what else, what other crime could she own up to?",398,78,the light in the garden was fading some blackness was coming down i would assumed i was a poor substitute for mariam but a sincere one i remembered what adam told me on the common her own crimes if she was about to say that she would been having sex with him despite her promises then we were finished it could not it must not be that but what else what other crime could she own up to,1.2544409816105544,-3.9817249178886414,-1.9327671527862549,,
1044,"I said, ""I am listening.""",25,5,i said i am listening,0.19839695970111101,0.9977739453315735,-0.9941483736038208,,
1045,"""I have been lying to you.""",27,6,i have been lying to you,0.34110695814627684,-0.9994553923606873,0.9988160729408264,,
1046,"""During these last weeks, when I have said that I have been at seminars all day . .",83,18,during these last weeks when i have said that i have been at seminars all day  ,4.383737254251758,-0.9872187376022339,-0.995491623878479,,
1047,"""Oh God,"" I said. Childishly, I wanted to put my hands over my ears.",68,14,oh god i said childishly i wanted to put my hands over my ears,0.31169275559405696,-1.987316906452179,0.00024449825286865234,,
1048,"""... I was on our side of the river. I was spending my afternoons with . ..""",76,17, i was on our side of the river i was spending my afternoons with  ,4.2399652064257145,1.9952426552772522,0.001808762550354004,,
1049,"""that is enough,"" I said, and made to get up from the bench. She pulled me back down.",85,18,that is enough i said and made to get up from the bench she pulled me back down,0.227171610653567,0.006537795066833496,-0.0014746785163879395,,
1050,"""With Mark.""",12,2,with mark,4.231136416049744,0.9938836693763733,0.990861713886261,,
1051,"""With Mark,"" I echoed feebly. Then with more force, ""Mark?""",59,10,with mark i echoed feebly then with more force mark,1.2334695984258373,-1.9871144890785217,-1.9966001510620117,,
1052,"""I want to foster him. With a view to adopting him. I have been going to this special playgroup where they observe us together. And I have taken him out for little treats.""",172,33,i want to foster him with a view to adopting him i have been going to this special playgroup where they observe us together and i have taken him out for little treats,4.2455179583412415,3.9924346804618835,1.9813129305839539,,
1053,"I was impressed by the speed of my own partial adjustment. ""Why did not you tell me?""",85,17,i was impressed by the speed of my own partial adjustment why did not you tell me,4.232763691886485,-0.0007592439651489258,-0.035236477851867676,,
1054,"""I was scared you would be against it. I want to go ahead. But I would love to do this with you.""",97,22,i was scared you would be against it i want to go ahead but i would love to do this with you,3.201281635702642,0.9998718500137329,0.9907386898994446,,
1055,I saw what she meant. I might have been against it. I wanted Miranda to myself.,79,16,i saw what she meant i might have been against it i wanted miranda to myself,2.326299192425024,0.9933958053588867,2.9574739933013916,,
1056,"""What about his mother?"" As if I could close down the project with a well-placed question.",90,16,what about his mother as if i could close down the project with a wellplaced question,3.308816970673356,-0.0015512704849243164,-1.9861366748809814,,
1057,"""In a psychiatric ward for the moment. Delusional. Paranoid. Possibly from years of amphetamine addiction. it is not good. She can be violent. The father's in prison.""",167,27,in a psychiatric ward for the moment delusional paranoid possibly from years of amphetamine addiction it is not good she can be violent the fathers in prison,0.32486223552128984,-6.96860533952713,4.87240993976593,,
1058,"""you have had weeks, I have had seconds. Give me a moment."" We sat side by side while I thought. How could I hesitate? I was being offered what some would say was the best that adult life could afford. Love, and a child. I had a sense of being borne helplessly away by events on a downstream flood. Frightening, delicious. Here at last was my river. And Mark. The little dancing boy, coming to wreck my non-existent ambitions. I experimentally installed him in Elgin Crescent. I knew the room, close by the master bedroom. He would surely rough the place up, as required, and banish the ghost of its present unhappy owner. But my own ghost, selfish, lazy, uncommitted--was he up to the million tasks of fatherhood?",714,128,you have had weeks i have had seconds give me a moment we sat side by side while i thought how could i hesitate i was being offered what some would say was the best that adult life could afford love and a child i had a sense of being borne helplessly away by events on a downstream flood frightening delicious here at last was my river and mark the little dancing boy coming to wreck my nonexistent ambitions i experimentally installed him in elgin crescent i knew the room close by the master bedroom he would surely rough the place up as required and banish the ghost of its present unhappy owner but my own ghost selfish lazy uncommittedwas he up to the million tasks of fatherhood,4.2224879869116405,2.99759703874588,-0.9724286794662476,,
1059,"Miranda could no longer keep silent. ""he is the most sweet-natured fellow. He loves being read to.""",99,17,miranda could no longer keep silent he is the most sweetnatured fellow he loves being read to,3.2217544781219427,2.9887576699256897,-2.994226813316345,,
1060,"She could not have known how much that helped her because. Read to him every night for ten years, learn the names of the speaking bear and rat and toad, the gloom-struck donkey, the bristly humanoids who lived down holes in Middle Earth, the sweet posh kids in rowing boats on Coniston Water. Fill in my own hollow past. Rough the place up with well-thumbed books. Another thought: I had conceived of Adam as a joint project to bring Miranda closer to me. A child was in another realm and would do the trick. But in those first minutes I held back. I felt obliged to. I told her I loved her, would marry her and live with her, but on instant fatherhood I needed more time. I would go with her to the special playgroup and meet Mark and take him out for treats. Then decide.",773,147,she could not have known how much that helped her because read to him every night for ten years learn the names of the speaking bear and rat and toad the gloomstruck donkey the bristly humanoids who lived down holes in middle earth the sweet posh kids in rowing boats on coniston water fill in my own hollow past rough the place up with wellthumbed books another thought i had conceived of adam as a joint project to bring miranda closer to me a child was in another realm and would do the trick but in those first minutes i held back i felt obliged to i told her i loved her would marry her and live with her but on instant fatherhood i needed more time i would go with her to the special playgroup and meet mark and take him out for treats then decide,1.3378637816213952,4.964563012123108,4.842645883560181,,
1061,"Miranda gave me a look--pity and humour were in it-- that suggested I was deluded to believe I had a choice. That look more or less did it. Living alone in the wedding-cake house was unthinkable. Living there just with her was no longer on offer. He was a lovely boy, a wonderful because. Within half an hour, I saw no way round it. She was right--there were no choices. I folded. Then I was excited.",400,76,miranda gave me a lookpity and humour were in it that suggested i was deluded to believe i had a choice that look more or less did it living alone in the weddingcake house was unthinkable living there just with her was no longer on offer he was a lovely boy a wonderful because within half an hour i saw no way round it she was rightthere were no choices i folded then i was excited,0.29276227547372824,0.8894217014312744,4.845019638538361,,
1062,So we passed an hour making plans on the comfortable old bench by the concealed lawn.,85,16,so we passed an hour making plans on the comfortable old bench by the concealed lawn,2.2822054040643547,0.9986749291419983,-0.9892086386680603,,
1063,"She said after a while, ""Since you saw him, he is been fostered twice. did not work out. Now he is in a children's home. Home! What a word for it. Six to a room, all under-fives. The place is filthy, understaffed. Their budget's been cut. there is bullying. he is learned how to swear.""",286,55,she said after a while since you saw him he is been fostered twice did not work out now he is in a childrens home home what a word for it six to a room all underfives the place is filthy understaffed their budgets been cut there is bullying he is learned how to swear,0.32050357063031326,-1.9974675178527832,1.9547081589698792,,
1064,"Marriage, parenthood, love, youth, wealth, a heroic res-my life was taking shape. In a mood of elation, I told her what had really passed between Maxfield and me. I would never heard her laugh so freely. Perhaps only here, with Mariam, in this enclosed, private space far from the house, had she ever been so unrestrained. She embraced me. ""Oh, that is precious,"" she kept saying, and ""So like him!"" She laughed again when I described how I had told Maxfield that I needed to go downstairs to recharge.",502,89,marriage parenthood love youth wealth a heroic resmy life was taking shape in a mood of elation i told her what had really passed between maxfield and me i would never heard her laugh so freely perhaps only here with mariam in this enclosed private space far from the house had she ever been so unrestrained she embraced me oh that is precious she kept saying and so like him she laughed again when i described how i had told maxfield that i needed to go downstairs to recharge,4.30214085451722,4.996041774749756,-1.1628690958023071,,
1065,"We sat a little longer with our plans until we heard footsteps. The overlapping branches of the rain-soaked willows stirred and then parted. Adam was before us, beads of water gleaming along the shoulder line of his black suit. How upright, formal and plausible he looked, like the assured manager of an expensive hotel. Hardly the Turkish docker now. He advanced across the lawn and stopped well short of our bench. ""I really am very sorry, intruding on you like this. But we should think of going soon.""",505,88,we sat a little longer with our plans until we heard footsteps the overlapping branches of the rainsoaked willows stirred and then parted adam was before us beads of water gleaming along the shoulder line of his black suit how upright formal and plausible he looked like the assured manager of an expensive hotel hardly the turkish docker now he advanced across the lawn and stopped well short of our bench i really am very sorry intruding on you like this but we should think of going soon,1.3102224785969674,-0.01129525899887085,-5.991561710834503,,
1066,"""what is the hurry?""",20,4,what is the hurry,0.3066134332456057,-0.9944305419921875,-0.9943435788154602,,
1067,"cue""Gorringe tends to leave the house around the same time every day.""",70,12,cuegorringe tends to leave the house around the same time every day,2.3014549173271344,-0.988385021686554,0.9730457067489624,,
1068,"""we will be five minutes.""",26,5,we will be five minutes,0.3108166567085548,-0.9994553327560425,-0.9966535568237305,,
1069,"But he did not go. He looked at us steadily, from Miranda to me and back to her. ""If you do not mind, there is something I should tell you. it is difficult.""",157,33,but he did not go he looked at us steadily from miranda to me and back to her if you do not mind there is something i should tell you it is difficult,1.2351103473082081,-0.016850829124450684,0.08360904455184937,,
1070,"""Go on,"" Miranda said.",22,4,go on miranda said,3.1684609564616726,0.9970417022705078,-0.9775156378746033,,
1071,"""This morning, before we set off, I heard by an indirect route some sad news. Eve, the one we saw in Hyde Park, is dead, or rather, brain-dead.""",144,28,this morning before we set off i heard by an indirect route some sad news eve the one we saw in hyde park is dead or rather braindead,0.3026144530761713,-1.9960691928863525,-1.9965936541557312,,
1072,"""I am sorry to hear that,"" I murmured.",38,8,i am sorry to hear that i murmured,0.29419887472225104,-0.9977449774742126,-0.9069239497184753,,
1073,"We felt a few spots of rain. Adam came closer. ""She must have known a lot about herself, about her software, to achieve a result with such speed.""",146,28,we felt a few spots of rain adam came closer she must have known a lot about herself about her software to achieve a result with such speed,2.1823246422068845,2.9669628143310547,0.9956650137901306,,
1074,"""You did say there was no turning back.""",40,8,you did say there was no turning back,0.26763596861356687,0.9944425225257874,-0.9835137724876404,,
1075,"""I did. But that is not all. I have learned that she is the eighth out of our twenty-five.""",91,19,i did but that is not all i have learned that she is the eighth out of our twentyfive,2.3401504178666332,2.980414628982544,-0.9561780095100403,,
1076,"We took this in. Two in Riyadh, one in Vancouver, Hyde Park Eve--then four more. I wondered if Turing knew.",107,20,we took this in two in riyadh one in vancouver hyde park evethen four more i wondered if turing knew,3.2301541206124558,2.9890318512916565,-2.993197441101074,,
1077,"Miranda said, ""Does anyone have an explanation?""",48,7,miranda said does anyone have an explanation,0.2883541290767221,-0.9992766380310059,-0.9980338215827942,,
1078,"He shrugged. ""I do not have one.""",33,7,he shrugged i do not have one,0.30013303840239697,-1.9971585273742676,-0.0004679560661315918,,
1079,"""you have never felt, you know, any impulse to--""",49,9,you have never felt you know any impulse to,0.3913166220046807,-0.9977657198905945,-0.9985832571983337,,
1080,"He cut her off quickly. ""Never.""",32,6,he cut her off quickly never,0.24158785690004478,-1.9970598816871643,1.9868823885917664,,
1081,"""I have seen you,"" she said, ""looking . . . it is more than thoughtful. You look sad sometimes.""",96,19,i have seen you she said looking    it is more than thoughtful you look sad sometimes,1.2703789113179385,0.9741427302360535,-0.9937472343444824,,
1082,"""A self, created out of mathematics, engineering, material science and all the rest. Out of nowhere. No history--not that I would want a false one. Nothing before me. Self-aware existence. I am lucky to have it, but there are times when I think that I ought to know better what to do with it. What it is for. Sometimes it seems entirely pointless.""",348,63,a self created out of mathematics engineering material science and all the rest out of nowhere no historynot that i would want a false one nothing before me selfaware existence i am lucky to have it but there are times when i think that i ought to know better what to do with it what it is for sometimes it seems entirely pointless,0.3277301363527561,1.9256826639175415,5.933699190616608,,
1083,"I said, ""you are hardly the first to be thinking that."" He turned to Miranda. ""I have no intention of destroying myself, if that is your worry. I have got good reasons not to, as you know.""",189,37,i said you are hardly the first to be thinking that he turned to miranda i have no intention of destroying myself if that is your worry i have got good reasons not to as you know,0.28625803495220303,0.0006301999092102051,1.9555116295814514,,
1084,"The rain, which had been fine and almost warm, was more persistent now. We heard it on the shrubbery leaves as we got to our feet.",130,26,the rain which had been fine and almost warm was more persistent now we heard it on the shrubbery leaves as we got to our feet,1.2650552149796825,-1.9042227864265442,-1.996791422367096,,
1085,"Miranda said, ""I will write my father a note for when he wakes.""",64,13,miranda said i will write my father a note for when he wakes,0.26627780628988124,-0.9942208528518677,-0.997847318649292,,
1086,"Adam was not supposed to be out in the rain unprotected. He went first and Miranda was in the rear as we hurried back through the long garden towards the house. I heard him muttering to himself what sounded like a Latin incantation, though I could not make out the precise words. I guessed he was naming the plants as we passed them.",333,63,adam was not supposed to be out in the rain unprotected he went first and miranda was in the rear as we hurried back through the long garden towards the house i heard him muttering to himself what sounded like a latin incantation though i could not make out the precise words i guessed he was naming the plants as we passed them,0.2971797897200224,-1.9951931834220886,-1.9937272667884827,,
1087,"The Gorringe house was not really in Salisbury but just beyond its far eastern edge, well within the white-noise roar of a bypass, on a reclaimed industrial site where colossal gas storage tanks once stood. The last of these, pale green with trimmings of rust, was still being dismantled, but no one was working there today. Circular concrete footings were all that remained of the others. Around the site were scores of recently planted saplings. Beyond them was a grid of newly laid-out roads lined with out-of-town retail warehouses--car showrooms and pet supplies, power tools and white-goods warehouses. Yellow earth-moving machinery was parked among the concrete circles. It looked like there were plans to make a lake. A single development was screened off by a line of leylandii. The ten houses, on smooth front lawns, were arranged around an oval drive and had a brave, pioneering look. In twenty years the place might acquire some bucolic charm, but there would be no rest from the arterial road that had brought us here.",1031,172,the gorringe house was not really in salisbury but just beyond its far eastern edge well within the whitenoise roar of a bypass on a reclaimed industrial site where colossal gas storage tanks once stood the last of these pale green with trimmings of rust was still being dismantled but no one was working there today circular concrete footings were all that remained of the others around the site were scores of recently planted saplings beyond them was a grid of newly laidout roads lined with outoftown retail warehousescar showrooms and pet supplies power tools and whitegoods warehouses yellow earthmoving machinery was parked among the concrete circles it looked like there were plans to make a lake a single development was screened off by a line of leylandii the ten houses on smooth front lawns were arranged around an oval drive and had a brave pioneering look in twenty years the place might acquire some bucolic charm but there would be no rest from the arterial road that had brought us here,1.3375669177960174,-3.8932886719703674,-5.9807170033454895,,
1088,"I had pulled over, but no one felt like getting out. Our view was from a littered lay-by on a rise that was also a bus stop. I said to Miranda, ""Are you sure about this?""",170,36,i had pulled over but no one felt like getting out our view was from a littered layby on a rise that was also a bus stop i said to miranda are you sure about this,1.2374525614740277,-0.9939905405044556,-0.9937083721160889,,
1089,The air in the car was warm and moist. I opened my window. The air outside was no different.,92,19,the air in the car was warm and moist i opened my window the air outside was no different,1.2532508187467741,2.987748384475708,1.001558542251587,,
1090,"Miranda said, ""If I had to, I would do it alone.""",49,11,miranda said if i had to i would do it alone,2.2391522039434917,-0.9864315390586853,-0.9977712035179138,,
1091,"I waited for Adam to speak, then I twisted round to look at him. He was sitting directly behind my seat, impassive, staring past me. I could not quite say why, but it was both comic and sad that he was wearing a seat belt. Doing his best to join in. But of course he could be damaged by physical impact too. That was part of my worry.",334,68,i waited for adam to speak then i twisted round to look at him he was sitting directly behind my seat impassive staring past me i could not quite say why but it was both comic and sad that he was wearing a seat belt doing his best to join in but of course he could be damaged by physical impact too that was part of my worry,1.2555251804247844,-0.01764458417892456,3.9230116605758667,,
1092,"""Reassure me,"" I said.",22,4,reassure me i said,4.215374994574954,0.997413694858551,-0.9987872838973999,,
1093,"""All fine,"" he said. ""let us go.""",33,7,all fine he said let us go,4.260323312456405,0.10852783918380737,-0.010053455829620361,,
1094,"""If things turn nasty?"" This was not the first time I would said this.",70,14,if things turn nasty this was not the first time i would said this,1.2137382185947392,-1.9866802096366882,1.9812647700309753,,
1095,"""They will not.""",16,3,they will not,0.26429032149681336,-0.9990949034690857,-0.9936736822128296,,
1096,"Two against one. Sensing we were about to make a great mistake, I started the engine and turned onto a slip road that brought us to a new miniature roundabout, and beyond it an entrance marked by two red brick pillars and a sign, St. Osmund's Close. The houses were identical, large by modern standards, each set in a quarter-acre plot, with a double garage, and constructed of brick, white weather boarding and much plate glass. The closely mown and striped front lawns were unfenced, American style. There was no clutter, no kids' bikes or games on the grass.",561,99,two against one sensing we were about to make a great mistake i started the engine and turned onto a slip road that brought us to a new miniature roundabout and beyond it an entrance marked by two red brick pillars and a sign st osmunds close the houses were identical large by modern standards each set in a quarteracre plot with a double garage and constructed of brick white weather boarding and much plate glass the closely mown and striped front lawns were unfenced american style there was no clutter no kids bikes or games on the grass,1.4246754668963395,0.9928821921348572,-0.9950743317604065,,
1097,"""it is number six,"" Adam said.",30,6,it is number six adam said,2.2969545493798784,0.9954506158828735,-0.9987632036209106,,
1098,"I stopped, cut the engine, and in silence we looked towards the house. We could see through the picture window into the living room and the backyard beyond, where a clothes-drying tree stood bare. There was no sign of life here or anywhere else in the close.",258,47,i stopped cut the engine and in silence we looked towards the house we could see through the picture window into the living room and the backyard beyond where a clothesdrying tree stood bare there was no sign of life here or anywhere else in the close,0.3226027675352044,-2.982743740081787,-1.0032042264938354,,
1099,"I was gripping the steering wheel tightly in one hand. ""he is not in.""",70,14,i was gripping the steering wheel tightly in one hand he is not in,0.23032741138902715,-1.9919334053993225,-0.05020475387573242,,
1100,"""I will ring the bell,"" Miranda said as she got out of the car. I had no choice. I followed her to the front door. Adam was behind me, rather too far back, I thought. On the second ring of the ""Oranges and Lemons"" door chimes, we heard footsteps on the stairs. I was now standing close by Miranda's side. Her face was strained and I could see a tremor in her upper arm. At the sound of a hand on the latch, she took a half-pace closer to the door. My hand hovered near her elbow. As the door opened, I feared she was about to leap forward in some wild physical assault.",569,114,i will ring the bell miranda said as she got out of the car i had no choice i followed her to the front door adam was behind me rather too far back i thought on the second ring of the oranges and lemons door chimes we heard footsteps on the stairs i was now standing close by mirandas side her face was strained and i could see a tremor in her upper arm at the sound of a hand on the latch she took a halfpace closer to the door my hand hovered near her elbow as the door opened i feared she was about to leap forward in some wild physical assault,0.26951438763754765,-3.9500171542167664,-7.93246465921402,,
1101,"The wrong man, was my first thought. An older brother, even a young uncle. He was certainly large, but the face was gaunt, hollow in the unshaven cheeks that already showed vertical lines each side of his nose. Otherwise, he looked lean. His hands, one of which gripped the open door, were smooth and pale and unnaturally large. He looked only at Miranda. After the briefest pause, he said in a low voice, ""Right."" ""we are going to talk,"" Miranda said, but there was no need, for Gorringe was already turning away, leaving the door open. We followed her in and entered a long room, with thick orange carpeting and milky white leather sofas and armchairs arranged around a two-metre block of polished wood on which stood an empty vase. Gorringe sat and waited for us to do the same. Miranda sat opposite him. Adam and I were on each side of her. The furniture was clammy to the touch, the smell in the room was of lavender polish. The place looked clean and unused. I would been expecting some variant of a single man's squalor.",1027,186,the wrong man was my first thought an older brother even a young uncle he was certainly large but the face was gaunt hollow in the unshaven cheeks that already showed vertical lines each side of his nose otherwise he looked lean his hands one of which gripped the open door were smooth and pale and unnaturally large he looked only at miranda after the briefest pause he said in a low voice right we are going to talk miranda said but there was no need for gorringe was already turning away leaving the door open we followed her in and entered a long room with thick orange carpeting and milky white leather sofas and armchairs arranged around a twometre block of polished wood on which stood an empty vase gorringe sat and waited for us to do the same miranda sat opposite him adam and i were on each side of her the furniture was clammy to the touch the smell in the room was of lavender polish the place looked clean and unused i would been expecting some variant of a single mans squalor,0.24064560079631034,-8.919872641563416,-5.005816102027893,,
1102,"Gorringe glanced at us and back to Miranda. ""you have brought protection.""",74,12,gorringe glanced at us and back to miranda you have brought protection,0.35874448509333257,-1.5540751814842224,-1.97674959897995,,
1103,"She said, ""You know why I am here.""",35,8,she said you know why i am here,0.2008617648470533,0.9967799186706543,-0.9950867891311646,,
1104,"""Do I?""",7,2,do i,1.1871028060820783,-0.9898304343223572,-0.9927577376365662,,
1105,"I saw now that there was a scar, three or four inches long, a vermilion sickle shape on his neck. He was waiting for her. ""You killed my friend.""",145,29,i saw now that there was a scar three or four inches long a vermilion sickle shape on his neck he was waiting for her you killed my friend,0.32297301279003354,-1.0550604462623596,-0.9897072315216064,,
1106,"""What friend is that?""",22,4,what friend is that,0.38369713795948335,-0.9979631900787354,-0.9935311079025269,,
1107,"""The one you raped.""",20,4,the one you raped,0.38429090465055554,-0.9962018728256226,-0.9980053305625916,,
1108,"""I thought you were the one I raped.""",37,8,i thought you were the one i raped,0.32786315409296996,-0.9952431917190552,-0.9912883639335632,,
1109,"""She killed herself because of what you did.""",45,8,she killed herself because of what you did,0.26281203215524546,-0.9987673759460449,0.8804062008857727,,
1110,"He leaned back in his chair and placed his big white hands on his lap. His voice and manner were thuggish, self-consciously so and not convincing. ""What do you want?"" ""I heard you want to kill me."" She said it jauntily and I flinched. It was an invitation, a provocation. I looked past her to Adam. He sat rigidly upright, hands on knees, staring ahead in that way he had. I shifted my attention back to Gorringe. Now I could see the puppy beneath the skin. The lines, the hollow, unshaven skin were superficial. He was a kid, possibly an angry kid holding himself together with his laconic blocking answers. He did not need to respond to her questions. But he was not cool enough not to.",688,127,he leaned back in his chair and placed his big white hands on his lap his voice and manner were thuggish selfconsciously so and not convincing what do you want i heard you want to kill me she said it jauntily and i flinched it was an invitation a provocation i looked past her to adam he sat rigidly upright hands on knees staring ahead in that way he had i shifted my attention back to gorringe now i could see the puppy beneath the skin the lines the hollow unshaven skin were superficial he was a kid possibly an angry kid holding himself together with his laconic blocking answers he did not need to respond to her questions but he was not cool enough not to,1.248252967406412,-5.853070139884949,1.9931514859199524,,
1111,"""Yeah,"" he said, ""I thought about it every day. My hands around your neck, squeezing harder and harder for each of the lies you told.""",134,25,yeah he said i thought about it every day my hands around your neck squeezing harder and harder for each of the lies you told,1.2674781399642123,0.0013591647148132324,-0.001842200756072998,,
1112,"""Also,"" Miranda continued briskly, like a committee chair working her way through a typed-up agenda, ""I thought you should know what she suffered. Until she did not want to live. Are you able to imagine that? And then what her family suffered. Perhaps it is beyond you.""",270,47,also miranda continued briskly like a committee chair working her way through a typedup agenda i thought you should know what she suffered until she did not want to live are you able to imagine that and then what her family suffered perhaps it is beyond you,1.3353376646301025,-2.9885077476501465,-4.976485967636108,,
1113,"To this, Gorringe made no reply. He watched her, waiting. Miranda was gaining confidence. She would have mentally rehearsed this encounter a thousand times, through sleepless nights. These were not questions, they were taunts, insults. But she made them sound like the pursuit of truth. She adopted the insinuating tone of an aggressive cross-examining barrister.",363,55,to this gorringe made no reply he watched her waiting miranda was gaining confidence she would have mentally rehearsed this encounter a thousand times through sleepless nights these were not questions they were taunts insults but she made them sound like the pursuit of truth she adopted the insinuating tone of an aggressive crossexamining barrister,4.316778216819495,-4.990123450756073,-1.0047884583473206,,
