sent_no,parag_no,sent_raw,char_len,token_len,sent_clean,nlptown,robertalg15,distillbertsst,bertsst_pol,bertsst_prob,bertsst
6376,1217,A million voters under the age of thirty had recently joined the Labour Party.,78,14,a million voters under the age of thirty had recently joined the labour party,0.4291885585928989,0.9943640232086182,-0.99771648645401,Positive,0.7,0.7
6377,1217,Many of them were active on the nation's doorsteps.,51,9,many of them were active on the nations doorsteps,3.220751663163681,0.9985812306404114,0.9444107413291931,Positive,0.95,0.95
6378,1217,"On the eve of polling day, Benn gave a rousing speech at a rally in Wembley stadium.",84,17,on the eve of polling day benn gave a rousing speech at a rally in wembley stadium,0.44531065661629743,0.9988729357719421,0.9966996908187866,Positive,0.96,0.96
6379,1217,"The landslide was greater than predicted, exceeding the Labour victory of 1945.",79,12,the landslide was greater than predicted exceeding the labour victory of ,4.205652696164813,0.9973887205123901,0.9835593104362488,Positive,0.98,0.98
6380,1217,"It was a sad moment when Mrs. Thatcher decided to leave Number 10 on foot, hand in hand with her husband and two children.",122,24,it was a sad moment when mrs thatcher decided to leave number  on foot hand in hand with her husband and two children,1.2164841968879654,-0.9981223940849304,-0.9955710172653198,Negative,0.78,-0.78
6381,1217,"She walked towards Whitehall, upright and defiant, but her tears were visible, and for a couple of days the country suffered pangs of remorse.",142,24,she walked towards whitehall upright and defiant but her tears were visible and for a couple of days the country suffered pangs of remorse,1.2397944648360566,0.9953401684761047,-0.9991973638534546,Negative,0.8,-0.8
6382,1218,"Labour had a majority of 162 MPs, many of whom were newly selected Bennites.",76,14,labour had a majority of  mps many of whom were newly selected bennites,2.2458865149724883,0.9896405935287476,0.9869628548622131,Positive,0.66,0.66
6383,1218,"When the new prime minister returned from Buckingham Palace, where the Queen had invited him to form a government, he gave an important speech from outside Number 10.",166,28,when the new prime minister returned from buckingham palace where the queen had invited him to form a government he gave an important speech from outside number ,3.2410132181688827,0.9985491037368774,-0.9890468716621399,Positive,0.77,0.77
6384,1218,The country would disengage unilaterally from its nuclear weaponry--that was no surprise.,89,12,the country would disengage unilaterally from its nuclear weaponrythat was no surprise,0.2423657706680287,-0.9781136512756348,0.9928088188171387,Negative,0.92,-0.92
6385,1218,"Also, the government would set about withdrawing from what was now called the European Union--that was a shock.",111,18,also the government would set about withdrawing from what was now called the european unionthat was a shock,0.2372604754398202,-0.9971321225166321,-0.9949855208396912,Negative,0.73,-0.73
6386,1218,I he Party's manifesto had alluded to the idea in a single vague line which people had barely noticed.,102,19,i he partys manifesto had alluded to the idea in a single vague line which people had barely noticed,1.255600859656106,-0.9985411167144775,0.9957664012908936,Negative,0.97,-0.97
6387,1218,"From his new front door, Benn told the nation that there would be no rerun of the 1975 referendum.",98,19,from his new front door benn told the nation that there would be no rerun of the  referendum,3.339402209339226,0.9971879124641418,0.7023205757141113,Negative,0.54,-0.54
6388,1218,Parliament would make the decision.,35,5,parliament would make the decision,3.2374976203723564,0.9838389754295349,-0.9982231259346008,Positive,0.82,0.82
6389,1218,Only the Third Reich and other tyrannies decided policy by plebiscites and generally no good came from them.,108,18,only the third reich and other tyrannies decided policy by plebiscites and generally no good came from them,0.2608680719662669,-0.9988130927085876,-0.9827839732170105,Negative,0.99,-0.99
6390,1218,Europe was not simply a union that chiefly benefited large corporations.,72,11,europe was not simply a union that chiefly benefited large corporations,1.247766714009694,0.9010186195373535,0.9851914048194885,Positive,0.95,0.95
6391,1218,The history of the continental member states was vastly different from our own.,79,13,the history of the continental member states was vastly different from our own,2.268619298267451,0.996073305606842,0.9766218066215515,Positive,0.85,0.85
6392,1218,"They had suffered violent revolutions, invasions, occupations and dictatorships.",80,9,they had suffered violent revolutions invasions occupations and dictatorships,0.2566148257518189,-0.9806100726127625,-0.9908856749534607,Negative,0.88,-0.88
6393,1218,They were therefore only too willing to submerge their identities in a common because directed from Brussels.,109,17,they were therefore only too willing to submerge their identities in a common because directed from brussels,1.2351307140836651,-0.9939812421798706,0.9966819286346436,Negative,0.95,-0.95
6394,1218,"We, on the other hand, had lived unconquered for nearly a thousand years.",73,13,we on the other hand had lived unconquered for nearly a thousand years,1.2930341891780461,0.9847189784049988,-0.9986022710800171,Positive,0.65,0.65
6395,1218,Soon we would live freely again.,32,6,soon we would live freely again,4.250129814009959,0.9972057342529297,-0.9872356057167053,Positive,0.97,0.97
6396,1219,Benn gave an extended version of that speech a month later in the Manchester Free Trade Hall.,93,17,benn gave an extended version of that speech a month later in the manchester free trade hall,0.23778996925739623,0.9982948899269104,0.9984270334243774,Positive,0.62,0.62
6397,1219,At his side sat the historian E. P. Thompson.,45,9,at his side sat the historian e p thompson,2.25814739375223,0.9967047572135925,-0.9936216473579407,Positive,0.96,0.96
6398,1219,"When it was his turn, he said that patriotism had always been the terrain of the political right.",97,18,when it was his turn he said that patriotism had always been the terrain of the political right,1.2721848738235217,0.9947770833969116,-0.9994677305221558,Positive,0.89,0.89
6399,1219,Now it was the turn of the left to claim it for all.,52,13,now it was the turn of the left to claim it for all,4.3790422370637,0.98519366979599,-0.992424488067627,Positive,0.91,0.91
6400,1219,"Once nuclear weapons were banished, Thompson predicted, the government would raise a standing citizens' army that would make these islands impossible to invade and dominate.",173,25,once nuclear weapons were banished thompson predicted the government would raise a standing citizens army that would make these islands impossible to invade and dominate,0.272982767310665,0.9620234370231628,-0.9993229508399963,Positive,0.92,0.92
6401,1219,He did not specify an enemy.,28,6,he did not specify an enemy,0.2505111600895909,-0.9980608224868774,-0.9912770986557007,Negative,0.92,-0.92
6402,1219,"President Carter sent Benn a message of support, using words that caused a scandal on the right in the USA and haunted his second term: ""The word 'socialist' does not bother me.""",178,32,president carter sent benn a message of support using words that caused a scandal on the right in the usa and haunted his second term the word socialist does not bother me,0.3764229623828102,0.9986186623573303,-0.9689666032791138,Negative,0.76,-0.76
6403,1219,"A poll later suggested that half of registered Democrats wished they had voted for the defeated candidate, Ronald Reagan.",121,19,a poll later suggested that half of registered democrats wished they had voted for the defeated candidate ronald reagan,1.1960369926545291,-0.9970410466194153,-0.9980999827384949,Negative,0.94,-0.94
6404,1220,"To me, psychologically confined to the city-state of north Clapham, all this--the events, the dissent, the grave analysis--was a busy hum, dipping and swelling from day to day, a matter of interest and concern, but nothing to compare with the turbulence of my domestic life, which came to a head in late October.",312,53,to me psychologically confined to the citystate of north clapham all thisthe events the dissent the grave analysiswas a busy hum dipping and swelling from day to day a matter of interest and concern but nothing to compare with the turbulence of my domestic life which came to a head in late october,1.265143927587767,-0.9931654930114746,-0.9994661211967468,Negative,0.69,-0.69
6405,1220,"By then, on the surface, all looked well.",41,8,by then on the surface all looked well,2.2702710254903753,0.9895586371421814,-0.9979203343391418,Positive,0.88,0.88
6406,1220,"We had modified our accommodation as Miranda had proposed, ready for Mark's arrival.",84,13,we had modified our accommodation as miranda had proposed ready for marks arrival,3.2250636754394786,0.9984965920448303,-0.9841670989990234,Positive,0.69,0.69
6407,1220,"Our doors were removed and stored, the gloomy hall and its large fitted cupboard were brightly decorated, the gas and electricity meters concealed, a piece of carpet laid down.",176,29,our doors were removed and stored the gloomy hall and its large fitted cupboard were brightly decorated the gas and electricity meters concealed a piece of carpet laid down,4.321138784247858,0.997631847858429,0.9984923601150513,Negative,0.74,-0.74
6408,1220,"Miranda's kitchen became a child's bedroom, with a blue sleigh bed and many books and toys, and transfers on the walls of fairy-tale castles, boats and winged horses.",166,28,mirandas kitchen became a childs bedroom with a blue sleigh bed and many books and toys and transfers on the walls of fairytale castles boats and winged horses,4.228161278552374,0.9983937740325928,-0.9981452822685242,Negative,0.54,-0.54
6409,1220,I removed the bed from my study and disposed of it--a signpost on the road to full maturity.,92,18,i removed the bed from my study and disposed of ita signpost on the road to full maturity,4.301262869057325,0.9938731789588928,0.9853946566581726,Positive,0.64,0.64
6410,1220,I installed a desk for Miranda and bought two new computers.,60,11,i installed a desk for miranda and bought two new computers,4.307238799444993,0.9980638027191162,0.994291365146637,Positive,0.59,0.59
6411,1220,Mark would be allowed to visit us for a few hours twice a week.,63,14,mark would be allowed to visit us for a few hours twice a week,2.3717284767610782,0.9955718517303467,0.9965410828590393,Positive,0.91,0.91
6412,1220,The adoption agency was pleased by the news of our imminent wedding.,68,12,the adoption agency was pleased by the news of our imminent wedding,3.233665666396021,0.9986557364463806,0.9978219866752625,Positive,0.98,0.98
6413,1220,"I still had moments of unease, which I could not bring myself to share.",71,14,i still had moments of unease which i could not bring myself to share,1.2531538458511715,-0.9896503686904907,-0.8138604760169983,Negative,0.81,-0.81
6414,1220,"I joined in all the preparations, feeling guilty, even shocked sometimes, that I could keep up the pretence.",108,18,i joined in all the preparations feeling guilty even shocked sometimes that i could keep up the pretence,4.229629742799106,-0.9890201091766357,0.9908290505409241,Positive,0.91,0.91
6415,1220,"On other occasions, fatherhood seemed an inevitability, and I was more or less content.",87,14,on other occasions fatherhood seemed an inevitability and i was more or less content,1.2955019348079082,0.9959094524383545,-0.9988169074058533,Positive,0.77,0.77
6416,1220,Miranda's tutor was impressed by the first three chapters of her dissertation.,78,12,mirandas tutor was impressed by the first three chapters of her dissertation,3.2370879691259264,0.9973674416542053,-0.994458794593811,Positive,0.97,0.97
6417,1220,Adam had still not submitted his material to the police and was reluctant to talk about it.,91,17,adam had still not submitted his material to the police and was reluctant to talk about it,1.2265406338937699,-0.999491274356842,-0.9935227632522583,Negative,0.95,-0.95
6418,1220,"But he continued to work on it, and we were not troubled.",57,12,but he continued to work on it and we were not troubled,2.2644030216165354,0.998735785484314,0.9952932596206665,Positive,0.99,0.99
6419,1220,I paid a five per cent deposit in cash on the Notting Hill house.,65,14,i paid a five per cent deposit in cash on the notting hill house,0.23771442644107607,0.9925762414932251,-0.9947720766067505,Negative,0.61,-0.61
6420,1220,"After that, the fund stood at PS97,000.",39,7,after that the fund stood at ,0.28301290344412294,-0.9935781955718994,-0.9912796020507812,Negative,0.67,-0.67
6421,1220,"The larger it became, the faster it grew, and faster still on the new computer.",79,15,the larger it became the faster it grew and faster still on the new computer,4.2484625209667275,0.9976677298545837,0.9867352843284607,Negative,0.57,-0.57
6422,1220,My own work during this time consisted mostly of decorating and carpentry.,74,12,my own work during this time consisted mostly of decorating and carpentry,2.2976825833739407,-0.9971107840538025,-0.9930130839347839,Positive,0.58,0.58
6423,1221,What marked the beginning of the turbulence began innocuously.,62,9,what marked the beginning of the turbulence began innocuously,4.324873113734227,-0.9982123970985413,0.989526093006134,Negative,0.68,-0.68
6424,1221,"On the eve of Mark's first visit, Miranda and I were drinking a late-night cup of tea in the kitchen when Adam came in with a carrier bag in his hand and announced that he was going for a walk.",193,40,on the eve of marks first visit miranda and i were drinking a latenight cup of tea in the kitchen when adam came in with a carrier bag in his hand and announced that he was going for a walk,3.289767859218337,0.9967038631439209,0.9983692169189453,Negative,0.76,-0.76
6425,1221,He had been for long solo walks before and we thought nothing of it.,68,14,he had been for long solo walks before and we thought nothing of it,1.258000554419609,0.9576218724250793,0.9982026219367981,Negative,0.95,-0.95
6426,1222,I woke early the following morning with a clearer head than usual.,66,12,i woke early the following morning with a clearer head than usual,1.227536913575137,0.9987357258796692,0.9979569315910339,Positive,0.88,0.88
6427,1222,"I slipped out of bed, careful not to wake Miranda, and went downstairs to make coffee.",86,16,i slipped out of bed careful not to wake miranda and went downstairs to make coffee,0.20778582595541922,0.9875797033309937,0.992409348487854,Negative,0.71,-0.71
6428,1222,Adam had not returned from his night walk.,42,8,adam had not returned from his night walk,0.22813166475121793,-0.9994925260543823,0.9981244802474976,Negative,0.78,-0.78
6429,1222,I was surprised but I decided not to worry about him.,53,11,i was surprised but i decided not to worry about him,2.2994346598688864,-0.9938569068908691,-0.9954207539558411,Positive,0.5,0.5
6430,1222,"I was anxious to make use of my unusual state to catch up on dull administrative tasks, including the payment of household bills.",129,23,i was anxious to make use of my unusual state to catch up on dull administrative tasks including the payment of household bills,1.2469096520319272,-0.9902787804603577,-0.995579183101654,Negative,0.96,-0.96
6431,1222,"If I did not exploit this mood now, I would have had to drag myself to the business within the week and hate it.",112,24,if i did not exploit this mood now i would have had to drag myself to the business within the week and hate it,1.2414530915919455,0.995532751083374,-0.9972684979438782,Negative,0.99,-0.99
6432,1222,Now I could breeze through.,27,5,now i could breeze through,2.3018976287080566,0.9980219602584839,0.9920671582221985,Positive,0.89,0.89
6433,1223,I carried my cup into the study.,32,7,i carried my cup into the study,4.276981811866431,0.9958964586257935,0.9964193105697632,Positive,0.52,0.52
6434,1223,There was PS30 on the desk.,27,6,there was  on the desk,2.2278352997723587,-0.9020859599113464,-0.9947633743286133,Negative,0.81,-0.81
6435,1223,I put it in my pocket and thought no more of it.,48,12,i put it in my pocket and thought no more of it,0.27200452573495953,-0.9963183403015137,-0.9941856861114502,Negative,0.96,-0.96
6436,1223,"As usual, I glanced at the news first.",38,8,as usual i glanced at the news first,3.238845411575206,-0.9952427744865417,-0.9985558390617371,Negative,0.63,-0.63
6437,1223,Nothing much.,13,2,nothing much,1.2246421391262088,-0.9985378980636597,0.9890669584274292,Negative,0.97,-0.97
6438,1223,The Labour Party Conference in Brighton had been delayed by six weeks because of internal disputes over policy and was only now just beginning.,143,24,the labour party conference in brighton had been delayed by six weeks because of internal disputes over policy and was only now just beginning,1.2369071265947398,-0.9994704127311707,-0.9959747791290283,Negative,0.68,-0.68
6439,1223,There was increased police activity around the seafront.,56,8,there was increased police activity around the seafront,1.2739381729599517,-0.9892980456352234,0.9909860491752625,Positive,0.57,0.57
6440,1223,Some sites were reporting a news blackout.,42,7,some sites were reporting a news blackout,1.2114443709096823,-0.9985499382019043,0.9970468282699585,Negative,0.94,-0.94
6441,1224,Benn was already in trouble with his left for accepting an official invitation to the White House in place of greeting a Palestinian delegation.,144,24,benn was already in trouble with his left for accepting an official invitation to the white house in place of greeting a palestinian delegation,1.2261791524238324,-0.9994969964027405,0.9983362555503845,Negative,0.94,-0.94
6442,1224,"He had also failed to secure, as promised, the immediate release of the poll-tax martyrs.",89,15,he had also failed to secure as promised the immediate release of the polltax martyrs,0.24290613611243222,-0.9994989037513733,0.9968932271003723,Negative,0.99,-0.99
6443,1224,It was not so easy for the executive to instruct the judiciary.,63,12,it was not so easy for the executive to instruct the judiciary,2.3035398408894925,-0.988068163394928,-0.9974798560142517,Negative,0.86,-0.86
6444,1224,"He should have known that, many said, when he made his pledgeAlso, the tax itself was not about to be repealed because there were so many other more important bills going through Parliament.",190,33,he should have known that many said when he made his pledgealso the tax itself was not about to be repealed because there were so many other more important bills going through parliament,1.2334943924039417,-0.9989511966705322,0.9900543093681335,Negative,0.88,-0.88
6445,1224,There was also anger on his right.,34,7,there was also anger on his right,1.2368449468879257,-0.9940268993377686,0.9969342350959778,Negative,0.67,-0.67
6446,1224,"Nuclear disarmament would cost 10,000 jobs.",43,6,nuclear disarmament would cost  jobs,0.30985711750498135,-0.996353268623352,-0.9992481470108032,Negative,0.63,-0.63
6447,1224,"Leaving Europe, abolishing private education, renationalising the energy sector and doubling social security would mean a big rise in income tax.",145,21,leaving europe abolishing private education renationalising the energy sector and doubling social security would mean a big rise in income tax,0.3102200172263318,-0.993956983089447,-0.9993057250976562,Negative,0.71,-0.71
6448,1224,The City was seething over the reversal of deregulation and the half of one per cent tax on all trades in shares.,113,22,the city was seething over the reversal of deregulation and the half of one per cent tax on all trades in shares,0.27984726800483467,-0.99784916639328,-0.9986039400100708,Negative,0.93,-0.93
6449,1225,"Public administration was a special corner of hell, irresistible to certain personalities.",90,12,public administration was a special corner of hell irresistible to certain personalities,0.30714961703839333,0.9923567175865173,-0.9938767552375793,Positive,0.92,0.92
6450,1225,"Once there, and risen to the top, there was nothing they could do that did not make someone, some sector, hate them.",116,22,once there and risen to the top there was nothing they could do that did not make someone some sector hate them,0.2675428948640461,0.9942806363105774,-0.9954280853271484,Negative,0.89,-0.89
6451,1225,"From the sidelines, the rest of us could comfortably loathe the entire machinery of government.",95,15,from the sidelines the rest of us could comfortably loathe the entire machinery of government,1.262360391291255,-0.9971480369567871,-0.9930209517478943,Negative,0.98,-0.98
6452,1225,"Reading about the public inferno every day was compulsive to types like me, a mild form of mental illness.",106,19,reading about the public inferno every day was compulsive to types like me a mild form of mental illness,1.2886858841589413,0.9922032952308655,-0.9959772229194641,Negative,0.95,-0.95
6453,1226,At last I broke away and set about my duties.,45,10,at last i broke away and set about my duties,1.2536139226178138,0.9906492233276367,-0.9511262774467468,Positive,0.72,0.72
6454,1226,"After two hours, just past ten, I heard the doorbell ring and Miranda's footsteps above my head.",96,17,after two hours just past ten i heard the doorbell ring and mirandas footsteps above my head,1.2393101479622655,-0.9989001750946045,-0.9959696531295776,Positive,0.67,0.67
6455,1226,"Minutes later, I heard steps at shorter frequency, moving at speed from one room to the other, then back.",105,19,minutes later i heard steps at shorter frequency moving at speed from one room to the other then back,0.2742513640400964,-0.9874595403671265,-0.9931893944740295,Negative,0.75,-0.75
6456,1226,"After a brief silence, what sounded like a bouncing ball.",57,10,after a brief silence what sounded like a bouncing ball,0.2569920191908089,-0.9966644644737244,-0.9966956973075867,Negative,0.79,-0.79
6457,1226,"Then a resonating thump, as of a leap from a high place that made the ceiling-light fittings rattle and some plaster dust fall onto my arm.",139,26,then a resonating thump as of a leap from a high place that made the ceilinglight fittings rattle and some plaster dust fall onto my arm,1.2537044564080662,-0.9933000206947327,-0.9989873766899109,Negative,0.77,-0.77
6458,1226,I sighed and considered again the prospect of fatherhood.,57,9,i sighed and considered again the prospect of fatherhood,2.211139138239153,-0.9960654973983765,-0.9551490545272827,Negative,0.62,-0.62
6459,1227,"Ten minutes later, I was in the armchair in the kitchen, observing Mark.",72,13,ten minutes later i was in the armchair in the kitchen observing mark,0.37875741531610385,-0.899211049079895,-0.9994333982467651,Positive,0.76,0.76
6460,1227,"Just below the worn armrest was a long tear in the leather into which I often shoved old newspapers, in part to dispose of them, but also in the vague hope they would substitute for the vanished stuffing.",204,38,just below the worn armrest was a long tear in the leather into which i often shoved old newspapers in part to dispose of them but also in the vague hope they would substitute for the vanished stuffing,1.2434430700771502,-0.9973114728927612,-0.9919590950012207,Negative,0.97,-0.97
6461,1227,"Mark was counting as he pulled them out, one by one.",52,11,mark was counting as he pulled them out one by one,0.3034440745137001,0.9974862933158875,-0.9957510828971863,Negative,0.54,-0.54
6462,1227,He unfolded them and spread them across the carpet.,51,9,he unfolded them and spread them across the carpet,4.3592106208388115,0.9731696248054504,-0.991455078125,Positive,0.57,0.57
6463,1227,"Miranda was at the table, deep in a hushed phone call with Jasmin.",66,13,miranda was at the table deep in a hushed phone call with jasmin,1.2364765193303753,-0.9908778071403503,-0.9948819875717163,Positive,0.71,0.71
6464,1227,"Mark was smoothing out each paper with a careful swimming motion of both hands, pressing it onto the floorboards and addressing it in a murmur.",143,25,mark was smoothing out each paper with a careful swimming motion of both hands pressing it onto the floorboards and addressing it in a murmur,3.262321593554112,0.9983487129211426,-0.9976044297218323,Negative,0.62,-0.62
6465,1227,"""Number eight.",14,2,number eight,4.412569352772833,0.9881268739700317,0.9815492630004883,Positive,0.87,0.87
6466,1227,Now you go here and do not move .,33,9,now you go here and do not move ,0.37462441716993555,-0.9976429343223572,-0.9953763484954834,Negative,0.95,-0.95
6467,1228,nine .,6,2,nine ,4.41761493218995,0.9859949350357056,-0.927777111530304,Positive,0.91,0.91
6468,1228,.. you stay here .,18,5, you stay here ,4.311660815812482,0.9881088137626648,-0.9931985139846802,Positive,0.96,0.96
6469,1228,.. ten ..,9,3, ten ,0.3777233532965712,0.9928385019302368,0.9967169761657715,Positive,0.8,0.8
6470,1229,Mark was much changed.,22,4,mark was much changed,1.2473863492774906,0.9835021495819092,0.9952348470687866,Positive,0.93,0.93
6471,1229,"He was an inch or so taller, the ginger-blond hair was long and thick and centre-parted.",88,16,he was an inch or so taller the gingerblond hair was long and thick and centreparted,1.2548933249991665,0.9947486519813538,-0.9976602792739868,Positive,0.66,0.66
6472,1229,"He was dressed in the uniform of an adult world citizen--jeans, sweater, trainers.",82,13,he was dressed in the uniform of an adult world citizenjeans sweater trainers,3.2583127413386,-0.9934306144714355,-0.9984274506568909,Positive,0.78,0.78
6473,1229,"The baby plumpness was going from his face, which was longer now, with a watchfulness in his gaze that may have derived from the upheavals in his life.",151,28,the baby plumpness was going from his face which was longer now with a watchfulness in his gaze that may have derived from the upheavals in his life,2.213097679501747,0.9975424408912659,-0.9985178709030151,Positive,0.92,0.92
6474,1229,"The eyes were a deep green, the skin of porcelain smoothness and pallor.",72,13,the eyes were a deep green the skin of porcelain smoothness and pallor,3.2647656365260036,-0.9809474945068359,0.9979633688926697,Positive,0.97,0.97
6475,1229,A perfect Celt.,15,3,a perfect celt,4.317840796331496,0.9987597465515137,0.9977896809577942,Positive,0.94,0.94
6476,1230,Soon all the events of the previous months were at my feet.,59,12,soon all the events of the previous months were at my feet,4.258710471090314,0.5545924305915833,-0.9911260604858398,Positive,0.91,0.91
6477,1230,"Falklands warships burning, Mrs. Thatcher with raised hand at a Party Conference, President Carter in an embrace after a major speech.",134,21,falklands warships burning mrs thatcher with raised hand at a party conference president carter in an embrace after a major speech,4.247215128742477,0.9955450892448425,-0.9989652633666992,Positive,0.9,0.9
6478,1230,"I was not sure whether Mark's counting game was a way of saying hello, of sidling up to me.",91,19,i was not sure whether marks counting game was a way of saying hello of sidling up to me,2.256405460162795,-0.9938701391220093,0.9811049699783325,Negative,0.8,-0.8
6479,1230,I sat patiently and waited.,27,5,i sat patiently and waited,4.220623105226964,0.9934923648834229,-0.9764717221260071,Positive,0.6,0.6
6480,1231,Finally he stood and went to the table and retrieved a carton of chocolate dessert and a spoon and came back to me.,115,23,finally he stood and went to the table and retrieved a carton of chocolate dessert and a spoon and came back to me,4.331225618457831,-0.9932668209075928,0.9979788661003113,Positive,0.72,0.72
6481,1231,"He stood with an elbow resting on my knee, fiddling with the edge of tinfoil he needed to remove.",97,19,he stood with an elbow resting on my knee fiddling with the edge of tinfoil he needed to remove,3.288948147684449,-0.9990332126617432,-0.9982131719589233,Negative,0.84,-0.84
6482,1232,He looked up.,13,3,he looked up,0.19669205762843692,0.9939056634902954,0.996090829372406,Positive,0.87,0.87
6483,1232,"""it is a bit tricky.""",21,5,it is a bit tricky,2.268496664122117,0.9890404343605042,-0.9833089709281921,Negative,0.65,-0.65
6484,1233,"""Would you like me to help?""",28,6,would you like me to help,2.2468064475897025,0.9912144541740417,0.9571965932846069,Positive,0.69,0.69
6485,1234,"""I can do it easily but not today so you have to.""",50,12,i can do it easily but not today so you have to,2.3229650175425567,0.9588647484779358,-0.9986742734909058,Positive,0.75,0.75
6486,1234,"The accent was still the generalised cockney of London and its surrounds, but there was another element, some undertones inflecting the vowels.",143,22,the accent was still the generalised cockney of london and its surrounds but there was another element some undertones inflecting the vowels,2.2747411511391062,-0.9836484789848328,-0.9994391798973083,Negative,0.61,-0.61
6487,1234,"Something of Miranda's, I thought.",34,5,something of mirandas i thought,2.285245396581957,-0.9739727973937988,-0.9930708408355713,Positive,0.84,0.84
6488,1234,He put the carton in my hands.,30,7,he put the carton in my hands,4.271658167963081,-0.9986262917518616,0.9972208142280579,Positive,0.83,0.83
6489,1234,I opened it for him and handed it back.,39,9,i opened it for him and handed it back,0.34970809635329225,-0.9994122982025146,-0.9983484745025635,Positive,0.5,0.5
6490,1235,"I said, ""Do you want to sit at the table to eat it?""",52,13,i said do you want to sit at the table to eat it,1.2173456380750967,-0.9854439496994019,-0.9859724640846252,Negative,0.54,-0.54
6491,1236,He patted the arm of my chair.,30,7,he patted the arm of my chair,0.2473581798807483,0.728405773639679,-0.9913874268531799,Positive,0.83,0.83
6492,1236,"I helped him up and he sat, perched above me, spooning the chocolate into his mouth.",84,16,i helped him up and he sat perched above me spooning the chocolate into his mouth,4.298317802146126,0.9982122778892517,-0.9951534867286682,Positive,0.86,0.86
6493,1236,"When a dollop fell on my knee, he glanced down and murmured an untroubled ""Oops.""",81,15,when a dollop fell on my knee he glanced down and murmured an untroubled oops,0.3271155014268032,0.9488070011138916,0.9935160875320435,Negative,0.79,-0.79
6494,1237,"As soon as he was done, he handed spoon and carton to me and said, ""where is that man?""",87,19,as soon as he was done he handed spoon and carton to me and said where is that man,0.35953303308338425,-0.9990875124931335,-0.9973368644714355,Negative,0.82,-0.82
6495,1238,"""Which man?""",12,2,which man,0.4120895464205628,-0.9890027046203613,0.9864619970321655,Negative,0.6,-0.6
6496,1239,"""With the funny nose.""",22,4,with the funny nose,4.226710207229376,-0.9928059577941895,-0.9968602657318115,Positive,0.97,0.97
6497,1240,"""that is what I was wondering.",30,6,that is what i was wondering,2.2345178638407868,0.7235297560691833,0.9855026602745056,Positive,0.63,0.63
6498,1240,"He went for a walk last night and has not come back.""",53,12,he went for a walk last night and has not come back,0.33887817187604746,-0.9994713068008423,0.9975255727767944,Negative,0.85,-0.85
6499,1241,"""When he should be in bed.""",27,6,when he should be in bed,2.172489290405433,-0.9984893202781677,0.9946756362915039,Negative,0.63,-0.63
6500,1242,"""Exactly.""",10,1,exactly,4.299739206644692,0.995020866394043,-0.9827487468719482,Positive,0.91,0.91
6501,1243,Mark spoke directly into my growing concern.,44,7,mark spoke directly into my growing concern,4.253396020304702,0.9987913370132446,0.9967586994171143,Positive,0.95,0.95
6502,1243,"Adam often took long walks, but never overnight.",48,8,adam often took long walks but never overnight,2.3366530560820604,0.9953607320785522,0.9964497685432434,Negative,0.65,-0.65
6503,1243,"If Mark had not been there, I might have been pacing the room, waiting for Miranda to finish on the phone so that we could fret together.",137,27,if mark had not been there i might have been pacing the room waiting for miranda to finish on the phone so that we could fret together,2.2824985326873986,-0.9965303540229797,-0.9991727471351624,Negative,0.98,-0.98
6504,1243,"I said, ""what is in your suitcase?""",35,7,i said what is in your suitcase,0.2387552073141548,-0.9992476105690002,-0.9946941137313843,Negative,0.77,-0.77
6505,1244,"It was on the floor by Miranda's feet, a pale blue case, with stickers of monsters and superheroes.",99,18,it was on the floor by mirandas feet a pale blue case with stickers of monsters and superheroes,2.202773718401234,0.9934189319610596,-0.9991121888160706,Negative,0.85,-0.85
6506,1245,"He looked to the ceiling, took a theatrical deep breath and counted off on his fingers.",87,16,he looked to the ceiling took a theatrical deep breath and counted off on his fingers,0.3086360017750674,0.9940171837806702,-0.9921258687973022,Negative,0.84,-0.84
6507,1245,"""Two dresses, one green, one white, my crown, one two three books, my recorder and my secret box.""",98,18,two dresses one green one white my crown one two three books my recorder and my secret box,4.31483356075913,0.9941737651824951,-0.9975058436393738,Positive,0.78,0.78
6508,1246,"""what is in the secret box?""",28,6,what is in the secret box,0.28607164813508645,-0.9846325516700745,-0.996907651424408,Negative,0.54,-0.54
6509,1247,"""Um, secret coins and the toenail from a dinosaur.",50,9,um secret coins and the toenail from a dinosaur,4.272134931770124,-0.9926504492759705,-0.9949698448181152,Negative,0.72,-0.72
6510,1248,"""I have never seen a dinosaur's toenail.""",41,7,i have never seen a dinosaurs toenail,4.1866837912125385,-0.998589038848877,0.9975887537002563,Negative,0.86,-0.86
6511,1249,"""No,"" he agreed pleasantly.",27,4,no he agreed pleasantly,2.286437622294698,0.9986714124679565,0.9918401837348938,Positive,0.84,0.84
6512,1249,"""You have not.""",15,3,you have not,0.30889345510866073,-0.9969646334648132,0.9768234491348267,Negative,0.79,-0.79
6513,1250,"""Do you want to show me?""",25,6,do you want to show me,0.1884084385116618,-0.990630030632019,-0.9984381794929504,Positive,0.89,0.89
6514,1251,He pointed straight at Miranda.,31,5,he pointed straight at miranda,0.32289838354548495,0.9939845204353333,0.9940979480743408,Negative,0.57,-0.57
6515,1251,It was a change of subject.,27,6,it was a change of subject,1.2227165907874513,0.9955320358276367,0.9987402558326721,Positive,0.79,0.79
6516,1251,"""she is going to be my new mummy.""",34,8,she is going to be my new mummy,4.251318311523153,0.9970905780792236,-0.9978743195533752,Positive,0.99,0.99
