,sent_no,sent_raw,baseline_sentimentr_stdscaler_roll10,baseline_syuzhet_stdscaler_roll10,baseline_bing_stdscaler_roll10,baseline_sentiword_stdscaler_roll10,baseline_senticnet_stdscaler_roll10,baseline_nrc_stdscaler_roll10,baseline_afinn_stdscaler_roll10,baseline_vader_stdscaler_roll10,baseline_textblob_stdscaler_roll10,baseline_flair_stdscaler_roll10,baseline_pattern_stdscaler_roll10,baseline_stanza_stdscaler_roll10,sentimentr_jockers_rinker_stdscaler_roll10,sentimentr_jockers_stdscaler_roll10,sentimentr_huliu_stdscaler_roll10,sentimentr_senticnet_stdscaler_roll10,sentimentr_sentiword_stdscaler_roll10,sentimentr_nrc_stdscaler_roll10,sentimentr_lmcd_stdscaler_roll10,syuzhetr_syuzhet_stdscaler_roll10,syuzhetr_bing_stdscaler_roll10,syuzhetr_afinn_stdscaler_roll10,syuzhetr_nrc_stdscaler_roll10,transformer_roberta15lg_stdscaler_roll10,transformer_nlptown_stdscaler_roll10,transformer_yelp_stdscaler_roll10,transformer_hinglish_stdscaler_roll10,transformer_imdb2way_stdscaler_roll10,transformer_huggingface_stdscaler_roll10,transformer_t5imdb50k_stdscaler_roll10,transformer_robertaxml8lang_stdscaler_roll10
2250,2250,"And yet there is so much difference betwixt myself and myself, within that moment wherein I pass from waking to sleeping, or return from sleeping to waking!",0.052651877059588285,0.06283388195044359,0.025557778569906542,0.07152848145063126,-0.05530864387498792,-0.03042340625485181,0.1356910945993834,0.008431177330057054,0.060025043729256704,0.017871174113784354,-0.006281982908021324,-0.2265562013379112,-0.08496338574247736,-0.042657988252713955,-0.45290060778307817,-0.6788266357033159,0.0561018972154042,-0.6941407355688155,0.4792023306929429,0.2754197896852411,0.2610011836356008,0.8385979824398557,-0.2543235909467676,0.3769701062377702,1.2268491866206777,0.1700836388555354,0.32689494485686643,-0.3379528737747971,0.08580796557622887,0.7333650233634477,0.2864855893035054
2251,2251,"Where is reason then, which, awake, resisteth such suggestions?",0.04905427224495057,0.059178934747504526,0.019833879733975275,0.07041159393896444,-0.056236647839821095,-0.03341634379819388,0.13155784643764418,0.002344475925617581,0.04488098272379203,0.018044385418106056,-0.008411795401581691,-0.22996683322265207,-0.12588562319248522,-0.08236420988265279,-0.4998236998648628,-0.7062709157390341,0.051097901154234196,-0.7294913899213947,0.356656575892304,0.25510743181560613,0.23552284324915043,0.8203843532922894,-0.2763838865706333,0.3769958491187365,1.2123335507733293,0.16884261601629347,0.329071572972747,-0.34366747614297816,0.08581736937493249,0.7333650233634477,0.2733215099728553
2252,2252,"And should the things themselves be urged on it, it remaineth unshaken.",0.05535008067056657,0.06557509235264787,0.023212390575649885,0.07227927805569619,-0.05942274622457802,-0.029135591772047248,0.13719032806736012,0.006827304207547283,0.04928063347461511,0.01894918657357601,-0.007498880946868099,-0.23029599322930153,-0.055019384448861924,-0.013603781397481498,-0.45957994187076556,-0.6813233773665829,0.09504912358814872,-0.6758342079265374,0.4317882673180844,0.3025029335114214,0.2610011836356008,0.8689540310191335,-0.24329344313483475,0.3770122547593142,1.2129942952600892,0.1690026682100161,0.34167703227904905,-0.3458875404100794,0.09072797485453356,0.7333650233634477,0.28621703137631543
2253,2253,Is it clasped up with the eyes?,0.054270799226175254,0.06447860819176617,0.024881655415035966,0.07271362319912217,-0.06400594947946843,-0.031970910727436776,0.13719032806736012,0.006827304207547283,0.04931536755949003,0.01861611295643108,-0.007491383498890297,-0.23367801672591476,-0.06402470925687229,-0.022341510440602945,-0.44777161027391577,-0.7497503146822229,0.08199374317173068,-0.6997303683696681,0.4626272603228515,0.2977633833418398,0.2737403538288259,0.8689540310191335,-0.2543235909467676,0.33779083888095524,1.198222176704145,0.15788841392312175,0.34293842884349607,-0.35555628650516397,0.04977824431773939,0.7333650233634477,0.29873497168856034
2254,2254,is it lulled asleep with the senses of the body?,0.05418085910580931,0.06438723451169269,0.026640496523253985,0.06899066482689942,-0.06312019373281447,-0.033413149631966975,0.1379199105362123,0.006677431239199757,0.04865376594282491,0.01924351555685951,-0.007506759324658109,-0.23538236343014204,-0.06486683261215083,-0.02315860986302054,-0.4345206876876711,-0.7084124180223367,0.12285116033675811,-0.7131381122809618,0.4626272603228515,0.2970863047461852,0.286479524022051,0.8750252407349889,-0.26535373875870044,0.3377844116747362,1.2265994317046207,0.18106667417268846,0.33528758761023686,-0.3597623475921168,0.04969258417077573,0.7333650233634477,0.2984318784201115
2255,2255,"And whence is it that often even in sleep we resist, and mindful of our purpose, and abiding most chastely in it, yield no assent to such enticements?",0.05085307465226942,0.06283388195044359,0.02493921275408293,0.06923886205171427,-0.06541033852515003,-0.03487080839392284,0.13934900292751737,0.009737047224806047,0.04865376594282491,0.02518414235884034,-0.007506759324658109,-0.23479816771297932,-0.1004610591079977,-0.04192673829235851,-0.4468414294666071,-0.7561292255049946,0.12641737433978223,-0.744246725343813,0.4292353974669491,0.28557596862005863,0.2737403538288259,0.8871676601666998,-0.2763838865706333,0.3377824892671752,1.2716166982831476,0.23553850740081997,0.3212914854785214,-0.3629022692096585,0.09055929221146217,0.7734452636446901,0.3361015580193306
2256,2256,"And yet so much difference there is, that when it happeneth otherwise, upon waking we return to peace of conscience: and by this very difference discover that we did not, what yet we be sorry that in some way it was done in us.",0.053371398022515816,0.0639303661113253,0.02923408338169994,0.07010755233856625,-0.06728382847613193,-0.03487080839392284,0.13863445673186484,0.008150020288660919,0.054409700007811486,0.025729823084485404,-0.006942102206483743,-0.23741082038631983,-0.05173581999216252,0.005350616609572543,-0.3872118656827143,-0.7727089904221531,0.17229334104338023,-0.744246725343813,0.5515738920562387,0.2937009117679127,0.29921869421527625,0.8810964504508444,-0.2763838865706333,0.29891990949090336,1.3027659233761106,0.23607179935993253,0.3053604819082459,-0.36296784250251596,0.09718925514899983,0.8135255039259327,0.3594681559168093
2257,2257,"Art Thou not mighty, God Almighty, so as to heal all the diseases of my soul, and by Thy more abundant grace to quench even the impure motions of my sleep!",0.05445067946690713,0.065026850272207,0.02923408338169994,0.07317899299565,-0.06872026789422536,-0.031994198875699,0.14152186397950844,0.009887501096131665,0.0582072932874693,0.02568489233261248,-0.006413236124564029,-0.23689805821089668,-0.047104907168099217,0.009843920553811015,-0.39762158381633717,-0.7998572974872796,0.21058946195763262,-0.7284473535624189,0.5175909768925471,0.30182585491576674,0.29921869421527625,0.9053812893142661,-0.2543235909467676,0.2987225250908837,1.264668111334854,0.17681423016355352,0.28588179710318445,-0.3645635497747174,0.05846564521090222,0.7734452636446901,0.3215649906766519
2258,2258,"Thou wilt increase, Lord, Thy gifts more and more in me, that my soul may follow me to Thee, disentangled from the birdlime of concupiscence; that it rebel not against itself, and even in dreams not only not, through images of sense, commit those debasing corruptions, even to pollution of the flesh, but not even to consent unto them.",0.049953673448609986,0.06045816626853319,0.025540308721442157,0.06852529503037158,-0.07107159976116532,-0.036529017640324915,0.13875807936162807,0.004978290028283031,0.06098602007746281,0.0206474387603091,-0.006071239141770737,-0.23504460793575185,-0.11614128128165518,-0.057141018244536775,-0.43872469442975,-0.8594759250042403,0.10575633018458779,-0.7963691954202404,0.5175909768925471,0.26797192513304147,0.2737403538288259,0.8871676601666998,-0.2874140343825662,0.2986718907312,1.2042413379057424,0.18253100645058226,0.2847005094640964,-0.4509879263794754,0.05749683814784365,0.7734452636446901,0.29349334863679405
2259,2259,"For that nothing of this sort should have, over the pure affections even of a sleeper, the very least influence, not even such as a thought would restrain, to work this, not only during life, but even at my present age, is not hard for the Almighty, Who art able to do above all that we ask or think.",0.049953673448609986,0.06045816626853319,0.025540308721442157,0.06908373878620498,-0.0720360246037392,-0.036529017640324915,0.13875807936162807,0.004978290028283031,0.06098602007746281,0.02017338676953391,-0.006071239141770737,-0.23525069657630854,-0.11614128128165518,-0.057141018244536775,-0.43872469442975,-0.8303652130558694,0.0892790278782643,-0.7963691954202404,0.5175909768925471,0.26797192513304147,0.2737403538288259,0.8871676601666998,-0.2874140343825662,0.259872736312262,1.1465452699326557,0.18131879481502064,0.28615812477685276,-0.5757215228095528,0.05737452217603563,0.7934853837853114,0.2938655036672689
2260,2260,"But what I yet am in this kind of my evil, have I confessed unto my good Lord; rejoicing with trembling, in that which Thou hast given me, and bemoaning that wherein I am still imperfect; hoping that Thou wilt perfect Thy mercies in me, even to perfect peace, which my outward and inward man shall have with Thee, when death shall be swallowed up in victory.",0.049683853087512164,0.05927030842757799,0.021218586094316604,0.0692078373986124,-0.07324665457984027,-0.036529017640324915,0.1363944043423659,0.001688055560374539,0.06098602007746281,0.014615973699106924,-0.006071239141770737,-0.23375549252561761,-0.17183995907709376,-0.11118459413019038,-0.4975681269388553,-0.9702298368382842,0.08034558314341077,-0.82677510059029,0.47835088645733614,0.2591699033895328,0.23552284324915043,0.8689540310191335,-0.29844418219449903,0.22063885355628152,1.0787788353513772,0.1418901065659304,0.2676034353861937,-0.5773674919801446,0.016120265661160007,0.7534051435040688,0.25421709565307615
2261,2261,"There is another evil of the day, which I would were sufficient for it.",0.0455466075506788,0.053605140263022454,0.01760173730254426,0.06941880503970503,-0.07714951583853427,-0.04484999631936618,0.134127013531164,-0.0038363317612726644,0.0625473998927925,0.014730905260057228,-0.005888434490922283,-0.24115751612865216,-0.21478949829326444,-0.15285787568290016,-0.52567757859199,-0.9960605153132364,0.09684011791533316,-0.8909956078077393,0.47835088645733614,0.21042024450240868,0.21004450286270007,0.8507404018715666,-0.36462506906609654,0.18133181479602203,1.0188884069937987,0.08778077152203857,0.25782197787704714,-0.5852983317225782,-0.021585773350813967,0.7133249032228264,0.23913590071565394
2262,2262,"For by eating and drinking we repair the evil decays of our body, until Thou destroy both belly and meat, when Thou shalt slay my emptiness with a wonderful fulness, and clothe this incorruptible with an eternal incorruption.",0.047705170439461424,0.055798108584785885,0.013819855055760747,0.06315182511313007,-0.07835286163908718,-0.041819218110950046,0.13190749943291047,-0.003871185939958136,0.05708257053913857,0.0145130887890211,-0.00631948923332525,-0.23959097590940387,-0.21611138004094363,-0.1541404773418645,-0.5777186882523465,-1.0399176707091786,0.041288980064937655,-0.8765107684177351,0.4506039524162249,0.22531597360680775,0.19730533266947498,0.8568116115874226,-0.35359492125416325,0.1813096947784187,0.9786644683534241,0.08822327338961791,0.257273528471064,-0.5864198904115145,-0.02248894372394394,0.7133249032228264,0.20101979372738232
2263,2263,"But now the necessity is sweet unto me, against which sweetness I fight, that I be not taken captive; and carry on a daily war by fastings; often bringing my body into subjection; and my pains are removed by pleasure.",0.05040337405043971,0.05908756106743104,0.01542282078264519,0.06464100846201917,-0.07910021805032647,-0.04195682831100021,0.13228042721964117,-0.0022690555263826383,0.05655328924580648,0.015027513339450222,-0.005583559571636327,-0.23599978317423587,-0.18740919524481292,-0.1262911860568786,-0.5669655291777355,-1.1018190921572675,0.07737235621188943,-0.9105355929784709,0.4000540613863031,0.24969080305036992,0.21004450286270007,0.8689540310191335,-0.36462506906609654,0.2202750769724542,0.9137388889523061,0.088376208307694,0.255185760668262,-0.5855510136965837,-0.01360423446215167,0.7133249032228264,0.1772073537623575
2264,2264,"For hunger and thirst are in a manner pains; they burn and kill like a fever, unless the medicine of nourishments come to our aid.",0.04905427224495056,0.05771695586632889,0.009100686146934748,0.06150751849873169,-0.08625764894392993,-0.04476961792488522,0.1302251723743623,-0.008152440888490197,0.05571967120880843,0.008563996772919285,-0.00557762350867095,-0.233716301626543,-0.19374528140649583,-0.13243899363239353,-0.6124419171249912,-1.1440787046141898,0.031726954922332885,-0.9488211362963533,0.36015543375175324,0.2327638381590074,0.17182699228302462,0.8507404018715666,-0.38668536468996223,0.2202938888519397,0.8669594663730352,0.1020398754497726,0.20713517302972717,-0.5852234798393644,-0.05457830192147591,0.6732446629415837,0.17332340109939787
2265,2265,"Which since it is at hand through the consolations of Thy gifts, with which land, and water, and air serve our weakness, our calamity is termed gratification.",0.05220217645775856,0.06091503466890056,0.005716834240515493,0.06485818103373216,-0.08516502261170876,-0.047617701881804565,0.1323096310488593,-0.004257486420388778,0.044604764048834365,0.0032546795932688727,-0.006187881130205531,-0.23083974635109486,-0.21308377379004903,-0.15120283726406894,-0.6124419171249912,-1.1592678144484712,0.05343770699863568,-0.973452734684787,0.36015543375175324,0.2429200170938249,0.14634865189657426,0.862882821303278,-0.408745660313828,0.18163246665558566,0.8655783937297981,0.10159866648839772,0.1684636978276742,-0.5798380170177112,-0.04741029520303738,0.6732446629415837,0.14416238927604186
2266,2266,"This hast Thou taught me, that I should set myself to take food as physic.",0.06290505078130576,0.0681335553947052,0.017661550477224626,0.07028129039593663,-0.07900406693309099,-0.03807103167558235,0.1424331279096628,-0.007008062021650555,0.04849498155482529,0.0020734566382328945,-0.004364042762071592,-0.22516916839665807,-0.1342497787681646,-0.08864884977895872,-0.5582233481343725,-1.1146680245389358,0.037804573126552284,-0.9506103135598347,0.3849240154340442,0.2760968682808955,0.21004450286270007,0.9235949184618325,-0.36462506906609654,0.14236311976647695,0.8526395916467356,0.08889290207220096,0.17707953349264116,-0.5799536916400305,-0.04741265046864501,0.6732446629415837,0.15541241684578835
2267,2267,"But while I am passing from the discomfort of emptiness to the content of replenishing, in the very passage the snare of concupiscence besets me.",0.05975714656849776,0.06493547659213351,0.016013102074244556,0.07146022721380715,-0.07784879669115581,-0.04090676772855391,0.13969828433753076,-0.008856495297936718,0.04849498155482529,0.002545880703215586,-0.004364042762071592,-0.22596164475470998,-0.16066007595687537,-0.11427435754276498,-0.5696989837176414,-1.0979957252895531,0.08600219906247841,-0.9745375595886686,0.3849240154340442,0.25239911743298776,0.19730533266947498,0.8993100795984107,-0.38668536468996223,0.14238823084825716,0.9161924365178289,0.09207375254478456,0.13845196760544898,-0.5802891889516004,-0.047772124423415815,0.6331644226603412,0.11859260074329449
2268,2268,"For that passing, is pleasure, nor is there any other way to pass thither, whither we needs must pass.",0.06173582921654851,0.06694569755374999,0.01432117612103493,0.07515216093292805,-0.07847960629362484,-0.04090676772855391,0.14039310389569643,-0.005299045460106278,0.04641093646233015,0.003437984037504059,-0.004583713682846756,-0.22622349055566726,-0.17458379047303366,-0.12778432495757158,-0.581870733326674,-1.1099086691395035,0.17476950555148787,-0.9991691579771023,0.3849240154340442,0.26729484653738683,0.18456616247624974,0.9053812893142661,-0.38668536468996223,0.10368787549499063,0.8858991764991476,0.14438172321067155,0.15578649647871223,-0.5795612458810226,-0.0448289043670865,0.6331644226603412,0.13014419034474717
2269,2269,"And health being the cause of eating and drinking, there joineth itself as an attendant a dangerous pleasure, which mostly endeavours to go before it, so that I may for her sake do what I say I do, or wish to do, for health's sake.",0.05903762560557022,0.06274250827037009,0.011244767697956584,0.07276326264408511,-0.08150253914610339,-0.042212851620400296,0.1379229854131586,-0.01056318824756863,0.04132983604634201,0.003443844570357049,-0.005078174382702467,-0.22963932516101124,-0.22285266746238278,-0.17461887866223402,-0.6325052117002495,-1.1588963588591308,0.13697237066754697,-1.036469146423504,0.318804754149948,0.23614923113727965,0.1590878220897995,0.8810964504508444,-0.3977155125018951,0.10383348289479105,0.8862023400082177,0.13114138572574652,0.14232116810622314,-0.5794452424747024,-0.044804601972010354,0.6331644226603412,0.1288178820037573
2270,2270,"Nor have each the same measure; for what is enough for health, is too little for pleasure.",0.05948732620739994,0.06319937667073747,0.012839580144347598,0.07462474183019649,-0.07928523610924924,-0.04081699819480055,0.13985974127618178,-0.009110930802340657,0.04466430819433423,0.0034086813732391087,-0.004568795198555805,-0.22477398620943514,-0.21947666345575573,-0.17134319356621616,-0.621880837619594,-1.1092208052338,0.14968544148802906,-1.0257190355565757,0.34655168819105914,0.23953462411555215,0.17182699228302462,0.8993100795984107,-0.38668536468996223,0.06483839322117853,0.8886136609861217,0.13157327616787962,0.15430328195341164,-0.5790263793035213,-0.04429558344863449,0.6131243025197198,0.10556442167564052
2271,2271,"And oft it is uncertain, whether it be the necessary care of the body which is yet asking for sustenance, or whether a voluptuous deceivableness of greediness is proffering its services.",0.06146600885545068,0.06520959763235394,0.015711004836960557,0.0799299575106139,-0.08030065018066011,-0.036783582309058274,0.14156342555810003,-0.004988843269805584,0.04704607401432867,0.0036899869501826267,-0.004462416947526733,-0.21842459466673506,-0.212725606496526,-0.1647927461673664,-0.6055379490279857,-1.0636356255099564,0.22620632683957462,-1.017450884279526,0.3252108991549202,0.26458653215476846,0.19730533266947498,0.917523708745977,-0.35359492125416325,0.10367859932069409,0.8737200712808988,0.11788485860143469,0.17424630803045385,-0.5792017664527244,-0.003684363769579698,0.6532045428009624,0.1201681987489904
2272,2272,"In this uncertainty the unhappy soul rejoiceth, and therein prepares an excuse to shield itself, glad that it appeareth not what sufficeth for the moderation of health, that under the cloak of health, it may disguise the matter of gratification.",0.06668253583667537,0.07050927107661556,0.018532025996998575,0.08436648290417934,-0.07944257430108909,-0.034112249564496364,0.14489890446084772,0.00038857559838454845,0.04889855854099101,0.0037332897762630524,-0.0042195458964320665,-0.20997948265936628,-0.18398881436858616,-0.13690987591719045,-0.5899456306802083,-1.0267959441053325,0.2738695268038064,-1.0016740347786928,0.3659322654640682,0.3038570907027299,0.2227836730559252,0.9539509670411097,-0.33153462563029756,0.14298426526822383,0.8424368739599931,0.13220233834537767,0.17498959856073484,-0.579066471836299,0.036465371825179525,0.6532045428009624,0.1539216537472603
2273,2273,"These temptations I daily endeavour to resist, and I call on Thy right hand, and to Thee do I refer my perplexities; because I have as yet no settled counsel herein.",0.06830145800326233,0.07215399731793815,0.021988898795864815,0.0844595568634849,-0.0822979711159604,-0.03270055548998448,0.14783889749995,0.003620719768483921,0.050010049256988424,0.0033797042941326573,-0.004190548447844933,-0.20838188497056537,-0.1489327301146475,-0.10289549308768019,-0.5644152692703721,-1.1076164302853428,0.239152221660198,-0.9616204680238103,0.40263800902271457,0.3160445054245109,0.24826201344237556,0.9782358059045315,-0.3205044778183647,0.1815653432766212,0.8146323733408768,0.10909644230781351,0.20820388134155232,-0.5796541617689452,0.03689108546719941,0.6532045428009624,0.1676266065179512
2274,2274,"I hear the voice of my God commanding, Let not your hearts be overcharged with surfeiting and drunkenness.",0.07019020053094714,0.07407284459948114,0.021988898795864815,0.0895475999721893,-0.08028753866467345,-0.029985674188773077,0.15045449197797295,0.008611257253265323,0.0511771145087857,0.009876104961672037,-0.003989843606553598,-0.20494564536593712,-0.13404949272894903,-0.08845451529585076,-0.5644152692703721,-1.1238143879895877,0.24615356961789692,-0.9361823080389304,0.43107015572527396,0.33026315593325556,0.24826201344237556,1.0025206447679538,-0.29844418219449903,0.2208801409536522,0.8145062386235155,0.10778238481706767,0.22374218008842858,-0.5785995106242197,0.07819756845552034,0.693284783082205,0.17708938368806168
2275,2275,"Drunkenness is far from me; Thou wilt have mercy, that it come not near me.",0.0650636136700884,0.068864544835293,0.016838690464644684,0.0857936169468647,-0.08152439167274782,-0.03566725240516076,0.14755053925133824,0.005278616867956175,0.04949958685408591,0.008611206620901703,-0.003963572145262992,-0.20650883366049796,-0.19462109414461015,-0.14722621450288143,-0.6153401024117024,-1.159772357778535,0.18174903864340627,-0.9980954175057661,0.35720127173964666,0.291669675980949,0.21004450286270007,0.9782358059045315,-0.3425647734422304,0.22097901048019933,0.8168277737335389,0.14937026614507226,0.2323757577863031,-0.5779323543631373,0.11838682195443043,0.6532045428009624,0.15232022782967827
2276,2276,"But full feeding sometimes creepeth upon Thy servant; Thou wilt have mercy, that it may be far from me.",0.06236541005911011,0.06612333443308871,0.012502451228746344,0.08453047035628913,-0.07990584786595087,-0.03720316883083656,0.14275821329882865,0.0009183591144037124,0.04707077380801751,0.008611857791218702,-0.004520905690712939,-0.20785089202271617,-0.24767486552714307,-0.19870347811517575,-0.67099397727393,-1.136261595324127,0.19152303342696264,-1.0182070333727071,0.21185394273829283,0.27135731811131397,0.18456616247624974,0.9478797573252542,-0.35359492125416325,0.22096529879377239,0.7870696581522302,0.12228357599457106,0.2273270041517046,-0.6886407325768393,0.11840141966870439,0.6532045428009624,0.1491976075847707
2277,2277,For no one can be continent unless Thou give it.,0.061915709457280386,0.06566646603272132,0.012584244506523649,0.08062136406545527,-0.07914100943339604,-0.03718598359825317,0.14290034495915452,0.005865328875828274,0.03595586664804345,0.002217365278289646,-0.00530127918207258,-0.20799672629627855,-0.17862821484421965,-0.1317085681186162,-0.6118969143933535,-1.0371126293434771,0.27744493650630997,-0.958410571665586,0.2617272272814802,0.26797192513304147,0.18456616247624974,0.9478797573252542,-0.35359492125416325,0.18164562052674596,0.7233932526403938,0.09784867422130576,0.20129376162820906,-0.690557092180658,0.11708999791338169,0.6131243025197198,0.13274852040412263
2278,2278,"Many things Thou givest us, praying for them; and what good soever we have received before we prayed, from Thee we received it; yea to the end we might afterwards know this, did we before receive it.",0.06146600885545067,0.06520959763235396,0.015835790075138655,0.08180916506992633,-0.07626521692698994,-0.03718598359825317,0.1451505778617897,0.008573498559689394,0.039131554408036034,0.0022964824718050103,-0.005108614084496911,-0.21355036583070608,-0.17471174047069524,-0.12790847288498877,-0.5895358085780492,-0.9385300181810271,0.3151470595157746,-0.958410571665586,0.30353468726795607,0.2625552963678058,0.19730533266947498,0.9539509670411097,-0.35359492125416325,0.18161581440194274,0.7537869390964274,0.12554257769272886,0.20280420160397117,-0.6916578992468309,0.12111171135517788,0.5730440622384774,0.15409385972605977
2279,2279,"Drunkard was I never, but drunkards have I known made sober by Thee.",0.06317487114240358,0.06694569755375,0.01627384725439329,0.07976153796520383,-0.07164122228902996,-0.034215538196759994,0.14826989242814484,0.00998857821431953,0.039131554408036034,0.0022036907016326694,-0.005108614084496911,-0.21136718494409834,-0.1531841870254439,-0.10702061675806701,-0.5575997770320639,-0.8054392768553755,0.2786674980092142,-0.9002222866848948,0.453723510928518,0.2754197896852416,0.19730533266947498,0.972164596188676,-0.33153462563029756,0.17319350613641468,0.7205083890972307,0.0992547034286273,0.2352280423113385,-0.6977375321406308,0.08726628068494388,0.5730440622384774,0.17513270913071274
2280,2280,"From Thee then it was, that they who never were such, should not so be, as from Thee it was, that they who have been, should not ever so be; and from Thee it was, that both might know from Whom it was.",0.06785175740143261,0.07169712891757078,0.016820482743630467,0.08348449633742656,-0.06628152592070771,-0.03134965984016054,0.14582985766286025,0.016722405536352587,0.04357751727202566,0.0034031464255446166,-0.004730497689267539,-0.208424175157754,-0.10490565882269322,-0.06017669862852909,-0.5487982573601986,-0.7426912126911462,0.3585449473237258,-0.8500707236714856,0.4929913482977701,0.29708630474618547,0.19730533266947498,0.9478797573252542,-0.3205044778183647,0.17337701796434113,0.705833547626357,0.0755651192220807,0.20544044420880067,-0.5804889902244178,0.0885980526749906,0.5730440622384774,0.17586245271459658
2281,2281,"I heard another voice of Thine, Go not after thy lusts, and from thy pleasure turn away.",0.06452397294789272,0.06831630275485215,0.012745190304557783,0.08348449633742656,-0.06896064568731401,-0.035876500596921615,0.14318295728670646,0.014530077697036443,0.04357751727202566,0.0035376130960048865,-0.004730497689267539,-0.20843167653215117,-0.11959341035186467,-0.0744279994811574,-0.584354213761115,-0.799381059197826,0.34361495813083737,-0.8680590997578228,0.4001323460134689,0.27203439670696916,0.17182699228302462,0.9296661281776879,-0.35359492125416325,0.13413716834653014,0.690214071022516,0.056414368366187094,0.1704486214534863,-0.5817496360150025,0.08903952316723796,0.5730440622384774,0.14963312212437826
2282,2282,"Yea by Thy favour have I heard that which I have much loved; neither if we eat, shall we abound; neither if we eat not, shall we lack; which is to say, neither shall the one make me plenteous, nor the other miserable.",0.06767187716070072,0.07151438155742383,0.01668769945262428,0.08298810188779686,-0.06968906324212812,-0.03448535801214077,0.14382081055290227,0.016864726765984932,0.04357751727202566,0.01003271142291027,-0.004730497689267539,-0.21252339338942852,-0.08052624856963027,-0.03652172942265703,-0.5510228396507898,-0.8371146161055377,0.36245889836065837,-0.8575561509150273,0.42724133422630184,0.29573214755487665,0.19730533266947498,0.9357373378935433,-0.3425647734422304,0.09541553028573407,0.7484134160937487,0.09575734220297336,0.17369145124707602,-0.5814616823992095,0.0894820011212662,0.6131243025197198,0.13774721341570925
2283,2283,"I heard also another, for I have learned in whatsoever state I am, therewith to be content; I know how to abound, and how to suffer need.",0.06857127836436015,0.0724281183581586,0.01668769945262428,0.08038203102724094,-0.06869404486225204,-0.03285915682931646,0.14513046068803795,0.016121170954028208,0.04119575145203122,0.010949233644086202,-0.004982762334071376,-0.21268694653284345,-0.048370807273536466,-0.005321796127930935,-0.5510228396507898,-0.785470419817779,0.27117332499892727,-0.8063603350585488,0.42724133422630184,0.30250293351142166,0.19730533266947498,0.9418085476093988,-0.33153462563029756,0.09542711170501639,0.7172246219611537,0.07011968533348477,0.20911602883302274,-0.45785636943781166,0.08967843273919036,0.6131243025197198,0.13802871120257829
2284,2284,I can do all things through Christ that strengtheneth me.,0.07108960173460654,0.07498658140021594,0.019673878511801562,0.07703136849224047,-0.07439755431644654,-0.03013153677039583,0.14870345958008624,0.020747482271546436,0.03897277002003641,0.016199294324889715,-0.005086981669393316,-0.21897382553924766,-0.03228282315770408,0.010288129005379513,-0.5329409423719441,-0.803255544783287,0.2595950160027991,-0.788064443088223,0.4980761722118813,0.32146113418974787,0.2227836730559252,0.9782358059045315,-0.3094743300064319,0.09509018893529696,0.6992666646564974,0.09502983512703753,0.24467420654210814,-0.4601487011929548,0.09011265616548163,0.6331644226603412,0.16432124896737552
2285,2285,"Behold a soldier of the heavenly camp, not the dust which we are.",0.0722588232993638,0.0743469656397016,0.02116194128979162,0.07395372290453633,-0.07744816703600804,-0.03013153677039583,0.14988958565449548,0.02444725333900922,0.03897277002003641,0.022206991669521434,-0.005086981669393316,-0.22536939650893414,-0.02487697265922872,0.006418860932716112,-0.5239769393755528,-0.8250700387960095,0.19029131336365174,-0.788064443088223,0.5214868313243145,0.3167215840201663,0.23552284324915043,0.9903782253362429,-0.3094743300064319,0.05615164646319415,0.695431470300062,0.1214993226046521,0.28034225110271926,-0.4674139100791467,0.09138319618222306,0.6532045428009624,0.1793815761294987
2286,2286,"But remember, Lord, that we are dust, and that of dust Thou hast made man; and he was lost and is found.",0.07135942209570437,0.07343322883896684,0.017753859973506352,0.0734883531080085,-0.07696449777961147,-0.03166745319607163,0.15059064734520403,0.02876336246622675,0.03962113960436823,0.02203475712067523,-0.004943275557898108,-0.22271986664960824,-0.02881287416631897,0.0025999158482726496,-0.5487099593141392,-0.7742947686984933,0.19631922694389914,-0.7880845547040899,0.5214868313243145,0.3099507980636213,0.21004450286270007,0.9964494350520983,-0.3205044778183647,0.09507274869419335,0.6838645170480944,0.13600755005455517,0.2435912203069123,-0.4684834635498731,0.12359386165665884,0.6532045428009624,0.1550863001308655
2287,2287,"Nor could he of himself do this, because he whom I so loved, saying this through the in-breathing of Thy inspiration, was of the same dust.",0.07252864366046163,0.07462108667992204,0.020692027016012752,0.06982744404198947,-0.07224435202441602,-0.024888272495538592,0.14942285833812452,0.03257234329357067,0.04328905896715967,0.022081966968657645,-0.004606199506479287,-0.2174815066267181,-0.017235592106159874,0.013833175708869631,-0.5313604290914347,-0.7283616168549736,0.16201528677031476,-0.7441974108668841,0.47617627777272564,0.32078405559409345,0.2227836730559252,0.9843070156203874,-0.2763838865706333,0.1339004468139101,0.7150851503201289,0.11519113728083336,0.24554230036225597,-0.46942630901889554,0.1624131077096603,0.6131243025197198,0.13244077955939879
