,sent_no,sent_raw,jockers_rinker,jockers,huliu,lmcd,nrc,senticnet,sentiword,sent_clean,char_len,token_len,jockers_rinker_medianiqr,jockers_rinker_lnorm_medianiqr,jockers_medianiqr,jockers_lnorm_medianiqr,huliu_medianiqr,huliu_lnorm_medianiqr,lmcd_medianiqr,lmcd_lnorm_medianiqr,nrc_medianiqr,nrc_lnorm_medianiqr,senticnet_medianiqr,senticnet_lnorm_medianiqr,sentiword_medianiqr,sentiword_lnorm_medianiqr,jockers_rinker_roll100,jockers_roll100,huliu_roll100,senticnet_roll100,sentiword_roll100,nrc_roll100,lmcd_roll100,mean_roll100,jockers_rinker_roll100_stand,jockers_roll100_stand,huliu_roll100_stand,senticnet_roll100_stand,sentiword_roll100_stand,nrc_roll100_stand,lmcd_roll100_stand
3479,3480,All these (saith he) have I kept.,0.0,0.0,0.0,0.0,0.0,0.516677434603614,-0.188982236504614,all these saith he have i kept,30,7,-0.056671634081153,-0.04175269130406216,-0.06572849487248188,-0.0517956968235612,0.0,0.0,0.0,0.0,0.0,0.0,0.8050478739672032,4.026204633765152,-0.9591055958717414,-3.5952840670126283,0.16760494944197132,0.16537105317458323,0.14596678204576083,0.25326366349846946,0.03446588222206406,0.27355750600446865,0.03950387577057725,0.15424767316541352,2.76824503371264,2.7290895558991934,2.7044649390558235,3.0541645286653614,0.8127150026880248,3.5890663110401166,2.8566674117801125
3480,3481,"Whence then so many thorns, if the earth be fruitful?",0.15811388300841903,0.15811388300841903,0.31622776601683805,0.0,0.31622776601683805,0.44398378348764,0.276699295264733,whence then so many thorns if the earth be fruitful,51,10,0.4502148707246546,1.487506685304441,0.4742861948153336,1.5960144271860242,0.9125015340202955,3.765618968993366,0.0,0.0,0.9381375383259781,2.7272097446555734,0.6417206351234577,2.3004967036051407,1.2224804602492216,3.5660553489251186,0.16720457217435186,0.16497067590696374,0.14648172001988785,0.2528889103759776,0.03529831651313966,0.2724992824821662,0.040018813744704264,0.1541946130310273,2.757593629506502,2.7183753024543473,2.715970832371092,3.0420247200580515,0.8785762584394439,3.5663003300762806,2.8864430918051287
3481,3482,"Go, root up the spreading thickets of covetousness; sell that thou hast, and be filled with fruit, by giving to the poor, and thou shalt have treasure in heaven; and follow the Lord if thou wilt be perfect, associated with them, among whom He speaketh wisdom, Who knoweth what to distribute to the day, and to the night, that thou also mayest know it, and for thee there may be lights in the firmament of heaven; which will not be, unless thy heart be there: nor will that either be, unless there thy treasure be; as thou hast heard of the good Master.",0.5764176277261109,0.47788469990968196,0.591197566898576,0.0985329278164293,0.689730494715005,0.289391208996853,0.12111339044102801,go root up the spreading thickets of covetousness sell that thou hast and be filled with fruit by giving to the poor and thou shalt have treasure in heaven and follow the lord if thou wilt be perfect associated with them among whom he speaketh wisdom who knoweth what to distribute to the day and to the night that thou also mayest know it and for thee there may be lights in the firmament of heaven which will not be unless thy heart be there nor will that either be unless there thy treasure be as thou hast heard of the good master,534,103,1.7912262928262908,0.5000025126700057,1.5664163428742495,0.43217044441020697,1.7059497763244864,0.6841064755786473,0.0985329278164293,0.0009565374994314076,2.046189923707838,0.5780330331523899,0.29438386018221485,-0.1420829710808609,0.49360457117815676,0.09478051524341428,0.16515130562261293,0.1629174093552248,0.14418444955375956,0.2527422262056917,0.03675015071691944,0.27061279041464525,0.04042959214331157,0.1532554177160236,2.7029697191243027,2.663429080467379,2.664640089198772,3.0372730111432533,0.9934437318591737,3.5257154804745956,2.9101958674260286
3482,3483,But that barren earth was grieved; and the thorns choked the word.,-1.26295371385231,-1.26295371385231,-0.649519052838329,0.0,-0.360843918243516,-0.48584025152307003,0.0,but that barren earth was grieved and the thorns choked the word,64,12,-4.105488737080416,-10.222734281144623,-4.379160970879123,-11.022024026108012,-1.8742412772786878,-6.446430995230952,0.0,0.0,-1.0704981078823026,-2.593755291583328,-1.4473970514619372,-2.6856504689976752,-0.07377735352859535,-0.05942664949254208,0.16659007410699256,0.16435617783960443,0.14572226348085218,0.25435396116074355,0.0373342667071326,0.27305209065212893,0.0411984991068579,0.1546581904363303,2.7412458799495623,2.7019310920370043,2.699001359629173,3.0894837939379083,1.039658325650371,3.5781931107684373,2.9546570042345466
3483,3484,"But you, chosen generation, you weak things of the world, who have forsaken all, that ye may follow the Lord; go after Him, and confound the mighty; go after Him, ye beautiful feet, and shine ye in the firmament, that the heavens may declare His glory, dividing between the light of the perfect, though not as the angels, and the darkness of the little ones, though not despised.",0.563895328209474,0.563895328209474,0.33954987505086603,0.121267812518166,0.582085500087199,-0.119933866580467,0.122025736346405,but you chosen generation you weak things of the world who have forsaken all that ye may follow the lord go after him and confound the mighty go after him ye beautiful feet and shine ye in the firmament that the heavens may declare his glory dividing between the light of the perfect though not as the angels and the darkness of the little ones though not despised,364,68,1.751081907568346,0.7609799942474609,1.8601729812378336,0.8131661705731378,0.9797994204083174,0.5951154847603585,0.121267812518166,0.0017830879652722539,1.7268447518867587,0.7388676015123404,-0.625282896917297,-0.41093785701331786,0.49787865329167147,0.17589963597869093,0.1655939618828768,0.1633600656154887,0.14389402505551951,0.2529965063172213,0.03780564224915048,0.2727138409062905,0.03946659675525638,0.1536900912545434,2.7147458890864034,2.675274736414865,2.6581507769693613,3.0455101990446884,1.0769530232146545,3.5709162102720033,2.854511796759248
3484,3485,"Shine over the earth; and let the day, lightened by the sun, utter unto day, speech of wisdom; and night, shining with the moon, show unto night, the word of knowledge.",0.592697496688357,0.592697496688357,0.35921060405355,0.0,1.25723711418742,0.980106133160111,0.09915709382728201,shine over the earth and let the day lightened by the sun utter unto day speech of wisdom and night shining with the moon show unto night the word of knowledge,159,31,1.8434168134811408,1.808693887913995,1.9585425473854945,1.9421005995239642,1.036532090030855,1.3807588420262615,0.0,0.0,3.7297842193055257,3.4999999999999862,1.8462740137222136,1.5509964305233792,0.3907455414145952,0.3599592271317944,0.16508790844632604,0.16194574696549557,0.14392082345803456,0.25073884207101693,0.03818628546189521,0.2715653502275691,0.03946659675525638,0.15298736476937053,2.7012831374805084,2.6374270120475556,2.6587495666796763,2.9723750863437024,1.1070690819275046,3.5462082762884295,2.854511796759248
3485,3486,"The moon and stars shine for the night; yet doth not the night obscure them, seeing they give it light in its degree.",0.229365855462782,0.229365855462782,0.41702882811415004,0.0,0.41702882811415004,0.35676816245165505,0.19331023803207997,the moon and stars shine for the night yet doth not the night obscure them seeing they give it light in its degree,114,23,0.6786367056117824,0.9233141048812726,0.7176368169269847,0.9880846932685635,1.2033713869533695,2.160329069118997,0.0,0.0,1.2371791482634844,1.5645954987684292,0.44576560536268506,0.6043408655207156,0.8318263499162949,1.0424424765150144,0.16543944943805902,0.1622972879572286,0.1454909301050808,0.2523798963926048,0.037511932945777246,0.2744841619068513,0.03946659675525638,0.15386717935726546,2.7106353297771344,2.6468343875063933,2.693832393121316,3.0255356450758275,1.0537150766843153,3.609001825786349,2.854511796759248
3486,3487,"For behold God saying, as it were, Let there be lights in the firmament of heaven; there came suddenly a sound from heaven, as it had been the rushing of a mighty wind, and there appeared cloven tongues like as of fire, and it sat upon each of them.",0.37142857142857105,0.37142857142857105,0.5714285714285711,0.0,0.28571428571428603,0.0747142857142857,-0.00892857142857143,for behold god saying as it were let there be lights in the firmament of heaven there came suddenly a sound from heaven as it had been the rushing of a mighty wind and there appeared cloven tongues like as of fire and it sat upon each of them,242,49,1.1340658696358217,0.6919765555341854,1.2028311086539736,0.7388134697544072,1.6489046948010022,1.389785253749538,0.0,0.0,0.8476146798895998,0.5032686416514388,-0.187949721704794,-0.21762629584170173,-0.11560518134827184,-0.08332066011026217,0.16588187329141163,0.1627397118105812,0.1463386980397184,0.252453461034359,0.03729872425638876,0.2745903344001377,0.03946659675525638,0.15410991422683612,2.722405316920797,2.658673824153357,2.712775116132922,3.027918709065324,1.036846247311494,3.611285956605688,2.854511796759248
3487,3488,"And there were made lights in the firmament of heaven, having the word of life.",0.20655911179772898,0.20655911179772898,0.258198889747161,0.0,0.258198889747161,0.270076038675531,0.0645497224367903,and there were made lights in the firmament of heaven having the word of life,77,15,0.6055221228666027,1.2905683612261032,0.6397437415768754,1.38380911448004,0.7450543826188757,2.05042613475878,0.0,0.0,0.7659860924831139,1.4849994599707093,0.25098676307747253,0.7506296307175628,0.22861981017152969,0.5046075847472915,0.16493777240325902,0.16179561092242858,0.14404050677212543,0.2502933117236772,0.036883425167008495,0.2739124515756365,0.03912862745119859,0.15299881514504768,2.6972890054207013,2.6334093123759676,2.6614237983594857,2.957942509746371,1.003988254996373,3.596702395426923,2.834969121016674
3488,3489,"Run ye to and fro every where, ye holy fires, ye beauteous fires; for ye are the light of the world, nor are ye put under a bushel; He whom you cleave unto, is exalted, and hath exalted you.",0.408326792202972,0.408326792202972,0.640512615220349,0.0,0.480384461415261,0.0635708770606196,0.0650520624833166,run ye to and fro every where ye holy fires ye beauteous fires for ye are the light of the world nor are ye put under a bushel he whom you cleave unto is exalted and hath exalted you,182,39,1.252355356972574,0.9716385626265702,1.3288515495058353,1.0401553438906785,1.8482524520531785,1.9571413288428243,0.0,0.0,1.4251332252025184,1.0630791938134827,-0.21298660097513297,-0.2114450175590793,0.23097313098450908,0.15928750881090267,0.166629465704092,0.16348730422326158,0.14358597943903098,0.24958049923355183,0.03739003375702001,0.2766372472159635,0.0381059409517361,0.15363092436066514,2.74229383111204,2.678679691695552,2.651267734394065,2.9348515555056625,1.0440705513053128,3.6553220011819154,2.7758334823496607
3489,3490,"Run ye to and fro, and be known unto all nations.",0.0,0.0,0.0,0.0,0.0,0.23849547356101103,0.11306675421666099,run ye to and fro and be known unto all nations,47,11,-0.056671634081153,-0.04175269130406216,-0.06572849487248188,-0.0517956968235612,0.0,0.0,0.0,0.0,0.0,0.0,0.18003192146344021,0.9663238599696762,0.45590835995187245,1.2874858514525933,0.16593135931148129,0.16278919783065085,0.1440222959344127,0.2502157760508276,0.037171875509329155,0.2760918515967363,0.038542257447117804,0.1535378019543651,2.7237218142470536,2.65999808954973,2.661016891185356,2.9554308075826263,1.0268101185006002,3.6435886896240035,2.801062968246767
3490,3491,Let the sea also conceive and bring forth your works; and let the waters bring forth the moving creature that hath life.,0.0,0.0,0.21320071635560997,0.0,0.0,0.453477923688383,-0.34645116407786697,let the sea also conceive and bring forth your works and let the waters bring forth the moving creature that hath life,118,22,-0.056671634081153,-0.04175269130406216,-0.06572849487248188,-0.0517956968235612,0.6152084087339791,1.1546199776352932,0.0,0.0,0.0,0.0,0.6630519574656094,0.9040935053210005,-1.6968029130938524,-2.1239212905057814,,,,,,,,,,,,,,,
3491,3492,"For ye, separating the precious from the vile, are made the mouth of God, by whom He saith, Let the waters bring forth, not the living creature which the earth brings forth, but the moving creature having life, and the fowls that fly above the earth.",-0.0829361003371296,-0.0829361003371296,0.0,0.0,0.110581467116173,0.775249805462449,-0.310242449409263,for ye separating the precious from the vile are made the mouth of god by whom he saith let the waters bring forth not the living creature which the earth brings forth but the moving creature having life and the fowls that fly above the earth,242,46,-0.3225508169981455,-0.21626923486934313,-0.3489845356155192,-0.23984105504904749,0.0,0.0,0.0,0.0,0.32805666197989014,0.2074831017309662,1.3860052302881638,0.683399798561995,-1.5271753422280745,-0.9438104213589007,,,,,,,,,,,,,,,
3492,3493,"For Thy Sacraments, O God, by the ministry of Thy holy ones, have moved amid the waves of temptations of the world, to hallow the Gentiles in Thy Name, in Thy Baptism.",0.0441941738241592,0.0441941738241592,0.176776695296637,0.0,0.707106781186547,0.222738636073762,-0.147313912747197,for thy sacraments o god by the ministry of thy holy ones have moved amid the waves of temptations of the world to hallow the gentiles in thy name in thy baptism,161,32,0.08500745112172936,0.09191442245909344,0.08521019950131926,0.09223351540500356,0.5101038649105546,0.6582786763530049,0.0,0.0,2.097739307941199,1.907005499633755,0.1446296446456716,0.10185691293616826,-0.7639013030458468,-0.6630275349199622,,,,,,,,,,,,,,,
3493,3494,"And amid these things, many great wonders were wrought, as it were great whales: and the voices of Thy messengers flying above the earth, in the open firmament of Thy Book; that being set over them, as their authority under which they were to fly, whithersoever they went.",0.30310889132455393,0.158771324027147,0.288675134594813,0.288675134594813,0.14433756729740602,0.68618079493187,-0.16478538933120598,and amid these things many great wonders were wrought as it were great whales and the voices of thy messengers flying above the earth in the open firmament of thy book that being set over them as their authority under which they were to fly whithersoever they went,264,48,0.9150444706386687,0.5694879113736381,0.476531587825494,0.29319834955529167,0.8329961232349726,0.7167176861554191,0.288675134594813,0.0060128126347596955,0.42819924315291985,0.2595376050982352,1.1858860268477511,0.5330552928076415,-0.8457502214487278,-0.509598955190998,,,,,,,,,,,,,,,
3494,3495,"For there is no speech nor language, where their voice is not heard: seeing their sound is gone through all the earth, and their words to the end of the world, because Thou, Lord, multipliedst them by blessing.",0.162221421130763,0.162221421130763,0.162221421130763,0.0,0.162221421130763,0.397929146033761,-0.0506941941033633,for there is no speech nor language where their voice is not heard seeing their sound is gone through all the earth and their words to the end of the world because thou lord multipliedst them by blessing,203,38,0.4633829468137143,0.37144278413363574,0.48831488655520017,0.3934313837068709,0.4681034100746601,0.5087223083310719,0.0,0.0,0.48125440280045617,0.3684367558237199,0.538245618312273,0.30826264532219033,-0.31126529203882214,-0.234351749668116,,,,,,,,,,,,,,,
3495,3496,"Speak I untruly, or do I mingle and confound, and not distinguish between the lucid knowledge of these things in the firmament of heaven, and the material works in the wavy sea, and under the firmament of heaven?",-0.178443563243839,-0.178443563243839,-0.162221421130763,0.0,-0.162221421130763,-0.24041214611579,-0.060833032924035996,speak i untruly or do i mingle and confound and not distinguish between the lucid knowledge of these things in the firmament of heaven and the material works in the wavy sea and under the firmament of heaven,207,38,-0.6287316730655061,-0.4962677142855291,-0.6751762144429312,-0.5415454854070358,-0.4681034100746601,-0.5087223083310719,0.0,0.0,-0.48125440280045617,-0.3684367558237199,-0.8959720758905244,-0.6791267431539564,-0.3587628797408677,-0.26933676970323095,,,,,,,,,,,,,,,
3496,3497,"For of those things whereof the knowledge is substantial and defined, without any increase by generation, as it were lights of wisdom and knowledge, yet even of them, the material operations are many and divers; and one thing growing out of another, they are multiplied by Thy blessing, O God, who hast refreshed the fastidiousness of mortal senses; that so one thing in the understanding of our mind, may, by the motions of the body, be many ways set out, and expressed.",0.73436964839773,0.73436964839773,0.33129457822454,0.0,0.662589156449079,0.32698774870762104,-0.15138321699426902,for of those things whereof the knowledge is substantial and defined without any increase by generation as it were lights of wisdom and knowledge yet even of them the material operations are many and divers and one thing growing out of another they are multiplied by thy blessing o god who hast refreshed the fastidiousness of mortal senses that so one thing in the understanding of our mind may by the motions of the body be many ways set out and expressed,457,82,2.2975938942151486,0.825195475092159,2.442402924394062,0.8823597430125673,0.955978074443984,0.48152403230822627,0.0,0.0,1.965671035096669,0.6974773836705471,0.3788553226383031,-0.07283424416158754,-0.7829648406737963,-0.3015310569094221,,,,,,,,,,,,,,,
3497,3498,These Sacraments have the waters brought forth; but in Thy word.,0.0,0.0,0.0,0.0,0.678400525299968,0.23216373532487802,-0.15075567228888198,these sacraments have the waters brought forth but in thy word,62,11,-0.056671634081153,-0.04175269130406216,-0.06572849487248188,-0.0517956968235612,0.0,0.0,0.0,0.0,2.0125778543117385,5.319263127424389,0.1658058465956486,0.9325120032521997,-0.7800249715025556,-1.8553099840860636,,,,,,,,,,,,,,,
3498,3499,"The necessities of the people estranged from the eternity of Thy truth, have brought them forth, but in Thy Gospel; because the waters themselves cast them forth, the diseased bitterness whereof was the cause, why they were sent forth in Thy Word.",-0.158160933711144,-0.158160933711144,-0.308606699924184,0.0,0.19287918745261498,0.20256172266273603,-0.13501543121683,the necessities of the people estranged from the eternity of thy truth have brought them forth but in thy gospel because the waters themselves cast them forth the diseased bitterness whereof was the because why they were sent forth in thy word,243,42,-0.5637089755231822,-0.40624784961513577,-0.60590387930859,-0.4445471301019884,-0.8905103136160549,-0.8756350141308127,0.0,0.0,0.5722053075550496,0.39635587850274945,0.09929639332012283,-0.023765852470388805,-0.7062864010415326,-0.4809508407417814,,,,,,,,,,,,,,,
3499,3500,"Now are all things fair that Thou hast made; but behold, Thyself art unutterably fairer, that madest all; from whom had not Adam fallen, the brackishness of the sea had never flowed out of him, that is, the human race so profoundly curious, and tempestuously swelling, and restlessly tumbling up and down; and then had there been no need of Thy dispensers to work in many waters, after a corporeal and sensible manner, mysterious doings and sayings.",0.233619181742258,0.233619181742258,0.11396057645963799,0.0,0.11396057645963799,0.3944745354150371,0.29914651320655,now are all things fair that thou hast made but behold thyself art unutterably fairer that madest all from whom had not adam fallen the brackishness of the sea had never flowed out of him that is the human race so profoundly curious and tempestuously swelling and restlessly tumbling up and down and then had there been no need of thy dispensers to work in many waters after a corporeal and sensible manner mysterious doings and sayings,436,77,0.6922721540024053,0.251949103344594,0.7321634266544174,0.26467435270796236,0.3288427267064201,0.17639162636553968,0.0,0.0,0.33808130137554576,0.12774977135521018,0.5304838398766804,-0.006090564657593541,1.3276393173645418,0.45005506227302716,,,,,,,,,,,,,,,
3500,3501,"For such those moving and flying creatures now seem to me to mean, whereby people being initiated and consecrated by corporeal Sacraments, should not further profit, unless their soul had a spiritual life, and unless after the word of admission, it looked forwards to perfection.",0.193792558049982,0.193792558049982,0.29814239699997197,0.0,0.5962847939999439,0.542470091341449,0.139754248593737,for such those moving and flying creatures now seem to me to mean whereby people being initiated and consecrated by corporeal sacraments should not further profit unless their soul had a spiritual life and unless after the word of admission it looked forwards to perfection,273,45,0.5645946996417466,0.37509107158978144,0.5961414567597646,0.39736249251515326,0.8603146967318371,0.7895600690359902,0.0,0.0,1.7689691067625426,1.1436610724539154,0.8629985112341957,0.4013423319809512,0.5809317109630795,0.3478108705914137,,,,,,,,,,,,,,,
3501,3502,"And hereby, in Thy Word, not the deepness of the sea, but the earth separated from the bitterness of the waters, brings forth, not the moving creature that hath life, but the living soul.",-0.246529216142356,-0.246529216142356,-0.38587181657064507,0.0,-0.214373231428136,-0.32674767934276505,-0.112545946499771,and hereby in thy word not the deepness of the sea but the earth separated from the bitterness of the waters brings forth not the moving creature that hath life but the living soul,180,34,-0.8470028202190617,-0.7435423884005461,-0.9077127382611921,-0.8079893062855706,-1.1134652373857743,-1.3524053438788872,0.0,0.0,-0.6359706427685043,-0.5441473769976747,-1.0899497347312932,-0.8721140537597663,-0.6010232303920291,-0.4934519070637163,,,,,,,,,,,,,,,
3502,3503,"For now hath it no more need of baptism, as the heathen have, and as itself had, when it was covered with the waters; (for no other entrance is there into the kingdom of heaven, since Thou hast appointed that this should be the entrance): nor does it seek after wonderfulness of miracles to work belief; for it is not such, that unless it sees signs and wonders, it will not believe, now that the faithful earth is separated from the waters that were bitter with infidelity; and tongues are for a sign, not to them that believe, but to them that believe not.",-0.20592194189509302,-0.303980009464185,-0.294174202707276,0.0,-0.11766968108291,-0.201774085636921,-0.152194292372862,for now hath it no more need of baptism as the heathen have and as itself had when it was covered with the waters for no other entrance is there into the kingdom of heaven since thou hast appointed that this should be the entrance nor does it seek after wonderfulness of miracles to work belief for it is not such that unless it sees signs and wonders it will not believe now that the faithful earth is separated from the waters that were bitter with infidelity and tongues are for a sign not to them that believe but to them that believe not,542,104,-0.7168227315307709,-0.23343090521178161,-1.103927464872861,-0.3566842839481672,-0.8488641418833965,-0.3371319706753417,0.0,0.0,-0.3490849217233068,-0.09766570683135367,-0.8091605368439653,-0.42131353177875674,-0.7867644990576678,-0.2513443568279145,,,,,,,,,,,,,,,
3503,3504,"Neither then does that earth which Thou hast founded upon the waters, need that flying kind, which at Thy word the waters brought forth.",0.122474487139159,0.122474487139159,0.0,0.0,0.612372435695795,-0.007144345083117609,-0.0637887953849786,neither then does that earth which thou hast founded upon the waters need that flying kind which at thy word the waters brought forth,133,24,0.3359609642248829,0.4521014439507407,0.35256508510117335,0.48034283788440263,0.0,0.0,0.0,0.0,1.8166955311942685,2.2017909955410846,-0.3718687289140983,-0.32475066160644583,-0.3726097895495908,-0.40787949734483175,,,,,,,,,,,,,,,
3504,3505,"Send Thou Thy word into it by Thy messengers: for we speak of their working, yet it is Thou that workest in them that they may work out a living soul in it.",0.0870388279778489,0.0870388279778489,0.17407765595569802,0.0,0.34815531191139604,-0.24510133958562302,-0.10154529930749001,send thou thy word into it by thy messengers for we speak of their working yet it is thou that workest in them that they may work out a living soul in it,153,33,0.2223602033302184,0.2135249246133589,0.2315398081186382,0.223271467305683,0.5023155622892825,0.6285907070845679,0.0,0.0,1.0328554364017448,0.9105003537940225,-0.9065077005300144,-0.7438056287973757,-0.5494883146056905,-0.4628918454621586,,,,,,,,,,,,,,,
3505,3506,"The earth brings it forth, because the earth is the cause that they work this in the soul; as the sea was the cause that they wrought upon the moving creatures that have life, and the fowls that fly under the firmament of heaven, of whom the earth hath no need; although it feeds upon that fish which was taken out of the deep, upon that table which Thou hast prepared in the presence of them that believe.",0.164180169950966,0.164180169950966,0.11322770341446001,0.0,0.226455406828919,0.385285567793552,-0.30736603656050204,the earth brings it forth because the earth is the because that they work this in the soul as the sea was the because that they wrought upon the moving creatures that have life and the fowls that fly under the firmament of heaven of whom the earth hath no need although it feeds upon that fish which was taken out of the deep upon that table which thou hast prepared in the presence of them that believe,403,78,0.4696623659537295,0.16200576803412942,0.495004704781105,0.16775845944696283,0.32672796054786774,0.17301066333898563,0.0,0.0,0.6718142450899707,0.25060228922393424,0.5098381756900325,-0.01687664522613775,-1.5137001628739313,-0.5761967482003524,,,,,,,,,,,,,,,
3506,3507,"For therefore was He taken out of the deep, that He might feed the dry land; and the fowl, though bred in the sea, is yet multiplied upon the earth.",0.0,0.0,0.0,0.0,0.36514837167011105,-0.00861750157141461,-0.240389344682823,for therefore was he taken out of the deep that he might feed the dry land and the fowl though bred in the sea is yet multiplied upon the earth,143,30,-0.056671634081153,-0.04175269130406216,-0.06572849487248188,-0.0517956968235612,0.0,0.0,0.0,0.0,1.0832679205787932,1.0504030892993537,-0.3751785995551318,-0.32413904303893665,-1.1999333348653296,-1.110035356292932,,,,,,,,,,,,,,,
3507,3508,"For of the first preachings of the Evangelists, man's infidelity was the cause; yet are the faithful also exhorted and blessed by them manifoldly, from day to day.",0.14173667737846,0.14173667737846,0.188982236504614,0.0,0.188982236504614,0.897287658923905,0.0157485197087178,for of the first preachings of the evangelists man own infidelity was the because yet are the faithful also exhorted and blessed by them manifoldly from day to day,163,29,0.3977123050909088,0.43126757047809267,0.41835226005930104,0.45789388765680966,0.5453239697612903,0.77650401570437,0.0,0.0,0.560644412648876,0.5623748275729682,1.6601984415835758,1.5112608701576893,0.0,0.011773972410295309,,,,,,,,,,,,,,,
3508,3509,"But the living soul takes his beginning from the earth: for it profits only those already among the Faithful, to contain themselves from the love of this world, that so their soul may live unto Thee, which was dead while it lived in pleasures; in death-bringing pleasures, Lord, for Thou, Lord, art the life-giving delight of the pure heart.",0.512147519731584,0.512147519731584,0.153644255919475,0.128036879932896,0.40971801578526706,0.25404437531885604,0.111232039441703,but the living soul takes his beginning from the earth for it profits only those already among the faithful to contain themselves from the love of this world that so their soul may live unto thee which was dead while it lived in pleasures in death bringing pleasures lord for thou lord art the life giving delight of the pure heart,331,61,1.5851871406343043,0.7709641773585256,1.683435959759939,0.8239243442760608,0.44335328610095104,0.3001827653177958,0.128036879932896,0.002098621208537879,1.2154905167819077,0.5797445215024484,0.21496701073430274,-0.062438865662682544,0.4473132409768946,0.17969596617172165,,,,,,,,,,,,,,,
3509,3510,"Now then let Thy ministers work upon the earth,â""not as upon the waters of infidelity, by preaching and speaking by miracles, and Sacraments, and mystic words; wherein ignorance, the mother of admiration, might be intent upon them, out of a reverence towards those secret signs.",0.375976988194988,0.375976988194988,0.442325868464691,0.0,0.147441956154897,0.0756377235074622,0.10290219856643901,now then let thy ministers work upon the earthânot as upon the waters of infidelity by preaching and speaking by miracles and sacraments and mystic words wherein ignorance the mother of admiration might be intent upon them out of a reverence towards those secret signs,269,45,1.148647328475881,0.7669659927244113,1.2183655564959555,0.8196162136747208,1.2763681020008801,1.1713961072145624,0.0,0.0,0.4374088826398525,0.2827904172596233,-0.18587495255111838,-0.20845473905119305,0.40829029618855994,0.24042567397565043,,,,,,,,,,,,,,,
3510,3511,"For such is the entrance unto the Faith for the sons of Adam forgetful of Thee, while they hide themselves from Thy face, and become a darksome deep.",0.0944911182523068,-0.0944911182523068,0.0,0.0,0.188982236504614,0.45960479917922,-0.0354341693446151,for such is the entrance unto the faith for the sons of adam forgetful of thee while they hide themselves from thy face and become a darksome deep,146,28,0.24625099203355533,0.2848525162242095,-0.3884489981603376,-0.40371988689319305,0.0,0.0,0.0,0.0,0.560644412648876,0.5824524722560445,0.6768177491309826,0.6574718109779907,-0.23977639896793512,-0.2253474846640151,,,,,,,,,,,,,,,
3511,3512,"Butâ""let Thy ministers work now as on the dry land, separated from the whirlpools of the great deep: and let them be a pattern unto the Faithful, by living before them, and stirring them up to imitation.",0.318359538969122,0.318359538969122,0.8192181767103509,0.291998558035373,0.162221421130763,0.0408554649117825,-0.0933618074736941,butâlet thy ministers work now as on the dry land separated from the whirlpools of the great deep and let them be a pattern unto the faithful by living before them and stirring them up to imitation,198,37,0.9639354809250229,0.7910536189356501,1.021581641179343,0.8455711530011444,2.3639222208770274,2.638462616733401,0.291998558035373,0.007889720562966036,0.48125440280045617,0.37839181542446887,-0.2640233213559583,-0.24235312317250057,-0.5111509736182632,-0.39028488054402777,,,,,,,,,,,,,,,
3512,3513,"For thus do men hear, so as not to hear only, but to do also.",0.0,0.0,0.0,0.0,0.0,0.587880142120824,0.11134827120346302,for thus do men hear so as not to hear only but to do also,58,15,-0.056671634081153,-0.04175269130406216,-0.06572849487248188,-0.0517956968235612,0.0,0.0,0.0,0.0,0.0,0.0,0.9650252782996872,1.99546578998298,0.44785775385411913,0.9135324045711685,,,,,,,,,,,,,,,
3513,3514,"Seek the Lord, and your soul shall live, that the earth may bring forth the living soul.",0.0,0.0,0.0,0.0,0.0,0.0395333068809223,-0.0202113020863611,seek the lord and your soul shall live that the earth may bring forth the living soul,85,17,-0.056671634081153,-0.04175269130406216,-0.06572849487248188,-0.0517956968235612,0.0,0.0,0.0,0.0,0.0,0.0,-0.26699393044190123,-0.17061155719521004,-0.16846157826073074,-0.21526766056408153,,,,,,,,,,,,,,,
3514,3515,Be not conformed to the world.,0.0,0.0,0.0,0.0,0.0,0.29802125203862,0.0,be not conformed to the world,29,6,-0.056671634081153,-0.04175269130406216,-0.06572849487248188,-0.0517956968235612,0.0,0.0,0.0,0.0,0.0,0.0,0.3137737392084556,2.6081976292317255,-0.07377735352859535,-0.05942664949254208,,,,,,,,,,,,,,,
3515,3516,Contain yourselves from it: the soul lives by avoiding what it dies by affecting.,-0.21380899352993998,-0.21380899352993998,-0.26726124191242395,0.0,0.0,-0.0924723897016988,-0.20044593143431796,contain yourselves from it the soul lives by avoiding what it dies by affecting,79,14,-0.7421072920029063,-1.5192716392473964,-0.7959616350413742,-1.6438543875058962,-0.7712045539235495,-2.273883955906123,0.0,0.0,0.0,0.0,-0.5635827742198559,-0.6953236296241868,-1.0128097591338006,-1.9359366696459421,,,,,,,,,,,,,,,
3516,3517,"Contain yourselves from the ungoverned wildness of pride, the sluggish voluptuousness of luxury, and the false name of knowledge: that so the wild beasts may be tamed, the cattle broken to the yoke, the serpents, harmless.",-0.0333333333333333,-0.0333333333333333,-0.166666666666667,-0.33333333333333304,0.0,-0.325666666666667,0.0590277777777778,contain yourselves from the ungoverned wildness of pride the sluggish voluptuousness of luxury and the false name of knowledge that so the wild beasts may be tamed the cattle broken to the yoke the serpents harmless,215,36,-0.16353269210703533,-0.1313718472054847,-0.17957358749665095,-0.14836227974493763,-0.4809305359836269,-0.5516912281355355,-0.33333333333333304,-0.00925668795704896,0.0,0.0,-1.087520928187232,-0.838976784405691,0.20275106372371043,0.1555667316431934,,,,,,,,,,,,,,,
