,sent_no,sent_raw,syuzhet,bing,afinn,nrc,char_len,token_len,sent_clean,syuzhet_medianiqr,syuzhet_lnorm_medianiqr,bing_medianiqr,bing_lnorm_medianiqr,afinn_medianiqr,afinn_lnorm_medianiqr,nrc_medianiqr,nrc_lnorm_medianiqr,syuzhet_roll100,bing_roll100,afinn_roll100,nrc_roll100,mean_roll100,nrc_roll100_stand
3530,3531,"But that he judgeth all things, this answers to his having dominion over the fish of the sea, and over the fowls of the air, and over all cattle and wild beasts, and over all the earth, and over every creeping thing that creepeth upon the earth.",-0.85,-2,0,0,245,47,but that he judgeth all things this answers to his having dominion over the fish of the sea and over the fowls of the air and over all cattle and wild beasts and over all the earth and over every creeping thing that creepeth upon the earth,-0.8800000000000001,-0.506444596451357,-1.0,-0.8491064154430724,0.0,0.0,0.0,0.0,,,,,,
3531,3532,"For this he doth by the understanding of his mind, whereby he perceiveth the things of the Spirit of God; whereas otherwise, man being placed in honour, had no understanding, and is compared unto the brute beasts, and is become like unto them.",1.5,0,5,2,243,43,for this he doth by the understanding of his mind whereby he perceiveth the things of the spirit of god whereas otherwise man being placed in honour had no understanding and is compared unto the brute beasts and is become like unto them,1.0,0.616007753906416,0.0,0.0,2.5,1.3956056730992794,1.0,0.7790048825854453,,,,,,
3532,3533,"In Thy Church therefore, O our God, according to Thy grace which Thou hast bestowed upon it (for we are Thy workmanship created unto good works), not those only who are spiritually set over, but they also who spiritually are subject to those that are set over them,â""for in this way didst Thou make man male and female, in Thy grace spiritual, where, according to the sex of body, there is neither male nor female, because neither Jew nor Grecian, neither bond nor free.â""Spiritual persons (whether such as are set over, or such as obey); do judge spiritually; not of that spiritual knowledge which shines in the firmament (for they ought not to judge as to so supreme authority), nor may they judge of Thy Book itself, even though something there shineth not clearly; for we submit our understanding unto it, and hold for certain, that even what is closed to our sight, is yet rightly and truly spoken.",7.4,8,13,10,905,159,in thy church therefore o our god according to thy grace which thou hast bestowed upon it for we are thy workmanship created unto good works not those only who are spiritually set over but they also who spiritually are subject to those that are set over themâfor in this way didst thou make man male and female in thy grace spiritual where according to the sex of body there is neither male nor female because neither jew nor grecian neither bond nor freeâspiritual persons whether such as are set over or such as obey do judge spiritually not of that spiritual knowledge which shines in the firmament for they ought not to judge as to so supreme authority nor may they judge of thy book itself even though something there shineth not clearly for we submit our understanding unto it and hold for certain that even what is closed to our sight is yet rightly and truly spoken,5.720000000000001,0.8631980561204748,4.0,1.0041253402925308,6.5,0.9814791522545753,5.0,1.0535500911892335,,,,,,
3533,3534,"For so man, though now spiritual and renewed in the knowledge of God after His image that created him, ought to be a doer of the law, not a judge.",0.95,2,1,3,146,30,for so man though now spiritual and renewed in the knowledge of god after his image that created him ought to be a doer of the law not a judge,0.5599999999999999,0.5477686277122644,1.0,1.3301063842045593,0.5,0.40003332222592464,1.5,1.6746917694101966,,,,,,
3534,3535,"Neither doth he judge of that distinction of spiritual and carnal men, who are known unto Thine eyes, O our God, and have not as yet discovered themselves unto us by works, that by their fruits we might know them: but Thou, Lord, dost even now know them, and hast divided and called them in secret, or ever the firmament was made.",1.05,3,1,1,330,62,neither doth he judge of that distinction of spiritual and carnal men who are known unto thine eyes o our god and have not as yet discovered themselves unto us by works that by their fruits we might know them but thou lord dost even now know them and hast divided and called them in secret or ever the firmament was made,0.64,0.23569821596976603,1.5,0.965565858490054,0.5,0.193597806805354,0.5,0.2701580390259635,,,,,,
3535,3536,"Nor doth he, though spiritual, judge the unquiet people of this world; for what hath he to do, to judge them that are without, knowing not which of them shall hereafter come into the sweetness of Thy grace; and which continue in the perpetual bitterness of ungodliness?",0.7,2,1,3,269,47,nor doth he though spiritual judge the unquiet people of this world for what hath he to do to judge them that are without knowing not which of them shall hereafter come into the sweetness of thy grace and which continue in the perpetual bitterness of ungodliness,0.36,0.19241036918230695,1.0,0.8491064154430724,0.5,0.25537119761752824,1.5,1.069081046585833,,,,,,
3536,3537,"Man therefore, whom Thou hast made after Thine own image, received not dominion over the lights of heaven, nor over that hidden heaven itself, nor over the day and the night, which Thou calledst before the foundation of the heaven, nor over the gathering together of the waters, which is the sea; but He received dominion over the fishes of the sea, and the fowls of the air, and over all cattle, and over all the earth, and over all creeping things which creep upon the earth.",0.2,-1,2,1,477,87,man therefore whom thou hast made after thine own image received not dominion over the lights of heaven nor over that hidden heaven itself nor over the day and the night which thou calledst before the foundation of the heaven nor over the gathering together of the waters which is the sea but he received dominion over the fishes of the sea and the fowls of the air and over all cattle and over all the earth and over all creeping things which creep upon the earth,-0.039999999999999994,-0.07448164549128904,-0.5,-0.22937876445224015,1.0,0.27594529364440873,0.5,0.19253534076542927,,,,,,
3537,3538,"For He judgeth and approveth what He findeth right, and He disalloweth what He findeth amiss, whether in the celebration of those Sacraments by which such are initiated, as Thy mercy searches out in many waters: or in that, in which that Fish is set forth, which, taken out of the deep, the devout earth feedeth upon: or in the expressions and signs of words, subject to the authority of Thy Book,â""such signs, as proceed out of the mouth, and sound forth, flying as it were under the firmament, by interpreting, expounding, discoursing disputing, consecrating, or praying unto Thee, so that the people may answer, Amen.",3.35,3,5,4,621,106,for he judgeth and approveth what he findeth right and he disalloweth what he findeth amiss whether in the celebration of those sacraments by which such are initiated as thy mercy searches out in many waters or in that in which that fish is set forth which taken out of the deep the devout earth feedeth upon or in the expressions and signs of words subject to the authority of thy bookâsuch signs as proceed out of the mouth and sound forth flying as it were under the firmament by interpreting expounding discoursing disputing consecrating or praying unto thee so that the people may answer amen,2.48,0.5465960397099918,1.5,0.5648027439389514,2.5,0.5662201679086879,2.0,0.6321101782850674,,,,,,
3538,3539,"The vocal pronouncing of all which words, is occasioned by the deep of this world, and the blindness of the flesh, which cannot see thoughts; So that there is need to speak aloud into the ears; so that, although flying fowls be multiplied upon the earth, yet they derive their beginning from the waters.",-0.7,0,0,-1,303,54,the vocal pronouncing of all which words is occasioned by the deep of this world and the blindness of the flesh which cannot see thoughts so that there is need to speak aloud into the ears so that although flying fowls be multiplied upon the earth yet they derive their beginning from the waters,-0.76,-0.3979083894683481,0.0,0.0,0.0,0.0,-0.5,-0.31017404184410297,,,,,,
3539,3540,"The spiritual man judgeth also by allowing of what is right, and disallowing what he finds amiss, in the works and lives of the faithful; their alms, as it were the earth bringing forth fruit, and of the living soul, living by the taming of the affections, in chastity, in fasting, in holy meditations; and of those things, which are perceived by the senses of the body.",1.15,4,3,2,370,67,the spiritual man judgeth also by allowing of what is right and disallowing what he finds amiss in the works and lives of the faithful their alms as it were the earth bringing forth fruit and of the living soul living by the taming of the affections in chastity in fasting in holy meditations and of those things which are perceived by the senses of the body,0.72,0.2405491433818828,2.0,1.1913592774206485,1.5,0.5374570959558275,1.0,0.5,,,,,,
3540,3541,"Upon all these is he now said to judge, wherein he hath also power of correction.",-0.25,0,0,-1,81,16,upon all these is he now said to judge wherein he hath also power of correction,-0.4,-0.4541758605316261,0.0,0.0,0.0,0.0,-0.5,-1.0463772642098688,,,,,,
3541,3542,"But what is this, and what kind of mystery?",0.1,-1,2,1,43,9,but what is this and what kind of mystery,-0.12,0.11204367448411041,-0.5,-2.2151216753595357,1.0,2.6648168701442843,0.5,1.8593229744728081,,,,,,
3542,3543,"Behold, Thou blessest mankind, O Lord, that they may increase and multiply, and replenish the earth; dost Thou not thereby give us a hint to understand something?",1.7,0,1,2,162,27,behold thou blessest mankind o lord that they may increase and multiply and replenish the earth dost thou not thereby give us a hint to understand something,1.16,1.2108418092298363,0.0,0.0,0.5,0.44446501295816365,1.0,1.2404664938911514,,,,,,
3543,3544,"why didst Thou not as well bless the light, which Thou calledst day; nor the firmament of heaven, nor the lights, nor the stars, nor the earth, nor the sea?",2.6,3,4,2,156,30,why didst thou not as well bless the light which thou calledst day nor the firmament of heaven nor the lights nor the stars nor the earth nor the sea,1.8800000000000001,1.7131378850957946,1.5,1.9951595763068393,2.0,1.6001332889036985,1.0,1.1164611796067976,,,,,,
3544,3545,"I might say that Thou, O God, who created created us after Thine Image, I might say, that it had been Thy good pleasure to bestow this blessing peculiarly upon man; hadst Thou not in like manner blessed the fishes and the whales, that they should increase and multiply, and replenish the waters of the sea, and that the fowls should be multiplied upon the earth.",4.55,3,13,7,362,66,i might say that thou o god who created created us after thine image i might say that it had been thy good pleasure to bestow this blessing peculiarly upon man hadst thou not in like manner blessed the fishes and the whales that they should increase and multiply and replenish the waters of the sea and that the fowls should be multiplied upon the earth,3.44,1.3377885465323727,1.5,0.9070555807448605,6.5,2.3642629904559915,3.5,1.776511134676564,,,,,,
3545,3546,"I might say likewise, that this blessing pertained properly unto such creatures, as are bred of their own kind, had I found it given to the fruit-trees, and plants, and beasts of the earth.",2.85,2,5,3,189,34,i might say likewise that this blessing pertained properly unto such creatures as are bred of their own kind had i found it given to the fruit trees and plants and beasts of the earth,2.08,1.6529656109292166,1.0,1.1736692910902333,2.5,1.7649220817406646,1.5,1.4777271390767424,,,,,,
3546,3547,"But now neither unto the herbs, nor the trees, nor the beasts, nor serpents is it said, Increase and multiply; notwithstanding all these as well as the fishes, fowls, or men, do by generation increase and continue their kind.",2.6,1,3,3,225,39,but now neither unto the herbs nor the trees nor the beasts nor serpents is it said increase and multiply notwithstanding all these as well as the fishes fowls or men do by generation increase and continue their kind,1.8800000000000001,1.2894758773312802,0.5,0.5116187207123665,1.5,0.9232248141502181,1.5,1.28832350679313,,,,,,
3547,3548,"What then shall I say, O Truth my Light?",1.0,0,0,1,40,9,what then shall i say o truth my light,0.6,2.229250701872653,0.0,0.0,0.0,0.0,0.5,1.8593229744728081,,,,,,
3548,3549,"""that it was idly said, and without meaning?""",0.0,0,0,0,45,8,that it was idly said and without meaning,-0.2,-0.1232015507812832,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
3549,3550,"Not so, O Father of piety, far be it from a minister of Thy word to say so.",0.5,1,0,2,75,18,not so o father of piety far be it from a minister of thy word to say so,0.2,0.4652380604461449,0.5,1.108175807606297,0.0,0.0,1.0,1.8603553581343697,,,,,,
3550,3551,"And if I understand not what Thou meanest by that phrase, let my betters, that is, those of more understanding than myself, make better use of it, according as Thou, my God, hast given to each man to understand.",0.8,1,3,2,211,39,and if i understand not what thou meanest by that phrase let my betters that is those of more understanding than myself make better use of it according as thou my god hast given to each man to understand,0.44000000000000006,0.3114684270995056,0.5,0.5116187207123665,1.5,0.9232248141502181,1.0,0.8588823378620868,,,,,,
3551,3552,"But let my confession also be pleasing in Thine eyes, wherein I confess unto Thee, that I believe, O Lord, that Thou spokest not so in vain; nor will I suppress, what this lesson suggests to me.",-1.35,-3,0,-1,194,37,but let my confession also be pleasing in thine eyes wherein i confess unto thee that i believe o lord that thou spokest not so in vain nor will i suppress what this lesson suggests to me,-1.28,-0.8963453761029841,-1.5,-1.617798943122622,0.0,0.0,-0.5,-0.4526479329910835,,,,,,
3552,3553,"For it is true, nor do I see what should hinder me from thus understanding the figurative sayings of Thy Bible.",0.7,-1,0,2,111,21,for it is true nor do i see what should hinder me from thus understanding the figurative sayings of thy bible,0.36,0.5829819978854647,-0.5,-0.9499403281765547,0.0,0.0,1.0,1.5947168015230844,,,,,,
3553,3554,"For I know a thing to be manifoldly signified by corporeal expressions, which is understood one way by the mind; and that understood many ways in the mind, which is signified one way by corporeal expression.",0.0,0,0,1,207,36,for i know a thing to be manifoldly signified by corporeal expressions which is understood one way by the mind and that understood many ways in the mind which is signified one way by corporeal expression,-0.2,-0.1232015507812832,0.0,0.0,0.0,0.0,0.5,0.46521799500138855,,,,,,
3554,3555,"Behold, the single love of God and our neighbour, by what manifold sacraments, and innumerable languages, and in each several language, in how innumerable modes of speaking, it is corporeally expressed.",0.75,1,4,2,202,31,behold the single love of god and our neighbour by what manifold sacraments and innumerable languages and in each several language in how innumerable modes of speaking it is corporeally expressed,0.4,0.3894297325888868,0.5,0.6436067815217483,2.0,1.5485327313769752,1.0,1.080457916801032,,,,,,
3555,3556,Thus do the offspring of the waters increase and multiply.,0.5,0,1,1,58,10,thus do the offspring of the waters increase and multiply,0.2,0.9355194680205132,0.0,0.0,0.5,1.1993006993006994,0.5,1.6735764235764237,,,,,,
3556,3557,"Observe again, whosoever readest this; behold, what Scripture delivers, and the voice pronounces one only way, In the Beginning God created heaven and earth; is it not understood manifoldly, not through any deceit of error, but by various kinds of true senses?",-0.3,-1,0,0,260,42,observe again whosoever readest this behold what scripture delivers and the voice pronounces one only way in the beginning god created heaven and earth is it not understood manifoldly not through any deceit of error but by various kinds of true senses,-0.44000000000000006,-0.2745626181205736,-0.5,-0.4750832253032472,0.0,0.0,0.0,0.0,,,,,,
3557,3558,Thus do man's offspring increase and multiply.,0.5,0,1,1,46,7,thus do man own offspring increase and multiply,0.2,1.388609775638971,0.0,0.0,0.5,1.7125534950071328,0.5,2.389800285306705,,,,,,
3558,3559,"If therefore we conceive of the natures of the things themselves, not allegorically, but properly, then does the phrase increase and multiply, agree unto all things, that come of seed.",2.0,1,2,2,184,30,if therefore we conceive of the natures of the things themselves not allegorically but properly then does the phrase increase and multiply agree unto all things that come of seed,1.4,1.2893672460472378,0.5,0.6650531921022796,1.0,0.8000666444518493,1.0,1.1164611796067976,,,,,,
3559,3560,"But if we treat of the words as figuratively spoken (which I rather suppose to be the purpose of the Scripture, which doth not, surely, superfluously ascribe this benediction to the offspring of aquatic animals and man only); then do we find ""multitude"" to belong to creatures spiritual as well as corporeal, as in heaven and earth, and to righteous and unrighteous, as in light and darkness; and to holy authors who have been the ministers of the Law unto us, as in the firmament which is settled betwixt the waters and the waters; and to the society of people yet in the bitterness of infidelity, as in the sea; and to the zeal of holy souls, as in the dry land; and to works of mercy belonging to this present life, as in the herbs bearing seed, and in trees bearing fruit; and to spiritual gifts set forth for edification, as in the lights of heaven; and to affections formed unto temperance, as in the living soul.",3.75,6,3,6,919,168,but if we treat of the words as figuratively spoken which i rather suppose to be the purpose of the scripture which doth not surely superfluously ascribe this benediction to the offspring of aquatic animals and man only then do we find multitude to belong to creatures spiritual as well as corporeal as in heaven and earth and to righteous and unrighteous as in light and darkness and to holy authors who have been the ministers of the law unto us as in the firmament which is settled betwixt the waters and the waters and to the society of people yet in the bitterness of infidelity as in the sea and to the zeal of holy souls as in the dry land and to works of mercy belonging to this present life as in the herbs bearing seed and in trees bearing fruit and to spiritual gifts set forth for edification as in the lights of heaven and to affections formed unto temperance as in the living soul,2.8,0.34988624450795475,3.0,0.7127520848160019,1.5,0.21436224034283674,3.0,0.5982679602404619,,,,,,
3560,3561,"In all these instances we meet with multitudes, abundance, and increase; but what shall in such wise increase and multiply that one thing may be expressed many ways, and one expression understood many ways; we find not, except in signs corporeally expressed, and in things mentally conceived.",2.2,2,1,2,292,47,in all these instances we meet with multitudes abundance and increase but what shall in such wise increase and multiply that one thing may be expressed many ways and one expression understood many ways we find not except in signs corporeally expressed and in things mentally conceived,1.56,0.8687216262471432,1.0,0.8491064154430724,0.5,0.25537119761752824,1.0,0.7127206977238886,,,,,,
3561,3562,"By signs corporeally pronounced we understand the generations of the waters, necessarily occasioned by the depth of the flesh; by things mentally conceived, human generations, on account of the fruitfulness of reason.",1.35,0,0,2,217,32,by signs corporeally pronounced we understand the generations of the waters necessarily occasioned by the depth of the flesh by things mentally conceived human generations on account of the fruitfulness of reason,0.8800000000000001,0.7707082578771408,0.0,0.0,0.0,0.0,1.0,1.0467041549515776,,,,,,
3562,3563,"And for this end do we believe Thee, Lord, to have said to these kinds, Increase and multiply.",0.5,0,1,1,94,18,and for this end do we believe thee lord to have said to these kinds increase and multiply,0.2,0.4652380604461449,0.0,0.0,0.5,0.6665741254858412,0.5,0.9301776790671848,,,,,,
3563,3564,"For in this blessing, I conceive Thee to have granted us a power and a faculty, both to express several ways what we understand but one; and to understand several ways, what we read to be obscurely delivered but in one.",1.25,1,4,3,219,41,for in this blessing i conceive thee to have granted us a power and a faculty both to express several ways what we understand but one and to understand several ways what we read to be obscurely delivered but in one,0.8,0.5228480345763115,0.5,0.4866677955374156,2.0,1.1709339185564498,1.5,1.2254937820043894,,,,,,
3564,3565,"Thus are the waters of the sea replenished, which are not moved but by several significations: thus with human increase is the earth also replenished, whose dryness appeareth in its longing, and reason ruleth over it.",0.85,-1,0,3,217,36,thus are the waters of the sea replenished which are not moved but by several significations thus with human increase is the earth also replenished whose dryness appeareth in its longing and reason ruleth over it,0.48,0.3771110173095296,-0.5,-0.5542417743679371,0.0,0.0,1.5,1.3956539850041658,,,,,,
3565,3566,"I would also say, O Lord my God, what the following Scripture minds me of; yea, I will say, and not fear.",-0.75,-1,-1,0,105,22,i would also say o lord my god what the following scripture minds me of yea i will say and not fear,-0.8,-0.845450351204226,-0.5,-0.9067808402993827,-0.5,-0.5454338936846888,0.0,0.0,,,,,,
3566,3567,"For I will say the truth, Thyself inspiring me with what Thou willedst me to deliver out of those words.",1.75,1,3,0,104,20,for i will say the truth thyself inspiring me with what thou willedst me to deliver out of those words,1.2,1.7304861500543456,0.5,0.9974136079454979,1.5,1.7998500749625186,0.0,0.0,,,,,,
3567,3568,"But by no other inspiration than Thine, do I believe myself to speak truth, seeing Thou art the Truth, and every man a liar.",1.6,0,-2,2,124,24,but by no other inspiration than thine do i believe myself to speak truth seeing thou art the truth and every man a liar,1.08,1.2892495810079354,0.0,0.0,-1.0,-1.0,1.0,1.395460224906289,,,,,,
3568,3569,"He therefore that speaketh a lie, speaketh of his own; that therefore I may speak truth, I will speak of Thine.",0.5,-1,0,0,111,21,he therefore that speaketh a lie speaketh of his own that therefore i may speak truth i will speak of thine,0.2,0.38121526969496533,-0.5,-0.9499403281765547,0.0,0.0,0.0,0.0,,,,,,
3569,3570,"Behold, Thou hast given unto us for food every herb bearing seed which is upon all the earth; and every tree, in which is the fruit of a tree yielding seed.",0.4,0,0,2,156,31,behold thou hast given unto us for food every herb bearing seed which is upon all the earth and every tree in which is the fruit of a tree yielding seed,0.12000000000000002,0.1502018003494741,0.0,0.0,0.0,0.0,1.0,1.080457916801032,,,,,,
3570,3571,"And not to us alone, but also to all the fowls of the air, and to the beasts of the earth, and to all creeping things; but unto the fishes and to the great whales, hast Thou not given them.",-0.7,0,1,0,189,40,and not to us alone but also to all the fowls of the air and to the beasts of the earth and to all creeping things but unto the fishes and to the great whales hast thou not given them,-0.76,-0.49403175216814577,0.0,0.0,0.5,0.3000499875031243,0.0,0.0,,,,,,
3571,3572,"Now we said that by these fruits of the earth were signified, and figured in an allegory, the works of mercy which are provided for the necessities of this life out of the fruitful earth.",2.35,3,2,2,187,35,now we said that by these fruits of the earth were signified and figured in an allegory the works of mercy which are provided for the necessities of this life out of the fruitful earth,1.6800000000000002,1.29952474946345,1.5,1.7102181915158026,1.0,0.6858040559840046,1.0,0.9570122822050843,,,,,,
3572,3573,"Such an earth was the devout Onesiphorus, unto whose house Thou gavest mercy, because he often refreshed Thy Paul, and was not ashamed of his chain.",1.5,2,0,1,148,26,such an earth was the devout onesiphorus unto whose house thou gavest mercy because he often refreshed thy paul and was not ashamed of his chain,1.0,1.099151090303605,1.0,1.534659461360201,0.0,0.0,0.5,0.644079200307574,,,,,,
3573,3574,"Thus did also the brethren, and such fruit did they bear, who out of Macedonia supplied what was lacking to him.",-0.75,-1,0,-1,112,21,thus did also the brethren and such fruit did they bear who out of macedonia supplied what was lacking to him,-0.8,-0.8798267814956559,-0.5,-0.9499403281765547,0.0,0.0,-0.5,-0.7973584007615422,,,,,,
3574,3575,"But how grieved he for some trees, which did not afford him the fruit due unto him, where he saith, At my first answer no man stood by me, but all men forsook me.",-0.5,1,-3,1,162,34,but how grieved he for some trees which did not afford him the fruit due unto him where he saith at my first answer no man stood by me but all men forsook me,-0.6,-0.4348098247655814,0.5,0.5868346455451167,-1.5,-1.058953249044399,0.5,0.4925757130255808,,,,,,
3575,3576,I pray God that it may not be laid to their charge.,0.1,0,2,2,51,12,i pray god that it may not be laid to their charge,-0.12,0.053281336782513344,0.0,0.0,1.0,1.9991673605328895,1.0,2.789758534554538,,,,,,
3576,3577,"For these fruits are due to such as minister the spiritual doctrine unto us out of their understanding of the divine mysteries; and they are due to them, as men; yea and due to them also, as the living soul, which giveth itself as an example, in all continency; and due unto them also, as flying creatures, for their blessings which are multiplied upon the earth, because their sound went out into all lands.",3.3,2,3,3,408,74,for these fruits are due to such as minister the spiritual doctrine unto us out of their understanding of the divine mysteries and they are due to them as men yea and due to them also as the living soul which giveth itself as an example in all continency and due unto them also as flying creatures for their blessings which are multiplied upon the earth because their sound went out into all lands,2.44,0.8218796926744588,1.0,0.5393391783539904,1.5,0.4866234292663154,1.5,0.6790636400486421,,,,,,
3577,3578,"But they are fed by these fruits, that are delighted with them; nor are they delighted with them, whose God is their belly.",1.35,1,4,2,123,23,but they are fed by these fruits that are delighted with them nor are they delighted with them whose god is their belly,0.8800000000000001,1.1203470357096403,0.5,0.867372720338523,2.0,2.0869187309865276,1.0,1.4561060408518036,,,,,,
3578,3579,"For neither in them that yield them, are the things yielded the fruit, but with what mind they yield them.",0.0,0,0,0,106,20,for neither in them that yield them are the things yielded the fruit but with what mind they yield them,-0.2,-0.1232015507812832,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
3579,3580,"He therefore that served God, and not his own belly, I plainly see why he rejoiced; I see it, and I rejoice with him.",1.75,1,9,2,117,24,he therefore that served god and not his own belly i plainly see why he rejoiced i see it and i rejoice with him,1.2,1.4216668746131744,0.5,0.831247242606806,4.5,4.5,1.0,1.395460224906289,,,,,,
3580,3581,"For he had received from the Philippians, what they had sent by Epaphroditus unto him: and yet I perceive why he rejoiced.",1.6,0,4,2,122,22,for he had received from the philippians what they had sent by epaphroditus unto him and yet i perceive why he rejoiced,1.08,1.4175958901209949,0.0,0.0,2.0,2.181735574738755,1.0,1.5222626079054975,,,,,,
3581,3582,"For whereat he rejoiced upon that he fed; for, speaking in truth, I rejoiced (saith he) greatly in the Lord, that now at the last your care of me hath flourished again, wherein ye were also careful, but it had become wearisome unto you.",2.25,-1,8,2,236,44,for whereat he rejoiced upon that he fed for speaking in truth i rejoiced saith he greatly in the lord that now at the last your care of me hath flourished again wherein ye were also careful but it had become wearisome unto you,1.6,0.960417815088449,-0.5,-0.45349344001339276,4.0,2.182231311065667,1.0,0.7613042490343104,,,,,,
3582,3583,"These Philippians then had now dried up, with a long weariness, and withered as it were as to bearing this fruit of a good work; and he rejoiceth for them, that they flourished again, not for himself, that they supplied his wants.",-0.75,1,3,-1,230,42,these philippians then had now dried up with a long weariness and withered as it were as to bearing this fruit of a good work and he rejoiceth for them that they flourished again not for himself that they supplied his wants,-0.8,-0.5016042191295091,0.5,0.4750832253032472,1.5,0.8572958819328732,-0.5,-0.39877410140442754,,,,,,
3583,3584,"Therefore subjoins he, not that I speak in respect of want, for I have learned in whatsoever state I am, therewith to be content.",1.1,1,3,2,129,24,therefore subjoins he not that i speak in respect of want for i have learned in whatsoever state i am therewith to be content,0.68,0.8478586023238046,0.5,0.831247242606806,1.5,1.5,1.0,1.395460224906289,,,,,,
3584,3585,"I know both how to be abased, and I know how to abound; every where and in all things I am instructed both to be full, and to be hungry; both to abound, and to suffer need.",-0.75,0,-2,-1,172,37,i know both how to be abased and i know how to abound every where and in all things i am instructed both to be full and to be hungry both to abound and to suffer need,-0.8,-0.5527258981822281,0.0,0.0,-1.0,-0.6487435828154553,-0.5,-0.4526479329910835,,,,,,
3585,3586,I can do all things through Him which strengtheneth me.,0.0,0,0,0,55,10,i can do all things through him which strengtheneth me,-0.2,-0.1232015507812832,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
3586,3587,"Whereat then rejoicest thou, O great Paul?",0.5,1,3,0,42,7,whereat then rejoicest thou o great paul,0.2,1.388609775638971,0.5,2.8471107410826555,1.5,5.1376604850213985,0.0,0.0,,,,,,
3587,3588,whereat rejoicest thou?,0.0,0,0,0,23,3,whereat rejoicest thou,-0.2,-0.1232015507812832,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
3588,3589,"whereon feedest thou, O man, renewed in the knowledge of God, after the image of Him that created thee, thou living soul, of so much continency, thou tongue like flying fowls, speaking mysteries?",1.45,2,3,3,195,33,whereon feedest thou o man renewed in the knowledge of god after the image of him that created thee thou living soul of so much continency thou tongue like flying fowls speaking mysteries,0.96,0.8078379055894331,1.0,1.209224252953009,1.5,1.0910330202968799,1.5,1.5224931838836717,,,,,,
3589,3590,"(for to such creatures, is this food due;) what is it that feeds thee?",0.4,0,0,1,70,14,for to such creatures is this food due what is it that feeds thee,0.12000000000000002,0.48195461756738106,0.0,0.0,0.0,0.0,0.5,1.1957530335474662,,,,,,
3590,3591,joy.,0.75,1,3,1,4,1,joy,0.4,15.616101515861263,0.5,19.760639896029122,1.5,35.65841584158416,0.5,16.58663366336634,,,,,,
3591,3592,"Hear we what follows: notwithstanding, ye have well done, that ye did communicate with my affliction.",0.65,0,0,0,101,16,hear we what follows notwithstanding ye have well done that ye did communicate with my affliction,0.32,0.7373316545696084,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
3592,3593,"Hereat he rejoiceth, hereon feedeth; because they had well done, not because his strait was eased, who saith unto Thee, Thou hast enlarged me when I was in distress; for that he knew to abound, and to suffer want, in Thee Who strengthenest him.",-0.1,1,-3,-2,244,44,hereat he rejoiceth hereon feedeth because they had well done not because his strait was eased who saith unto thee thou hast enlarged me when i was in distress for that he knew to abound and to suffer want in thee who strengthenest him,-0.27999999999999997,-0.17136241148660467,0.5,0.45349344001339276,-1.5,-0.8183367416496252,-1.0,-0.7613042490343104,,,,,,
3593,3594,"For ye Philippians also know (saith he), that in the beginning of the Gospel, when I departed from Macedonia, no Church communicated with me as concerning giving and receiving, but ye only.",0.8,0,-1,3,189,32,for ye philippians also know saith he that in the beginning of the gospel when i departed from macedonia no church communicated with me as concerning giving and receiving but ye only,0.44000000000000006,0.40652278027556066,0.0,0.0,-0.5,-0.3750390502967823,1.5,1.5700562324273666,,,,,,
3594,3595,For even in Thessalonica ye sent once and again unto my necessity.,0.0,0,0,0,66,12,for even in thessalonica ye sent once and again unto my necessity,-0.2,-0.1232015507812832,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
3595,3596,"Unto these good works, he now rejoiceth that they are returned; and is gladdened that they flourished again, as when a fruitful field resumes its green.",1.5,3,3,3,152,26,unto these good works he now rejoiceth that they are returned and is gladdened that they flourished again as when a fruitful field resumes its green,1.0,1.099151090303605,1.5,2.3019891920403013,1.5,1.3846597462514416,1.5,1.9322376009227218,,,,,,
3596,3597,"Was it for his own necessities, because he said, Ye sent unto my necessity?",0.0,0,0,0,75,14,was it for his own necessities because he said ye sent unto my necessity,-0.2,-0.1232015507812832,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
3597,3598,Rejoiceth he for that?,0.0,0,0,0,22,4,rejoiceth he for that,-0.2,-0.1232015507812832,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
3598,3599,Verily not for that.,0.8,0,0,1,20,4,verily not for that,0.44000000000000006,4.105346039525343,0.0,0.0,0.0,0.0,0.5,4.177680798004988,,,,,,
3599,3600,But how know we this?,0.0,0,0,0,21,5,but how know we this,-0.2,-0.1232015507812832,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
3600,3601,"Because himself says immediately, not because I desire a gift, but I desire fruit.",1.1,0,3,1,82,14,because himself says immediately not because i desire a gift but i desire fruit,0.68,1.5409779121775433,0.0,0.0,1.5,2.5706638115631693,0.5,1.1957530335474662,,,,,,
3601,3602,"I have learned of Thee, my God, to distinguish betwixt a gift, and fruit.",0.5,0,3,2,73,14,i have learned of thee my god to distinguish betwixt a gift and fruit,0.2,0.6332436596545471,0.0,0.0,1.5,2.5706638115631693,1.0,2.3915060670949324,,,,,,
