,baseline_sentimentr_roll100_stdscale,baseline_syuzhet_roll100_stdscale,baseline_bing_roll100_stdscale,baseline_sentiword_roll100_stdscale,baseline_senticnet_roll100_stdscale,baseline_nrc_roll100_stdscale,baseline_afinn_roll100_stdscale,baseline_vader_roll100_stdscale,baseline_textblob_roll100_stdscale,baseline_pattern_roll100_stdscale,baseline_stanza_roll100_stdscale,sentimentr_jockers_rinker_roll100_stdscale,sentimentr_jockers_roll100_stdscale,sentimentr_huliu_roll100_stdscale,sentimentr_senticnet_roll100_stdscale,sentimentr_sentiword_roll100_stdscale,sentimentr_nrc_roll100_stdscale,sentimentr_lmcd_roll100_stdscale,syuzhetr_syuzhet_roll100_stdscale,syuzhetr_bing_roll100_stdscale,syuzhetr_afinn_roll100_stdscale,syuzhetr_nrc_roll100_stdscale,transformer_robertalg15_roll100_stdscale,transformer_nlptown_roll100_stdscale,transformer_yelp_roll100_stdscale,transformer_hinglish_roll100_stdscale,transformer_imdb2way_roll100_stdscale,transformer_huggingface_roll100_stdscale,transformer_t5imdb50k_roll100_stdscale,transformer_robertaxml8lang_roll100_stdscale
1800,-0.8296938316880834,-1.1009313100837772,-0.5762009520189758,-0.2235063575190679,0.5951568874517683,-0.4413706621392378,-1.4110014307406191,-0.6170338282235068,-0.1164842645725052,0.1935435371889661,0.29114901267791715,-0.6098626611285453,-0.806559788882619,-0.4790912140010965,0.8251555902002258,0.1421102015416483,-0.18849661732848225,-1.1663974917643303,-1.155361280271158,-0.711338191057766,-1.6607316223944084,-0.45982585652489605,0.5667275713329553,-0.5838190510125366,-0.8092020813813275,-0.6701325903061146,0.8336556298866507,0.5370112328093217,0.15978044371673325,-0.031088490815696465
1801,-0.8339867890787546,-1.1057947944525204,-0.579651620411639,-0.19747569627115882,0.6038851322960598,-0.4885410877708135,-1.4167252888844224,-0.624074822296405,-0.08058071346678929,0.18525131122292962,0.24739868032843948,-0.591248312382547,-0.7859769022772254,-0.45816588015789206,0.8518228656110086,0.12764493462757398,-0.21309914002241825,-1.0346942430579609,-1.1354961687894916,-0.6965652817484468,-1.644235220264065,-0.4865670167663316,0.5666807614098619,-0.5850061535026019,-0.8310942321215801,-0.6697591911175436,0.9099367132208547,0.5365167763625592,0.15978044371673325,-0.03640196215518557
1802,-0.8175304524145148,-1.0871514377056712,-0.5875054017991203,-0.213928630830676,0.6502317451719193,-0.4762531635607777,-1.4093878026303837,-0.5716320011814916,-0.06460733946511882,0.20043459713939452,0.28712343119440076,-0.5937683647947213,-0.7721729413994787,-0.45816588015789206,0.8540836780865114,0.23245221189151916,-0.2357445120484406,-0.9850689712481712,-1.1346324682902886,-0.6817923724391275,-1.6359870191988934,-0.5133081770077672,0.5670457549456557,-0.53234148538204,-0.8284769793614073,-0.7326403090408959,0.9129382035459346,0.5435671287218992,0.15978044371673325,-0.061061377243242204
1803,-0.8368487606725354,-1.1252487319274933,-0.5728303236222859,-0.1540732440658615,0.6167877551093603,-0.4762531635607777,-1.4429614196486056,-0.6282890928093312,-0.07844461979782526,0.1936375793636198,0.3139158045714085,-0.6182111005155153,-0.7992005889702739,-0.4696259122276859,0.8794828029819872,0.24003276469108217,-0.2688380847360662,-1.042371299324152,-1.1657256862615928,-0.6965652817484468,-1.6689798234595798,-0.5534199173699206,0.47212644972541856,-0.6172323984509632,-0.8854067544730309,-0.7320943225306408,0.9128387641000829,0.488692047885308,0.15978044371673325,-0.08968938725324177
1804,-0.821823409805186,-1.108226536636892,-0.5307895196752593,-0.1216430182586658,0.5567060921419223,-0.4762965527609501,-1.4506173166436476,-0.5858559708759624,-0.07687263695956525,0.18985239522537461,0.3110921835351595,-0.6188974587862579,-0.7685537792739588,-0.45483107444324766,0.880396267586687,0.28787617897475687,-0.27896540298125777,-1.042371299324152,-1.147587975778332,-0.711338191057766,-1.6772280245247515,-0.5667904974906384,0.4713740193454349,-0.6465923737679332,-0.9020143921479663,-0.7031411998797295,0.9790457308390622,0.4889120605327226,0.15978044371673325,-0.08503412470758898
1805,-0.897665657040378,-1.194148093818023,-0.6437620389621455,-0.19872767594852078,0.6071291503658166,-0.45465995282079025,-1.587772528277531,-0.7050817495219026,-0.13135330125012437,0.16730096101880862,0.3533825595994622,-0.6679868136232019,-0.7524469109772215,-0.5034679575490214,0.9299962893928356,0.2611698948814406,-0.3199459751310415,-1.042371299324152,-1.1268591637974625,-0.711338191057766,-1.6359870191988934,-0.5667904974906384,0.4712933058220382,-0.7258646085459048,-0.9656924174045622,-0.7167569339551337,0.9790460968399392,0.4785320589261276,0.09934168870435686,-0.1607110598939058
1806,-0.9191304439937344,-1.2022539010992617,-0.6744150135851064,-0.23383880042244506,0.5671114331203906,-0.4805619102335523,-1.587772528277531,-0.6952011244755166,-0.08582918534536298,0.18301444035696332,0.3716546585322681,-0.5967443696403846,-0.7005150892925269,-0.45483107444324766,0.922448224203103,0.344515948308018,-0.29876024208741586,-1.1226689427534184,-1.115631057307825,-0.7408840096764043,-1.6524834213292368,-0.5667904974906384,0.5662352645791295,-0.7051420193227798,-1.0166177053542507,-0.690660393247567,0.9792287335795109,0.4125145959198002,0.15978044371673325,-0.21078686427865073
1807,-0.8955191783450425,-1.1755047370711738,-0.6424424390935917,-0.18011272633519068,0.5762436500261988,-0.4785749912103275,-1.560446628282848,-0.7507223637139611,-0.0821908057116489,0.19241140438352786,0.34436027093825466,-0.5778947364032131,-0.6796720359701606,-0.44139299568618684,0.9465706516567629,0.38943952178224966,-0.33838964313295494,-0.9696632765401343,-1.0992207478229699,-0.7261111003670851,-1.6359870191988934,-0.580161077611356,0.4712630528105055,-0.7332257799339696,-1.0471180817253136,-0.7221366933231386,0.9794044784535096,0.4120630935226873,0.15978044371673325,-0.15429725793794985
1808,-0.8797783345792479,-1.1576719610524484,-0.6424424390935917,-0.19297671590537827,0.6098835053307056,-0.4523294013206876,-1.5572623066483078,-0.7554206622337317,-0.13170826511682773,0.18060584672212718,0.32738122950094506,-0.5930051739753508,-0.6963804595281997,-0.44139299568618684,0.9383315440815658,0.3925604746662782,-0.3552685068749411,-0.9696632765401343,-1.1087214533142016,-0.7408840096764043,-1.6277388181337218,-0.5667904974906384,0.47073121458372685,-0.6834598475130447,-1.045248365522608,-0.7253045172698738,0.9789555979438156,0.4796578195551311,0.15978044371673325,-0.10082534796078399
1809,-0.9498966386268783,-1.2371088724085884,-0.7126728834227212,-0.16346521042083,0.5081559952941516,-0.4873128671431061,-1.6165206815461772,-0.7908515123347499,-0.16456777734883601,0.1552146453286457,0.28267920686274467,-0.6122515439097141,-0.69484730676967,-0.40194551971391823,0.9209893232918435,0.47072423948610875,-0.41170202050599053,-0.8802420548270167,-1.1130399558102162,-0.6965652817484468,-1.6029942149382073,-0.6069022378527917,0.37564650502153746,-0.745221178918312,-1.1041223061023968,-0.7525162268137983,0.9727836031527685,0.41129314151639995,0.09934168870435686,-0.18313264013385058
1810,-0.9234234013844057,-1.2071173854680048,-0.6996937837743143,-0.10656097420447012,0.5902969811359426,-0.5150062986528423,-1.6030912347388884,-0.7605836276400731,-0.06779817339689657,0.1921189156545426,0.34058258018144183,-0.642836156015197,-0.7045236069464659,-0.47209444784320387,0.9046668746073524,0.5470992057604517,-0.3836955567369174,-0.7807180932138691,-1.1199495598038394,-0.6965652817484468,-1.5947460138730356,-0.5935316577320738,0.37593232197442106,-0.6960178068017633,-1.066898691611765,-0.7263191899074525,0.9851371709087601,0.4180862431774547,0.09934168870435686,-0.2638351278748738
1811,-0.9234234013844057,-1.2071173854680048,-0.6996937837743143,-0.06796900549390714,0.600959395244467,-0.5150062986528423,-1.6030912347388884,-0.7704642526864592,-0.03585142539355566,0.1964957549525162,0.35008259859988905,-0.6513764736967238,-0.713967095559018,-0.47209444784320387,0.8879848845306629,0.5613007055156627,-0.36105018471089495,-0.8748754262681981,-1.1251317627990567,-0.6965652817484468,-1.5782496117426925,-0.580161077611356,0.3757185139503868,-0.7361152186634422,-1.0898711654868884,-0.7218568691991485,0.9850385946725236,0.4178518093193466,0.09934168870435686,-0.26639510796154814
1812,-0.9370177664548647,-1.206306804739881,-0.7140895347548276,-0.10202074259146275,0.5807852753238604,-0.5025854273901732,-1.6080432240697096,-0.7844817037646763,-0.07631730619778762,0.18205048195969356,0.37275210235836087,-0.6539060938717346,-0.7202298789050379,-0.46632118438265296,0.908165294864612,0.585695093487776,-0.38999308348591555,-0.707263216755652,-1.10526665131739,-0.6670194631298083,-1.5452568074820061,-0.5133081770077672,0.3756519397112794,-0.7631629271972162,-1.1255475444529375,-0.7264806223339785,0.9826045254053696,0.3542126159485463,0.03890293369198047,-0.29321767979765273
1813,-0.9706459326817896,-1.2444040989617031,-0.767891938420738,-0.17350578129194194,0.530484632876183,-0.537404292266801,-1.6694319087227072,-0.8295866602958268,-0.09343647590165634,0.16084791494314724,0.3083275130125881,-0.7402617454244401,-0.7175234624881673,-0.5373615398379057,0.9076534141103757,0.460445389408904,-0.3905323363670833,-0.8995631997532935,-1.1139036563094191,-0.6817923724391275,-1.5617532096123492,-0.526678757128485,0.28197083181524063,-0.8409155145538735,-1.1748847751125215,-0.7507917344982318,0.9811553737060945,0.3538773463773976,-0.021535821320396113,-0.3269822507633441
1814,-0.9312938232673031,-1.19982215891489,-0.6984461989400668,-0.2178487100456479,0.5956465505566381,-0.5008436021609454,-1.627177579639699,-0.7997059980066256,-0.11047474150343882,0.16703252419651987,0.33115522939849357,-0.7310739456106335,-0.7073640180562856,-0.5218445830623449,0.9469043746494793,0.5215041174606734,-0.359868547565627,-0.8639750729854598,-1.1225406613014481,-0.6670194631298083,-1.5370086064168342,-0.4999375968870493,0.1914559520036338,-0.779619867120468,-1.2321792505409115,-0.7310292272015101,0.9806375860501336,0.35353488875326494,-0.021535821320396113,-0.32537742131432235
1815,-0.8776318558839122,-1.1519978959555812,-0.6075925014012202,-0.011920754277653456,0.6905677434355112,-0.4784926418321755,-1.6354807506835016,-0.7707030398365026,-0.10427146505131432,0.19687774673138833,0.37001819571541333,-0.7562688348636808,-0.7352233622432487,-0.5510302251030013,0.9837444384833535,0.48723810240185983,-0.3168257862029234,-0.8741999059683094,-1.1588160822679696,-0.711338191057766,-1.5617532096123492,-0.4865670167663316,0.191263575918655,-0.8033691443449077,-1.23194496620868,-0.7052610789110993,0.9769383484302767,0.4212908990310326,0.03890293369198047,-0.37998566940916245
1816,-0.9069670647201659,-1.1852317058086603,-0.6219882523817333,-0.025971863073588664,0.7353107096429249,-0.49118258225036915,-1.643623149543533,-0.7880054276545043,-0.12918992849392025,0.18991654323794155,0.38279519884384466,-0.7540182635457614,-0.7576205620483949,-0.5510302251030013,0.9321205650545523,0.5622515246049661,-0.301446760819396,-0.9486378136829938,-1.1743626912536218,-0.711338191057766,-1.5864978128078642,-0.4865670167663316,0.20681160110771393,-0.8586116115752758,-1.2305509167468696,-0.7369670979313856,0.9715754365593112,0.42342090405961236,-0.021535821320396113,-0.4077378124265054
1817,-0.8797783345792479,-1.1382180235774755,-0.6065529407173301,-0.01696707037445717,0.7814736988544589,-0.5162699199697939,-1.5879432209128723,-0.7251914997796026,-0.08002743295544557,0.22242152458003794,0.38279299509880127,-0.7884860862457318,-0.7679760118038721,-0.576718924864667,0.9194736367713007,0.5865763763642335,-0.34753420269280305,-0.9486378136829938,-1.1855907977432594,-0.711338191057766,-1.6112424160033787,-0.5534199173699206,0.2069282892658216,-0.8627273080323079,-1.3156403154560927,-0.6449790127613952,0.972687908885704,0.4199022434624819,0.03890293369198047,-0.405365989872698
1818,-0.8869332635637001,-1.1301122162962365,-0.6334002507957243,0.02321397940065857,0.8016845435079307,-0.532540460278393,-1.570976023727885,-0.7293476869317074,0.02220216065524655,0.2350061990147365,0.4097167833983179,-0.7943798872597431,-0.774493104590813,-0.5427229758654378,0.9896029165813827,0.5854666251305052,-0.36820650449571785,-0.9486378136829938,-1.1881818992408681,-0.6817923724391275,-1.5947460138730356,-0.5667904974906384,0.11183230123093202,-0.9510576983222684,-1.3966255518464783,-0.6361887605934854,0.9013496512836633,0.35113318106248537,-0.021535821320396113,-0.46180795823846055
1819,-0.8797783345792479,-1.122006409014998,-0.5908260892351049,0.07497261978894305,0.8177944596581237,-0.529355465767361,-1.510581883712996,-0.7313289749063909,-0.00974458734809476,0.2307312540699661,0.4336593252827069,-0.8165710785002215,-0.7990310983274767,-0.5778194010127176,0.9122724619273709,0.6319515612186066,-0.38196682033552276,-0.9486378136829938,-1.1925004017368825,-0.6965652817484468,-1.6029942149382073,-0.5935316577320738,0.20657915093308554,-1.060644802734759,-1.4679163437591543,-0.6612224261824563,0.9191184966587549,0.41849334612350525,0.03890293369198047,-0.369857783966543
1820,-0.8862177706652549,-1.1130900210056351,-0.5747949093414461,0.14085803950004644,0.8424857217211477,-0.529355465767361,-1.4905941198804746,-0.7057916572652745,0.11165305506460191,0.2577300960601047,0.4550023167665841,-0.8060455417915656,-0.7731690396542866,-0.5531616462427796,0.9436667079607919,0.6550493890020319,-0.36129451853260786,-0.9486378136829938,-1.1614071837655782,-0.6522465538204891,-1.5617532096123492,-0.5667904974906384,0.20656688381844593,-1.046140604884113,-1.452038984372619,-0.6041944515108904,0.9955164378579117,0.4184195506930683,0.03890293369198047,-0.3607085796468008
1821,-0.8776318558839122,-1.1033630522681488,-0.5603991583609328,0.23052761385694287,0.9103040617455166,-0.5428365519174542,-1.4525530179386297,-0.6857335366616379,0.10526370546393334,0.25702653128482,0.4724030971939303,-0.8575683080972706,-0.8301405335774634,-0.6029654658754513,0.9352195821927725,0.6318930204604698,-0.3801169142557505,-0.9839744311030395,-1.228775822703404,-0.711338191057766,-1.5947460138730356,-0.5935316577320738,0.3012711679396254,-1.046574928938404,-1.38603169440083,-0.612826329188469,0.9982806537275752,0.484882465912722,0.09934168870435686,-0.3393065195356741
1822,-0.8840712919699191,-1.126869893383741,-0.6262484666690051,0.18317265221086715,0.8713268785979369,-0.5417602730982797,-1.46208582511226,-0.7424680727705726,0.0658627162598126,0.2487010147772835,0.4967156143647579,-0.8510308455672834,-0.8229117096321366,-0.6011509454764329,1.0201502686004513,0.6464858640045903,-0.35156317902000905,-0.9839744311030395,-1.227912122204201,-0.711338191057766,-1.5782496117426925,-0.5667904974906384,0.3010678770203609,-1.0725760410798035,-1.4554096645643733,-0.6179383275236069,0.9982687713594774,0.4161954039026727,0.03890293369198047,-0.42633821956734136
1823,-0.8533050973367753,-1.0920149220744144,-0.5525700430779877,0.27624740027751926,0.9032651546130238,-0.5668085790068644,-1.3838020003205955,-0.6822614424258733,0.11291156331927868,0.26890455878859915,0.48965961574858663,-0.8447991643298216,-0.8160210045087992,-0.6164775029335867,1.0040043830819034,0.6892407566293182,-0.3187209564241361,-0.9839744311030395,-1.2106381122201433,-0.7408840096764043,-1.5287604053516628,-0.5133081770077672,0.3951533650379658,-1.0190679283922826,-1.4149043266344286,-0.5523557232985149,1.0002358442244668,0.48382125834597184,0.09934168870435686,-0.3930251332300138
1824,-0.8776318558839122,-1.1195746668306263,-0.5690755248262415,0.30073619886965114,0.8977074783727607,-0.5668085790068644,-1.3751924033241953,-0.7102318075147281,0.08735416491660594,0.2655569644267238,0.48251014880787196,-0.8670319188069662,-0.8406049569517774,-0.6511744730876666,0.9437558157226973,0.6313199571748666,-0.2999538077275779,-1.0620064752783949,-1.2417313301914477,-0.785202737604362,-1.5452568074820061,-0.4865670167663316,0.300149516727279,-1.1332681288668325,-1.4862044264127856,-0.48586145501979777,0.9900201428371072,0.4837230817614881,0.03890293369198047,-0.41535240753322533
1825,-0.9033896002279399,-1.1487555730430858,-0.5828860843047878,0.26683580282586244,0.8858943559677933,-0.5771376386617042,-1.4243715373403196,-0.7102318075147281,0.11717112971972439,0.2749127477552523,0.5256108952155448,-0.8827055404853339,-0.8454932346870275,-0.6851704220868958,0.9865261898030456,0.6653628244765267,-0.29049093165482276,-1.143888173764548,-1.2408676296922447,-0.785202737604362,-1.5287604053516628,-0.45982585652489605,0.20534378032937495,-1.1814561779199142,-1.482147055847737,-0.5468020392566167,0.9850782079372675,0.4172561788741065,-0.021535821320396113,-0.48240253728354987
1826,-0.9012431215326043,-1.1301122162962365,-0.5685922931488596,0.35529464875262373,0.8586078794489636,-0.5388018147357764,-1.4199399536696236,-0.7315935768834659,0.03410958491103722,0.25678127044191995,0.4967592212223889,-0.8851915890421744,-0.8482421922916792,-0.6966304541566897,1.0160632201589417,0.6951544170871312,-0.25940612517436645,-1.2329870620608763,-1.2089107112217374,-0.7704298282950428,-1.504015802156148,-0.4197141161627427,0.11039632722311422,-1.224836406658699,-1.5376749042320705,-0.5809649508567807,0.9845074053995404,0.41244511414123963,-0.08197457633277269,-0.45554923652857693
1827,-0.9262853729781865,-1.1422709272180949,-0.5993392220543664,0.3216212642894853,0.8172313470875247,-0.564221467646051,-1.420950110392882,-0.7208029791842123,-0.03404347749609073,0.2236473438284789,0.5006141144458799,-0.8232219545635295,-0.798067535341917,-0.6280414712908466,0.9855361196486974,0.7307249628063757,-0.195569238341811,-1.1842015339836602,-1.1285865647958684,-0.6817923724391275,-1.4215337915044322,-0.3394906354384359,0.015411271632052581,-1.2222330030471527,-1.6129764772947248,-0.6718634209902035,0.982795034616637,0.4105498053982588,-0.14241333134514889,-0.5099362264007762
1828,-0.8969501641419328,-1.1252487319274933,-0.566929698869082,0.403723785958036,0.8474313190803261,-0.4994914959760936,-1.3946470467598424,-0.6858045274359752,-0.012745645493863316,0.2341083312342064,0.5027866969062077,-0.7934057655750355,-0.7650981714748568,-0.6143287802991614,0.9796275535302015,0.6954890797656759,-0.17681353378253442,-1.1990891155265972,-1.1130399558102162,-0.6522465538204891,-1.4050373893740888,-0.31274947519700025,0.11049588744371323,-1.3001058066714937,-1.6528033436168044,-0.6725157115609629,1.0593302261447113,0.4783080996152802,-0.08197457633277269,-0.4851884852407066
1829,-0.8933726996497069,-1.121195828286874,-0.5510042503284625,0.3484843013331126,0.8720736148328632,-0.4735791102405822,-1.3860297303431253,-0.6909029557747373,0.10226264731816517,0.2495263302170046,0.508131728036817,-0.7666142606452332,-0.7377132584372024,-0.5928561478862406,1.0325047437161479,0.7384947969083616,-0.15264294838515052,-1.1990891155265972,-1.0862652403349264,-0.6374736445111698,-1.4297819925696036,-0.2726377348348469,0.015960845754314168,-1.2733462870511298,-1.6559723510139184,-0.6512707148970446,1.1260664992087652,0.4775754287143734,-0.08197457633277269,-0.5418311632062539
1830,-0.9026741073294947,-1.1479449923149618,-0.5510042503284625,0.42574390928112205,0.8847681308265936,-0.49941136748175696,-1.40429271558966,-0.7589508398303177,0.10581228598520301,0.24956243934412514,0.5437391353345757,-0.7804896369521381,-0.753056008324898,-0.6092416316432213,1.026179624892731,0.7156258338784157,-0.1995739132386398,-1.2450331896247764,-1.10526665131739,-0.6670194631298083,-1.4545265957651186,-0.31274947519700025,0.017673545754652627,-1.3596470429753815,-1.7168261096565038,-0.6562225856940173,1.1259069504490518,0.4731159840154474,-0.08197457633277269,-0.5664907066071969
1831,-0.9527586102206591,-1.1884740287211557,-0.6090163935706083,0.2735704797184899,0.8907175375507531,-0.5609631057092973,-1.4499908781579245,-0.7979441360617116,0.11539631038620528,0.25123376295916466,0.5342425076681194,-0.762934772407097,-0.7336446503862373,-0.610823322432561,1.0716272843269123,0.7354564057867291,-0.20610939015119292,-1.2491433475353166,-1.0698549308500713,-0.6522465538204891,-1.4132855904392605,-0.31274947519700025,0.017619852270009412,-1.437397325201408,-1.7573301658233087,-0.7174526492785317,1.1238046828449768,0.404493304899825,-0.14241333134514889,-0.5756022143762233
1832,-0.958482553408221,-1.1949586745461467,-0.6090163935706083,0.2974066956867789,0.8837275967287467,-0.561207802142515,-1.4499908781579245,-0.7979441360617116,0.12498033478720755,0.24972884619731062,0.5394046731415889,-0.7595110285422596,-0.7677170100630205,-0.6754699195480836,1.1007031496018602,0.751207897170773,-0.26057946241238533,-1.4756247994406722,-1.0854015398357235,-0.6817923724391275,-1.4132855904392605,-0.3394906354384359,0.11218635436411424,-1.4188502355778665,-1.762470789592787,-0.7373647769116333,1.1241436825253064,0.47153158829214564,-0.08197457633277269,-0.5230495233934365
1833,-0.969214946884899,-1.2071173854680048,-0.6239448829099655,0.36475346461305563,0.889799419229123,-0.5992559282746092,-1.4575962581514534,-0.7774084411579885,0.17176795302702197,0.2598946154087624,0.5451339621811973,-0.7935405804492811,-0.8053453159302977,-0.6957871838674281,1.0824310511546982,0.7894576588190861,-0.2690582857339901,-1.4756247994406722,-1.1208132603030423,-0.6965652817484468,-1.4132855904392605,-0.3394906354384359,0.10201429983581546,-1.446697917269268,-1.7231929345247274,-0.7389197350909025,1.1237596992654773,0.5394328316838013,-0.08197457633277269,-0.5762525581550048
1834,-0.9398797380486456,-1.173883575614926,-0.5453784160640524,0.38843833952757767,0.9342608291512361,-0.5741703885163334,-1.3994197388733742,-0.6977632460584134,0.1987452068965101,0.2708551127544466,0.5308143693657911,-0.7768675683839031,-0.7869090697099825,-0.6757548788089055,1.0576293350803574,0.7611085848343135,-0.29248689444396025,-1.4340952310488069,-1.096629646325361,-0.6817923724391275,-1.3885409872437458,-0.39297295592130704,0.19538195425946758,-1.3656084376352404,-1.6918797194068607,-0.7741189640059629,1.1237369818902803,0.6069547402382537,-0.021535821320396113,-0.4832315563535702
1835,-0.9291473445719673,-1.1617248646930678,-0.5323865408993718,0.4257871495821983,0.9123728883635874,-0.5613877618526713,-1.3694228740430487,-0.6837457949801965,0.18708464387529045,0.2672852825982507,0.5172554427877936,-0.758966831587683,-0.7671152622200047,-0.653040379935092,1.0459387904061106,0.832413732471799,-0.2829174781851087,-1.4340952310488069,-1.0620816263572455,-0.6227007352018507,-1.3390517808527163,-0.3528612155591536,0.10030652031777343,-1.3628257323044886,-1.7695901204118971,-0.8621377078472696,1.1239128096324023,0.5382863372328275,-0.08197457633277269,-0.5642222646971099
1836,-0.9162684723999535,-1.147134411586838,-0.5177703871706668,0.4814806573684226,0.9501871216371035,-0.5364113823294571,-1.3539214615672346,-0.6541361883748282,0.16951393247345256,0.26334155217817307,0.5174978660687681,-0.7523557783412945,-0.7598050650613806,-0.6668512342160288,1.0372793362705193,0.7791409223823553,-0.2967921005350266,-1.4843408187562188,-1.0784919358421003,-0.6670194631298083,-1.3802927861785743,-0.3796023758005893,0.09541492738884749,-1.415851365159714,-1.7757741358043064,-0.867715912388406,1.1305438754103947,0.5371368802215106,-0.08197457633277269,-0.5652702178318231
1837,-0.9720769184786799,-1.2103597083805004,-0.5862567128595402,0.5288504071974667,0.9104264775217328,-0.54838750850724,-1.373628970493273,-0.6767112546140562,0.15896136380758716,0.2597173954029173,0.5287404150535864,-0.7596701351245327,-0.7678929427687945,-0.6774749682782879,1.0062140473491235,0.7674285501736325,-0.30574346979303824,-1.4843408187562188,-1.089720042331738,-0.6817923724391275,-1.3802927861785743,-0.39297295592130704,0.09526321346501672,-1.3631688129698434,-1.7652892973793302,-0.9232794697631255,1.1313554535817385,0.5376136925199613,-0.08197457633277269,-0.5969502047280901
1838,-1.0071360705024952,-1.2500781640585703,-0.6433000706716591,0.5039784130571968,0.8638717578263042,-0.5237518462554843,-1.3812713324408494,-0.7234877211955099,0.13429644598405482,0.25343159516753694,0.5379703687219644,-0.779321269187101,-0.7717934212534182,-0.7090858781756972,0.9995420320762752,0.7166526700188761,-0.25301435352809676,-1.4169133520561294,-1.0931748443285496,-0.6965652817484468,-1.3555481829830596,-0.3528612155591536,0.09497903856684871,-1.4207931837705912,-1.7852977617231476,-0.9210569408337406,1.1309031708752124,0.5342885865486366,-0.14241333134514889,-0.5971373631958393
1839,-0.9985501557211526,-1.253320486971066,-0.6681395125191272,0.5675416556393007,0.9425973435116323,-0.5253325177483938,-1.3763959234799985,-0.7241653604050922,0.09618093306864002,0.23478333306170318,0.5830152577074422,-0.7895497175467076,-0.7831035667550259,-0.7201849450515687,0.9981116110302206,0.6632357475129196,-0.25268266135371686,-1.5075059328182712,-1.1285865647958684,-0.7408840096764043,-1.3967891883089174,-0.3796023758005893,0.0954297541770143,-1.3418795586716559,-1.806736658933299,-0.8555466423096763,1.1307534673089032,0.60074263048898,-0.14241333134514889,-0.5649226367827186
1840,-0.9706459326817896,-1.2217078385742346,-0.6368727135967719,0.5982638895539841,0.978563098564267,-0.5002482842915487,-1.3584977588882234,-0.683790970927502,0.13238724747242667,0.2407077259491971,0.5987819447063193,-0.7998760469572783,-0.7716851889107076,-0.7201849450515687,1.06377743399107,0.6860802916770554,-0.25268266135371686,-1.5962783177531465,-1.0681275298516657,-0.6817923724391275,-1.3390517808527163,-0.32612005531771815,0.09569062212555199,-1.2911025514923054,-1.8052786328711192,-0.7913474034444636,1.1302605700144788,0.6145464026024985,-0.08197457633277269,-0.5291531914882244
1841,-0.897665657040378,-1.1147111824618832,-0.5645077817952033,0.6230081518448746,0.9241125613028238,-0.38206618174147966,-1.2564646668461474,-0.5941038081125929,0.13363849510255774,0.22356833283758865,0.5496406671483614,-0.8084402500005435,-0.7811550888524389,-0.7142964920443223,1.0176588096417316,0.6906406189341582,-0.23806513656614087,-1.5962783177531465,-1.0836741388373177,-0.6817923724391275,-1.3308035797875446,-0.31274947519700025,0.09557005326373944,-1.267339867066472,-1.811353322746653,-0.7231332083758386,1.1221065078319428,0.6149180962892536,-0.08197457633277269,-0.497217334169877
1842,-0.897665657040378,-1.1147111824618832,-0.5651609465600408,0.5662552566822818,0.9304292153556356,-0.3696123773898106,-1.2637240692808167,-0.648689259871138,0.1043539760994951,0.20577717548583901,0.5405868419104403,-0.8676861760542103,-0.8258902974931247,-0.769750721760991,1.03221245788662,0.6678488892909685,-0.2459732435071145,-1.530515983779137,-1.1009481488213755,-0.711338191057766,-1.3225553787223732,-0.32612005531771815,0.19064708380534734,-1.2622080542065943,-1.8277480926894658,-0.7193202580755069,1.1219271167605263,0.6152047409166984,-0.08197457633277269,-0.472738347175512
1843,-0.8862177706652549,-1.101741890811901,-0.5505447928313358,0.5878970273709507,0.9304292153556356,-0.3443684875641849,-1.303361401235557,-0.6905480019030513,0.08163628863045232,0.20047980470709528,0.533127498280582,-0.8439476293752859,-0.7794822548093335,-0.7763956401199339,1.0276228122566085,0.6001635711789837,-0.17664331872970293,-1.497016308043121,-1.0551720223636223,-0.6817923724391275,-1.223576965940314,-0.2592671547141291,0.09556662142620242,-1.2843589047078177,-1.8657133027767936,-0.7223663505073606,1.0621413085417848,0.6143810999362251,-0.14241333134514889,-0.47246015999513663
1844,-0.8790628416808026,-1.093636083530662,-0.5517870817298304,0.5745790146394623,0.9003026928285647,-0.35778669935841545,-1.3057774362131036,-0.6794798948132069,0.06512877852459935,0.2024265144708374,0.5474640028628299,-0.863857347630095,-0.8014975011537525,-0.8014577862288762,1.0003386054107102,0.5452533859777972,-0.19776023702835946,-1.5409173909452445,-1.0810830373397091,-0.711338191057766,-1.264817971266172,-0.2860083149555648,0.09566765608693531,-1.308689228526194,-1.9287181052797346,-0.7588261395850058,1.0627749803622515,0.6802119585448174,-0.08197457633277269,-0.5008338667756723
1845,-0.8382797464694258,-1.0474329820276012,-0.5375903727134184,0.6070180614680778,0.9679006844557428,-0.30883163202022623,-1.2594895332365272,-0.5647071738302363,0.065493884216066,0.201980767265873,0.556235769325712,-0.8673814499840912,-0.7958761488168269,-0.7946266310394935,0.9664670125478998,0.5936830634145114,-0.14997815601907646,-1.4697411374095768,-1.063809027355651,-0.6965652817484468,-1.2400733680706573,-0.24589657459341135,0.09555890547359447,-1.3085349992955004,-1.9365321147251036,-0.817095023497234,0.9861802434839313,0.6213816505285833,-0.08197457633277269,-0.5046063875017385
