,sent_no,sent_raw,syuzhet,bing,afinn,nrc,syuzhet_roll100,bing_roll100,afinn_roll100,nrc_roll100,mean_roll100,syuzhet_roll100_stdscale,bing_roll100_stdscale,afinn_roll100_stdscale,nrc_roll100_stdscale
114,115,"At this surprising change of my circumstances, from a merchant to a miserable slave, I was perfectly overwhelmed; and now I looked back upon my fatherâs prophetic discourse to me, that I should be miserable and have none to relieve me, which I thought was now so effectually brought to pass that I could not be worse; for now the hand of Heaven had overtaken me, and I was undone without redemption; but, alas!",-2.15,-1,-4,-3,0.2735294117647061,0.09049773755656108,0.3212669683257919,0.36199095022624433,0.26182126696832586,-0.12410288422289462,0.17503636750138676,-0.11831802320732096,-0.4731964366456138
115,116,"this was but a taste of the misery I was to go through, as will appear in the sequel of this story.",-0.75,-1,-2,-1,0.2671945701357468,0.08597285067873303,0.3076923076923077,0.35294117647058826,0.25345022624434393,-0.1482864982005756,0.16026345819206758,-0.14306262640283574,-0.4999375968870493
116,117,"As my new patron, or master, had taken me home to his house, so I was in hopes that he would take me with him when he went to sea again, believing that it would some time or other be his fate to be taken by a Spanish or Portugal man-of-war; and that then I should be set at liberty.",2.55,2,0,3,0.27285067873303187,0.09954751131221719,0.3167420814479638,0.37104072398190047,0.26504524886877834,-0.1266939857205033,0.20458218612002518,-0.12656622427249262,-0.44645527640417815
117,118,"But this hope of mine was soon taken away; for when he went to sea, he left me on shore to look after his little garden, and do the common drudgery of slaves about his house; and when he came home again from his cruise, he ordered me to lie in the cabin to look after the ship.",-1.4,-2,-3,1,0.26923076923076944,0.11312217194570136,0.35294117647058826,0.38009049773755654,0.2788461538461539,-0.14051319370774956,0.24890091404798284,-0.06058061575111983,-0.4197141161627427
118,119,"Here I meditated nothing but my escape, and what method I might take to effect it, but found no way that had the least probability in it; nothing presented to make the supposition of it rational; for I had nobody to communicate it to that would embark with meâ""no fellow-slave, no Englishman, Irishman, or Scotchman there but myself; so that for two years, though I often pleased myself with the imagination, yet I never had the least encouraging prospect of putting it in practice.",4.8,2,1,6,0.27692307692307716,0.11312217194570136,0.3755656108597285,0.38009049773755654,0.2864253393665159,-0.11114737673485102,0.24890091404798284,-0.019339610425261927,-0.4197141161627427
119,120,"After about two years, an odd circumstance presented itself, which put the old thought of making some attempt for my liberty again in my head.",0.25,0,-2,1,0.28552036199095043,0.11764705882352941,0.40271493212669685,0.4117647058823529,0.3044117647058824,-0.0783267577651411,0.26367382335730205,0.030149595965767637,-0.32612005531771815
120,121,"My patron lying at home longer than usual without fitting out his ship, which, as I heard, was for want of money, he used constantly, once or twice a week, sometimes oftener if the weather was fair, to take the shipâs pinnace and go out into the road a-fishing; and as he always took me and young Maresco with him to row the boat, we made him very merry, and I proved very dexterous in catching fish; insomuch that sometimes he would send me with a Moor, one of his kinsmen, and the youthâ""the Maresco, as they called himâ""to catch a dish of fish for him.",3.95,2,6,6,0.26855203619909523,0.09954751131221719,0.3665158371040724,0.39819004524886875,0.2832013574660634,-0.14310429520535825,0.20458218612002518,-0.03583601255560515,-0.3662317956798715
121,122,"It happened one time, that going a-fishing in a calm morning, a fog rose so thick that, though we were not half a league from the shore, we lost sight of it; and rowing we knew not whither or which way, we laboured all day, and all the next night; and when the morning came we found we had pulled off to sea instead of pulling in for the shore; and that we were at least two leagues from the shore.",0.85,0,0,3,0.25791855203619934,0.08144796380090498,0.3212669683257919,0.37104072398190047,0.2579185520361992,-0.1836982186678942,0.14549054888274837,-0.11831802320732096,-0.44645527640417815
122,123,"However, we got well in again, though with a great deal of labour and some danger; for the wind began to blow pretty fresh in the morning; but we were all very hungry.",1.4,2,3,0,0.25995475113122196,0.08144796380090498,0.3076923076923077,0.37104072398190047,0.2550339366515838,-0.17592491417506817,0.14549054888274837,-0.14306262640283574,-0.44645527640417815
123,124,"But our patron, warned by this disaster, resolved to take more care of himself for the future; and having lying by him the longboat of our English ship that he had taken, he resolved he would not go a-fishing any more without a compass and some provision; so he ordered the carpenter of his ship, who also was an English slave, to build a little state-room, or cabin, in the middle of the long-boat, like that of a barge, with a place to stand behind it to steer, and haul home the main-sheet; the room before for a hand or two to stand and work the sails.",-0.2,-2,-1,0,0.2658371040723984,0.08144796380090498,0.3167420814479638,0.3755656108597285,0.25989819004524894,-0.15346870119579295,0.14549054888274837,-0.12656622427249262,-0.4330846962834604
124,125,"She sailed with what we call a shoulder-of-mutton sail; and the boom jibed over the top of the cabin, which lay very snug and low, and had in it room for him to lie, with a slave or two, and a table to eat on, with some small lockers to put in some bottles of such liquor as he thought fit to drink; and his bread, rice, and coffee.",-0.65,0,0,-1,0.25113122171945723,0.058823529411764705,0.2986425339366516,0.3438914027149321,0.23812217194570143,-0.20960923364398118,0.0716260023361523,-0.15955902853317896,-0.526678757128485
125,126,"We went frequently out with this boat a-fishing; and as I was most dexterous to catch fish for him, he never went without me.",0.4,1,0,0,0.23416289592760203,0.05429864253393665,0.2850678733031674,0.2850678733031674,0.21464932126696837,-0.27438677108419834,0.05685309302683309,-0.18430363172869374,-0.7004962986978163
126,127,"It happened that he had appointed to go out in this boat, either for pleasure or for fish, with two or three Moors of some distinction in that place, and for whom he had provided extraordinarily, and had, therefore, sent on board the boat overnight a larger store of provisions than ordinary; and had ordered me to get ready three fusees with powder and shot, which were on board his ship, for that they designed some sport of fowling as well as fishing.",3.0,5,3,1,0.2386877828054301,0.07239819004524888,0.3167420814479638,0.2669683257918552,0.22369909502262447,-0.25711276110014036,0.11594473026410995,-0.12656622427249262,-0.7539786191806874
127,128,"I got all things ready as he had directed, and waited the next morning with the boat washed clean, her ancient and pendants out, and everything to accommodate his guests; when by-and-by my patron came on board alone, and told me his guests had put off going from some business that fell out, and ordered me, with the man and boy, as usual, to go out with the boat and catch them some fish, for that his friends were to sup at his house, and commanded that as soon as I got some fish I should bring it home to his house; all which I prepared to do.",1.95,1,1,1,0.24049773755656131,0.08144796380090498,0.33031674208144796,0.27601809954751133,0.2320701357466064,-0.25020315710651725,0.14549054888274837,-0.10182162107697784,-0.7272374589392517
