,sent_no,sent_raw,baseline_sentimentr_stdscaler_roll10,baseline_syuzhet_stdscaler_roll10,baseline_bing_stdscaler_roll10,baseline_sentiword_stdscaler_roll10,baseline_senticnet_stdscaler_roll10,baseline_nrc_stdscaler_roll10,baseline_afinn_stdscaler_roll10,baseline_vader_stdscaler_roll10,baseline_textblob_stdscaler_roll10,baseline_flair_stdscaler_roll10,baseline_pattern_stdscaler_roll10,baseline_stanza_stdscaler_roll10,sentimentr_jockers_rinker_stdscaler_roll10,sentimentr_jockers_stdscaler_roll10,sentimentr_huliu_stdscaler_roll10,sentimentr_senticnet_stdscaler_roll10,sentimentr_sentiword_stdscaler_roll10,sentimentr_nrc_stdscaler_roll10,sentimentr_lmcd_stdscaler_roll10,syuzhetr_syuzhet_stdscaler_roll10,syuzhetr_bing_stdscaler_roll10,syuzhetr_afinn_stdscaler_roll10,syuzhetr_nrc_stdscaler_roll10,transformer_roberta15lg_stdscaler_roll10,transformer_nlptown_stdscaler_roll10,transformer_yelp_stdscaler_roll10,transformer_hinglish_stdscaler_roll10,transformer_imdb2way_stdscaler_roll10,transformer_huggingface_stdscaler_roll10,transformer_t5imdb50k_stdscaler_roll10,transformer_robertaxml8lang_stdscaler_roll10
2623,2623,"With an effort he got up and walked to the rear window and leaned with his face pressed against it, "" and I said 'God knows what you've been doing, everything you've been doing. You may fool me but you can't fool God!' """,-0.055163707884122073,-0.06582710602409024,-0.053298372805781605,-0.03900151022450944,-0.03245976768789456,-0.0117774950746556,-0.01608566949428808,-0.06877098854487534,-0.07663330240317591,-0.17372997405266413,-0.10578756407416574,0.015103905594036553,-0.8447975903118693,-0.8271046707161557,-0.9234078156196396,-0.6782467743762827,-1.0622719885380574,-0.9989923227043435,-0.8474417814101898,-0.5792258291418346,-0.5019399282471373,-0.680339959526339,0.05107979068551041,-2.0194412728350546,-0.662210321896038,-1.507492383320284,-1.3356543073081089,0.1057296599159663,-1.8718410530949532,-1.2605023720808721,-0.9097807155515519
2624,2624,Standing behind him Michaelis saw with a shock that he was looking at the eyes of Doctor T. J. Eckleburg which had just emerged pale and enormous from the dissolving night.,-0.051492246460885946,-0.06277071108391194,-0.05625581418592461,-0.04588361446267813,-0.03918919804564854,-0.011880219982199564,-0.017027164296271713,-0.07472265832726399,-0.07358800933527768,-0.18110726007600034,-0.10426412143863616,0.01633205266360055,-0.8048707421747366,-0.824622699081342,-0.9748528843861861,-0.7586149906876166,-1.1706908047252995,-1.00505185294822,-0.8474417814101898,-0.5458186448907698,-0.5437761313923201,-0.7018419340200437,0.05107979068551041,-2.076303330495767,-0.6639969519064028,-1.5650880400993359,-1.4038821833173816,0.1031102233717534,-1.8726636065160496,-1.3309102438000475,-1.0320110629037205
2625,2625,"""God sees everything,"" repeated Wilson.",-0.05498013481296027,-0.0725129699557303,-0.06262748042337034,-0.04608024601234009,-0.03376036748210963,-0.024000970679936257,-0.015373201855985097,-0.08114722115029196,-0.071304039534354,-0.18841527754709894,-0.09948591608515303,0.022213074844834247,-0.8700496903929653,-0.8436938669983158,-1.0764860399179197,-0.7370548009195833,-1.177738086533267,-1.1307348158629118,-0.807977334240472,-0.6188968604399742,-0.6274485376826858,-0.6373360105389295,-0.07169661117939026,-2.1331372937024016,-0.6627617931337786,-1.5932715258201917,-1.2374623062478562,0.10102810950722162,-1.9340736565261911,-1.3309102438000475,-1.0775815815709129
2626,2626,"""That's an advertisement,"" Michaelis assured him.",-0.05498013481296027,-0.0725129699557303,-0.06262748042337034,-0.04238193428244802,-0.02894455847762751,-0.024000970679936257,-0.016641086600225025,-0.08566137145057788,-0.07122329312725065,-0.19452794946701732,-0.09940721372395632,0.026138110781913058,-0.8700496903929653,-0.8436938669983158,-1.0764860399179197,-0.6907482311486074,-1.1274839949039135,-1.1307348158629118,-0.807977334240472,-0.6188968604399742,-0.6274485376826858,-0.6588379850326342,-0.07169661117939026,-2.1331031911379195,-0.6838116152196047,-1.4730615619796976,-1.3048461019152766,0.10044483826738587,-1.9945926510915524,-1.4013181155192225,-1.0876046089999296
2627,2627,Something made him turn away from the window and look back into the room.,-0.061405192303623485,-0.07919883388737034,-0.06832158944241548,-0.04588033727018377,-0.02442697617755139,-0.03603880055318404,-0.017538126448234475,-0.08614745274334656,-0.07098643699974747,-0.20171780293724004,-0.09916395780568082,0.026751319274981956,-0.9178616463174039,-0.8921803648948249,-1.1292434270593583,-0.6305137855217231,-1.198687362071875,-1.2234153796471907,-0.807977334240472,-0.6919750759891786,-0.7111209439730511,-0.680339959526339,-0.1944730130442908,-2.1900005146066492,-0.769684579385196,-1.514212869503361,-1.3237753407094608,0.004491303630976324,-2.055954282311599,-1.471725987238398,-1.0875593745712084
2628,2628,"But Wilson stood there a long time, his face close to the window pane, nodding into the twilight.",-0.06929883436358114,-0.08741289528909954,-0.06760393000054354,-0.041579022121328336,-0.02911300133844942,-0.041970387420140795,-0.017538126448234475,-0.09400199890440333,-0.07033508264911367,-0.20168520597148118,-0.09865553507712624,0.030467386508022387,-1.0559561135880047,-1.032223100385867,-1.1753167999735128,-0.7246007895996681,-1.1580440478677247,-1.3189528615020567,-1.0856423338348922,-0.7817568836639155,-0.7111209439730511,-0.680339959526339,-0.25586121397674116,-2.246710150004627,-0.7498404713272986,-1.5110878817945432,-1.429266168033482,-0.10337396983711211,-2.059995313574272,-1.471725987238398,-1.1262891958376784
2629,2629,By six o'clock Michaelis was worn out and grateful for the sound of a car stopping outside.,-0.07847748792167145,-0.09696412947715675,-0.07398525064396431,-0.04215253080784239,-0.03607714715800442,-0.05134833279062308,-0.024807767078441987,-0.1023859591866539,-0.06602430112855551,-0.20757673711233085,-0.099292693768793,0.025536244927849165,-1.1439705417985695,-1.1214792562109566,-1.2418044066230738,-0.79727498467495,-1.1815644218248202,-1.4076919657018674,-1.0856423338348922,-0.8861543344484931,-0.7947933502634169,-0.8308537809822719,-0.3479435153754165,-2.303631546670952,-0.7715906226405636,-1.5641987004161386,-1.4857104627607622,-0.1108846982442294,-2.1214720348313656,-1.5421338589575737,-1.1659244290371036
2630,2630,It was one of the watchers of the night before who had promised to come back so he cooked breakfast for three which he and the other man ate together.,-0.08031321863328951,-0.09887437631476818,-0.07795690639907217,-0.04651119682534923,-0.039520561050544106,-0.05134833279062308,-0.029000860943851448,-0.10803241513404828,-0.06744543789357468,-0.20161297405872003,-0.09933764084571874,0.024955127244128156,-1.116538425819046,-1.093660121686529,-1.1899976808994168,-0.7412764010858376,-1.2126063196733496,-1.4076919657018674,-1.0856423338348922,-0.9070338246054087,-0.8366295534085998,-0.8953597044633861,-0.3479435153754165,-2.3025169827551637,-0.7076405109029157,-1.620493539930183,-1.5233821220014825,-0.01020530433400097,-2.120788437917417,-1.5069299230979858,-1.1663326239333893
2631,2631,Wilson was quieter now and Michaelis went home to sleep; when he awoke four hours later and hurried back to the garage Wilson was gone.,-0.08214894934490757,-0.10078462315237963,-0.08110068866016511,-0.04616709161344079,-0.038012859378269315,-0.05446045336993793,-0.03103820026669773,-0.10659018556189934,-0.07277470076239657,-0.208877652382162,-0.10205367332650744,0.025980924305335176,-1.1336453557173167,-1.1110084000510259,-1.2223048505641656,-0.7260877470045132,-1.207446379409355,-1.4364382683563541,-1.0856423338348922,-0.9279133147623242,-0.8784657565537826,-0.9383636534507954,-0.3786376158416417,-2.3594008295805446,-0.7950876374697171,-1.5964169742040475,-1.574838858548271,-0.11875165388127368,-2.182550572289261,-1.5069299230979858,-1.2097265026356239
2632,2632,His movements he was on foot all the time were afterward traced to Port Roosevelt and then to Gad's Hill where he bought a sandwich that he didn't eat and a cup of coffee.,-0.0830668147007166,-0.09791925289596247,-0.08363359195889085,-0.04346013061309444,-0.032194677283978124,-0.05446045336993793,-0.032038313336404056,-0.1030896466395574,-0.07361554001503293,-0.20215638029472296,-0.10808617927937987,0.016822024822734104,-1.1055917875170205,-1.0608548491278134,-1.2586820075475988,-0.6265022280437085,-1.1508977753561733,-1.418456212993431,-1.163096297579497,-0.8965940795269509,-0.9203019596989654,-0.9813676024382049,-0.3786376158416417,-2.358967135031042,-0.8389955920067506,-1.5474053566744326,-1.623955213915402,-0.016461055492347273,-2.1211029941216135,-1.471725987238398,-1.136958786253998
2633,2633,He must have been tired and walking slowly for he didn't reach Gad's Hill until noon.,-0.0830668147007166,-0.09791925289596247,-0.08363359195889085,-0.04163637298997974,-0.025826984873235134,-0.05446045336993793,-0.032038313336404056,-0.1030896466395574,-0.0714048828250031,-0.20208414838196184,-0.10559485466030982,0.018250338066633988,-1.1055917875170205,-1.0608548491278134,-1.2586820075475988,-0.6534725087095822,-1.1454784731873395,-1.418456212993431,-1.163096297579497,-0.8965940795269509,-0.9203019596989654,-0.9813676024382049,-0.3786376158416417,-2.3589795723969553,-0.8380451985963718,-1.5779398045197104,-1.7311127288750205,0.074191053349219,-2.1211163386956255,-1.4365220513788104,-1.2520200784309266
2634,2634,"Thus far there was no difficulty in accounting for his time there were boys who had seen a man ""acting sort of crazy"" and motorists at whom he stared oddly from the side of the road.",-0.08673827612395271,-0.10173974657118535,-0.08943157333081854,-0.04761233350345622,-0.03849057437699375,-0.05446045336993793,-0.03754536056604795,-0.11092346840441085,-0.07485113948017459,-0.2090591582142284,-0.11078133064345848,0.015571944519099528,-1.1462357793351567,-1.1020722556465978,-1.3354399265505834,-0.795218561321068,-1.240287738498938,-1.418456212993431,-1.163096297579497,-0.9174735696838665,-0.9621381628441483,-1.0458735259193188,-0.3786376158416417,-2.3025909327788416,-0.8800229397698011,-1.5228935071000917,-1.8390767845354747,0.08757727986360075,-2.1817801508348365,-1.5069299230979858,-1.2431015111770005
2635,2635,Then for three hours he disappeared from view.,-0.08545326462582008,-0.10422306746008023,-0.08560622999765774,-0.04635061439312529,-0.04086534257874526,-0.05774943038011026,-0.04026909386670458,-0.11440705100258644,-0.0694034485476011,-0.21630272259394018,-0.10633388670451888,0.015352777624480007,-1.1304748168040313,-1.1351572749574421,-1.289750689048807,-0.8054345038775882,-1.2186790582673235,-1.459109624075488,-1.163096297579497,-0.9446169068878566,-0.9621381628441483,-1.0888774749067283,-0.40933171630786686,-2.3583618306440575,-0.9229178286723344,-1.5237936341760285,-1.8312392832367819,0.0007941543211956317,-2.2430335726409654,-1.5421338589575737,-1.241336888261237
2636,2636,"The police, on the strength of what he said to Michaelis, that he ""had a way of finding out,"" supposed that he spent that time going from garage to garage thereabouts inquiring for a yellow car.",-0.08545326462582008,-0.10422306746008023,-0.08560622999765774,-0.04537564962605139,-0.037990768511276286,-0.05446045336993793,-0.04026909386670458,-0.11440705100258644,-0.0694034485476011,-0.215452978963817,-0.10633388670451888,0.015352777624480007,-1.1304748168040313,-1.1351572749574421,-1.289750689048807,-0.7642068061196229,-1.202516227237468,-1.418456212993431,-1.163096297579497,-0.9446169068878566,-0.9621381628441483,-1.0888774749067283,-0.3786376158416417,-2.35825010152706,-0.967340330041688,-1.470656719126841,-1.8663307548797756,0.002032652489620186,-2.2338272454263786,-1.5773377948171614,-1.2445617534057745
2637,2637,"On the other hand no garage man who had seen him ever came forward and perhaps he had an easier, surer way of finding out what he wanted to know.",-0.08416825312768743,-0.10288589467375221,-0.08261665414725536,-0.04691265290590906,-0.03263649462383888,-0.05446045336993793,-0.03931448388245335,-0.11161867769523119,-0.0694034485476011,-0.20841055267964007,-0.10633388670451888,0.011747514640025825,-1.0940475558500278,-1.0982160899029505,-1.2598400620064207,-0.730570963535758,-1.1787397830271347,-1.3652284034100934,-1.0994108198063308,-0.9300012637780157,-0.9203019596989654,-1.0673755004130236,-0.3786376158416417,-2.3014519747121334,-0.9676260347494711,-1.4219775074924392,-1.7547308142492009,-0.0032113976695815577,-2.172784368475605,-1.5421338589575737,-1.1659548765053767
2638,2638,By half past two he was in West Egg where he asked someone the way to Gatsby's house.,-0.08802328762208536,-0.10689741303273624,-0.0857604364083483,-0.045347793489849283,-0.04285628196649274,-0.05744663986930979,-0.037590538203035304,-0.11258613019072233,-0.066876983187567,-0.21560633287090986,-0.10104003600617828,0.008931404233002753,-1.1898280520042999,-1.1953478791284344,-1.3475133113642042,-0.8822508927760203,-1.2379822125564475,-1.4637776690790207,-1.0994108198063308,-0.9738481931075385,-0.9621381628441483,-1.0243715514256142,-0.40933171630786686,-2.358318330430345,-0.9408230950390797,-1.413391842310052,-1.6401013122723347,-0.11146159770464727,-2.2336247740567368,-1.5421338589575737,-1.1313459245687445
2639,2639,So by that time he knew Gatsby's name.,-0.09389762589926316,-0.11301020291309284,-0.08905879566947575,-0.04213614484537056,-0.03853475611097982,-0.060406091079326166,-0.037590538203035304,-0.11258613019072233,-0.06545584642254783,-0.22294916982815996,-0.10021729280163397,0.004320264875925709,-1.244617750875523,-1.2509105635596744,-1.3829040425532635,-0.8237430069686867,-1.1828168959570982,-1.4843927110861572,-1.174764493312504,-1.0406625616096683,-1.0039743659893312,-1.0243715514256142,-0.440025816774092,-2.415221033688154,-1.0067164039108538,-1.4318236712852068,-1.7700237833124548,-0.20185445147991535,-2.2948079847454936,-1.6125417306767493,-1.2112037703538545
2640,2640,At two o'clock Gatsby put on his bathing suit and left word with the butler that if any one phoned word was to be brought to him at the pool.,-0.09151117597415967,-0.11052688202419796,-0.0864062909072478,-0.03852304012033199,-0.04040695708863973,-0.060406091079326166,-0.03841141353842499,-0.11471791694563616,-0.06941134375185119,-0.2303457176948991,-0.10881214323156244,-0.0008553311417807582,-1.2211506841710038,-1.2271124181291855,-1.3417837288016645,-0.8506380886681405,-1.179088601738935,-1.4843927110861572,-1.174764493312504,-1.013519224405678,-0.9621381628441483,-1.0458735259193188,-0.440025816774092,-2.472134391237843,-1.0953504471937912,-1.514781637556705,-1.921515676554059,-0.2023053832308996,-2.3566073946903385,-1.6829496023959247,-1.3249305273454437
2641,2641,"He stopped at the garage for a pneumatic mattress that had amused his guests during the summer, and the chauffeur helped him pump it up.",-0.09463191818391037,-0.1137743016481374,-0.0864062909072478,-0.03508198800124764,-0.04411546138509586,-0.06349298071188683,-0.039395413676992626,-0.11592369999746545,-0.06704278247681925,-0.22378335581553455,-0.10509215567271882,-0.005464092068768724,-1.2487400839192013,-1.2550910554175456,-1.3417837288016645,-0.8863177417976353,-1.1408214605595943,-1.5116638482951739,-1.174764493312504,-1.0490143576724344,-0.9621381628441483,-1.0673755004130236,-0.4707199172403172,-2.415588363920359,-1.1426793356591312,-1.4879401088720001,-1.9262579695224997,-0.19722186505150965,-2.294869792357982,-1.6829496023959247,-1.2451224318713996
2642,2642,Then he gave instructions that the open car wasn't to be taken out under any circumstances and this was strange because the front right fender needed repair.,-0.09004259140486522,-0.10899868455410879,-0.0902316342404086,-0.03508198800124764,-0.04036001399627953,-0.06349298071188683,-0.039395413676992626,-0.11592369999746545,-0.07059562438936719,-0.22245688156118795,-0.10762503945302035,-0.007596905260352442,-1.1882579532374509,-1.1937556290503066,-1.3874729663034406,-0.8659217145686708,-1.1560335368229875,-1.5116638482951739,-1.174764493312504,-0.9968156322801455,-1.0039743659893312,-1.0673755004130236,-0.4707199172403172,-2.472279219303368,-1.2346214912957831,-1.4627787907722496,-1.9263818172371103,-0.28890119623092714,-2.2379530621166706,-1.7181535382555126,-1.3066944003287002
2643,2643,Gatsby shouldered the mattress and started for the pool.,-0.08783971455092353,-0.10670638834897506,-0.08738457973088602,-0.02814253289442754,-0.03447003658426097,-0.06349298071188683,-0.040292453525002075,-0.11543761870469677,-0.06949029579435227,-0.22255726539892268,-0.10657277261157419,-0.012889849590389104,-1.171496653510921,-1.1767578570867936,-1.3610942727327215,-0.8164677705398992,-1.0896143958606133,-1.5116638482951739,-1.174764493312504,-0.9717602440918469,-0.9621381628441483,-1.0888774749067283,-0.4707199172403172,-2.4723058822037234,-1.2180341683213272,-1.4925911238969332,-1.9292573752403646,-0.30303982589244755,-2.1774580206744885,-1.7181535382555126,-1.3067991831028067
2644,2644,"Once he stopped and shifted it a little, and the chauffeur asked him if he needed help, but he shook his head and in a moment disappeared among the yellowing trees.",-0.08655470305279088,-0.10536921556264704,-0.08738457973088602,-0.02017076215188214,-0.040017605557887456,-0.06349298071188683,-0.040292453525002075,-0.1173433211373926,-0.0687441989927172,-0.21623826950255332,-0.10524481400393175,-0.019181591991906607,-1.1627836696467284,-1.1679219484602745,-1.3610942727327215,-0.872514110135841,-1.0033655005896958,-1.5116638482951739,-1.174764493312504,-0.957144600982006,-0.9621381628441483,-1.0888774749067283,-0.4707199172403172,-2.5290182142889037,-1.2372865670240412,-1.4976434167288122,-1.9391398774112554,-0.3181094495412834,-2.1792165693015635,-1.7181535382555126,-1.2645717782658672
2645,2645,No telephone message arrived but the butler went without his sleep and waited for it until four o'clock until long after there was any one to give it to if it came.,-0.08875757990673255,-0.10766151176778078,-0.08738457973088602,-0.010879921430354404,-0.04243931685199917,-0.06724457886586147,-0.040292453525002075,-0.11455494783003735,-0.0687441989927172,-0.21741620531065775,-0.10524481400393175,-0.026930341294149573,-1.2243686172805026,-1.2303757505724642,-1.3610942727327215,-0.8906526461728997,-0.9229299922783649,-1.597902756258634,-1.174764493312504,-0.9821999891703047,-0.9621381628441483,-1.0888774749067283,-0.5014140177065423,-2.529199642920721,-1.2570298582783,-1.5783115347646894,-2.0511853852045943,-0.40602572496316564,-2.2353369393192084,-1.7181535382555126,-1.2769513003803181
2646,2646,I have an idea that Gatsby himself didn't believe it would come and perhaps he no longer cared.,-0.09151117597415964,-0.11052688202419793,-0.08738457973088602,-0.012256342277988141,-0.04669457010653297,-0.07324674889830377,-0.042049558274934715,-0.12039734352335398,-0.06821127270583502,-0.2100911485165488,-0.10425159748760894,-0.030718115787244885,-1.2553668664818036,-1.2618113301389988,-1.3814565409141872,-0.9421653597086176,-0.9559802885378043,-1.6431976497722336,-1.174764493312504,-1.013519224405678,-0.9621381628441483,-1.1318814238941377,-0.5628022186389926,-2.4726152404537407,-1.193118861668882,-1.4739403575488397,-1.9914719306535373,-0.29743187998779896,-2.173861490203047,-1.647745666536337,-1.2404236511828337
2647,2647,"If that was true he must have felt that he had lost the old warm world, paid a high price for living too long with a single dream.",-0.09353047975693951,-0.10880765987034763,-0.09016347843978965,-0.008127079735086924,-0.03862864229570024,-0.06725976279844048,-0.04386380092797063,-0.13047128411418402,-0.08384377712104592,-0.20912435214574607,-0.11553970771438812,-0.03130490611802443,-1.260678222531949,-1.2067269861389682,-1.3752002844104536,-0.8659708174481977,-0.9025979057880057,-1.5429970934709551,-1.1081606264080885,-0.9947276832644542,-1.0039743659893312,-1.1748853728815472,-0.5014140177065423,-2.415760503585553,-1.2350560790208103,-1.5758102712354092,-2.1691495610203875,-0.2974524763698242,-2.112205498477027,-1.5773377948171614,-1.232152303864705
2648,2648,He must have looked up at an unfamiliar sky through frightening leaves and shivered as he found what a grotesque thing a rose is and how raw the sunlight was upon the scarcely created grass.,-0.09573335661088118,-0.11109995607548134,-0.09016347843978965,-0.004686027616002578,-0.03627596496094177,-0.07040058194600425,-0.04386380092797063,-0.13047128411418402,-0.08206735616477194,-0.20871133377277862,-0.11329888506401244,-0.0319796780473085,-1.2839551448096496,-1.2303323045417247,-1.3752002844104536,-0.8363799962993813,-0.8531952389564876,-1.5755923368722553,-1.1081606264080885,-1.0197830714527527,-1.0039743659893312,-1.1748853728815472,-0.5321081181727674,-2.415715164258339,-1.1501711743964549,-1.5801715637538187,-2.1791928366270863,-0.27042970719671494,-2.1105150794497693,-1.5773377948171614,-1.2360841191517506
2649,2649,"A new world, material without being real, where poor ghosts, breathing dreams like air, drifted fortuitously about . . . like that ashen, fantastic figure gliding toward him through the amorphous trees.",-0.09279618747229229,-0.10422306746008016,-0.09326416824285906,0.0005787821261964682,-0.020740562748088314,-0.05659837428120628,-0.0445213585240131,-0.13607534925116252,-0.07836647917253452,-0.21602750048531696,-0.10568637156830492,-0.01700593107800908,-1.275638013705955,-1.1881266850111472,-1.3950872098598632,-0.8253100791685192,-0.9361936444839136,-1.4907444702471317,-1.1081606264080885,-0.9446169068878567,-1.045810569134514,-1.1963873473752518,-0.3786376158416417,-2.4157698723659653,-1.1103528546983894,-1.6683682044884605,-2.2822515074165035,-0.2716819757809903,-2.172286476482546,-1.647745666536337,-1.3476046622574858
2650,2650,The chauffeur he was one of Wolfshiem's prot g s heard the shots afterward he could only say that he hadn't thought anything much about them.,-0.09279618747229229,-0.10422306746008016,-0.09326416824285906,0.0020699047111330166,-0.018509385181791547,-0.05659837428120628,-0.0445213585240131,-0.13607534925116252,-0.08120875270257286,-0.22187495163837906,-0.1104055193675555,-0.020061707159758833,-1.275638013705955,-1.1881266850111472,-1.3950872098598632,-0.7967224629049485,-0.9203621222338769,-1.4907444702471317,-1.1081606264080885,-0.9446169068878567,-1.045810569134514,-1.1963873473752518,-0.3786376158416417,-2.472017671211723,-1.1762999877443872,-1.7087897403290933,-2.2991574051087516,-0.3652604888809124,-2.2338851942113718,-1.6829496023959247,-1.3421003758701546
2651,2651,I drove from the station directly to Gatsby's house and my rushing anxiously up the front steps was the first thing that alarmed any one.,-0.0872889953374381,-0.10231282062246873,-0.08734928548257305,0.004432760499570936,-0.019028520556127925,-0.059652419341354804,-0.04263836892004583,-0.13583230860477818,-0.08156403689382766,-0.22150119779234845,-0.11076098931584573,-0.025043545012767544,-1.2292166127889288,-1.1724345768037805,-1.336641340869141,-0.801484646313565,-0.8953082048090522,-1.5167464793421126,-1.0459393783334945,-0.9237374167309412,-0.9621381628441483,-1.1533833983878425,-0.40933171630786686,-2.416258852399448,-1.2016133380051148,-1.6833970108129166,-2.174349120992231,-0.36110892572168446,-2.222460509482591,-1.647745666536337,-1.2498774312083911
2652,2652,"But they knew then, I firmly believe.",-0.0872889953374381,-0.10231282062246873,-0.08734928548257305,0.003744550075754066,-0.022253787137111364,-0.059652419341354804,-0.04263836892004583,-0.13583230860477818,-0.08156403689382766,-0.22134710304512473,-0.11076098931584573,-0.025052560873978977,-1.2292166127889288,-1.1724345768037805,-1.336641340869141,-0.7339557654964433,-0.8234417750860752,-1.5167464793421126,-1.0459393783334945,-0.9237374167309412,-0.9621381628441483,-1.1533833983878425,-0.40933171630786686,-2.3598342728015167,-1.1144527813840965,-1.5754411217005477,-2.1617310656575626,-0.3529624675044055,-2.1617719569677702,-1.6125417306767493,-1.1451616770868844
2653,2653,"With scarcely a word said, four of us, the chauffeur, butler, gardener and I, hurried down to the pool.",-0.07021669971939014,-0.08454752503268231,-0.0736825375514111,0.010454601707968542,-0.020110973038786752,-0.05127706804714059,-0.037185881567338055,-0.128050297830433,-0.07851047265957217,-0.21396129736028338,-0.10183852132495705,-0.008035137526377384,-1.1330243650528085,-1.07488522691128,-1.207102231913365,-0.7230586831159932,-0.8224148797089607,-1.475581684496298,-1.0131044167133485,-0.7963725267737564,-0.7947933502634169,-0.9813676024382049,-0.31724941490919134,-2.303065575198943,-1.0940431970640672,-1.555533215780996,-2.155415686607752,-0.3529555296371462,-2.1001107531512915,-1.5421338589575737,-1.038026831203129
2654,2654,"There was a faint, barely perceptible movement of the water as the fresh flow from one end urged its way toward the drain at the other.",-0.07021669971939014,-0.08454752503268231,-0.0736825375514111,0.008217917830563717,-0.02287785412966467,-0.05781130601559255,-0.037185881567338055,-0.128050297830433,-0.07993160942459135,-0.21391647653236492,-0.10273485038510731,-0.009166675677469156,-1.1330243650528085,-1.07488522691128,-1.207102231913365,-0.6516353504955953,-0.7092495989843215,-1.4819287445669573,-1.0131044167133485,-0.7963725267737564,-0.7947933502634169,-0.9813676024382049,-0.3786376158416417,-2.3030174457854105,-1.0500540044146591,-1.6092700707484349,-2.0927919126117973,-0.35117130962526194,-2.043115417506137,-1.5069299230979858,-0.9625077940905724
2655,2655,"With little ripples that were hardly the shadows of waves, the laden mattress moved irregularly down the pool.",-0.06507665372685957,-0.07919883388737028,-0.0736825375514111,0.005981233953158891,-0.02724908443591192,-0.051425861859553,-0.037185881567338055,-0.128050297830433,-0.0714047888344763,-0.22053143806102224,-0.09752405120704884,-0.00776053249068746,-1.074359816009954,-1.0153930250389838,-1.207102231913365,-0.7101995080580903,-0.7485782798270514,-1.4115149710718513,-1.0131044167133485,-0.7379099543343929,-0.7947933502634169,-0.9813676024382049,-0.31724941490919134,-2.302965174545627,-1.0055424914423245,-1.5605991721546786,-2.055623424319412,-0.3538999385898084,-2.1032128964701267,-1.5773377948171614,-0.9530279946135027
2656,2656,A small gust of wind that scarcely corrugated the surface was enough to disturb its accidental course with its accidental burden.,-0.0687481151500957,-0.08301932756259317,-0.0775078808845719,0.004260707893616718,-0.028618718189480235,-0.051425861859553,-0.04116398760389851,-0.13416022663837426,-0.07424706236451466,-0.22143933764141974,-0.09955035823129006,-0.006604348063647512,-1.1256806057047657,-1.0674378601324752,-1.2555629864104882,-0.7315465269270809,-0.778831111244536,-1.4115149710718513,-1.0131044167133485,-0.779668934648224,-0.8366295534085998,-1.0458735259193188,-0.31724941490919134,-2.302971851733335,-1.0903259890030073,-1.5711056379133224,-2.0598602066543026,-0.27117208203192694,-2.111010417942551,-1.6125417306767493,-1.0387477417565791
2657,2657,"The touch of a cluster of leaves revolved it slowly, tracing, like the leg of compass, a thin red circle in the water.",-0.0687481151500957,-0.08301932756259317,-0.0775078808845719,0.006440040902370136,-0.028234889375476212,-0.048299880069392245,-0.041451502859389006,-0.13069925247242048,-0.07424706236451466,-0.2141846606597447,-0.09955035823129006,-0.003910522770999245,-1.1256806057047657,-1.0674378601324752,-1.2555629864104882,-0.7669550751675012,-0.74217688342738,-1.3819352696719143,-1.0131044167133485,-0.779668934648224,-0.8366295534085998,-1.0458735259193188,-0.28655531444296617,-2.2461100216268326,-1.048259074360133,-1.6290391774143642,-1.946268067914355,-0.16770539007661708,-2.049467962029221,-1.5421338589575737,-0.9235106346326566
2658,2658,"It was after we started with Gatsby toward the house that the gardener saw Wilson's body a little way off in the grass, and the holocaust was complete.",-0.07058384586171376,-0.08492957440020461,-0.08178959072087115,0.007300303932141221,-0.026420676923673028,-0.048299880069392245,-0.03979674315482121,-0.12622372491051348,-0.07669457568204767,-0.2081668162765794,-0.10652128963256935,-0.007803090029548416,-1.0650558538119377,-1.0059578004216048,-1.1257612348936292,-0.7572288598139587,-0.6480328237421218,-1.3819352696719143,-1.0131044167133485,-0.8005484248051395,-0.9203019596989654,-1.0458735259193188,-0.28655531444296617,-2.189198256956611,-1.0290804461352936,-1.5748682733297534,-1.886127967379156,-0.059096168575712434,-2.03486854082643,-1.5069299230979858,-0.8457106784756051
2659,2659,"After two years I remember the rest of that day, and that night and the next day, only as an endless drill of police and photographers and newspaper men in and out of Gatsby's front door.",-0.0658109460115068,-0.07996293262241487,-0.07253094175324891,0.013226805056492728,-0.023046296990486582,-0.048299880069392245,-0.03751062017269667,-0.12086175840191007,-0.07669457568204767,-0.20764119020371768,-0.10652128963256935,-0.009597572200585644,-0.9778809850514458,-0.9175530487426726,-1.0086094106700463,-0.6873411443489733,-0.47888787200982635,-1.3819352696719143,-0.9321615870964253,-0.746261750397159,-0.8366295534085998,-1.0028695769319096,-0.28655531444296617,-2.188788278989897,-0.9473805430435874,-1.5707270229221821,-1.7702376014011554,-0.03590173956951146,-1.9739425090984541,-1.471725987238398,-0.7360540893067552
