"","sent_raw","syuzhet","bing","afinn","nrc"
"2405","2404,As I tiptoed from the porch I heard my taxi feeling its way along the dark road toward the house.",-0.35,-1,1,0
"2406","2405,Gatsby was waiting where I had left him in the drive.",0,0,0,0
"2407","2406,""""""Is it all quiet up there?"""" he asked anxiously.""",-0.75,0,0,1
"2408","2407,""""""Yes, it's all quiet.""""""",1.05,1,1,1
"2409","2408,I hesitated.",0,0,0,0
"2410","2409,""""""You'd better come home and get some sleep.""""""",0.8,1,2,0
"2411","2410,He shook his head.",0,0,0,0
"2412","2411,""""""I want to wait here till Daisy goes to bed. Good night, old sport.""""""",0.5,1,4,0
"2413","2412,""He put his hands in his coat pockets and turned back eagerly to his scrutiny of the house, as though my presence marred the sacredness of the vigil.""",0.6,1,0,0
"2414","2413,So I walked away and left him standing there in the moonlight watching over nothing.",0,0,0,1
"2415","2414,""I couldn't sleep all night; a fog-horn was groaning incessantly on the Sound, and I tossed half-sick between grotesque reality and savage frightening dreams.""",-2.3,-5,-6,-3
"2416","2415,""Toward dawn I heard a taxi go up Gatsby's drive and immediately I jumped out of bed and began to dress I felt that I had something to tell him, something to warn him about and morning would be too late.""",-0.5,1,-2,-1
"2417","2416,""Crossing his lawn I saw that his front door was still open and he was leaning against a table in the hall, heavy with dejection or sleep.""",-1,-1,0,0
"2418","2417,""""""Nothing happened,"""" he said wanly.""",0,0,0,0
"2419","2418,""""""I waited, and about four o'clock she came to the window and stood there for a minute and then turned out the light.""""""",0,0,0,0
"2420","2419,His house had never seemed so enormous to me as it did that night when we hunted through the great rooms for cigarettes.",0.5,1,3,0
"2421","2420,We pushed aside curtains that were like pavilions and felt over innumerable feet of dark wall for electric light switches once I tumbled with a sort of splash upon the keys of a ghostly piano.",-1.1,-1,2,0
"2422","2421,There was an inexplicable amount of dust everywhere and the rooms were musty as though they hadn't been aired for many days.",-1.6,-2,0,-3
"2423","2422,I found the humidor on an unfamiliar table with two stale dry cigarettes inside.",-0.5,-2,0,0
"2424","2423,Throwing open the French windows of the drawing-room we sat smoking out into the darkness.",-0.75,-1,-1,-1
"2425","2424,""""""You ought to go away,"""" I said.""",0,0,0,0
"2426","2425,""""""It's pretty certain they' trace your car.""""""",1.55,1,2,1
"2427","2426,""""""Go away now, old sport?""""""",0,0,0,0
"2428","2427,""""""Go to Atlantic City for a week, or up to Montreal.""""""",0,0,0,0
"2429","2428,He wouldn't consider it.",0,0,0,0
"2430","2429,He couldn't possibly leave Daisy until he knew what she was going to do.",-0.25,0,-1,-1
"2431","2430,He was clutching at some last hope and I couldn't bear to shake him free.",1,0,3,1
"2432","2431,""It was this night that he told me the strange story of his youth with Dan Cody told it to me because """"Jay Gatsby"""" had broken up like glass against Tom's hard malice and the long secret extravaganza was played out.""",-1.1,-3,-1,-1
"2433","2432,""I think that he would have acknowledged anything, now, without reserve, but he wanted to talk about Daisy.""",0.8,0,0,2
"2434","2433,""She was the first """"nice"""" girl he had ever known.""",0.5,1,3,0
"2435","2434,In various unrevealed capacities he had come in contact with such people but always with indiscernible barbed wire between.",-0.2,-1,0,1
"2436","2435,He found her excitingly desirable.",1.95,2,2,2
"2437","2436,""He went to her house, at first with other officers from Camp Taylor, then alone.""",-0.6,0,-2,0
"2438","2437,It amazed him he had never been in such a beautiful house before.",1.25,2,5,1
"2439","2438,But what gave it an air of breathless intensity was that Daisy lived there it was as casual a thing to her as his tent out at camp was to him.",0,0,0,0
"2440","2439,""There was a ripe mystery about it, a hint of bedrooms upstairs more beautiful and cool than other bedrooms, of gay and radiant activities taking place through its corridors and of romances that were not musty and laid away already in lavender but fresh and breathing and redolent of this year's shining motor cars and of dances whose flowers were scarcely withered.""",1.7,1,5,2
"2441","2440,It excited him too that many men had already loved Daisy it increased her value in his eyes.",1.75,2,7,1
"2442","2441,""He felt their presence all about the house, pervading the air with the shades and echoes of still vibrant emotions.""",1.15,1,3,1
"2443","2442,But he knew that he was in Daisy's house by a colossal accident.",-0.5,0,-2,0
"2444","2443,""However glorious might be his future as Jay Gatsby, he was at present a penniless young man without a past, and at any moment the invisible cloak of his uniform might slip from his shoulders.""",-0.1,0,1,1
"2445","2444,So he made the most of his time.",0,0,0,0
"2446","2445,""He took what he could get, ravenously and unscrupulously eventually he took Daisy one still October night, took her because he had no real right to touch her hand.""",0.05,0,-1,1
"2447","2446,""He might have despised himself, for he had certainly taken her under false pretenses.""",-1.6,-2,-1,0
"2448","2447,""I don't mean that he had traded on his phantom millions, but he had deliberately given Daisy a sense of security; he let her believe that he was a person from much the same stratum as herself that he was fully able to take care of her.""",0.9,0,2,1
"2449","2448,As a matter of fact he had no such facilities he had no comfortable family standing behind him and he was liable at the whim of an impersonal government to be blown anywhere about the world.",-1.5,-1,2,-1
"2450","2449,But he didn't despise himself and it didn't turn out as he had imagined.",-0.75,-1,0,-1
"2451","2450,""He had intended, probably, to take what he could and go but now he found that he had committed himself to the following of a grail.""",0.85,0,1,3
"2452","2451,""He knew that Daisy was extraordinary but he didn't realize just how extraordinary a """"nice"""" girl could be.""",1.25,2,3,1
"2453","2452,""She vanished into her rich house, into her rich, full life, leaving Gatsby nothing.""",-0.1,1,2,0
"2454","2453,""He felt married to her, that was all.""",0,0,0,0
"2455","2454,""When they met again two days later it was Gatsby who was breathless, who was somehow betrayed.""",-1,0,-3,0
"2456","2455,Her porch was bright with the bought luxury of star-shine; the wicker of the settee squeaked fashionably as she turned toward him and he kissed her curious and lovely mouth.",2.95,5,7,4
"2457","2456,""She had caught a cold and it made her voice huskier and more charming than ever and Gatsby was overwhelmingly aware of the youth and mystery that wealth imprisons and preserves, of the freshness of many clothes and of Daisy, gleaming like silver, safe and proud above the hot struggles of the poor.""",1.5,0,7,4
"2458","2457,""""""I can't describe to you how surprised I was to find out I loved her, old sport. I even hoped for a while that she'd throw me over, but she didn't, because she was in love with me too. She thought I knew a lot because I knew different things from her. . . . Well, there I was, way off my ambitions, getting deeper in love every minute, and all of a sudden I didn't care. What was the use of doing great things if I could have a better time telling her what I was going to do?""""""",4.1,5,13,1
"2459","2458,""On the last afternoon before he went abroad he sat with Daisy in his arms for a long, silent time.""",0,1,0,0
"2460","2459,It was a cold fall day with fire in the room and her cheeks flushed.",-1,-2,-2,-2
"2461","2460,Now and then she moved and he changed his arm a little and once he kissed her dark shining hair.",0,-1,0,1
"2462","2461,The afternoon had made them tranquil for a while as if to give them a deep memory for the long parting the next day promised.",1.25,2,3,1
"2463","2462,""They had never been closer in their month of love nor communicated more profoundly one with another than when she brushed silent lips against his coat's shoulder or when he touched the end of her fingers, gently, as though she were asleep.""",1.8,3,3,1
"2464","2463,He did extraordinarily well in the war.",1.1,2,-2,-1
"2465","2464,He was a captain before he went to the front and following the Argonne battles he got his majority and the command of the divisional machine guns.",-0.35,0,-1,2
"2466","2465,After the Armistice he tried frantically to get home but some complication or misunderstanding sent him to Oxford instead.",-2.05,-3,-2,-2
"2467","2466,He was worried now there was a quality of nervous despair in Daisy's letters.",-2.25,-3,-6,-3
"2468","2467,She didn't see why he couldn't come.",0,0,0,0
"2469","2468,She was feeling the pressure of the world outside and she wanted to see him and feel his presence beside her and be reassured that she was doing the right thing after all.",1.45,1,1,0
"2470","2469,""For Daisy was young and her artificial world was redolent of orchids and pleasant, cheerful snobbery and orchestras which set the rhythm of the year, summing up the sadness and suggestiveness of life in new tunes.""",2.45,1,5,3
"2471","2470,""All night the saxophones wailed the hopeless comment of the """"Beale Street Blues"""" while a hundred pairs of golden and silver slippers shuffled the shining dust.""",-0.3,-1,-2,-2
"2472","2471,""At the grey tea hour there were always rooms that throbbed incessantly with this low sweet fever, while fresh faces drifted here and there like rose petals blown by the sad horns around the floor.""",-0.95,-1,1,1
"2473","2472,Through this twilight universe Daisy began to move again with the season; suddenly she was again keeping half a dozen dates a day with half a dozen men and drowsing asleep at dawn with the beads and chiffon of an evening dress tangled among dying orchids on the floor beside her bed.",-0.75,-1,-3,-1
"2474","2473,And all the time something within her was crying for a decision.",-0.5,0,-2,-1
"2475","2474,""She wanted her life shaped now, immediately and the decision must be made by some force of love, of money, of unquestionable practicality that was close at hand.""",1.25,2,3,2
"2476","2475,That force took shape in the middle of spring with the arrival of Tom Buchanan.",-0.6,0,0,0
"2477","2476,There was a wholesome bulkiness about his person and his position and Daisy was flattered.",0.5,0,0,1
"2478","2477,Doubtless there was a certain struggle and a certain relief.",1.05,1,-1,1
"2479","2478,The letter reached Gatsby while he was still at Oxford.",0,0,1,0
"2480","2479,""It was dawn now on Long Island and we went about opening the rest of the windows downstairs, filling the house with grey turning, gold turning light.""",1,2,1,3
"2481","2480,The shadow of a tree fell abruptly across the dew and ghostly birds began to sing among the blue leaves.",-0.65,-2,0,0
"2482","2481,""There was a slow pleasant movement in the air, scarcely a wind, promising a cool lovely day.""",2.5,2,7,3
"2483","2482,""""""I don't think she ever loved him.""""""",0.5,1,3,0
"2484","2483,Gatsby turned around from a window and looked at me challengingly.",0,0,0,0
"2485","2484,""""""You must remember, old sport, she was very excited this afternoon. He told her those things in a way that frightened her that made it look as if I was some kind of cheap sharper. And the result was she hardly knew what she was saying.""""""",0.25,1,3,0
"2486","2485,He sat down gloomily.",0,0,0,0
"2487","2486,""""""Of course she might have loved him, just for a minute, when they were first married and loved me more even then, do you see?""""""",0.5,1,3,0
"2488","2487,Suddenly he came out with a curious remark:",0.4,0,1,0
"2489","2488,""""""In any case,"""" he said, """"it was just personal.""""""",0,0,0,-1
"2490","2489,""What could you make of that, except to suspect some intensity in his conception of the affair that couldn't be measured?""",-0.35,-1,-1,0
"2491","2490,""He came back from France when Tom and Daisy were still on their wedding trip, and made a miserable but irresistible journey to Louisville on the last of his army pay.""",0.05,0,-2,1
"2492","2491,""He stayed there a week, walking the streets where their footsteps had clicked together through the November night and revisiting the out-of-the-way places to which they had driven in her white car.""",0.4,0,0,1
"2493","2492,""Just as Daisy's house had always seemed to him more mysterious and gay than other houses so his idea of the city itself, even though she was gone from it, was pervaded with a melancholy beauty.""",-0.65,-1,1,0
"2494","2493,He left feeling that if he had searched harder he might have found her that he was leaving her behind.",0.85,0,1,1
"2495","2494,The day-coach he was penniless now was hot.",-1.25,1,0,0
"2496","2495,""He went out to the open vestibule and sat down on a folding-chair, and the station slid away and the backs of unfamiliar buildings moved by.""",-0.6,-1,1,0
"2497","2496,""Then out into the spring fields, where a yellow trolley raced them for a minute with people in it who might once have seen the pale magic of her face along the casual street.""",-0.35,0,0,0
"2498","2497,""The track curved and now it was going away from the sun which, as it sank lower, seemed to spread itself in benediction over the vanishing city where she had drawn her breath.""",0,0,0,0
"2499","2498,""He stretched out his hand desperately as if to snatch only a wisp of air, to save a fragment of the spot that she had made lovely for him.""",0.75,0,2,2
"2500","2499,""But it was all going by too fast now for his blurred eyes and he knew that he had lost that part of it, the freshest and the best, forever.""",0.05,1,0,-2
"2501","2500,It was nine o'clock when we finished breakfast and went out on the porch.",0.6,0,0,1
"2502","2501,The night had made a sharp difference in the weather and there was an autumn flavor in the air.",0,1,0,0
"2503","2502,""The gardener, the last one of Gatsby's former servants, came to the foot of the steps.""",0,0,0,0
"2504","2503,""""""I' going to drain the pool today, Mr. Gatsby. Leaves' start falling pretty soon and then there's always trouble with the pipes.""""""",-0.5,-2,-2,1
"2505","2504,""""""Don't do it today,"""" Gatsby answered.""",0,0,0,0
"2506","2505,He turned to me apologetically.",0,0,0,0
"2507","2506,""""""You know, old sport, I've never used that pool all summer?""""""",0,0,0,1
"2508","2507,I looked at my watch and stood up.",0,0,0,0
"2509","2508,""""""Twelve minutes to my train.""""""",0,0,0,0
"2510","2509,I didn't want to go to the city.",0,0,1,0
"2511","2510,I wasn't worth a decent stroke of work but it was more than that I didn't want to leave Gatsby.",1,3,2,0
"2512","2511,""I missed that train, and then another, before I could get myself away.""",-0.5,-1,-2,0
"2513","2512,""""""I' call you up,"""" I said finally.""",0.4,0,0,1
"2514","2513,""""""Do, old sport.""""""",0,0,0,0
"2515","2514,""""""I' call you about noon.""""""",0,0,0,0
"2516","2515,We walked slowly down the steps.",-0.25,-1,0,0
"2517","2516,""""""I suppose Daisy' call too.""""""",0,0,0,0
"2518","2517,He looked at me anxiously as if he hoped I'd corroborate this.",-0.4,-1,0,1
"2519","2518,""""""I suppose so.""""""",0,0,0,0
"2520","2519,""""""Well goodbye.""""""",0.8,1,0,0
"2521","2520,We shook hands and I started away.",0,0,0,0
"2522","2521,Just before I reached the hedge I remembered something and turned around.",0,-1,1,0
"2523","2522,""""""They're a rotten crowd,"""" I shouted across the lawn.""",-0.5,-1,-3,0
"2524","2523,""""""You're worth the whole damn bunch put together.""""""",0,0,0,0
"2525","2524,I've always been glad I said that.",0.75,1,3,1
"2526","2525,""It was the only compliment I ever gave him, because I disapproved of him from beginning to end.""",-0.5,1,0,0
"2527","2526,""First he nodded politely, and then his face broke into that radiant and understanding smile, as if we'd been in ecstatic cahoots on that fact all the time.""",3.5,2,5,3
"2528","2527,His gorgeous pink rag of a suit made a bright spot of color against the white steps and I thought of the night when I first came to his ancestral home three months before.",1.4,2,1,2
"2529","2528,""The lawn and drive had been crowded with the faces of those who guessed at his corruption and he had stood on those steps, concealing his incorruptible dream, as he waved them goodbye.""",-1.1,-2,-2,-1
"2530","2529,I thanked him for his hospitality.",1,0,0,1
"2531","2530,We were always thanking him for that I and the others.",1,0,0,0
"2532","2531,""""""Goodbye,"""" I called.""",0,0,0,0
"2533","2532,""""""I enjoyed breakfast, Gatsby.""""""",1.6,1,2,1
"2534","2533,""Up in the city I tried for a while to list the quotations on an interminable amount of stock, then I fell asleep in my swivel-chair.""",-0.5,-1,0,-1
"2535","2534,Just before noon the phone woke me and I started up with sweat breaking out on my forehead.",-0.6,-1,0,0
"2536","2535,It was Jordan Baker; she often called me up at this hour because the uncertainty of her own movements between hotels and clubs and private houses made her hard to find in any other way.",-1.05,-1,-1,0
"2537","2536,Usually her voice came over the wire as something fresh and cool as if a divot from a green golf links had come sailing in at the office window but this morning it seemed harsh and dry.",0.25,1,0,2
"2538","2537,""""""I've left Daisy's house,"""" she said.""",0,0,0,0
"2539","2538,""""""I' at Hempstead and I' going down to Southampton this afternoon.""""""",0,0,0,0
"2540","2539,""Probably it had been tactful to leave Daisy's house, but the act annoyed me and her next remark made me rigid.""",-1.5,-2,-3,-2
"2541","2540,""""""You weren't so nice to me last night.""""""",0.5,1,3,0
"2542","2541,""""""How could it have mattered then?""""""",0,0,0,0
"2543","2542,Silence for a moment.",0,0,0,0
"2544","2543,Then",0,0,0,0
"2545","2544,""""""However I want to see you.""""""",0,0,1,0
"2546","2545,""""""I want to see you too.""""""",0,0,1,0
"2547","2546,""""""Suppose I don't go to Southampton, and come into town this afternoon?""""""",0,0,0,0
"2548","2547,""""""No I don't think this afternoon.""""""",0,0,-1,0
"2549","2548,""""""Very well.""""""",0.8,1,0,0
"2550","2549,""""""It's impossible this afternoon. Various """"""",-0.5,-1,0,-1
"2551","2550,We talked like that for a while and then abruptly we weren't talking any longer.",0.25,0,2,0
"2552","2551,I don't know which of us hung up with a sharp click but I know I didn't care.",1,0,2,0
"2553","2552,I couldn't have talked to her across a tea-table that day if I never talked to her again in this world.",0,0,0,0
"2554","2553,""I called Gatsby's house a few minutes later, but the line was busy.""",0,0,0,0
"2555","2554,I tried four times; finally an exasperated central told me the wire was being kept open for long distance from Detroit.",-0.6,-1,-2,1
"2556","2555,Taking out my time-table I drew a small circle around the three-fifty train.",0,0,0,-1
"2557","2556,Then I leaned back in my chair and tried to think.",0,0,0,0
"2558","2557,It was just noon.",0,0,0,0
"2559","2558,When I passed the ashheaps on the train that morning I had crossed deliberately to the other side of the car.",0,0,0,0
"2560","2559,I suppose there'd be a curious crowd around there all day with little boys searching for dark spots in the dust and some garrulous man telling over and over what had happened until it became less and less real even to him and he could tell it no longer and Myrtle Wilson's tragic achievement was forgotten.",-1.2,-2,-3,-1
"2561","2560,Now I want to go back a little and tell what happened at the garage after we left there the night before.",0,0,1,0
"2562","2561,""They had difficulty in locating the sister, Catherine.""",-0.5,-1,0,-1
"2563","2562,She must have broken her rule against drinking that night for when she arrived she was stupid with liquor and unable to understand that the ambulance had already gone to Flushing.",-2.65,-3,-5,-5
"2564","2563,When they convinced her of this she immediately fainted as if that was the intolerable part of the affair.",0.1,-1,1,-1
"2565","2564,Someone kind or curious took her in his car and drove her in the wake of her sister's body.",0.9,0,3,1
"2566","2565,Until long after midnight a changing crowd lapped up against the front of the garage while George Wilson rocked himself back and forth on the couch inside.",0,0,0,0
"2567","2566,For a while the door of the office was open and everyone who came into the garage glanced irresistibly through it.",0.8,1,2,0
"2568","2567,Finally someone said it was a shame and closed the door.",-0.35,-1,-2,0
"2569","2568,""Michaelis and several other men were with him first four or five men, later two or three men.""",0,0,0,0
"2570","2569,Still later Michaelis had to ask the last stranger to wait there fifteen minutes longer while he went back to his own place and made a pot of coffee.",-0.75,-1,0,-2
"2571","2570,After that he stayed there alone with Wilson until dawn.",-0.1,1,-2,1
"2572","2571,About three o'clock the quality of Wilson's incoherent muttering changed he grew quieter and began to talk about the yellow car.",0.3,0,0,0
"2573","2572,""He announced that he had a way of finding out whom the yellow car belonged to, and then he blurted out that a couple of months ago his wife had come from the city with her face bruised and her nose swollen.""",-1,-2,0,-1
"2574","2573,""But when he heard himself say this, he flinched and began to cry """"Oh, my God!"""" again in his groaning voice.""",-1.55,-1,-2,0
"2575","2574,Michaelis made a clumsy attempt to distract him.",-1.5,-2,-2,-2
"2576","2575,""""""How long have you been married, George? Come on there, try and sit still a minute and answer my question. How long have you been married?""""""",0,0,0,1
"2577","2576,""""""Twelve years.""""""",0,0,0,0
"2578","2577,""""""Ever had any children? Come on, George, sit still I asked you a question. Did you ever have any children?""""""",0,0,0,1
"2579","2578,The hard brown beetles kept thudding against the dull light and whenever Michaelis heard a car go tearing along the road outside it sounded to him like the car that hadn't stopped a few hours before.",-1.3,-1,-2,-1
"2580","2579,He didn't like to go into the garage because the work bench was stained where the body had been lying so he moved uncomfortably around the office he knew every object in it before morning and from time to time sat down beside Wilson trying to keep him more quiet.",0,0,2,0
"2581","2580,""""""Have you got a church you go to sometimes, George? Maybe even if you haven't been there for a long time? Maybe I could call up the church and get a priest to come over and he could talk to you, see?""""""",0.75,0,0,3
"2582","2581,""""""Don't belong to any.""""""",0,0,0,0
"2583","2582,""""""You ought to have a church, George, for times like this. You must have gone to church once. Didn't you get married in a church? Listen, George, listen to me. Didn't you get married in a church?""""""",0.6,1,2,1
"2584","2583,""""""That was a long time ago.""""""",0,0,0,0
"2585","2584,The effort of answering broke the rhythm of his rocking for a moment he was silent.",-0.75,0,-1,1
"2586","2585,""Then the same half knowing, half bewildered look came back into his faded eyes.""",0.1,-1,0,0
"2587","2586,""""""Look in the drawer there,"""" he said, pointing at the desk.""",0,0,0,0
"2588","2587,""""""Which drawer?""""""",0,0,0,0
"2589","2588,""""""That drawer that one.""""""",0,0,0,0
"2590","2589,Michaelis opened the drawer nearest his hand.",0,0,0,0
"2591","2590,There was nothing in it but a small expensive dog leash made of leather and braided silver.",-0.25,-1,0,-1
"2592","2591,It was apparently new.",0.8,0,0,0
"2593","2592,""""""This?"""" he inquired, holding it up.""",0,0,0,0
"2594","2593,Wilson stared and nodded.",0,0,0,0
"2595","2594,""""""I found it yesterday afternoon. She tried to tell me about it but I knew it was something funny.""""""",1.4,-1,4,1
"2596","2595,""""""You mean your wife bought it?""""""",0,0,0,0
"2597","2596,""""""She had it wrapped in tissue paper on her bureau.""""""",0,0,0,0
"2598","2597,Michaelis didn't see anything odd in that and he gave Wilson a dozen reasons why his wife might have bought the dog leash.",-0.25,-1,-2,0
"2599","2598,""But conceivably Wilson had heard some of these same explanations before, from Myrtle, because he began saying """"Oh, my God!"""" again in a whisper his comforter left several explanations in the air.""",0,0,1,1
"2600","2599,""""""Then he killed her,"""" said Wilson.""",-0.5,-1,-3,0
"2601","2600,His mouth dropped open suddenly.",0,0,-1,0
"2602","2601,""""""Who did?""""""",0,0,0,0
"2603","2602,""""""I have a way of finding out.""""""",0,0,0,0
"2604","2603,""""""You're morbid, George,"""" said his friend.""",0.3,-1,1,0
"2605","2604,""""""This has been a strain to you and you don't know what you're saying. You'd better try and sit quiet till morning.""""""",0.45,1,2,1
"2606","2605,""""""He murdered her.""""""",-1,0,0,0
"2607","2606,""""""It was an accident, George.""""""",-0.5,0,-2,-1
"2608","2607,Wilson shook his head.",0,0,0,0
"2609","2608,""His eyes narrowed and his mouth widened slightly with the ghost of a superior """"Hm!""""""",0.15,1,1,1
"2610","2609,""""""I know,"""" he said definitely, """"I' one of these trusting fellas and I don't think any harm to nobody, but when I get to know a thing I know it. It was the man in that car. She ran out to speak to him and he wouldn't stop.""""""",-0.15,0,-3,-1
"2611","2610,Michaelis had seen this too but it hadn't occurred to him that there was any special significance in it.",1.3,0,1,1
"2612","2611,""He believed that Mrs. Wilson had been running away from her husband, rather than trying to stop any particular car.""",-0.4,0,-1,0
"2613","2612,""""""How could she of been like that?""""""",0.5,1,2,0
"2614","2613,""""""She's a deep one,"""" said Wilson, as if that answered the question.""",0,0,0,1
"2615","2614,""""""Ah-h-h """"""",0,0,0,0
"2616","2615,He began to rock again and Michaelis stood twisting the leash in his hand.",0,0,0,1
"2617","2616,""""""Maybe you got some friend that I could telephone for, George?""""""",0.8,0,1,1
"2618","2617,This was a forlorn hope he was almost sure that Wilson had no friend: there was not enough of him for his wife.",0.55,0,2,1
"2619","2618,""He was glad a little later when he noticed a change in the room, a blue quickening by the window, and realized that dawn wasn't far off.""",1.25,2,3,2
"2620","2619,About five o'clock it was blue enough outside to snap off the light.",-0.25,1,0,0
"2621","2620,""Wilson's glazed eyes turned out to the ashheaps, where small grey clouds took on fantastic shape and scurried here and there in the faint dawn wind.""",0.45,1,3,1
"2622","2621,""""""I spoke to her,"""" he muttered, after a long silence.""",0,0,0,-1
"2623","2622,""""""I told her she might fool me but she couldn't fool God. I took her to the window """"""",-0.75,-1,-1,0
"2624","2623,""With an effort he got up and walked to the rear window and leaned with his face pressed against it, """" and I said 'God knows what you've been doing, everything you've been doing. You may fool me but you can't fool God!' """"""",-0.75,-1,-1,0
"2625","2624,Standing behind him Michaelis saw with a shock that he was looking at the eyes of Doctor T. J. Eckleburg which had just emerged pale and enormous from the dissolving night.",-1.35,-2,-2,1
"2626","2625,""""""God sees everything,"""" repeated Wilson.""",0,0,1,1
"2627","2626,""""""That's an advertisement,"""" Michaelis assured him.""",0.8,0,0,1
"2628","2627,Something made him turn away from the window and look back into the room.",0,0,0,0
"2629","2628,""But Wilson stood there a long time, his face close to the window pane, nodding into the twilight.""",0,0,0,0
"2630","2629,By six o'clock Michaelis was worn out and grateful for the sound of a car stopping outside.",0.5,0,1,0
"2631","2630,It was one of the watchers of the night before who had promised to come back so he cooked breakfast for three which he and the other man ate together.",1.1,1,1,1
"2632","2631,Wilson was quieter now and Michaelis went home to sleep; when he awoke four hours later and hurried back to the garage Wilson was gone.",0.15,1,0,-1
"2633","2632,His movements he was on foot all the time were afterward traced to Port Roosevelt and then to Gad's Hill where he bought a sandwich that he didn't eat and a cup of coffee.",0.6,0,0,1
"2634","2633,He must have been tired and walking slowly for he didn't reach Gad's Hill until noon.",-1,-2,-1,-1
"2635","2634,""Thus far there was no difficulty in accounting for his time there were boys who had seen a man """"acting sort of crazy"""" and motorists at whom he stared oddly from the side of the road.""",-1.85,-3,-3,-2
"2636","2635,Then for three hours he disappeared from view.",-0.6,0,-1,0
"2637","2636,""The police, on the strength of what he said to Michaelis, that he """"had a way of finding out,"""" supposed that he spent that time going from garage to garage thereabouts inquiring for a yellow car.""",0,0,2,1
"2638","2637,""On the other hand no garage man who had seen him ever came forward and perhaps he had an easier, surer way of finding out what he wanted to know.""",1.4,1,-1,1
"2639","2638,By half past two he was in West Egg where he asked someone the way to Gatsby's house.",0,0,0,0
"2640","2639,So by that time he knew Gatsby's name.",0,0,0,0
"2641","2640,At two o'clock Gatsby put on his bathing suit and left word with the butler that if any one phoned word was to be brought to him at the pool.",0.4,0,0,3
"2642","2641,""He stopped at the garage for a pneumatic mattress that had amused his guests during the summer, and the chauffeur helped him pump it up.""",0.9,1,2,1
"2643","2642,Then he gave instructions that the open car wasn't to be taken out under any circumstances and this was strange because the front right fender needed repair.",0.3,0,-1,0
"2644","2643,Gatsby shouldered the mattress and started for the pool.",0,0,0,1
"2645","2644,""Once he stopped and shifted it a little, and the chauffeur asked him if he needed help, but he shook his head and in a moment disappeared among the yellowing trees.""",-1,0,0,0
"2646","2645,No telephone message arrived but the butler went without his sleep and waited for it until four o'clock until long after there was any one to give it to if it came.",0.4,0,-1,1
"2647","2646,I have an idea that Gatsby himself didn't believe it would come and perhaps he no longer cared.",0,0,-1,0
"2648","2647,""If that was true he must have felt that he had lost the old warm world, paid a high price for living too long with a single dream.""",0.5,0,1,0
"2649","2648,He must have looked up at an unfamiliar sky through frightening leaves and shivered as he found what a grotesque thing a rose is and how raw the sunlight was upon the scarcely created grass.",-1.75,-4,-2,0
"2650","2649,""A new world, material without being real, where poor ghosts, breathing dreams like air, drifted fortuitously about . . . like that ashen, fantastic figure gliding toward him through the amorphous trees.""",3.05,2,5,1
"2651","2650,The chauffeur he was one of Wolfshiem's prot g s heard the shots afterward he could only say that he hadn't thought anything much about them.",0,0,0,0
"2652","2651,I drove from the station directly to Gatsby's house and my rushing anxiously up the front steps was the first thing that alarmed any one.",-1.75,-2,-2,0
"2653","2652,""But they knew then, I firmly believe.""",0,0,0,0
"2654","2653,""With scarcely a word said, four of us, the chauffeur, butler, gardener and I, hurried down to the pool.""",-0.35,-1,0,1
"2655","2654,""There was a faint, barely perceptible movement of the water as the fresh flow from one end urged its way toward the drain at the other.""",0.1,-1,1,2
"2656","2655,""With little ripples that were hardly the shadows of waves, the laden mattress moved irregularly down the pool.""",-0.25,0,0,0
"2657","2656,A small gust of wind that scarcely corrugated the surface was enough to disturb its accidental course with its accidental burden.",-3,-3,-6,-3
"2658","2657,""The touch of a cluster of leaves revolved it slowly, tracing, like the leg of compass, a thin red circle in the water.""",0.25,0,2,0
"2659","2658,""It was after we started with Gatsby toward the house that the gardener saw Wilson's body a little way off in the grass, and the holocaust was complete.""",-1,0,0,-1
"2660","2659,""After two years I remember the rest of that day, and that night and the next day, only as an endless drill of police and photographers and newspaper men in and out of Gatsby's front door.""",-0.25,0,0,2
"2661","2660,""A rope stretched across the main gate and a policeman by it kept out the curious, but little boys soon discovered that they could enter through my yard and there were always a few of them clustered open-mouthed about the pool.""",0.8,0,1,3
"2662","2661,""Someone with a positive manner, perhaps a detective, used the expression """"mad man"""" as he bent over Wilson's body that afternoon, and the adventitious authority of his voice set the key for the newspaper reports next morning.""",0.1,-1,0,0
"2663","2662,""Most of those reports were a nightmare grotesque, circumstantial, eager and untrue.""",-1.25,-2,0,-2
"2664","2663,""When Michaelis's testimony at the inquest brought to light Wilson's suspicions of his wife I thought the whole tale would shortly be served up in racy pasquinade but Catherine, who might have said anything, didn't say a word.""",-0.75,-2,0,2
"2665","2664,""She showed a surprising amount of character about it too looked at the coroner with determined eyes under that corrected brow of hers and swore that her sister had never seen Gatsby, that her sister was completely happy with her husband, that her sister had been into no mischief whatever.""",0.1,0,3,1
"2666","2665,She convinced herself of it and cried into her handkerchief as if the very suggestion was more than she could endure.",-0.15,0,-1,1
"2667","2666,""So Wilson was reduced to a man """"deranged by grief"""" in order that the case might remain in its simplest form.""",-1.35,0,-2,-3
"2668","2667,And it rested there.",0,0,0,0
"2669","2668,But all this part of it seemed remote and unessential.",0,0,0,0
"2670","2669,""I found myself on Gatsby's side, and alone.""",0,0,-2,1
"2671","2670,""From the moment I telephoned news of the catastrophe to West Egg village, every surmise about him, and every practical question, was referred to me.""",0.25,-1,-3,1
