,parag_no,sect_no,parag_raw,parag_clean,char_len,token_len,sentimentr,sentimentr_stdscaler,sentimentr_medianiqr,sentimentr_lnorm_stdscaler,sentimentr_lnorm_medianiqr,syuzhet,syuzhet_stdscaler,syuzhet_medianiqr,syuzhet_lnorm_stdscaler,syuzhet_lnorm_medianiqr,bing,bing_stdscaler,bing_medianiqr,bing_lnorm_stdscaler,bing_lnorm_medianiqr,sentiword,sentiword_stdscaler,sentiword_medianiqr,sentiword_lnorm_stdscaler,sentiword_lnorm_medianiqr,senticnet,senticnet_stdscaler,senticnet_medianiqr,senticnet_lnorm_stdscaler,senticnet_lnorm_medianiqr,nrc,nrc_stdscaler,nrc_medianiqr,nrc_lnorm_stdscaler,nrc_lnorm_medianiqr,afinn,afinn_stdscaler,afinn_medianiqr,afinn_lnorm_stdscaler,afinn_lnorm_medianiqr,scores,vader,vader_stdscaler,vader_medianiqr,vader_lnorm_stdscaler,vader_lnorm_medianiqr,textblob,textblob_stdscaler,textblob_medianiqr,textblob_lnorm_stdscaler,textblob_lnorm_medianiqr,pattern,pattern_stdscaler,pattern_medianiqr,pattern_lnorm_stdscaler,pattern_lnorm_medianiqr,stanza,flair,flair_stdscaler,flair_medianiqr,flair_lnorm_stdscaler,flair_lnorm_medianiqr
1601,1601,50,"If it was to be secret, said Jane, say not another word on the
subject. You may depend upon my seeking no further.",if it was to be secret said jane say not another word on the subject you may depend upon my seeking no further,114,23,0.0,-0.4638511059363558,-0.3333333333333333,-0.4638511059363558,-0.3844839237907105,0.0,-0.4974530843525334,-0.3333333333333333,-0.4974530843525334,-0.4166666666666667,0.0,-0.2659536408689325,0.0,-0.2659536408689325,0.0,0.5416666666666671,0.08110858609088904,0.21789883268482507,0.08110858609088904,0.4917547094697237,1.4480000000000002,-0.30814865290373794,-0.0490984743411928,-0.30814865290373794,0.3018114068587603,0.0,-0.5628990323116562,-0.35275274115335625,-0.5628990323116562,-0.4050423918464316,-0.3090717934455729,-0.6282085390963043,-0.4494623614083473,-0.6282085390963043,-0.6814913625014413,"{'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.296}",-0.29600000000000004,-1.0708533027051732,-0.8189833717971478,-1.0708533027051732,-1.1561782534699665,-0.18888888888888888,-1.2941553268880204,-1.1437908496732028,-1.2941553268880204,-1.787087725648102,-0.18015187050638992,-1.2850105786831945,-0.9457053712180864,-1.2850105786831945,-1.670607571762886,6.4905076623570315,-0.8332,-0.8344248939022529,-0.0912097208336538,-0.8344248939022529,-0.6721590548142446
1602,1602,50,"Oh! certainly, said Elizabeth, though burning with curiosity;
we will ask you no questions.",oh certainly said elizabeth though burning with curiosity we will ask you no questions,91,14,0.09999999999999998,-0.4283940980625846,-0.2888888888888889,-0.4283940980625846,-0.2380138575847256,0.09999999999999998,-0.4615884558883392,-0.2888888888888889,-0.4615884558883392,-0.27380952380952384,-27.479644023792442,-0.8017056169638002,-0.4850145512759202,-0.8017056169638002,-1.9695024318746788,-0.125,-0.3859715655635684,-0.28015564202334625,-0.3859715655635684,-0.4670925380574642,0.14799999999999994,-0.6574664218085849,-0.4097087378640777,-0.6574664218085849,-0.5107911168273639,7.911982467686462,-0.2082464291562809,0.016182580570517597,-0.2082464291562809,0.8914778427314988,-0.3650891090112615,-0.6705063094405912,-0.4907116342277337,-0.6705063094405912,-1.14725732262306,"{'neg': 0.133, 'neu': 0.723, 'pos': 0.145, 'compound': 0.0516}",0.0516,-0.44180175461029053,-0.4075980827267886,-0.44180175461029053,-0.14284820733528014,0.21428571428571427,0.4422565695168825,0.5163398692810456,0.4422565695168825,2.794283165919853,0.08089130872710729,-0.3266129889545164,-0.08874708771123177,-0.3266129889545164,0.6438697904338796,4.7461584171464,0.9795,1.1412338332825929,0.8381655515393883,1.1412338332825929,1.6305314990000424
1603,1603,50,"Thank you, said Lydia, for if you did, I should certainly tell
you all, and then Wickham would be angry.",thank you said lydia for if you did i should certainly tell you all and then wickham would be angry,104,20,-0.25,-0.552493625620784,-0.4444444444444444,-0.552493625620784,-0.6408065396511842,-0.25,-0.5871146555130191,-0.4444444444444444,-0.5871146555130191,-0.6666666666666667,0.0,-0.2659536408689325,0.0,-0.2659536408689325,0.0,0.5,0.051916076612485255,0.18677042801556412,0.051916076612485255,0.5345399252956377,1.585,-0.2713359341806887,-0.011095700416088776,-0.2713359341806887,0.5545573838874092,-7.6948338035169925,-0.90781800178749,-0.7115624322145653,-0.90781800178749,-1.2876979637089263,-0.32302534962171353,-0.6387446440250097,-0.4597372922881627,-0.6387446440250097,-0.7814758064996777,"{'neg': 0.136, 'neu': 0.661, 'pos': 0.202, 'compound': 0.1531}",0.1531,-0.2581172548069805,-0.2874726315166578,-0.2581172548069805,0.10010730877209653,-0.14285714285714285,-1.095903574936279,-0.954248366013072,-1.095903574936279,-1.5787126505128584,-0.09505646535060686,-0.9725901146137674,-0.6663523057568661,-0.9725901146137674,-1.1468789635683565,6.783532342055984,-0.5425,-0.5175914454592481,0.05783280781358149,-0.5175914454592481,-0.4748060703851178
1604,1604,50,"On such encouragement to ask, Elizabeth was forced to put it out
of her power, by running away.",on such encouragement to ask elizabeth was forced to put it out of her power by running away,95,18,0.25,-0.3752085862519277,-0.2222222222222222,-0.3752085862519277,-0.0996810172790732,0.25,-0.40779151319204776,-0.2222222222222222,-0.40779151319204776,-0.1388888888888889,25.704484358604844,0.23518925158261286,0.4536830584913476,0.23518925158261286,1.4328800817623109,-0.9375,-0.955225500392438,-0.8871595330739298,-0.955225500392438,-1.7410987414451815,1.642,-0.25601969354409154,0.004715672676837698,-0.25601969354409154,0.7402716282195562,0.0,-0.5628990323116562,-0.35275274115335625,-0.5628990323116562,-0.4050423918464316,0.3344065825125156,-0.14232840912340144,0.02437353763871182,-0.14232840912340144,0.4982646150327346,"{'neg': 0.138, 'neu': 0.734, 'pos': 0.128, 'compound': -0.0516}",-0.0516,-0.6285627435728679,-0.5297354873069412,-0.6285627435728679,-0.5439120789251671,-0.15000000000000002,-1.1266667778253427,-0.9836601307189544,-1.1266667778253427,-1.8106139438085334,-0.10343501628136467,-1.0033512440216903,-0.6938575968162987,-1.0033512440216903,-1.3158340694959572,5.3505053202002495,-0.7446,-0.737859900671946,-0.04578430618575203,-0.737859900671946,-0.7836302178016425
1605,1605,50,"But to live in ignorance on such a point was impossible; or at
least it was impossible not to try for information. Mr. Darcy had
been at her sisters wedding. It was exactly a scene, and exactly
among people, where he had apparently least to do, and least
temptation to go. Conjectures as to the meaning of it, rapid and
wild, hurried into her brain; but she was satisfied with none.
Those that best pleased her, as placing his conduct in the
noblest light, seemed most improbable. She could not bear such
suspense; and hastily seizing a sheet of paper, wrote a short
letter to her aunt, to request an explanation of what Lydia had
dropt, if it were compatible with the secrecy which had been
intended.",but to live in ignorance on such a point was impossible or at least it was impossible not to try for information mr darcy had been at her sisters wedding it was exactly a scene and exactly among people where he had apparently least to do and least temptation to go conjectures as to the meaning of it rapid and wild hurried into her brain but she was satisfied with none those that best pleased her as placing his conduct in the noblest light seemed most improbable she could not bear such suspense and hastily seizing a sheet of paper wrote a short letter to her aunt to request an explanation of what lydia had dropt if it were compatible with the secrecy which had been intended,701,127,0.1499999999999999,-0.410665594125699,-0.2666666666666667,-0.410665594125699,-0.36026446402436657,-0.8500000000000001,-0.8023024262981847,-0.7111111111111111,-0.8023024262981847,-0.5505249343832022,-34.22203927444668,-0.9331575228190252,-0.6040175414234487,-0.9331575228190252,-0.2703806569930716,2.7729166666666667,1.6443674686594008,1.8848249027237356,1.6443674686594008,0.4410735999751487,6.744,1.114918196419393,1.4199722607489598,1.114918196419393,0.1489527514235329,0.0,-0.5628990323116562,-0.35275274115335625,-0.5628990323116562,-0.4050423918464316,1.6180617480901636,0.8269388762964262,0.969614158261374,0.8269388762964262,0.28315919766126874,"{'neg': 0.058, 'neu': 0.886, 'pos': 0.056, 'compound': -0.0649}",-0.0649,-0.6526317469953707,-0.5454760636724068,-0.6526317469953707,-0.3997258164924931,0.08253119429590018,-0.12519017468280805,-0.026178742441718337,-0.12519017468280805,-0.0607156294526493,0.29933545558714186,0.4753859158080173,0.6283661564844748,0.4753859158080173,0.06213542719090199,25.07995709539753,-0.9988,-1.0149120595787633,-0.17611320464508193,-1.0149120595787633,-0.05715222682865635
1606,1606,50,"You may readily comprehend, she added, what my curiosity must
be to know how a person unconnected with any of us, and
(comparatively speaking) a stranger to our family, should have
been amongst you at such a time. Pray write instantly, and let me
understand itunless it is, for very cogent reasons, to remain in
the secrecy which Lydia seems to think necessary; and then I must
endeavour to be satisfied with ignorance.",you may readily comprehend she added what my curiosity must be to know how a person unconnected with any of us and comparatively speaking a stranger to our family should have been amongst you at such a time pray write instantly and let me understand itunless it is for very cogent reasons to remain in the secrecy which lydia seems to think necessary and then i must endeavour to be satisfied with ignorance,419,73,2.5500000000000003,0.4403025948448112,0.8000000000000002,0.4403025948448112,0.3318148931344486,1.5500000000000005,0.05844865684247792,0.3555555555555557,0.05844865684247792,0.007990867579908759,37.80390006290008,0.4710833507768002,0.6672372323896194,0.4710833507768002,0.5196216060193216,2.291666666666667,1.3071939841838394,1.5252918287937742,1.3071939841838394,0.7232637540072051,6.0619999999999985,0.9316607207323884,1.230790568654646,0.9316607207323884,0.6133652221825868,27.990702583587176,0.6917770967065898,0.9524522318263984,0.6917770967065898,0.4746137880350209,0.22776659559311066,-0.22285054108713964,-0.05415257289466533,-0.22285054108713964,-0.0713475631017429,"{'neg': 0.034, 'neu': 0.897, 'pos': 0.069, 'compound': 0.3818}",0.3818,0.1557610220897388,-0.016805728149594704,0.1557610220897388,-0.04831583014745999,0.15,0.16538774351531335,0.2516339869281045,0.16538774351531335,0.21296309494961008,0.20927996469132254,0.144754923380574,0.3327300125903712,0.144754923380574,0.1488395143339099,17.31026126507641,-0.7681,-0.7634725117431899,-0.05783280781358149,-0.7634725117431899,-0.11477568753925267
1607,1607,50,"Not that I _shall_, though, she added to herself, as she
finished the letter; and my dear aunt, if you do not tell me in
an honourable manner, I shall certainly be reduced to tricks and
stratagems to find it out.",not that i shall though she added to herself as she finished the letter and my dear aunt if you do not tell me in an honourable manner i shall certainly be reduced to tricks and stratagems to find it out,212,41,0.75,-0.19792354688307146,0.0,-0.19792354688307146,-0.009377656677822357,0.75,-0.22846837087107635,0.0,-0.22846837087107635,-0.050813008130081314,0.0,-0.2659536408689325,0.0,-0.2659536408689325,0.0,0.125,-0.21081650869314691,-0.09338521400778207,-0.21081650869314691,-0.11349956318955284,0.06899999999999995,-0.6786941939189565,-0.43162274618585295,-0.6786941939189565,-0.6486703971857157,14.58409224286555,0.09082919569120587,0.3273027045768703,0.09082919569120587,0.41100910245572186,0.5244426917906396,0.0011647880459991337,0.1643097562523269,0.0011647880459991337,0.2850252802415181,"{'neg': 0.034, 'neu': 0.785, 'pos': 0.182, 'compound': 0.765}",0.765,0.8492378725786889,0.43671223149298777,0.8492378725786889,0.7736214124513383,0.21428571428571427,0.4422565695168825,0.5163398692810456,0.4422565695168825,0.8307983481202433,0.05754842673835401,-0.4123143733041572,-0.1653776135113028,-0.4123143733041572,-0.09998122186895522,10.488853835812792,-0.9991,-1.0152390290818003,-0.17626701530416058,-1.0152390290818003,-0.4150281099259944
1608,1608,50,"Janes delicate sense of honour would not allow her to speak to
Elizabeth privately of what Lydia had let fall; Elizabeth was
glad of it;till it appeared whether her enquiries would receive
any satisfaction, she had rather be without a confidante.",janes delicate sense of honour would not allow her to speak to elizabeth privately of what lydia had let fall elizabeth was glad of ittill it appeared whether her enquiries would receive any satisfaction she had rather be without a confidante,246,41,1.35,0.014818500359556109,0.2666666666666667,0.014818500359556109,0.29070735701248823,1.35,-0.01328060008591069,0.2666666666666667,-0.01328060008591069,0.24186991869918706,21.215332784742845,0.14766730899108613,0.3744497236518892,0.14766730899108613,0.5192056937160225,-0.13888888888888906,-0.3957024020563697,-0.29053177691309995,-0.3957024020563697,-0.3035111416034206,2.364,-0.0620139788138611,0.20499306518723992,-0.0620139788138611,0.21962855967705336,7.292046121432775,-0.23603491831022516,-0.012725018288242986,-0.23603491831022516,0.002983355304645149,1.5733280753719188,0.7931612024435262,0.9366737816736348,0.7931612024435262,1.2277147310634182,"{'neg': 0.035, 'neu': 0.737, 'pos': 0.228, 'compound': 0.8456}",0.8456,0.995099652718066,0.5321024912716729,0.995099652718066,0.8939491047820678,0.06666666666666668,-0.1935162901904244,-0.09150326797385627,-0.1935162901904244,0.1294383391284485,0.05371186495579708,-0.42639998004571,-0.17797236281447135,-0.42639998004571,-0.11589351275054327,11.275517873498751,-0.9776,-0.9918062146974708,-0.16524391807018896,-0.9918062146974708,-0.40365694292868265
1609,1609,51,"Elizabeth had the satisfaction of receiving an answer to her
letter as soon as she possibly could. She was no sooner in
possession of it than, hurrying into the little copse, where she
was least likely to be interrupted, she sat down on one of the
benches and prepared to be happy; for the length of the letter
convinced her that it did not contain a denial.",elizabeth had the satisfaction of receiving an answer to her letter as soon as she possibly could she was no sooner in possession of it than hurrying into the little copse where she was least likely to be interrupted she sat down on one of the benches and prepared to be happy for the length of the letter convinced her that it did not contain a denial,358,67,0.9500000000000002,-0.12700953113552887,0.08888888888888896,-0.12700953113552887,-0.09372991176987476,0.9500000000000002,-0.15673911394268775,0.08888888888888896,-0.15673911394268775,-0.1330845771144278,0.0,-0.2659536408689325,0.0,-0.2659536408689325,0.0,0.59375,0.1175992229388933,0.2568093385214007,0.1175992229388933,0.05811537183114174,1.6030000000000002,-0.2664992266112369,-0.006102635228848765,-0.2664992266112369,-0.3036434647608128,0.0,-0.5628990323116562,-0.35275274115335625,-0.5628990323116562,-0.4050423918464316,0.0,-0.3948334191527644,-0.22187225645832695,-0.3948334191527644,-0.1863194451694321,"{'neg': 0.058, 'neu': 0.794, 'pos': 0.148, 'compound': 0.7783}",0.7783,0.8733068760011915,0.4524528078584532,0.8733068760011915,0.3425812454519198,0.02615740740740741,-0.3679835287973803,-0.258306100217865,-0.3679835287973803,-0.11125434223264533,0.03723745919746891,-0.4868843444231107,-0.23205490395539205,-0.4868843444231107,-0.24415518377945894,15.099800554213855,-0.7834,-0.7801479563980849,-0.06567715142659386,-0.7801479563980849,-0.14016004592287554
1610,1610,51,"Gracechurch Street, _Sept_.  .",gracechurch street sept,30,4,0.0,-0.4638511059363558,-0.3333333333333333,-0.4638511059363558,-0.3844839237907105,0.0,-0.4974530843525334,-0.3333333333333333,-0.4974530843525334,-0.4166666666666667,0.0,-0.2659536408689325,0.0,-0.2659536408689325,0.0,0.125,-0.21081650869314691,-0.09338521400778207,-0.21081650869314691,0.7190511685448931,-0.528,-0.8391116616391054,-0.5972260748959778,-0.8391116616391054,-2.722372611810917,0.0,-0.5628990323116562,-0.35275274115335625,-0.5628990323116562,-0.4050423918464316,0.0,-0.3948334191527644,-0.22187225645832695,-0.3948334191527644,-0.1863194451694321,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.5351822490915793,-0.4686667850168649,-0.5351822490915793,-0.3684466351045916,0.0,-0.4806395171550146,-0.3660130718954249,-0.4806395171550146,-0.18730489073881373,0.0,-0.6235984744274493,-0.35429885305883085,-0.6235984744274493,-0.3386655850927765,2.5028944124489,0.9627,1.1229235411125122,0.8295521546309825,1.1229235411125122,5.332316692269907
1611,1611,51,"My dear Niece,",my dear niece,14,3,0.5,-0.2865660665674996,-0.1111111111111111,-0.2865660665674996,3.0331509543489372,0.5,-0.31812994203156203,-0.1111111111111111,-0.31812994203156203,2.9166666666666665,0.0,-0.2659536408689325,0.0,-0.2659536408689325,0.0,0.375,-0.035661451822725475,0.09338521400778207,-0.035661451822725475,3.4867198172837277,1.048,-0.41563104333599854,-0.16005547850208046,-0.41563104333599854,4.744115615074106,9.010135447483094,-0.15902200095028787,0.06738939562072463,-0.15902200095028787,6.485161658496892,1.668596274965933,0.8650966814440499,1.0068260893374508,0.8650966814440499,20.308990261450433,"{'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.3818}",0.3818,0.1557610220897388,-0.016805728149594704,0.1557610220897388,7.421402952185612,0.0,-0.4806395171550146,-0.3660130718954249,-0.4806395171550146,-0.18730489073881373,0.0,-0.6235984744274493,-0.35429885305883085,-0.6235984744274493,-0.3386655850927765,2.5028944124489,0.9854,1.1476642335089904,0.8411904945012689,1.1476642335089904,7.2360395670698425
1612,1612,51,"I have just received your letter, and shall devote this whole
morning to answering it, as I foresee that a _little_ writing
will not comprise what I have to tell you. I must confess myself
surprised by your application; I did not expect it from _you_.
Dont think me angry, however, for I only mean to let you know
that I had not imagined such enquiries to be necessary on _your_
side. If you do not choose to understand me, forgive my
impertinence. Your uncle is as much surprised as I amand nothing
but the belief of your being a party concerned would have allowed
him to act as he has done. But if you are really innocent and
ignorant, I must be more explicit.",i have just received your letter and shall devote this whole morning to answering it as i foresee that a little writing will not comprise what i have to tell you i must confess myself surprised by your application i did not expect it from you do not think me angry however for i only mean to let you know that i had not imagined such enquiries to be necessary on your side if you do not choose to understand me forgive my impertinence your uncle is as much surprised as i amand nothing but the belief of your being a party concerned would have allowed him to act as he has done but if you are really innocent and ignorant i must be more explicit,662,125,0.20000000000000015,-0.3929370901888133,-0.24444444444444435,-0.3929370901888133,-0.3516746289605699,-0.7999999999999999,-0.7843701120660876,-0.6888888888888888,-0.7843701120660876,-0.5446666666666666,-51.40258897409942,-1.2681150442489095,-0.9072535147874412,-1.2681150442489095,-0.4126182521493678,-0.802083333333333,-0.8603498445876262,-0.7859922178988323,-0.8603498445876262,-0.3929365907706205,10.316999999999997,2.07500464895556,2.411095700416088,2.07500464895556,0.6055301269210878,20.22069962551981,0.3434886889834952,0.5901374070858596,0.3434886889834952,-0.03392766948264775,-1.2154897376405005,-1.3126300907598956,-1.1169181416597176,-1.3126300907598956,-0.5446350759819549,"{'neg': 0.024, 'neu': 0.855, 'pos': 0.121, 'compound': 0.842}",0.8420000000000001,0.9885847344984412,0.5278418841351559,0.9885847344984412,0.043856351956593376,0.03636363636363637,-0.3240268479016017,-0.21628045157456927,-0.3240268479016017,-0.1306366474316526,0.1650750029321416,-0.017539793257672468,0.1876129930119763,-0.017539793257672468,-0.11409872314677726,24.71495799869017,-0.9841,-0.9988905539299424,-0.16857648235022685,-0.9988905539299424,-0.05733075727388905
1613,1613,51,"On the very day of my coming home from Longbourn, your uncle had
a most unexpected visitor. Mr. Darcy called, and was shut up with
him several hours. It was all over before I arrived; so my
curiosity was not so dreadfully racked as _yours_ seems to have
been. He came to tell Mr. Gardiner that he had found out where
your sister and Mr. Wickham were, and that he had seen and talked
with them both; Wickham repeatedly, Lydia once. From what I can
collect, he left Derbyshire only one day after ourselves, and
came to town with the resolution of hunting for them. The motive
professed was his conviction of its being owing to himself that
Wickhams worthlessness had not been so well known as to make it
impossible for any young woman of character to love or confide in
him. He generously imputed the whole to his mistaken pride, and
confessed that he had before thought it beneath him to lay his
private actions open to the world. His character was to speak for
itself. He called it, therefore, his duty to step forward, and
endeavour to remedy an evil which had been brought on by himself.
If he _had another_ motive, I am sure it would never disgrace
him. He had been some days in town, before he was able to
discover them; but he had something to direct his search, which
was more than _we_ had; and the consciousness of this was another
reason for his resolving to follow us.",on the very day of my coming home from longbourn your uncle had a most unexpected visitor mr darcy called and was shut up with him several hours it was all over before i arrived so my curiosity was not so dreadfully racked as yours seems to have been he came to tell mr gardiner that he had found out where your sister and mr wickham were and that he had seen and talked with them both wickham repeatedly lydia once from what i can collect he left derbyshire only one day after ourselves and came to town with the resolution of hunting for them the motive professed was his conviction of its being owing to himself that wickhams worthlessness had not been so well known as to make it impossible for any young woman of character to love or confide in him he generously imputed the whole to his mistaken pride and confessed that he had before thought it beneath him to lay his private actions open to the world his character was to speak for itself he called it therefore his duty to step forward and endeavour to remedy an evil which had been brought on by himself if he had another motive i am sure it would never disgrace him he had been some days in town before he was able to discover them but he had something to direct his search which was more than we had and the consciousness of this was another reason for his resolving to follow us,1378,255,0.7500000000000001,-0.1979235468830714,4.934324553889584e-17,-0.1979235468830714,-0.32417272005883435,0.7500000000000001,-0.22846837087107635,4.934324553889584e-17,-0.22846837087107635,-0.357843137254902,-30.575132559523887,-0.8620562568251187,-0.5396497926144773,-0.8620562568251187,-0.12030997117924992,4.791016666666667,3.0582891497401907,3.392510505836575,3.0582891497401907,0.35115938624030685,10.89,2.228973173249775,2.5700416088765605,2.228973173249775,-0.012318428107741657,25.737933008967733,0.590797273102199,0.8474057063599426,0.590797273102199,-0.173486676815346,0.3545305026063684,-0.12713316204737174,0.03919211760392728,-0.12713316204737174,-0.13508784789722816,"{'neg': 0.017, 'neu': 0.923, 'pos': 0.06, 'compound': 0.8057}",0.8057,0.922892642450558,0.4848807621752766,0.922892642450558,-0.17505059121096953,0.02962962962962963,-0.3530291940596412,-0.24400871459694995,-0.3530291940596412,-0.16467051614263464,0.09607422328173984,-0.27087022349731,-0.03890428226588815,-0.27087022349731,-0.2745975992008839,44.670843328402405,-0.9299,-0.9398180637145628,-0.14078802327667972,-0.9398180637145628,0.0343110466021944
1614,1614,51,"There is a lady, it seems, a Mrs. Younge, who was some time ago
governess to Miss Darcy, and was dismissed from her charge on
some cause of disapprobation, though he did not say what. She
then took a large house in Edward-street, and has since
maintained herself by letting lodgings. This Mrs. Younge was, he
knew, intimately acquainted with Wickham; and he went to her for
intelligence of him as soon as he got to town. But it was two or
three days before he could get from her what he wanted. She would
not betray her trust, I suppose, without bribery and corruption,
for she really did know where her friend was to be found. Wickham
indeed had gone to her on their first arrival in London, and had
she been able to receive them into her house, they would have
taken up their abode with her. At length, however, our kind
friend procured the wished-for direction. They were in  street.
He saw Wickham, and afterwards insisted on seeing Lydia. His
first object with her, he acknowledged, had been to persuade her
to quit her present disgraceful situation, and return to her
friends as soon as they could be prevailed on to receive her,
offering his assistance, as far as it would go. But he found
Lydia absolutely resolved on remaining where she was. She cared
for none of her friends; she wanted no help of his; she would not
hear of leaving Wickham. She was sure they should be married some
time or other, and it did not much signify when. Since such were
her feelings, it only remained, he thought, to secure and
expedite a marriage, which, in his very first conversation with
Wickham, he easily learnt had never been _his_ design. He
confessed himself obliged to leave the regiment, on account of
some debts of honour, which were very pressing; and scrupled not
to lay all the ill-consequences of Lydias flight on her own
folly alone. He meant to resign his commission immediately; and
as to his future situation, he could conjecture very little about
it. He must go somewhere, but he did not know where, and he knew
he should have nothing to live on.",there is a lady it seems a mrs younge who was some time ago governess to miss darcy and was dismissed from her charge on some because of disapprobation though he did not say what she then took a large house in edward street and has since maintained herself by letting lodgings this mrs younge was he knew intimately acquainted with wickham and he went to her for intelligence of him as soon as he got to town but it was two or three days before he could get from her what he wanted she would not betray her trust i suppose without bribery and corruption for she really did know where her friend was to be found wickham indeed had gone to her on their first arrival in london and had she been able to receive them into her house they would have taken up their abode with her at length however our kind friend procured the wished for direction they were in street he saw wickham and afterwards insisted on seeing lydia his first object with her he acknowledged had been to persuade her to quit her present disgraceful situation and return to her friends as soon as they could be prevailed on to receive her offering his assistance as far as it would go but he found lydia absolutely resolved on remaining where she was she cared for none of her friends she wanted no help of his she would not hear of leaving wickham she was sure they should be married some time or other and it did not much signify when since such were her feelings it only remained he thought to secure and expedite a marriage which in his very first conversation with wickham he easily learnt had never been his design he confessed himself obliged to leave the regiment on account of some debts of honour which were very pressing and scrupled not to lay all the ill consequences of lydias flight on her own folly alone he meant to resign his commission immediately and as to his future situation he could conjecture very little about it he must go somewhere but he did not know where and he knew he should have nothing to live on,2055,371,-2.65,-1.4034618145912938,-1.5111111111111108,-1.4034618145912938,-0.5309539899966954,0.3500000000000002,-0.37192688472785335,-0.1777777777777777,-0.37192688472785335,-0.3977987421383648,-72.20992618249262,-1.673781581159545,-1.2745021338247855,-1.673781581159545,-0.19529739300538426,8.945833333333333,5.96923774788489,6.496498054474706,5.96923774788489,0.508346954555851,15.217,3.3916639317507538,3.7703190013869614,3.3916639317507538,-0.03852936718015925,0.0,-0.5628990323116562,-0.35275274115335625,-0.5628990323116562,-0.4050423918464316,-0.663982429450739,-0.8961958287922481,-0.7108066529589072,-0.8961958287922481,-0.2522682831715586,"{'neg': 0.044, 'neu': 0.832, 'pos': 0.124, 'compound': 0.9897}",0.9897,1.255877351453603,0.7026451269305877,1.255877351453603,-0.20516247248700525,0.18760930735930734,0.327365328908925,0.4064958407605466,0.327365328908925,-0.08879883561972916,0.938867968315437,2.823374553364697,2.727837538819444,2.823374553364697,0.09166774309953894,60.92038790210529,-0.9982,-1.0142581205726888,-0.17580558332692456,-1.0142581205726888,0.05504365946871023
1615,1615,51,"Mr. Darcy asked him why he had not married your sister at once.
Though Mr. Bennet was not imagined to be very rich, he would have
been able to do something for him, and his situation must have
been benefited by marriage. But he found, in reply to this
question, that Wickham still cherished the hope of more
effectually making his fortune by marriage in some other country.
Under such circumstances, however, he was not likely to be proof
against the temptation of immediate relief.",mr darcy asked him why he had not married your sister at once though mr bennet was not imagined to be very rich he would have been able to do something for him and his situation must have been benefited by marriage but he found in reply to this question that wickham still cherished the hope of more effectually making his fortune by marriage in some other country under such circumstances however he was not likely to be proof against the temptation of immediate relief,482,85,3.8,0.8835151932669519,1.3555555555555556,0.8835151932669519,0.5322463729338068,3.8,0.8654027972868492,1.3555555555555556,0.8654027972868492,0.477450980392157,55.12019526186847,0.808687410110937,0.9728691080579248,0.808687410110937,0.6506767312069461,0.3869047619047621,-0.027320734828895757,0.10227904391328528,-0.027320734828895757,-0.06912711144142272,7.535000000000003,1.327464623499189,1.6393897364771155,1.327464623499189,0.7003254498290198,41.543618920409,1.2992831268111231,1.5844239998938014,1.2992831268111231,0.7162204206034857,1.761086103312464,0.9349342571842963,1.0749324975784964,0.9349342571842963,0.5771402854598932,"{'neg': 0.0, 'neu': 0.845, 'pos': 0.155, 'compound': 0.9423}",0.9423,1.1700975948952097,0.6465471329664477,1.1700975948952097,0.31010776043081884,0.1767857142857143,0.2807497543493005,0.3619281045751634,0.2807497543493005,0.2178403099012758,0.3817950030382527,0.7781290549289691,0.8990661703670375,0.7781290549289691,0.4251450198553762,18.931675610608988,-0.9881,-1.0032501473037714,-0.1706272911379425,-1.0032501473037714,-0.13868915179499086
1616,1616,51,"They met several times, for there was much to be discussed.
Wickham of course wanted more than he could get; but at length
was reduced to be reasonable.",they met several times for there was much to be discussed wickham of course wanted more than he could get but at length was reduced to be reasonable,152,28,0.5,-0.2865660665674996,-0.1111111111111111,-0.2865660665674996,-0.018308758275748262,0.5,-0.31812994203156203,-0.1111111111111111,-0.31812994203156203,-0.05952380952380953,23.082936127582716,0.1840787042996107,0.4074128434253701,0.1840787042996107,0.8271922809247492,0.925,0.3496796732922018,0.5042801556420232,0.3496796732922018,0.7717686666161091,1.6049999999999998,-0.2659618146590757,-0.00554785020804445,-0.2659618146590757,0.2143993082561711,0.0,-0.5628990323116562,-0.35275274115335625,-0.5628990323116562,-0.4050423918464316,0.0,-0.3948334191527644,-0.22187225645832695,-0.3948334191527644,-0.1863194451694321,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.5351822490915793,-0.4686667850168649,-0.5351822490915793,-0.3684466351045916,0.225,0.4884013738504773,0.5604575163398692,0.4884013738504773,1.3780288390069864,0.2692833419558818,0.36505216429984494,0.5297104176568316,0.36505216429984494,1.296741318782871,8.4493799579908,0.8313,0.9797108987822376,0.7621830859545233,0.9797108987822376,0.7571862067448851
