,sent_no,sent_raw,baseline_sentimentr_stdscaler_roll10,baseline_syuzhet_stdscaler_roll10,baseline_bing_stdscaler_roll10,baseline_sentiword_stdscaler_roll10,baseline_senticnet_stdscaler_roll10,baseline_nrc_stdscaler_roll10,baseline_afinn_stdscaler_roll10,baseline_vader_stdscaler_roll10,baseline_textblob_stdscaler_roll10,baseline_flair_stdscaler_roll10,baseline_pattern_stdscaler_roll10,baseline_stanza_stdscaler_roll10,sentimentr_jockers_rinker_stdscaler_roll10,sentimentr_jockers_stdscaler_roll10,sentimentr_huliu_stdscaler_roll10,sentimentr_senticnet_stdscaler_roll10,sentimentr_sentiword_stdscaler_roll10,sentimentr_nrc_stdscaler_roll10,sentimentr_lmcd_stdscaler_roll10,syuzhetr_syuzhet_stdscaler_roll10,syuzhetr_bing_stdscaler_roll10,syuzhetr_afinn_stdscaler_roll10,syuzhetr_nrc_stdscaler_roll10,transformer_roberta15lg_stdscaler_roll10,transformer_nlptown_stdscaler_roll10,transformer_yelp_stdscaler_roll10,transformer_hinglish_stdscaler_roll10,transformer_imdb2way_stdscaler_roll10,transformer_huggingface_stdscaler_roll10,transformer_t5imdb50k_stdscaler_roll10,transformer_robertaxml8lang_stdscaler_roll10
5136,5136,It is very difficult.,0.017422079767074328,0.02373365689311967,0.027345803779345156,0.017650535014431475,-0.0854303332988681,-0.04495043640827079,0.07831644305505732,0.0025795615288467908,-0.022422800939637184,-0.04772629957303557,-0.02181925955343199,-0.29109019728557706,0.13744065673440403,0.15078656319957787,0.10304100376055284,-1.4489404108099393,0.2681298371516404,0.004079015749779466,0.0864373061600189,0.220506521890079,0.2929760243696722,0.20561072601550176,-0.19059032242599142,-0.47185581191834386,-1.183118623642016,-1.5029760430225472,-0.23216380579879303,-0.4329432976247353,-0.3795305667601187,0.35961054632825484,0.16885857576181834
5137,5137,I tried to unite my will with the will of God instant by instant.,0.01492776587180218,0.0228765757688008,0.023956334002686416,0.01642912056803163,-0.08924295129572127,-0.04495043640827079,0.07789055525796716,0.001089342897746514,-0.021021572185720736,-0.05147460173602939,-0.020229148934604355,-0.29215309306448795,0.11437705960844048,0.14217733683801465,0.07224044938278111,-1.521035877545179,0.25117059040556294,0.004079015749779466,0.0864373061600189,0.2158401444895952,0.2757350795004745,0.20155173777425733,-0.19059032242599142,-0.47256358078380983,-1.1509577406221738,-1.529657049823052,-0.23191166041629677,-0.4330640526670168,-0.42116287154144577,0.35961054632825484,0.12433811182463071
5138,5138,In that I did not always fail.,0.012017732993984676,0.01987679183368475,0.02124454339858652,0.01805767316323142,-0.09032999007746585,-0.04500868472677675,0.07903536804270445,-0.0018119469890121962,-0.023065030785182225,-0.05156229164375213,-0.023411157461873725,-0.29352887799584787,0.08686918127063793,0.11552676558944995,0.04312216659883557,-1.5425333813250983,0.25658760684402093,0.009409430413862118,0.05405571253757152,0.19950782358790198,0.2584941346312768,0.2096697142567462,-0.20064528906154605,-0.472575987928042,-1.1131815900974462,-1.586302362848958,-0.24691937572405326,-0.4348708030150545,-0.4245418960432325,0.30994333796525914,0.11102627164176376
5139,5139,I could perhaps do that still,0.014262615499729608,0.022190910869345704,0.024535008556066613,0.019767653388191208,-0.08811672687030898,-0.04355820694931511,0.07995655086810995,0.0027832840632681047,-0.02148864843702622,-0.051392404708432475,-0.020440902141422176,-0.2917215263104625,0.10791622685368152,0.13591786158727745,0.07231236505030741,-1.4768158641227997,0.25932038679529584,0.028937353232532808,0.05405571253757152,0.21210704256920818,0.2757350795004745,0.21778769073923504,-0.19059032242599142,-0.47254781819998176,-1.1417132911141026,-1.586784194221817,-0.2451301360731032,-0.43598680238325427,-0.41406320160291893,0.2602761296022634,0.12634640402662597
5140,5140,Cranly cut him short by asking:,0.013514321331147964,0.02141953785745872,0.024535008556066613,0.018139100792991414,-0.08977848842584643,-0.04216795563725321,0.07995655086810995,0.0017234585566119366,-0.02148864843702622,-0.051514228942651306,-0.020440902141422176,-0.2931261499431747,0.10122499268765496,0.12943516558678447,0.07231236505030741,-1.5091427204534458,0.24065328212565096,0.0440636172050799,0.05405571253757152,0.2079073029087728,0.2757350795004745,0.21778769073923504,-0.1805353557904368,-0.5044710242770342,-1.1416771364692113,-1.61839978054942,-0.2497027102660679,-0.4385917299302678,-0.45670797381394324,0.23544252542076552,0.14129596164604163
5141,5141,Has your mother had a happy life?,0.011186295028893959,0.019019710709365884,0.023000320021038044,0.017487679754911497,-0.09415857259581327,-0.04066582645238942,0.07995655086810995,0.0017234585566119366,-0.022072493751158075,-0.05537081931383964,-0.02108034153731883,-0.2948361942973186,0.07824690109897443,0.1071732063211505,0.05922675707065378,-1.5837896627377361,0.23724515068869276,0.06798034052617762,0.05405571253757152,0.1948414461874182,0.2671146070658756,0.21778769073923504,-0.17048038915488214,-0.5365021497161527,-1.1832153861561825,-1.641394901481213,-0.24313553545571867,-0.441646887834857,-0.4993496807219038,0.1857753170577698,0.09885129027718935
5142,5142,How do I know?,0.009939138081257884,0.01773408902288758,0.02006096194192808,0.01691768634659157,-0.0958058209499923,-0.043372307580093715,0.0793203260202365,0.00023323992551165987,-0.020320957808762516,-0.05190873544025849,-0.017598565547441096,-0.2935944162956061,0.0684659001250165,0.09769703879788054,0.04665451158745939,-1.614290727238451,0.22950947609271946,0.05471372940690017,0.05405571253757152,0.18784188008669253,0.2584941346312768,0.2096697142567462,-0.1805353557904368,-0.5363617021129142,-1.183669470195386,-1.6430260715989387,-0.24428465184703618,-0.44130290978458747,-0.5411751915936527,0.1857753170577698,0.08652278339326216
5143,5143,Stephen said.,0.012184020587002818,0.02004820805854853,0.021680374048044584,0.016809116173578248,-0.09406423678698363,-0.04068416469106012,0.08004565156143491,0.002115448812498465,-0.019678727963217475,-0.04811943285061131,-0.01594720469742996,-0.2919733047996554,0.07373519819906517,0.10280211458845413,0.060989076925711344,-1.6002668685771506,0.23888383206727112,0.07981395647837507,0.024624300373711158,0.20044109906799873,0.2671146070658756,0.21778769073923504,-0.1604254225193275,-0.5043175607610728,-1.1851190432278973,-1.5897787883610475,-0.24830580829523066,-0.4384233134424021,-0.5389615725727831,0.23544252542076552,0.09981667548827292
5144,5144,How many children had she?,0.010936863639366745,0.018762586372070223,0.021680374048044584,0.015153421035125125,-0.09286980031518684,-0.04344030663041446,0.0790262191970446,5.293377435716375e-05,-0.023882414224966824,-0.05172138899311038,-0.019129213224699335,-0.28933328339052883,0.05975835510146714,0.08926087203138448,0.060989076925711344,-1.5920970127263014,0.2209420676243878,0.046857561431111146,0.024624300373711158,0.19344153296727307,0.2671146070658756,0.2096697142567462,-0.1805353557904368,-0.5049659617154779,-1.2298327523379764,-1.6127026658352874,-0.26750027317645775,-0.48234798351939884,-0.581498813850122,0.1857753170577698,0.06900597587345436
5145,5145,"Nine or ten, Stephen answered.",0.010604288453330458,0.018419753922342675,0.021680374048044584,0.01580484207320504,-0.09296558744415231,-0.04046748070668202,0.07860033139995445,-0.0020957535542060262,-0.028786714863674394,-0.055281952360375676,-0.022311221751968705,-0.2901326262989943,0.061829102156959234,0.09126708244363237,0.060989076925711344,-1.5934875183038228,0.23222062200922397,0.0925535581785827,0.024624300373711158,0.19157498200707956,0.2671146070658756,0.20561072601550176,-0.1604254225193275,-0.5049792459479622,-1.2304114733466207,-1.610041982979281,-0.28674270459044404,-0.5244077266165089,-0.6142414905877462,0.1857753170577698,0.05386596131808609
5146,5146,Some died.,0.008941412523149027,0.016705591673704934,0.021680374048044584,0.01547913155416508,-0.09330084239553148,-0.04046748070668202,0.07860033139995445,-0.004487034613413448,-0.03439162987934019,-0.05912324113692784,-0.02549323027923808,-0.29027275384288304,0.042632777349111195,0.07266902788923621,0.060989076925711344,-1.6001433957446418,0.22786082512704123,0.0925535581785827,0.024624300373711158,0.182242227206112,0.2671146070658756,0.20561072601550176,-0.1604254225193275,-0.5372032413626121,-1.2735454283142271,-1.6038227532226272,-0.30961812969983077,-0.5765571996948698,-0.6566189591718952,0.13610810869477408,0.06979111218713123
5147,5147,"Was your father...Cranly interrupted himself for an instant, and then said: I don't want to pry into your family affairs.",0.009357131505694383,0.017134132235864366,0.017906115736490397,0.013980863166581271,-0.09373333579601197,-0.042177849213410834,0.06117376807144318,-0.006461035722806177,-0.03789470176413132,-0.06218571798135639,-0.028675238806507453,-0.2927739674608608,0.05750218660694793,0.08707501900144288,0.07532364226396313,-1.6012162521119468,0.22562077256668386,0.0925535581785827,0.024624300373711158,0.18457541590635385,0.2671146070658756,0.19749274953301293,-0.17048038915488214,-0.5372048483960213,-1.2884409313399037,-1.599087712872774,-0.36857429134118397,-0.6263527450827188,-0.6986996478989177,0.08644090033177826,0.06986731624537634
5148,5148,But was your father what is called well-to-do?,0.00810997455805831,0.01584851054938606,0.01623333794071529,0.012325168028128147,-0.09681739108467317,-0.04358010961772188,0.0600358799759276,-0.009236813795254746,-0.04279900240283888,-0.06264044998605728,-0.031857247333776824,-0.29424964302639744,0.04574688642795842,0.07568608303476404,0.06021368368483722,-1.6156753179222616,0.22404642038850836,0.07660907596451756,-0.022425064369971902,0.17757584980562818,0.2584941346312768,0.18531578480927965,-0.1805353557904368,-0.537365082417788,-1.3003786484966882,-1.6582692528643908,-0.4350427349850678,-0.6267857247199692,-0.7414108524721242,0.03677369196878254,0.05772771226232822
5149,5149,"I mean, when you were growing up?",0.006862817610422237,0.014562888862907753,0.013684869931663105,0.00895949266471524,-0.09940654620701275,-0.04358010961772188,0.05858198504315701,-0.010829127857398346,-0.04279900240283888,-0.06654981124131142,-0.031857247333776824,-0.2955987336252325,0.02538610925972509,0.05595986729632772,0.034042467725529775,-1.661512309578462,0.1817790390950488,0.07660907596451756,-0.022425064369971902,0.17057628370490252,0.24987366219667803,0.1771978083267908,-0.1805353557904368,-0.5692235022556961,-1.3414729229928972,-1.658842527025732,-0.44036758127324055,-0.6297051074507424,-0.7836187404154731,-0.012893516394213182,0.024158416114347703
5150,5150,"Yes, Stephen said.",0.008525693540603669,0.016277051111545492,0.016520188952549763,0.009990909308341778,-0.10008866667085782,-0.04491920268955211,0.05918863517700992,-0.009041052831144149,-0.04420023115675533,-0.06577158783205846,-0.033233239341399004,-0.2971323740691361,0.04419458954610831,0.07418216484301386,0.06577338074169436,-1.6721813630491573,0.19545445403285072,0.06465071430396872,0.0763786015917625,0.1729094724051444,0.2584941346312768,0.1771978083267908,-0.19059032242599142,-0.5691895381671987,-1.3465981111800513,-1.636796665446415,-0.45698141798196534,-0.6732550980097353,-0.7827627887146025,-0.0625607247572089,0.05929008090766882
5151,5151,What was he?,0.008525693540603669,0.016277051111545492,0.016520188952549763,0.007765220761568727,-0.10323077476495265,-0.04491920268955211,0.05918863517700992,-0.009041052831144149,-0.04420023115675533,-0.06286094988825046,-0.033233239341399004,-0.2987585046593309,0.04419458954610831,0.07418216484301386,0.06577338074169436,-1.702942173678611,0.1752198934185478,0.06465071430396872,0.0763786015917625,0.1729094724051444,0.2584941346312768,0.1771978083267908,-0.19059032242599142,-0.5692813016021308,-1.3259779568496854,-1.658652702207358,-0.5025916985392829,-0.6733881658396219,-0.7822291052683192,-0.11222793312020463,0.030680515866811035
5152,5152,Cranly asked after a pause.,0.010188569470785102,0.01799121336018323,0.016520188952549763,0.008090931280608686,-0.10168657014041828,-0.04491920268955211,0.05918863517700992,-0.00798122732448798,-0.04420023115675533,-0.05970882139319708,-0.033233239341399004,-0.2996001191707737,0.05837201499763774,0.08791773842950742,0.06577338074169436,-1.6743001782025448,0.1787795706089554,0.06465071430396872,0.0763786015917625,0.182242227206112,0.2584941346312768,0.1771978083267908,-0.19059032242599142,-0.5371244822997682,-1.3089117844953395,-1.6591877551130627,-0.5023222792454727,-0.6752773745057669,-0.7806337063823454,-0.11222793312020463,0.05914673838702192
5153,5153,Stephen began to enumerate glibly his father's attributes.,0.011103151232384888,0.01721984034829625,0.018020419599551925,0.007770649270219393,-0.10118441337341745,-0.04764164662158934,0.05755384207299473,-0.01106750663905455,-0.048754224606983795,-0.059834372938929854,-0.03546366369782758,-0.29815847980899185,0.06032821519242934,0.0771780819031348,0.07834562622488858,-1.651724233789007,0.16424914317198094,0.027504203169991928,0.0059132135816603905,0.17804248754567656,0.2671146070658756,0.15690286712056867,-0.21070025569710069,-0.5370425995717457,-1.3520265858717873,-1.6956952261847185,-0.48185387862987855,-0.6788527082175909,-0.7877804598359138,-0.16189514148320036,0.028537629438288966
5154,5154,"A medical student, an oarsman, a tenor, an amateur actor, a shouting politician, a small landlord, a small investor, a drinker, a good fellow, a story-teller, somebody's secretary, something in a distillery, a tax-gatherer, a bankrupt and at present a praiser of his own past.",0.009523419098712528,0.015591386212090396,0.015471951590499742,0.005164965117899724,-0.10225548763366779,-0.04490174867167899,0.05604716573434012,-0.01266403565018618,-0.051181352984303354,-0.059834569113220056,-0.03700139949279128,-0.29984750056418824,0.03521659001827488,0.052849082492396685,0.05217441026558114,-1.680538606335929,0.09438244871433847,0.055120856465131034,-0.07557867661823872,0.1691763704847574,0.2584941346312768,0.15284387887932424,-0.19059032242599142,-0.5370361223904107,-1.3507069871783997,-1.6876704592561158,-0.462980784189364,-0.6370877779925688,-0.7886352935125325,-0.21156234984619607,0.022004008620666513
5155,5155,"Cranly laughed, tightening his grip on Stephen's arm, and said:",0.0107705760463486,0.0168770078985687,0.017091363696616246,0.007933504529739373,-0.10267346783278987,-0.04212124604755518,0.057135154046137726,-0.01051534832162299,-0.051181352984303354,-0.05979592277804919,-0.03700139949279128,-0.2998902694103912,0.04636864696165242,0.06365357582655165,0.06650897560383309,-1.6912023986053866,0.12611652665273468,0.08537338441022521,-0.07557867661823872,0.17617593658548306,0.2671146070658756,0.16502084360305755,-0.17048038915488214,-0.5049457136715538,-1.3112341267820657,-1.6616618987011549,-0.4135773488931488,-0.6263966221867018,-0.7884749560573775,-0.16189514148320036,0.055615773119879724
5156,5156,The distillery is damn good.,0.011186295028893957,0.017305548460728137,0.017091363696616246,0.007607794010699415,-0.10264008746966555,-0.04212124604755518,0.05753494828230428,-0.01051534832162299,-0.051181352984303354,-0.06357698604750767,-0.03700139949279128,-0.2997487262054148,0.050524773197375854,0.06768017275282065,0.06650897560383309,-1.6907771543639343,0.1215101351355764,0.08537338441022521,-0.07557867661823872,0.17850912528572493,0.2671146070658756,0.16907983184430195,-0.17048038915488214,-0.5369623488818416,-1.3457091363004916,-1.6909250102179079,-0.4134419361749978,-0.6263071203976089,-0.789651393562742,-0.18672874566469816,0.06969298222768822
5157,5157,Is there anything else you want to know?,0.008525693540603667,0.014562888862907753,0.015354605193918063,0.008014932159499364,-0.10355441915524509,-0.04212124604755518,0.05676145337089475,-0.014500348425970021,-0.0525825817382198,-0.06411038394258174,-0.0388338603517935,-0.2998677906149506,0.02323686224516111,0.041242713413868835,0.05048244434171124,-1.7112823951257379,0.12643954949615324,0.08537338441022521,-0.07557867661823872,0.16357671760417686,0.2584941346312768,0.16096185536181312,-0.17048038915488214,-0.5689202576480246,-1.3894819411113197,-1.716649068907037,-0.41317579244281466,-0.6298513227805081,-0.8311387372361693,-0.16189514148320036,0.05496929335553169
5158,5158,Stephen asked.,0.007694255575512952,0.013705807738588883,0.013617846691219876,0.007363511121419447,-0.1039593374731446,-0.0420955639318777,0.05596186489856163,-0.014258691350656463,-0.05515150112039995,-0.06072245395069901,-0.04201586887906287,-0.30014696276807584,0.014924609773714145,0.03318951956133086,0.03445591307958956,-1.7201558253330647,0.1172100253702393,0.08715879768178882,-0.12548206390940506,0.15891034020369307,0.24987366219667803,0.15284387887932424,-0.17048038915488214,-0.5687014558658829,-1.347292174762243,-1.6873478511268447,-0.39630497313442375,-0.6276259814215884,-0.7964370865145342,-0.16189514148320036,0.035985038137823874
5159,5159,Are you in good circumstances at present?,0.00702910520344038,0.013020142839133785,0.013617846691219876,0.006712090083339529,-0.10310741255340619,-0.04352732466453655,0.05596186489856163,-0.016046766376910663,-0.05515150112039995,-0.06089469497750116,-0.04201586887906287,-0.3005617028945576,0.007815672434166875,0.026302138472080277,0.03445591307958956,-1.6999552962071038,0.1097262076451641,0.06907945422945641,-0.12548206390940506,0.15517723828330607,0.24987366219667803,0.15284387887932424,-0.1805353557904368,-0.6008773931916696,-1.3485374965682493,-1.683336763186154,-0.3959682732392996,-0.6799055836424304,-0.8385294985244279,-0.16189514148320036,-0.012617827422945418
5160,5160,Do I look it?,0.006197667238349664,0.012163061714814915,0.012148167651664894,0.005734958526219653,-0.10321771288373008,-0.04192782502439482,0.05532564005068818,-0.018399176239895162,-0.05515150112039995,-0.05714619664021713,-0.04201586887906287,-0.3022399313847649,0.0015322001843867492,0.020214496131048962,0.02234099419428203,-1.6989806019354172,0.09506739147427301,0.10290280871767761,-0.12548206390940506,0.15051086088282228,0.2412531897620791,0.14472590239683542,-0.17048038915488214,-0.5688067997429281,-1.3283093607201921,-1.6568613161076449,-0.3946011677867255,-0.720431130269621,-0.8380418022905485,-0.16189514148320036,-0.0003166350920459861
5161,5161,Stephen asked bluntly.,0.005366229273258948,0.011305980590496045,0.010098589750006529,0.002966419114380005,-0.10505798681597592,-0.04192782502439482,0.05481592386849302,-0.01876072519753483,-0.05865457300519108,-0.06037777572280452,-0.04519787740633224,-0.30241208112365486,-0.008982059934067674,0.010027922125894496,0.00206885748220295,-1.7385887609070092,0.06602819162081816,0.10290280871767761,-0.1886054106284396,0.1458444834823385,0.23263271732748034,0.140666914155591,-0.17048038915488214,-0.5688273882355818,-1.3510577943305275,-1.6175680986510594,-0.33284243692258325,-0.719645308062804,-0.8375160932321012,-0.16189514148320036,-0.003233843753320167
5162,5162,"So then, Cranly went on musingly, you were born in the lap of luxury.",0.005366229273258948,0.011305980590496045,0.010098589750006529,0.0021955708859854373,-0.10470966998337417,-0.04192782502439482,0.05524181166558318,-0.018399176239895166,-0.05865457300519108,-0.06112676916281658,-0.04519787740633224,-0.3028312411445057,-0.008982059934067674,0.010027922125894496,0.00206885748220295,-1.733783478063726,0.04779229364619244,0.10290280871767761,-0.1886054106284396,0.1458444834823385,0.23263271732748034,0.14472590239683542,-0.17048038915488214,-0.5688125556345823,-1.3730208357384321,-1.589659598947958,-0.329116199558711,-0.6674004229947749,-0.8370980863247678,-0.11222793312020463,-0.020885382045032565
5163,5163,"He used the phrase broadly and loudly as he often used technical expressions, as if he wished his hearer to understand that they were used by him without conviction.",0.0040359285291138025,0.009934650791585852,0.010098589750006529,0.004149834000225189,-0.10508846453882857,-0.04192782502439482,0.05524181166558318,-0.020712246578991414,-0.059004880193670194,-0.06117149690098388,-0.045883409760561385,-0.30352359808686197,-0.02319993461316226,-0.0037468400526066655,0.00206885748220295,-1.741730174855169,0.07600680800847588,0.10290280871767761,-0.1886054106284396,0.13837827964156443,0.23263271732748034,0.14472590239683542,-0.17048038915488214,-0.5688118949332345,-1.3423438353639108,-1.6010135368473828,-0.3092953634479138,-0.6675029347281654,-0.8371541498106014,-0.16189514148320036,-0.0619830586928393
5164,5164,"Your mother must have gone through a good deal of suffering, he said then.",0.0017910460233688695,0.007620531755924901,0.006827142712279771,0.0026841366645453746,-0.10542807345061526,-0.04329777399935,0.05524181166558318,-0.023287580410676023,-0.06005580175910753,-0.061228779793724444,-0.04725775540481305,-0.3040754856716476,-0.043355026163015224,-0.023273780544870424,-0.027043281759572536,-1.7467416309055956,0.05569147614251295,0.08909448207010805,-0.1886054106284396,0.12577906066025824,0.21539177245828264,0.14472590239683542,-0.1805353557904368,-0.6009388701537576,-1.322625732375267,-1.588367590872304,-0.32655574186405384,-0.6681809868268931,-0.8386838101483004,-0.18672874566469816,-0.0494022214281772
5165,5165,Would you not try to save her from suffering more even if...or would you?,0.0013753270408235116,0.007191991193765466,0.006546349440169882,0.001772147211233491,-0.10417413285324902,-0.048963005172281714,0.05573836819240542,-0.022963965993928605,-0.060756416136065756,-0.0613672788426109,-0.04737045483177849,-0.30343994265601976,-0.06056076396124285,-0.03994328647494567,-0.044797222450292114,-1.7486713491377976,0.046148708119030026,-0.007878824458190744,-0.1886054106284396,0.12344587196001634,0.21539177245828264,0.15284387887932424,-0.21070025569710069,-0.6009082749689302,-1.3358987943080578,-1.5544780288681743,-0.3472710765436457,-0.6681226382505675,-0.8387728266003726,-0.18672874566469816,-0.05306869722349306
5166,5166,"If I could, Stephen said, that would cost me very little.",-0.0033638693601935688,0.0023066287851479035,0.001685630124687012,6.216698627370827e-05,-0.10303629786675,-0.051515565899533204,0.055240636661478756,-0.02491782901371187,-0.06180733770150309,-0.06433304176196719,-0.04821227503754064,-0.30084098183255076,-0.08502760765869576,-0.06364759958768688,-0.0779014830773162,-1.7468397663471003,0.02986874060951273,-0.025345129610957546,-0.21437540901484298,0.09684752077725882,0.18090988271988725,0.14472590239683542,-0.23081018896821,-0.6065653778266109,-1.3571776855946869,-1.5499649834381517,-0.39098462421846386,-0.7198902851732543,-0.8385490696986768,-0.18672874566469816,-0.08349911796110027
5167,5167,"Then do so, Cranly said.",-0.004527882511320571,0.0028208774597392257,-0.0019453334895899066,-0.0001006882732462711,-0.10353264935320747,-0.05008380516687436,0.0548147488643886,-0.02586525588068732,-0.062157644889982204,-0.06371764301358641,-0.048701666107492256,-0.30031925573995977,-0.08858207632846937,-0.04987283740918573,-0.09503456567196822,-1.7520634355154079,0.02410663780955805,-0.007265786158625145,-0.21437540901484298,0.09964734721754909,0.16366893785068967,0.140666914155591,-0.22075522233265535,-0.6385018113946926,-1.3355205391849987,-1.562384101098323,-0.37070944802622524,-0.714930531135059,-0.7994978919261387,-0.16189514148320036,-0.09845713513398043
5168,5168,Do as she wishes you to do.,-0.004527882511320571,0.0028208774597392257,-0.0019453334895899066,0.0005507327648336461,-0.1033686501778575,-0.05008380516687436,0.0548147488643886,-0.02586525588068732,-0.062157644889982204,-0.06756167823020148,-0.048701666107492256,-0.30008577089506827,-0.08858207632846937,-0.04987283740918573,-0.09503456567196822,-1.7558766164233501,0.015182054787718372,-0.007265786158625145,-0.21437540901484298,0.09964734721754909,0.16366893785068967,0.140666914155591,-0.22075522233265535,-0.6705368221808926,-1.3120066915517647,-1.5603092521989699,-0.4106935822821486,-0.75295592223692,-0.7997668911166513,-0.18672874566469816,-0.1269655313960556
5169,5169,What is it for you?,-0.004527882511320571,0.0028208774597392257,-0.0019453334895899066,-0.0017292408684460641,-0.1046458118973972,-0.05008380516687436,0.0548147488643886,-0.02586525588068732,-0.05865457300519109,-0.06799855837449346,-0.04551965758022288,-0.2993797327512979,-0.08858207632846937,-0.04987283740918573,-0.09503456567196822,-1.7551990229282102,0.026382317589505253,-0.007265786158625145,-0.21437540901484298,0.09964734721754909,0.16366893785068967,0.140666914155591,-0.22075522233265535,-0.6705481156538574,-1.3003524712463814,-1.5593094000022016,-0.4528771588387963,-0.7025960894681144,-0.8029252099646432,-0.18672874566469816,-0.15545125956042363
5170,5170,You disbelieve in it.,-0.00494360149386593,0.0023923368975797906,-0.0037608152967283657,0.0023692831628067484,-0.10567189523343648,-0.0514106625600144,0.05510612673876987,-0.02514824622505736,-0.05918003378790976,-0.06786731777434468,-0.047499827793857245,-0.30085526190215356,-0.09981569815307044,-0.060756353583697034,-0.11216764826662007,-1.7826993112220813,0.06367798860915547,-0.018867101037632117,-0.18014196775782843,0.0973141585173072,0.15504846541609077,0.14472590239683542,-0.23081018896821,-0.6704761511398082,-1.281401746915455,-1.585195171640095,-0.455246713387088,-0.7026251840365648,-0.7640754835516678,-0.18672874566469816,-0.15604213405620163
5171,5171,It is a form: nothing else.,-0.004527882511320572,0.0028208774597392257,-0.005966210563127595,0.003775266903329236,-0.10171849918340677,-0.05017575261109975,0.05532670790542003,-0.026208071731713526,-0.058687935594570056,-0.0639622723534751,-0.04610646650055359,-0.30424946106680634,-0.09810101139240694,-0.05909510653574732,-0.12539173214468655,-1.7335311050340998,0.07279774727550786,-0.011889875749853262,-0.13896483662791628,0.10431372461803286,0.14642799298149198,0.15690286712056867,-0.22075522233265535,-0.6383316110729742,-1.2602962655660161,-1.5892864790480286,-0.4545666482856808,-0.6532991940022504,-0.721478031237956,-0.18672874566469816,-0.14184190812666553
5172,5172,And you will set her mind at rest.,-0.005941327051974789,0.0013638395483971458,-0.005966210563127595,0.004426687941409153,-0.10184331271508906,-0.05281838317930218,0.055040504709235716,-0.027996146757967723,-0.06289162185631941,-0.0676360282861901,-0.04928847502782296,-0.3064611582828411,-0.10752156419338012,-0.06822205956862369,-0.12539173214468655,-1.774291517144408,0.06967741813345225,-0.03443877874200082,-0.13896483662791628,0.09638088303721044,0.14642799298149198,0.15284387887932424,-0.24086515560376462,-0.6705476588370595,-1.2552904204847009,-1.6105898244237666,-0.49905848549805604,-0.6990464739604877,-0.7642492909630108,-0.23639595402769398,-0.17011206361300824
5173,5173,"He ceased and, as Stephen did not reply, remained silent.",-0.005941327051974789,0.0013638395483971458,-0.005966210563127595,0.004100977422369195,-0.10259799918572617,-0.051108014672573365,0.055040504709235716,-0.027996146757967723,-0.06289162185631941,-0.06802092224357711,-0.04928847502782296,-0.30221358372173657,-0.10752156419338012,-0.06822205956862369,-0.12539173214468655,-1.774291517144408,0.06967741813345225,-0.03443877874200082,-0.13896483662791628,0.09638088303721044,0.14642799298149198,0.15284387887932424,-0.23081018896821,-0.670443846017577,-1.2252352066812957,-1.584076750491738,-0.496588531505894,-0.6900926295076377,-0.7216023925892948,-0.21156234984619607,-0.1826946900524918
5174,5174,"Then, as if giving utterance to the process of his own thought, he said:",-0.004860457697356859,0.0024780450100116776,-0.0073409496919060475,0.0030587037614413274,-0.1032859249301146,-0.05117140859149522,0.054457748960473173,-0.029878355644954526,-0.06528538764426,-0.06765132988082627,-0.052470483555092325,-0.3011123025588368,-0.11102030679835888,-0.0716117608000064,-0.13607608631943444,-1.8015320854358612,0.055398210506839386,-0.007219845031861943,-0.17223376148869401,0.10244717365783935,0.13780752054689308,0.14472590239683542,-0.23081018896821,-0.6382669508190941,-1.2154779123239918,-1.5575461001263562,-0.49791092206225157,-0.690041261877033,-0.7207747479847428,-0.21156234984619607,-0.1510456601137741
5175,5175,Whatever else is unsure in this stinking dunghill of a world a mother's love is not.,-0.004278451121793358,0.003078001797034887,-0.009013727487681152,0.0018282418006237066,-0.103600861399592,-0.04976914818718418,0.054457748960473173,-0.029878355644954526,-0.06948907390600935,-0.07069811278203823,-0.0556524920823617,-0.3011123025588368,-0.10553450004816375,-0.06629692401555627,-0.15118604489856036,-1.8081922514167872,0.04037210575860629,0.0096918322122487,-0.17223376148869401,0.105713637838178,0.12918704811229428,0.14472590239683542,-0.22075522233265535,-0.6386892630421408,-1.1952130063525435,-1.5508870396902934,-0.4994698762457974,-0.7358567615876432,-0.7207657335149166,-0.21156234984619607,-0.18283262044645884
5176,5176,"Your mother brings you into the world, carries you first in her body.",-0.004278451121793358,0.003078001797034887,-0.009013727487681152,0.001467633725972324,-0.10486205859763746,-0.04976914818718418,0.054457748960473173,-0.029878355644954526,-0.07229153141384224,-0.06681837384460541,-0.05883450060963107,-0.30097957657399704,-0.10553450004816375,-0.06629692401555627,-0.15118604489856036,-1.8075281462698554,0.03827313926781093,0.0096918322122487,-0.17223376148869401,0.105713637838178,0.12918704811229428,0.14472590239683542,-0.22075522233265535,-0.6387039446531669,-1.1757427810538583,-1.5806322241462496,-0.5407143769066727,-0.729066747702163,-0.6781943982477311,-0.21156234984619607,-0.20186554802702092
