,baseline_sentimentr_stdscaler_roll10,baseline_syuzhet_stdscaler_roll10,baseline_bing_stdscaler_roll10,baseline_sentiword_stdscaler_roll10,baseline_senticnet_stdscaler_roll10,baseline_nrc_stdscaler_roll10,baseline_afinn_stdscaler_roll10,baseline_vader_stdscaler_roll10,baseline_textblob_stdscaler_roll10,baseline_flair_stdscaler_roll10,baseline_pattern_stdscaler_roll10,baseline_stanza_stdscaler_roll10,sentimentr_jockers_rinker_stdscaler_roll10,sentimentr_jockers_stdscaler_roll10,sentimentr_huliu_stdscaler_roll10,sentimentr_senticnet_stdscaler_roll10,sentimentr_sentiword_stdscaler_roll10,sentimentr_nrc_stdscaler_roll10,sentimentr_lmcd_stdscaler_roll10,syuzhetr_syuzhet_stdscaler_roll10,syuzhetr_bing_stdscaler_roll10,syuzhetr_afinn_stdscaler_roll10,syuzhetr_nrc_stdscaler_roll10,transformer_roberta15lg_stdscaler_roll10,transformer_nlptown_stdscaler_roll10,transformer_yelp_stdscaler_roll10,transformer_hinglish_stdscaler_roll10,transformer_imdb2way_stdscaler_roll10,transformer_huggingface_stdscaler_roll10,transformer_t5imdb50k_stdscaler_roll10,transformer_robertaxml8lang_stdscaler_roll10
2941,-0.36048934244576286,-0.33576238432824335,-0.747453093860866,0.560000336619705,-0.751920884934803,0.6518232770263421,-0.23377947661089846,-0.30563025433424595,0.8318714786031149,-1.0769781257766766,0.41961001188674996,-0.12801883723191815,-0.4354747476677049,-0.39519734396682776,-0.7941243108132876,-0.7671016399481142,0.9302494832012544,0.4940300277726528,-0.6708466638215983,-0.24319253264513524,-0.7200789457529698,-0.6004115408009245,0.43096897558617303,0.08501557593441177,-0.738688981181818,1.1728081655934723,0.16475842817451533,0.6514333616395316,0.6984730265397333,-0.6301902776665476,0.8869461507695781
2942,-0.368529409197077,-0.34396011249390485,-0.747453093860866,0.590309038079241,-0.7302469954622267,0.6254139628307849,-0.2342653361062737,-0.30875206330255694,0.8318714786031149,-1.0878234807291782,0.41961001188674996,-0.12640247996207443,-0.41400264886458293,-0.4088423107200658,-0.7633081320397042,-0.731372066550047,0.9721276456243071,0.4529093673834197,-0.6708466638215983,-0.25178097583994263,-0.7200789457529698,-0.6004115408009245,0.40646510761319077,0.014553093243473003,-0.7975891129068019,1.1733950876542882,0.2777902575523599,0.566171605881188,0.6980158719979654,-0.6301902776665476,0.912470199750592
2943,-0.3785794926362196,-0.35420727270098173,-0.747453093860866,0.5956263541247736,-0.7506361993255298,0.6254139628307849,-0.2507083581988468,-0.32387710675367526,0.9013898693487973,-1.163326786353234,0.4547199264267134,-0.11246555849232477,-0.4249529122053322,-0.420508463863079,-0.7633081320397042,-0.7649786839906125,0.9746767095878182,0.4529093673834197,-0.6708466638215983,-0.26251652983345186,-0.7200789457529698,-0.6188711901134671,0.40646510761319077,-0.05774132788109048,-0.8237176276903035,1.0820620970991128,0.23447634532645087,0.5503812763245458,0.6348825913397936,-0.7005879665948636,0.8296632394749408
2944,-0.3966696428266763,-0.3726521610737201,-0.7666165016592313,0.5858779413746307,-0.7481704317851506,0.5992076731348787,-0.2740010785755605,-0.3487910783263576,0.8608374747471491,-1.16500267748274,0.42542464103224736,-0.09518747894181073,-0.4367751740436338,-0.43310362370633,-0.7633261044001368,-0.7770796432822369,0.9248705181187777,0.41370235605721306,-0.6708466638215983,-0.28184052702176854,-0.7396056462555549,-0.6465606640822812,0.3819612396402087,-0.05786798149126072,-0.8496048003757666,1.083103250959159,0.23389792643074764,0.5566345778226679,0.5818167759735685,-0.7005879665948636,0.825642097703493
2945,-0.3715444342288198,-0.34703426055602793,-0.710677118311785,0.6558006473733843,-0.6650181196881636,0.6480194684132145,-0.22900343436723247,-0.2723309586722637,0.8968035866259917,-1.164998842491597,0.4843777446041764,-0.09351286919363137,-0.4231346259387737,-0.41857130441919865,-0.7469763308610367,-0.7220949307095718,0.9684623147761989,0.46335119026512533,-0.6143995333819724,-0.26036941903475,-0.7005522452503845,-0.6096413654571958,0.43096897558617303,-0.057839088272226724,-0.8252159429877829,1.074343221138784,0.21377306571191812,0.5518880903426481,0.5835717717799627,-0.7005879665948636,0.8654752467200584
2946,-0.33938416722356335,-0.3142433478933819,-0.6935087488487316,0.6880590313829489,-0.7487506123828869,0.695667612495771,-0.22900343436723247,-0.2954299250308118,0.8825887922219746,-1.2381244536069715,0.45550203035882386,-0.09833255005585437,-0.39779533440961284,-0.3915754189034061,-0.7328776513914899,-0.835139593038579,0.9964500387359312,0.5055400976479236,-0.6143995333819724,-0.22601564625552045,-0.6810255447477994,-0.6096413654571958,0.4799767115321371,0.014018295665857336,-0.8225859722381651,1.1188461403293986,0.17078270973524798,0.5521866950392339,0.528192890333777,-0.7005879665948636,0.8630603062116491
2947,-0.34139418391139187,-0.31629277993479726,-0.6675086614072911,0.6986936634740144,-0.7452488080608359,0.695667612495771,-0.22900343436723247,-0.2954299250308118,0.8825887922219746,-1.1620919192051768,0.45550203035882386,-0.1016326515112517,-0.40125811172315407,-0.3952645804498314,-0.7017486099899787,-0.8283413025990864,1.0122777193188897,0.5055400976479236,-0.6143995333819724,-0.2281627570542223,-0.6614988442452143,-0.6096413654571958,0.4799767115321371,0.08595112097079814,-0.7653264538116047,1.2104232947070699,0.1781273492432607,0.5489678611294353,0.5913385623332295,-0.6301902776665476,0.9251236178235763
2948,-0.34139418391139187,-0.31629277993479726,-0.6675086614072911,0.7013523214967807,-0.7595461156479083,0.695667612495771,-0.22900343436723247,-0.30010053844851703,0.8825887922219746,-1.1507786953332262,0.45550203035882386,-0.10491487354466908,-0.40125811172315407,-0.3952645804498314,-0.7017486099899787,-0.8562993754313726,1.0165078448880842,0.5055400976479236,-0.6143995333819724,-0.2281627570542223,-0.6614988442452143,-0.6096413654571958,0.4799767115321371,0.08645077056365484,-0.7063468597127468,1.2099047700270005,0.12856003119784254,0.544464326292101,0.5307873250583555,-0.6301902776665476,0.9272857157394391
2949,-0.2951638000913358,-0.2691558429822436,-0.6801810622848448,0.724204120216272,-0.9427588601187683,0.610826173658883,-0.24779341842981262,-0.3508057341140465,0.8673816442463562,-1.1514344788186852,0.39772879894180124,-0.32512481048685515,-0.3882223446965191,-0.3813765807061687,-0.7029815037443357,-0.9914352970821727,1.0404206796943365,0.4764064424927687,-0.6143995333819724,-0.17877920868407976,-0.6614988442452143,-0.6557904887385525,0.40646510761319077,0.014236737639295855,-0.7594281505204896,1.1350065277755346,0.034522407328263394,0.5442586487467659,0.5272976621063084,-0.6301902776665476,0.9802624239654666
2950,-0.3001888418109071,-0.274279423085782,-0.7031560677586214,0.7667426485805329,-0.9535336426481564,0.610826173658883,-0.24779341842981262,-0.3508057341140465,0.8326224488735151,-1.1527690557364607,0.3765795099967705,-0.3266842613576947,-0.3952907092890704,-0.3889070501790347,-0.7283982596162272,-1.0073732800520314,1.0607936792802537,0.4764064424927687,-0.7021501637268954,-0.18414698568083437,-0.6810255447477994,-0.6557904887385525,0.40646510761319077,0.08627017661359537,-0.7576064965755916,1.180715084356942,0.16295150253495497,0.611686188381539,0.5879831477079327,-0.5597925887382323,0.9827140310888919
2951,-0.31526396696962106,-0.2896501633963974,-0.6900491364886082,0.7951016674900401,-0.9270111010373556,0.5908750512572061,-0.24779341842981262,-0.3508057341140465,0.8615884450175497,-1.1527498807807455,0.4037316786711141,-0.3724719701665387,-0.38632707499451246,-0.37935740491989856,-0.7158113417558984,-1.0030481910263467,1.0716975259891015,0.53455983810896,-0.7021501637268954,-0.20025031667109824,-0.6810255447477994,-0.6557904887385525,0.3819612396402087,0.08631961688911723,-0.6704235853738109,1.1575104530389833,0.28808869716444147,0.6119312153375269,0.587999163714453,-0.48939489980991635,0.9425692535048967
2952,-0.3474242339748774,-0.3224410760590434,-0.7354098481200381,0.785796364410358,-0.9545075172229279,0.5392431528945891,-0.2635261599430351,-0.3508057341140465,0.8036564527294809,-1.167031387797405,0.37577343215241943,-0.399296118401395,-0.42610554263906053,-0.42173644923098647,-0.7652992901872719,-1.0457719711045865,1.0567826931379833,0.46147138164015605,-0.7021501637268954,-0.23460408945032785,-0.7200789457529698,-0.6742501380510952,0.3329535036942444,0.08621260600595279,-0.7291117756957685,1.1028224762248846,0.24159092752191036,0.611875425169802,0.5824673967868726,-0.5597925887382323,0.9126402539982217
2953,-0.3353641338479063,-0.31014448381055115,-0.7354098481200381,0.7911136804558907,-0.9068912667372869,0.5925180324507408,-0.2635261599430351,-0.3508057341140465,0.8036564527294809,-1.2341935876853614,0.37577343215241943,-0.3976619479569248,-0.406517116077909,-0.40086740006002614,-0.7652992901872719,-0.9614802762212875,1.0637913332073903,0.5481613454536508,-0.7021501637268954,-0.22172142465811676,-0.7200789457529698,-0.6742501380510952,0.3819612396402087,0.15823010374504023,-0.793476027653633,1.0526354388732315,0.24640720222508553,0.6984586071036502,0.5810254887445176,-0.6301902776665476,0.9169602991947682
2954,-0.36551438416533416,-0.34088596443178176,-0.7570022605773129,0.8212451380472425,-0.9221417281634975,0.5404707333795896,-0.2643085974282216,-0.37483035313180296,0.768173107453039,-1.309961507698287,0.37617438342483217,-0.3955947181995564,-0.4813463651428089,-0.48058872291800847,-0.824406227840221,-0.9990390378115451,1.0831256568937304,0.44622573164737145,-0.7021501637268954,-0.25392808663864447,-0.7396056462555549,-0.6742501380510952,0.3329535036942444,0.08588598766505336,-0.8915440830047116,0.9589732249678926,0.1520443346685864,0.6114200169806483,0.5178936123378298,-0.6301902776665476,0.8301573886185928
2955,-0.35043925900662026,-0.32551522412116646,-0.7158412845384688,0.8425144022293729,-0.9196759606231185,0.5656758121190321,-0.2387750526278159,-0.3449493172897735,0.8492778966563349,-1.309823448017138,0.4186239430241203,-0.4122155116348598,-0.4640324785751027,-0.46214291518588146,-0.7829008393048729,-1.0093503178309764,1.111953675239473,0.47687526228404103,-0.5588539844251305,-0.23782475564838063,-0.7005522452503845,-0.6465606640822812,0.3574573716672267,0.08558385528590302,-0.9197458608622093,0.9863959530670089,0.14745733807879932,0.5246300994974423,0.5178830493508296,-0.7005879665948636,0.8306796971777058
2956,-0.3805895093240481,-0.3562567047423971,-0.7731999146332159,0.8691009824570359,-0.9215822683013947,0.510569051166804,-0.31949862503976406,-0.3036034985117961,0.8279154745001094,-1.3064371508378392,0.40850739287493615,-0.4140592747126681,-0.4040554161516001,-0.39824476282849997,-0.711011397573763,-0.9657995242887262,1.1204139263778623,0.5830483508657407,-0.5588539844251305,-0.27003141762890837,-0.7396056462555549,-0.7019396120199092,0.3084496357212624,0.08531382336590672,-0.91963163130401,0.9432302959443147,0.05975327580010624,0.5126327586585996,0.5201455736867823,-0.7005879665948636,0.8617616237461883
2957,-0.3846095426997052,-0.36035556882522785,-0.7552710108428499,0.8744182985025686,-0.9422408417279324,0.510569051166804,-0.31236080054093174,-0.34485251701168634,0.8076392771992853,-1.3732196866026358,0.3756150049827463,-0.37694999713083244,-0.3902043068974351,-0.38348811664279836,-0.7141243017139142,-0.9859823411665386,1.1299105347276375,0.5830483508657407,-0.5588539844251305,-0.27432563922631203,-0.7200789457529698,-0.6927097873636379,0.3084496357212624,0.013682239060459615,-0.8597312413399404,0.9685317053621513,-0.050660628017979006,0.4935669763414801,0.457120548566151,-0.7709856555231788,0.8330972322337425
2958,-0.4026996928901619,-0.37880045719796623,-0.7730772189410227,0.856605289750034,-0.9651786960741486,0.46242284242965165,-0.3219112998823577,-0.40093617812843335,0.7419830192728079,-1.4478256042992215,0.3178417735657237,-0.40720869299938267,-0.41982450154259005,-0.4150447757023415,-0.7294511821893918,-1.0491883999193636,1.133004543280633,0.5377759937791288,-0.5588539844251305,-0.3065323012068398,-0.7396056462555549,-0.7019396120199092,0.2594418997752981,-0.05845555176616467,-0.8616065192904155,0.9465159663323518,-0.010404184126381688,0.4261694751607853,0.3942170656524684,-0.7709856555231788,0.8056815681289228
2959,-0.4177748180488759,-0.39417119750858154,-0.7730772189410227,0.8761021152503206,-0.9490994052226003,0.48798953676882584,-0.3128475028486082,-0.4503406200571665,0.7612936833688312,-1.3721343841091567,0.32862677214993075,-0.42083677482240844,-0.4767237389299001,-0.47566388562007633,-0.7749180573070445,-1.0455310654348529,1.1118132200426327,0.43705135793923205,-0.6373405342330123,-0.3226356321971037,-0.7396056462555549,-0.6927097873636379,0.2839457677482801,-0.05869510411350132,-0.8347916092284051,0.9470416429981646,0.11530405926658428,0.4222905171014344,0.3945539917635081,-0.7709856555231788,0.8855809475644897
2960,-0.4157648013610473,-0.3921217654671662,-0.739524883295011,0.897371379432451,-0.9478354403489605,0.48798953676882584,-0.2785991093282389,-0.46803087087759465,0.7361898200440009,-1.4206163421393934,0.39389374441820135,-0.40387638934880804,-0.5160167307758705,-0.5175257154279881,-0.8189411698407351,-1.0929432607085052,1.047393667550921,0.43705135793923205,-0.7522330787574977,-0.32048852139840184,-0.7200789457529698,-0.6742501380510952,0.2839457677482801,-0.05871950374308066,-0.8644060702504464,0.953454200977486,0.27321566859258045,0.42254736712206675,0.39240094061134884,-0.7709856555231788,0.8537116422974692
2961,-0.4037047012340762,-0.37982517321867393,-0.739524883295011,0.8920540633869184,-0.9057101848061806,0.5172637222875139,-0.271183584697374,-0.504548775785975,0.6898442262135467,-1.4209691613245528,0.37284356572462635,-0.3722581461325835,-0.4734553840018916,-0.4721818571126907,-0.8522195148987798,-0.9815712289747115,0.9712590990785527,0.572187637587385,-0.4937770817780163,-0.3076058566061908,-0.7200789457529698,-0.6650203133948238,0.3084496357212624,-0.05890736038695128,-0.8924378104682033,0.9284363555816247,0.2729971553389875,0.4915178284195794,0.3818343666440425,-0.7709856555231788,0.8561006469449778
2962,-0.43887999327107535,-0.41569023394344307,-0.7595626996132864,0.9026886954779836,-0.9521867948319827,0.4672622559138752,-0.3294153366889914,-0.5765076825090159,0.6628092964791142,-1.4973775248583652,0.33188199876133573,-0.41249278110134735,-0.5117813056945141,-0.513013393113237,-0.8719072493400709,-1.03045183608259,0.900284341509299,0.5140342419711936,-0.4937770817780163,-0.34518029558347313,-0.7396056462555549,-0.7203992613324518,0.2594418997752981,-0.13125226208968638,-1.0099944847092115,0.8252312279568098,0.2779786798216584,0.4830050603085002,0.31863029286207545,-0.8413833444514941,0.8214162935600894
2963,-0.4519451017419608,-0.429011542212643,-0.7595626996132864,0.897371379432451,-0.9198002850369188,0.44085294171831774,-0.3294153366889914,-0.5657447015892001,0.7014306246711597,-1.5739507930113275,0.3572338594643203,-0.4234660534005351,-0.5383068436220522,-0.5412730776554254,-0.8719072493400709,-0.9787398874647948,0.8820628312448098,0.47291358158196056,-0.4937770817780163,-0.35913651577503514,-0.7396056462555549,-0.7203992613324518,0.23493803180231604,-0.12958642890967095,-1.0088323331167806,0.744129008741073,0.314416769876347,0.48790463263148487,0.27120399103761417,-0.8413833444514941,0.8221896995219004
2964,-0.4519451017419608,-0.44950586262679676,-0.7136126886657331,0.9452272238422444,-0.9218309171289957,0.41482929218274206,-0.30972286765111934,-0.6247807711876054,0.6898442262135461,-1.650497216226289,0.371333385427674,-0.4285828627371434,-0.5552709186441751,-0.5894680822817674,-0.8515738446425578,-0.9817726793811776,0.9169555983608144,0.4353757261241405,-0.4937770817780163,-0.38060762376205365,-0.7200789457529698,-0.7019396120199092,0.21043416382933375,-0.201942337964096,-1.062407587118214,0.6968441956394125,0.2246083586591768,0.40740321221860504,0.20810425219844092,-0.91178103337981,0.7265727252400103
2965,-0.46199518518110344,-0.45975302283387365,-0.7471650243117448,0.9452272238422444,-0.9340975926239912,0.41482929218274206,-0.35154495859024726,-0.6291791338231907,0.6087394370102504,-1.6511069798180318,0.31356015401065096,-0.4185699565397607,-0.5797564518456145,-0.6155543937454678,-0.8955969571762484,-0.9827308588680492,0.9169555983608144,0.4353757261241405,-0.4937770817780163,-0.3913431777555629,-0.7396056462555549,-0.7203992613324518,0.21043416382933375,-0.2019588813661948,-1.0623468197190897,0.6467585002259673,0.22564437343109345,0.41034730124664837,0.20810498165525176,-0.91178103337981,0.7261731392644323
2966,-0.5152606274085594,-0.5140629719313812,-0.7838310769316461,0.9239579596601141,-0.964039055614309,0.3662176897658021,-0.38824733175272014,-0.6736528115868592,0.5623938431797956,-1.6533351096721345,0.2740780609263078,-0.45799158889524966,-0.6279530551494535,-0.6669019218933315,-0.9282965042544488,-1.0081608816715042,0.9425412344289742,0.38708195968343057,-0.550224212217642,-0.4482416139211619,-0.7786590472607253,-0.7665483846138085,0.16142642788336967,-0.201964609505682,-1.063514659790188,0.6377545429828654,0.2329609989920738,0.41094464093588046,0.20847688588009627,-0.91178103337981,0.7287666404187453
2967,-0.5484259027577301,-0.5068899597864274,-0.8031917011216357,0.9625085009902258,-0.9578021141886442,0.3662176897658021,-0.38824733175272014,-0.6736528115868592,0.628050101106273,-1.6601000340484462,0.31271440339380335,-0.4284594564492017,-0.6616499267647166,-0.6592868011636623,-0.946655411284311,-1.0221784625562749,0.9859105629810467,0.38708195968343057,-0.550224212217642,-0.4407267261257055,-0.7981857477633104,-0.7665483846138085,0.16142642788336967,-0.2021430149352289,-1.094638663997903,0.6132623242589077,0.1791222103879665,0.41077013281443925,0.2145213271178396,-0.9821787223081253,0.7551318628943129
2968,-0.5554609611651299,-0.5140629719313812,-0.8365061888872644,0.9492152108763939,-0.9765543799369059,0.34268536720926884,-0.4012771735422351,-0.6826612874663455,0.6124084631884944,-1.6594174056249864,0.28606014082572373,-0.3767047466691735,-0.6505573100005376,-0.6474689880297899,-0.9939059739434094,-1.0617011159660499,0.9897545197723251,0.352189922313716,-0.6317898274044637,-0.4482416139211619,-0.8372391487684807,-0.7850080339263512,0.1369225599103874,-0.13349261643709226,-1.0646723060870675,0.6555898106472237,0.19593129204564202,0.4857643400084594,0.21451851672997085,-1.0173775667722829,0.7498471764284195
2969,-0.5976713116095289,-0.557101044801104,-0.7938036974083035,0.9066766825121331,-1.0756202170003737,0.36477328101017836,-0.4089908815764437,-0.7084706616113338,0.6263121413376311,-1.6607519825427628,0.33078111886932055,-0.5083579434533853,-0.6879774418208444,-0.6873355167937978,-0.9830321866334131,-1.1128078211516395,0.9675173670372635,0.3497214481445637,-0.7558879589450419,-0.4986987176906554,-0.7981857477633104,-0.812697507895165,0.1369225599103874,-0.2058204416365781,-1.0911273751524586,0.6062019673502999,0.1907916769859906,0.3986371381397734,0.15158452291861327,-1.0877752557005989,0.7095157628893836
2970,-0.6459117121174136,-0.606287413795073,-0.8188459637295472,0.8818625409663142,-1.1111769993473533,0.33986605756143984,-0.4089908815764437,-0.7327856814633518,0.610512507077249,-1.6757122829917381,0.3229290505311516,-0.531595733021621,-0.7482917048401169,-0.751592914738957,-1.01238092832254,-1.15011291347381,0.9369927660423331,0.32134549663254075,-0.7558879589450419,-0.5502293768594998,-0.8177124482658957,-0.812697507895165,0.11241869193740535,-0.20586671999636957,-1.1508074162135813,0.6304412811739161,0.22446359511758693,0.39802578641205943,0.15158394425390775,-1.0877752557005989,0.6458368926558041
2971,-0.6428966870856708,-0.6032132657329501,-0.8188459637295472,0.8543897413977287,-1.092901310518661,0.3667632310787248,-0.37395677316385545,-0.7072848582047662,0.5773332751304463,-1.6829259013317854,0.301248443782904,-0.5405026948847581,-0.7363362292008501,-0.7388558320437651,-1.01238092832254,-1.1181079667836178,0.8954607447560295,0.36731979258754477,-0.7558879589450419,-0.5470087106614471,-0.8177124482658957,-0.7850080339263512,0.1369225599103874,-0.13732236546109192,-1.1505394776241524,0.6597498409317776,0.259370350365871,0.46284744650630866,0.21389749452210255,-1.0173775667722829,0.6178123944727314
2972,-0.6690269040274417,-0.6298558822713499,-0.8636007848211799,0.8490724253521961,-1.0490976753895729,0.34279462225624036,-0.391874399146984,-0.7370509437165671,0.5358153473239967,-1.7521321514989794,0.23299435624983494,-0.5826208137470715,-0.7680897461477894,-0.7726852825332099,-1.0605418017262809,-1.0812372522603575,0.8963539172335554,0.345339875059774,-0.8707805034695276,-0.574921151044571,-0.8567658492710658,-0.7942378585826225,0.11241869193740535,-0.20923644373529182,-1.1470770434233872,0.6841597961073019,0.162854582814675,0.38838691634574357,0.21318569923644126,-1.0173775667722829,0.5504678915822949
2973,-0.6941521126252982,-0.6554737827890421,-0.9307054561132034,0.8139781394516806,-1.0542778592979325,0.2857255135832927,-0.4432469894275379,-0.7733147478949686,0.4373309604342803,-1.8174075357445636,0.17522112483281232,-0.5883428169132577,-0.8293035791513877,-0.837901061192461,-1.148588026793662,-1.0971359942592405,0.8216661415969914,0.21530492933953177,-1.02276905362313,-0.6017600360283442,-0.8958192502762364,-0.8219273325514364,0.06341095599144105,-0.20974175240189966,-1.2193716522193907,0.6263174021989704,0.11546184089357796,0.38687571395628023,0.20019053358724093,-1.0173775667722829,0.4875930410494526
2974,-0.6941521126252982,-0.6554737827890421,-0.9307054561132034,0.8014824467446791,-1.0599346201258613,0.2857255135832927,-0.4432469894275379,-0.7733147478949686,0.4553542469239014,-1.8216988908336191,0.18432369526909917,-0.6132697617900859,-0.8293035791513877,-0.837901061192461,-1.148588026793662,-1.1029097827559342,0.8284641588239078,0.21530492933953177,-1.02276905362313,-0.6017600360283442,-0.8958192502762364,-0.8219273325514364,0.06341095599144105,-0.28174552332593844,-1.2462886277971592,0.6272125102818137,0.10819853091874088,0.3758421704803789,0.14044730073122902,-1.0525764112364406,0.48605427078117014
2975,-0.6941521126252982,-0.6554737827890421,-0.9307054561132034,0.8147757368585106,-1.031837302606919,0.2857255135832927,-0.4432469894275379,-0.7733147478949686,0.4843202430679361,-1.8216567059310456,0.20536819471017287,-0.6132697617900859,-0.8293035791513877,-0.837901061192461,-1.148588026793662,-1.0985131503468704,0.7928518775122514,0.21530492933953177,-1.02276905362313,-0.6017600360283442,-0.8958192502762364,-0.8219273325514364,0.06341095599144105,-0.28216530271161155,-1.2979685425481544,0.583288337005339,0.09991336575935278,0.4466728608339208,0.13956543456922152,-1.1229741001647566,0.48176027202229177
2976,-0.7423925131331828,-0.6841658313688574,-0.989199184180707,0.8014824467446791,-1.0451192941479528,0.2350908320849221,-0.45840533689920737,-0.822991440605822,0.46307851256231064,-1.8866406308497585,0.16354980856615198,-0.6043338611212818,-0.8799492811231018,-0.8665503620643833,-1.2044769437699119,-1.0821244404661121,0.7908906183353361,0.10122481369076775,-1.0823838677058908,-0.6318195872101701,-0.9543993517839917,-0.8403869818639792,0.014403220045476724,-0.35440866483246325,-1.3574160242395024,0.4820986788156246,0.03927263745767071,0.4466399923493798,0.07685718219471117,-1.1933717890930717,0.4196441800359966
2977,-0.7574676382918968,-0.6995365716794727,-1.0273509427436447,0.7465368476075084,-1.073879675207165,0.20581664656623425,-0.44855910238027136,-0.8261132495741327,0.46307851256231064,-1.8861229070454493,0.15914202472295097,-0.6184824826048666,-0.9223594686784093,-0.9117331789015789,-1.255310455513695,-1.1250786769961092,0.6918123907219902,0.02614910277512765,-1.0823838677058908,-0.647922918200434,-0.9739260522865772,-0.8311571572077079,-0.010100647927505318,-0.42618960163390884,-1.4075716047380968,0.43477159800672,0.08310982907152727,0.42869450599498593,0.0827802847948488,-1.1933717890930717,0.3591994895414071
2978,-0.7825928468897533,-0.7251544721971649,-1.0299131674975774,0.7137467319933907,-1.0769463440809137,0.23000178461891768,-0.46296300121220146,-0.8549536824267254,0.44038848224948424,-1.8857662528691466,0.12913830097156315,-0.5838833139781747,-0.915612418348177,-0.9045450300902897,-1.2302636255946575,-1.1421764394926572,0.6605885664227956,0.030820095915151745,-1.1369797666157893,-0.6747618031842071,-0.9934527527891623,-0.8496168065202504,0.014403220045476724,-0.42619373694485735,-1.3813237409359587,0.44144842307344134,0.08607743390474423,0.41921226743043677,0.022895799318779612,-1.1933717890930717,0.3956494053430522
2979,-0.7624926800114681,-0.7046601517830112,-1.0299131674975774,0.7509679443121189,-1.0949941048176386,0.2791591924715935,-0.46296300121220146,-0.8549536824267254,0.432664216611075,-1.8687580671497899,0.1182437968181658,-0.5534112822235178,-0.8866215470376728,-0.8736588373172683,-1.2302636255946575,-1.1543415569494926,0.706412823432876,0.10363966551848729,-1.1369797666157893,-0.6532906951971886,-0.9934527527891623,-0.8496168065202504,0.06341095599144105,-0.3538650268406276,-1.324293104982172,0.5023001838917825,0.1907567346183623,0.505050499872603,0.08608070553921855,-1.1229741001647566,0.4557239409103487
2980,-0.7996779887362958,-0.7425746445491956,-1.067519524535073,0.7471065600409583,-1.1121715946577586,0.2581332995751536,-0.49327969615554046,-0.826318950165068,0.42107781815346096,-1.8672240706925765,0.10209815943770172,-0.5833014983042011,-0.8824397564721653,-0.8692036559548555,-1.2475481782537525,-1.1843622884368108,0.7083678615332046,0.1617930611346786,-1.1369797666157893,-0.6930122449731728,-1.0325061537943325,-0.8865361051453359,0.038907088018459,-0.35395064029542866,-1.3544417480539095,0.5265858606379675,0.14785820254832838,0.5023750474469396,0.1475508661360613,-1.1229741001647566,0.48674733871512466
2981,-0.8026930137680386,-0.7456487926113187,-1.1288858049688495,0.6646881613352026,-1.0898968038518126,0.2542753201276655,-0.464728398160211,-0.783853878171708,0.4313768390046734,-1.8714540659233432,0.09387073747963778,-0.5377316144084681,-0.8916586311561437,-0.879025228324656,-1.3262991160189168,-1.2084320043330725,0.6107152952849546,0.12662681349598898,-1.1907158338539512,-0.6962329111712257,-1.0715595547995027,-0.8496168065202504,0.038907088018459,-0.3539339825032044,-1.383436907691188,0.5779532391767888,0.05587452286108303,0.43412557940719354,0.14628793889859457,-1.1933717890930717,0.4118028457292608
2982,-0.8278182223658952,-0.7712666931290109,-1.183243029258365,0.6115150008798765,-1.0855661701044244,0.19987965984151246,-0.5020490944211716,-0.8201176823501095,0.332892452114957,-1.8718797499402196,0.03609750606261476,-0.545848500712629,-0.9379319394203036,-0.9283237231503165,-1.3928558061350056,-1.1976487774397555,0.5234013258737457,0.02832963403211957,-1.3056083783784371,-0.7230717961549987,-1.1106129558046733,-0.8773062804890646,-0.010100647927505318,-0.35398591777844257,-1.3886558083245493,0.5456295546390277,0.007263694123809092,0.4340028900295163,0.1462402320461728,-1.1933717890930717,0.38098182344068726
2983,-0.8428933475246091,-0.7866374334396261,-1.2139261694752532,0.5934361263250656,-1.0989932067948924,0.14689283141140175,-0.5549372123648019,-0.8979693060017062,0.300064323151718,-1.8743839991566207,0.012690896369306079,-0.5246031878121578,-0.9390269657543785,-0.90499141686429,-1.3643085911951334,-1.1205449886875676,0.5304085387745134,0.1300980763604552,-1.4415510703564733,-0.7391751271452626,-1.1301396563072585,-0.9142255791141497,-0.05910838387346963,-0.4260028824163794,-1.421679897292534,0.5228124132521332,-0.07303226610090814,0.34872762778141003,0.09620611646756015,-1.1933717890930717,0.31391839066713695
2984,-0.8509334142759232,-0.7948351616052878,-1.2196832977740086,0.617895780134516,-1.0097489984216743,0.09448025201958903,-0.5368194158408288,-0.8842720666523733,0.26965002720048187,-1.8746562835277762,-0.0035796857736451653,-0.49569326511760936,-0.942877314245564,-0.9281658722312548,-1.3778276784960404,-1.0384516791644973,0.5493915221863805,0.0697929965426869,-1.3498985261219985,-0.74776357034007,-1.1301396563072585,-0.8865361051453359,-0.10811611981943395,-0.42601365882951436,-1.4525828404726902,0.523644928961233,0.05178105836630015,0.2616912735388285,0.09605491533833325,-1.1933717890930717,0.34541226857839386
