,sent_no,sent_raw,syuzhet,bing,afinn,nrc,sent_clean,char_len,token_len,syuzhet_medianiqr,syuzhet_lnorm_medianiqr,bing_medianiqr,bing_lnorm_medianiqr,afinn_medianiqr,afinn_lnorm_medianiqr,nrc_medianiqr,nrc_lnorm_medianiqr,syuzhet_roll100,bing_roll100,afinn_roll100,nrc_roll100,mean_roll100,syuzhet_roll100_stdscale,bing_roll100_stdscale,afinn_roll100_stdscale,nrc_roll100_stdscale
1273,1274,"The white men were on horseback, and the colored ones were walking behind, as if tied.",0.4,0,0,1,the white men were on horseback and the colored ones were walking behind as if tied,86,16,0.3298969072164949,0.38160723897626386,0.0,0.0,0.0,0.0,0.5,0.7011562645397805,-0.04438202247190955,-0.10674157303370786,-0.0898876404494382,0.09550561797752809,-0.036376404494381884,0.011079085710630134,0.20538535130478058,1.122051599642221,-0.23315922441174916
1274,1275,I watched them a few moments till they got up to our lane gate.,0.0,0,0,0,i watched them a few moments till they got up to our lane gate,63,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.038764044943819666,-0.10112359550561797,-0.0898876404494382,0.10112359550561797,-0.032162921348314465,0.04124115935629717,0.24925063049767482,1.122051599642221,-0.2017345184360671
1275,1276,"Here they halted, and tied the colored men to the gate-post.",0.0,0,0,0,here they halted and tied the colored men to the gate post,60,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04578651685393203,-0.11797752808988764,-0.11235955056179775,0.09550561797752809,-0.04515449438202232,0.003538567299213354,0.11765479291899211,1.0523815170836415,-0.23315922441174916
1276,1277,I was not yet certain as to what the matter was.,0.8,0,2,0,i was not yet certain as to what the matter was,48,11,0.6597938144329898,1.1098150583124404,0.0,0.0,0.6666666666666666,1.4051863857374391,0.0,0.0,-0.04803370786516799,-0.12359550561797752,-0.12359550561797752,0.09550561797752809,-0.04992977528089873,-0.008526262159053485,0.07378951372609786,1.0175464758043518,-0.23315922441174916
1277,1278,"In a few moments, in rode Mr. Hamilton, with a speed betokening great excitement.",1.5,2,6,1,in a few moments in rode mr hamilton with a speed betokening great excitement,81,14,1.2371134020618557,1.6353136766622014,1.0,2.13551470795986,2.0,3.3128698301861257,0.5,0.8012499496989214,-0.051685393258426415,-0.1348314606741573,-0.12921348314606743,0.0898876404494382,-0.05646067415730324,-0.028131610028737066,-0.013941044659690609,1.000128955164707,-0.2645839303874312
1278,1279,"He came to the door, and inquired if Master William was in.",0.0,1,0,1,he came to the door and inquired if master william was in,59,12,0.0,0.0,0.5,1.2455687368242148,0.0,0.0,0.5,0.934680415926885,-0.04831460674157247,-0.12921348314606743,-0.1348314606741573,0.0898876404494382,-0.05561797752808975,-0.010034365841336788,0.02992423453320352,0.9827114345250624,-0.2645839303874312
1279,1280,He was told he was at the barn.,0.0,0,0,0,he was told he was at the barn,31,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05421348314606686,-0.14606741573033707,-0.14606741573033707,0.06741573033707865,-0.06973314606741558,-0.041704543169287206,-0.10167160304547909,0.9478763932457728,-0.3902827542901596
1280,1281,"Mr. Hamilton, without dismounting, rode up to the barn with extraordinary speed.",0.75,1,0,1,mr hamilton without dismounting rode up to the barn with extraordinary speed,80,12,0.6185567010309279,0.9538195091605929,0.5,1.2455687368242148,0.0,0.0,0.5,0.934680415926885,-0.062078651685392706,-0.16292134831460675,-0.1797752808988764,0.06179775280898876,-0.08574438202247177,-0.08393144627322109,-0.2332674406241619,0.8433712694079039,-0.42170746026584166
1281,1282,"In a few moments, he and Mr. Freeland returned to the house.",0.0,0,0,0,in a few moments he and mr freeland returned to the house,60,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.062078651685392706,-0.16292134831460675,-0.1797752808988764,0.06179775280898876,-0.08574438202247177,-0.08393144627322109,-0.2332674406241619,0.8433712694079039,-0.42170746026584166
1282,1283,"By this time, the three constables rode up, and in great haste dismounted, tied their horses, and met Master William and Mr. Hamilton returning from the barn; and after talking awhile, they all walked up to the kitchen door.",-0.1,1,3,1,by this time the three constables rode up and in great haste dismounted tied their horses and met master william and mr hamilton returning from the barn and after talking awhile they all walked up to the kitchen door,224,39,-0.08247422680412372,-0.0391536266086259,0.5,0.383472969219657,1.0,0.5948898528698746,0.5,0.28775985119922814,-0.07471910112359495,-0.16853932584269662,-0.2247191011235955,0.05056179775280899,-0.10435393258426952,-0.15179611197597193,-0.27713271981705606,0.7040311042907453,-0.4845568722172058
1283,1284,There was no one in the kitchen but myself and John.,0.0,0,-1,-1,there was no one in the kitchen but myself and john,52,11,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.7025931928687196,-0.5,-1.0195741866741042,-0.07191011235955001,-0.16853932584269662,-0.2247191011235955,0.05056179775280899,-0.10365168539325828,-0.13671507515313844,-0.27713271981705606,0.7040311042907453,-0.4845568722172058
1284,1285,Henry and Sandy were up at the barn.,0.0,0,0,0,henry and sandy were up at the barn,36,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07471910112359495,-0.16853932584269662,-0.2247191011235955,0.0449438202247191,-0.105758426966292,-0.15179611197597193,-0.27713271981705606,0.7040311042907453,-0.5159815781928879
1285,1286,"Mr. Freeland put his head in at the door, and called me by name, saying, there were some gentlemen at the door who wished to see me.",0.0,0,0,0,mr freeland put his head in at the door and called me by name saying there were some gentlemen at the door who wished to see me,132,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07191011235955001,-0.16292134831460675,-0.20786516853932585,0.0449438202247191,-0.09943820224719088,-0.13671507515313844,-0.2332674406241619,0.7562836662096797,-0.5159815781928879
1286,1287,"I stepped to the door, and inquired what they wanted.",0.0,0,0,0,i stepped to the door and inquired what they wanted,53,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07808988764044889,-0.16292134831460675,-0.21910112359550563,0.033707865168539325,-0.1066011235955055,-0.16989335616337214,-0.2332674406241619,0.7214486249303901,-0.578830990144252
1287,1288,"They at once seized me, and, without giving me any satisfaction, tied melashing my hands closely together.",-0.35,0,0,1,they at once seized me and without giving me any satisfaction tied melashing my hands closely together,107,17,-0.288659793814433,-0.31427633209927897,0.0,0.0,0.0,0.0,0.5,0.659936025589764,-0.0823033707865163,-0.16853932584269662,-0.2247191011235955,0.028089887640449437,-0.11186797752808975,-0.19251491139762242,-0.27713271981705606,0.7040311042907453,-0.6102556961199341
1288,1289,I insisted upon knowing what the matter was.,0.6,0,1,1,i insisted upon knowing what the matter was,44,8,0.4948453608247423,1.1441070966310833,0.0,0.0,0.3333333333333333,0.965736710797079,0.5,1.4014371779378136,-0.07050561797752754,-0.15168539325842698,-0.19662921348314608,0.028089887640449437,-0.0976825842696628,-0.12917455674172165,-0.14553688223837344,0.7911187074889694,-0.6102556961199341
1289,1290,"They at length said, that they had learned I had been in a ""scrape,"" and that I was to be examined before my master; and if their information proved false, I should not be hurt.",-1.2,-1,-3,1,they at length said that they had learned i had been in a scrape and that i was to be examined before my master and if their information proved false i should not be hurt,177,35,-0.9896907216494846,-0.5235245840625522,-0.5,-0.42728593342641585,-1.0,-0.6628578452000518,0.5,0.3206372977801168,-0.07050561797752754,-0.15730337078651685,-0.19662921348314608,0.02247191011235955,-0.10049157303370772,-0.12917455674172165,-0.18940216143126756,0.7911187074889694,-0.6416804020956162
1290,1291,"In a few moments, they succeeded in tying John.",0.5,1,3,-1,in a few moments they succeeded in tying john,47,9,0.4123711340206186,0.8476043140968348,0.5,1.6602975060220666,1.0,2.5756551787407114,-0.5,-1.2458947608525959,-0.08117977528089833,-0.16853932584269662,-0.20224719101123595,0.011235955056179775,-0.11018258426966279,-0.18648249666848904,-0.27713271981705606,0.7737011868493245,-0.7045298140469803
1291,1292,"They then turned to Henry, who had by this time returned, and commanded him to cross his hands.",0.0,0,0,-1,they then turned to henry who had by this time returned and commanded him to cross his hands,95,18,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.6232932701433584,-0.07668539325842641,-0.15730337078651685,-0.1853932584269663,0.016853932584269662,-0.10063202247190998,-0.1623528377519554,-0.18940216143126756,0.825953748768259,-0.6731051080712983
1292,1293,"""I won't!""",0.0,0,0,0,i will not,10,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07668539325842641,-0.15730337078651685,-0.17415730337078653,0.016853932584269662,-0.09782303370786503,-0.1623528377519554,-0.18940216143126756,0.8607887900475485,-0.6731051080712983
1293,1294,"said Henry, in a firm tone, indicating his readiness to meet the consequences of his refusal.",-0.3,-1,0,0,said henry in a firm tone indicating his readiness to meet the consequences of his refusal,93,16,-0.24742268041237114,-0.2862054292321979,-0.5,-0.9343710511716938,0.0,0.0,0.0,0.0,-0.07387640449438146,-0.15730337078651685,-0.15730337078651685,0.016853932584269662,-0.09290730337078638,-0.14727180092912182,-0.18940216143126756,0.9130413519664831,-0.6731051080712983
1294,1295,"""Won't you?""",0.0,0,0,0,will not you,12,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07528089887640393,-0.16292134831460675,-0.15730337078651685,0.011235955056179775,-0.09606741573033695,-0.1548123193405386,-0.2332674406241619,0.9130413519664831,-0.7045298140469803
1295,1296,"said Tom Graham, the constable.",0.0,0,0,0,said tom graham the constable,31,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08117977528089831,-0.1797752808988764,-0.1797752808988764,0.0,-0.11018258426966278,-0.18648249666848898,-0.36486327820284453,0.8433712694079039,-0.7673792259983445
1296,1297,"""No, I won't!""",0.0,0,-1,0,no i will not,14,3,0.0,0.0,0.0,0.0,-0.3333333333333333,-2.5699505161078418,0.0,0.0,-0.09101123595505561,-0.19101123595505617,-0.1797752808988764,-0.011235955056179775,-0.11825842696629199,-0.2392661255484063,-0.452593836588633,0.8433712694079039,-0.8302286379497087
1297,1298,"said Henry, in a still stronger tone.",0.5,1,2,0,said henry in a still stronger tone,37,7,0.4123711340206186,1.0894315078477148,0.5,2.1339915162994036,0.6666666666666666,2.2070045801667915,0.0,0.0,-0.0966292134831455,-0.19101123595505617,-0.17415730337078653,-0.02247191011235955,-0.12106741573033693,-0.26942819919407335,-0.452593836588633,0.8607887900475485,-0.8930780499010729
1298,1299,"With this, two of the constables pulled out their shining pistols, and swore, by their Creator, that they would make him cross his hands or kill him.",0.45,-1,-3,-1,with this two of the constables pulled out their shining pistols and swore by their creator that they would make him cross his hands or kill him,149,27,0.3711340206185567,0.25446958100745026,-0.5,-0.5538423002317222,-1.0,-0.8591874550334619,-0.5,-0.41560576805930716,-0.09831460674157247,-0.1853932584269663,-0.17415730337078653,-0.028089887640449437,-0.12148876404494367,-0.27847682128777346,-0.4087285573957389,0.8607887900475485,-0.9245027558767548
1299,1300,"Each cocked his pistol, and, with fingers on the trigger, walked up to Henry, saying, at the same time, if he did not cross his hands, they would blow his damned heart out.",-2.2,-2,-4,-3,each cocked his pistol and with fingers on the trigger walked up to henry saying at the same time if he did not cross his hands they would blow his damned heart out,172,33,-1.8144329896907219,-1.0179468472600703,-1.0,-0.9063484113455813,-1.3333333333333333,-0.937358503906041,-1.5,-1.020191923230708,-0.1123595505617972,-0.20786516853932585,-0.24157303370786518,-0.0449438202247191,-0.15168539325842684,-0.35388200540194104,-0.5841896741673158,0.6517785423718109,-1.0187768738038012
1300,1301,"""Shoot me, shoot me!""",-0.5,0,-1,-1,shoot me shoot me,21,4,-0.4123711340206186,-1.9044675486315414,0.0,0.0,-0.3333333333333333,-1.9290651006196018,-0.5,-2.7993795000702963,-0.09831460674157247,-0.19101123595505617,-0.20224719101123595,-0.033707865168539325,-0.131320224719101,-0.27847682128777346,-0.452593836588633,0.7737011868493245,-0.9559274618524369
1301,1302,"said Henry; ""you can't kill me but once.",-0.75,-1,-3,-1,said henry you cannot kill me but once,40,8,-0.6185567010309279,-1.4301338707888542,-0.5,-1.8675755966615255,-1.0,-2.8972101323912374,-0.5,-1.4014371779378136,-0.09831460674157247,-0.19101123595505617,-0.20224719101123595,-0.028089887640449437,-0.1299157303370785,-0.27847682128777346,-0.452593836588633,0.7737011868493245,-0.9245027558767548
1302,1303,"Shoot, shoot,and be damned!",-1.5,-1,-5,-2,shoot shootand be damned,28,4,-1.2371134020618557,-5.713402645894624,-0.5,-3.730493897570778,-1.6666666666666667,-9.64532550309801,-1.0,-5.598759000140593,-0.11011235955056124,-0.20224719101123595,-0.21910112359550563,-0.0449438202247191,-0.14410112359550548,-0.34181717594367433,-0.5403243949744214,0.7214486249303901,-1.0187768738038012
1303,1304,"_I won't be tied!_"" This he said in a tone of loud defiance; and at the same time, with a motion as quick as lightning, he with one single stroke dashed the pistols from the hand of each constable.",-0.75,-2,0,-3,i will not be tied this he said in a tone of loud defiance and at the same time with a motion as quick as lightning he with one single stroke dashed the pistols from the hand of each constable,197,39,-0.6185567010309279,-0.29365219956469424,-1.0,-0.766945938439314,0.0,0.0,-1.5,-0.8632795535976844,-0.11348314606741516,-0.21348314606741572,-0.21910112359550563,-0.03932584269662921,-0.14634831460674141,-0.3599144201310744,-0.62805495336021,0.7214486249303901,-0.9873521678281192
1304,1305,"As he did this, all hands fell upon him, and, after beating him some time, they finally overpowered him, and got him tied.",-1.4,-1,-1,-1,as he did this all hands fell upon him and after beating him some time they finally overpowered him and got him tied,122,23,-1.154639175257732,-0.9293073288150779,-0.5,-0.6501208400373237,-0.3333333333333333,-0.3361821405251892,-0.5,-0.4878536199600994,-0.11573033707865112,-0.21348314606741572,-0.21910112359550563,-0.0449438202247191,-0.1483146067415729,-0.3719792495893413,-0.62805495336021,0.7214486249303901,-1.0187768738038012
1305,1306,"During the scuffle, I managed, I know not how, to get my pass out, and, without being discovered, put it into the fire.",-0.25,0,-2,0,during the scuffle i managed i know not how to get my pass out and without being discovered put it into the fire,119,23,-0.2061855670103093,-0.16594773728840678,0.0,0.0,-0.6666666666666666,-0.6723642810503784,0.0,0.0,-0.11853932584269605,-0.2247191011235955,-0.24157303370786518,-0.056179775280898875,-0.1602528089887639,-0.3870602864121747,-0.7157855117459985,0.6517785423718109,-1.0816262857551653
1306,1307,"We were all now tied; and just as we were to leave for Easton jail, Betsy Freeland, mother of William Freeland, came to the door with her hands full of biscuits, and divided them between Henry and John.",-1.05,0,-1,-2,we were all now tied and just as we were to leave for easton jail betsy freeland mother of william freeland came to the door with her hands full of biscuits and divided them between henry and john,202,38,-0.8659793814432991,-0.421928998343231,0.0,0.0,-0.3333333333333333,-0.2035135767820206,-1.0,-0.5906609731797889,-0.11488764044943764,-0.21348314606741572,-0.25280898876404495,-0.056179775280898875,-0.1593398876404493,-0.36745493854249117,-0.62805495336021,0.6169435010925213,-1.0816262857551653
1307,1308,"She then delivered herself of a speech, to the following effect:addressing herself to me, she said, ""_You devil!",-0.25,-1,0,0,she then delivered herself of a speech to the following effectaddressing herself to me she said you devil,113,18,-0.2061855670103093,-0.21201873598035756,-0.5,-0.8306096906862197,0.0,0.0,0.0,0.0,-0.1165730337078646,-0.20786516853932585,-0.25280898876404495,-0.06741573033707865,-0.16116573033707848,-0.3765035606361914,-0.5841896741673158,0.6169435010925213,-1.1444756977065293
1308,1309,You yellow devil!_ it was you that put it into the heads of Henry and John to run away.,-0.5,-1,0,-2,you yellow devil it was you that put it into the heads of henry and john to run away,87,19,-0.4123711340206186,-0.4017314502899779,-0.5,-0.7869163876517001,0.0,0.0,-1.0,-1.181011235695096,-0.11095505617977472,-0.20224719101123595,-0.24157303370786518,-0.06179775280898876,-0.15414325842696616,-0.34634148699052425,-0.5403243949744214,0.6517785423718109,-1.1130509917308475
1309,1310,"But for you, you long-legged mulatto devil!",-0.5,-1,0,-1,but for you you long legged mulatto devil,43,7,-0.4123711340206186,-1.0894315078477148,-0.5,-2.1339915162994036,0.0,0.0,-0.5,-1.6013568894838643,-0.11264044943820167,-0.21910112359550563,-0.2808988764044944,-0.056179775280898875,-0.16720505617977516,-0.3553901090842243,-0.6719202325531043,0.5298558978942971,-1.0816262857551653
1310,1311,"Henry nor John would never have thought of such a thing.""",0.0,0,0,-1,henry nor john would never have thought of such a thing,57,11,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-1.0195741866741042,-0.12275280898876348,-0.23595505617977527,-0.29213483146067415,-0.06179775280898876,-0.17816011235955043,-0.409681841646425,-0.8035160701317869,0.4950208566150076,-1.1130509917308475
1311,1312,"I made no reply, and was immediately hurried off towards St. Michael's.",-0.25,0,-1,-1,i made no reply and was immediately hurried off towards st michael own,71,12,-0.2061855670103093,-0.3179398363868643,0.0,0.0,-0.3333333333333333,-0.6440925106981351,-0.5,-0.934680415926885,-0.1210674157303365,-0.23595505617977527,-0.29775280898876405,-0.06741573033707865,-0.1805477528089886,-0.40063321955272485,-0.8035160701317869,0.47760333597536275,-1.1444756977065293
1312,1313,"Just a moment previous to the scuffle with Henry, Mr. Hamilton suggested the propriety of making a search for the protections which he had understood Frederick had written for himself and the rest.",0.0,0,0,1,just a moment previous to the scuffle with henry mr hamilton suggested the propriety of making a search for the protections which he had understood frederick had written for himself and the rest,197,33,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.34006397441023595,-0.10730337078651628,-0.20224719101123595,-0.2303370786516854,-0.056179775280898875,-0.14901685393258413,-0.32673613912084065,-0.5403243949744214,0.6866135836511005,-1.0816262857551653
1313,1314,"But, just at the moment he was about carrying his proposal into effect, his aid was needed in helping to tie Henry; and the excitement attending the scuffle caused them either to forget, or to deem it unsafe, under the circumstances, to search.",1.5,1,2,0,but just at the moment he was about carrying his proposal into effect his aid was needed in helping to tie henry and the excitement attending the scuffle caused them either to forget or to deem it unsafe under the circumstances to search,244,43,1.2371134020618557,0.5326841341557182,0.5,0.3478093589690495,0.6666666666666666,0.3597094189018648,0.0,0.0,-0.10505617977528034,-0.20224719101123595,-0.2303370786516854,-0.07303370786516854,-0.15266853932584254,-0.3146713096625739,-0.5403243949744214,0.6866135836511005,-1.1759004036822114
1314,1315,So we were not yet convicted of the intention to run away.,0.0,0,-2,0,so we were not yet convicted of the intention to run away,58,12,0.0,0.0,0.0,0.0,-0.6666666666666666,-1.2881850213962702,0.0,0.0,-0.10056179775280842,-0.19662921348314608,-0.2303370786516854,-0.07303370786516854,-0.1501404494382021,-0.29054165074604027,-0.49645911578152735,0.6866135836511005,-1.1759004036822114
1315,1316,"When we got about half way to St. Michael's, while the constables having us in charge were looking ahead, Henry inquired of me what he should do with his pass.",0.8,0,0,1,when we got about half way to st michael own while the constables having us in charge were looking ahead henry inquired of me what he should do with his pass,159,30,0.6597938144329898,0.40716640426591033,0.0,0.0,0.0,0.0,0.5,0.3740590401626753,-0.0870786516853927,-0.17415730337078653,-0.2247191011235955,-0.06741573033707865,-0.13834269662921334,-0.21815267399643937,-0.3209979990099504,0.7040311042907453,-1.1444756977065293
1316,1317,"I told him to eat it with his biscuit, and own nothing; and we passed the word around, ""_Own nothing;_"" and ""_Own nothing!_"" said we all.",0.6,0,0,2,i told him to eat it with his biscuit and own nothing and we passed the word around own nothing and own nothing said we all,137,26,0.4948453608247423,0.35233747958535083,0.0,0.0,0.0,0.0,1.0,0.8631689192834977,-0.058426966292134265,-0.16292134831460675,-0.20224719101123595,-0.03932584269662921,-0.11573033707865155,-0.06432609840353744,-0.2332674406241619,0.7737011868493245,-0.9873521678281192
1317,1318,Our confidence in each other was unshaken.,0.75,1,2,1,our confidence in each other was unshaken,42,7,0.6185567010309279,1.6341472617715722,0.5,2.1339915162994036,0.6666666666666666,2.2070045801667915,0.5,1.6013568894838643,-0.07443820224719046,-0.15168539325842698,-0.21910112359550563,-0.056179775280898875,-0.1253511235955055,-0.15028800829368857,-0.14553688223837344,0.7214486249303901,-1.0816262857551653
1318,1319,"We were resolved to succeed or fail together, after the calamity had befallen us as much as before.",-0.65,-1,3,1,we were resolved to succeed or fail together after the calamity had befallen us as much as before,99,18,-0.5360824742268042,-0.5512487135489297,-0.5,-0.8306096906862197,1.0,1.2885426518852752,0.5,0.6232932701433584,-0.07443820224719046,-0.14606741573033707,-0.21910112359550563,-0.06741573033707865,-0.12675561797752793,-0.15028800829368857,-0.10167160304547909,0.7214486249303901,-1.1444756977065293
1319,1320,We were now prepared for any thing.,0.5,0,1,1,we were now prepared for any thing,35,7,0.4123711340206186,1.0894315078477148,0.0,0.0,0.3333333333333333,1.1035022900833957,0.5,1.6013568894838643,-0.06039325842696573,-0.12921348314606743,-0.16853932584269662,-0.0449438202247191,-0.10077247191011221,-0.07488282417952093,0.02992423453320352,0.8782063106871933,-1.0187768738038012
1320,1321,"We were to be dragged that morning fifteen miles behind horses, and then to be placed in the Easton jail.",-1.3,-1,-1,-1,we were to be dragged that morning fifteen miles behind horses and then to be placed in the easton jail,105,20,-1.0721649484536084,-0.9923027817107671,-0.5,-0.7475902313472673,-0.3333333333333333,-0.38658426054395817,-0.5,-0.5609950922179854,-0.0421348314606736,-0.12359550561797752,-0.12359550561797752,-0.033707865168539325,-0.08075842696629199,0.023143915168896936,0.07378951372609786,1.0175464758043518,-0.9559274618524369
1321,1322,"When we reached St. Michael's, we underwent a sort of examination.",0.0,0,1,-1,when we reached st michael own we underwent a sort of examination,66,11,0.0,0.0,0.0,0.0,0.3333333333333333,0.7025931928687196,-0.5,-1.0195741866741042,-0.012359550561797194,-0.11235955056179775,-0.11235955056179775,-0.011235955056179775,-0.062078651685393116,0.18300290549093226,0.16152007211188635,1.0523815170836415,-0.8302286379497087
1322,1323,We all denied that we ever intended to run away.,-1.0,-1,-2,0,we all denied that we ever intended to run away,48,10,-0.8247422680412372,-1.5258571168856105,-0.5,-1.4944336193065755,-0.6666666666666666,-1.5455646460508699,0.0,0.0,-0.010393258426965734,-0.10112359550561797,-0.09550561797752809,-0.016853932584269662,-0.05596910112359536,0.19355963126691572,0.24925063049767482,1.104634079002576,-0.8616533439253908
1323,1324,"We did this more to bring out the evidence against us, than from any hope of getting clear of being sold; for, as I have said, we were ready for that.",1.8,2,3,1,we did this more to bring out the evidence against us than from any hope of getting clear of being sold for as i have said we were ready for that,150,31,1.4845360824742269,0.8865815392468536,1.0,0.964803645872868,1.0,0.7483603083022834,0.5,0.3619965106508187,-0.016853932584269104,-0.10112359550561797,-0.09550561797752809,-0.02247191011235955,-0.05898876404494368,0.15887324657439864,0.24925063049767482,1.104634079002576,-0.8930780499010729
1324,1325,"The fact was, we cared but little where we went, so we went together.",0.0,0,0,0,the fact was we cared but little where we went so we went together,69,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012921348314606182,-0.0898876404494382,-0.07303370786516854,-0.016853932584269662,-0.04817415730337064,0.17998669812636559,0.3369811888834633,1.1743041615611551,-0.8616533439253908
1325,1326,Our greatest concern was about separation.,-0.5,0,3,0,our greatest concern was about separation,42,6,-0.4123711340206186,-1.2707013094862698,0.0,0.0,1.0,3.8613399601420646,0.0,0.0,-0.0008426966292129238,-0.07865168539325842,-0.05056179775280899,-0.0056179775280898875,-0.03391853932584256,0.24483515646454973,0.42471174726925176,1.2439742441197346,-0.7988039319740265
1326,1327,We dreaded that more than any thing this side of death.,-1.25,-1,-4,-1,we dreaded that more than any thing this side of death,55,11,-1.0309278350515465,-1.734086028613188,-0.5,-1.358699412285088,-1.3333333333333333,-2.8103727714748783,-0.5,-1.0195741866741042,-0.010393258426965733,-0.0898876404494382,-0.06741573033707865,-0.011235955056179775,-0.04473314606741559,0.19355963126691572,0.3369811888834633,1.1917216822008,-0.8302286379497087
1327,1328,We found the evidence against us to be the testimony of one person; our master would not tell who it was; but we came to a unanimous decision among ourselves as to who their informant was.,1.0,1,0,3,we found the evidence against us to be the testimony of one person our master would not tell who it was but we came to a unanimous decision among ourselves as to who their informant was,188,36,0.8247422680412372,0.4241552274375163,0.5,0.4154201757639217,0.0,0.0,1.5,0.9351995386238731,-0.014044943820224158,-0.08426966292134831,-0.07865168539325842,-0.011235955056179775,-0.04705056179775267,0.17395428339723218,0.3808464680763575,1.1568866409215104,-0.8302286379497087
1328,1329,We were sent off to the jail at Easton.,-0.8,0,0,-1,we were sent off to the jail at easton,39,9,-0.6597938144329898,-1.3561669025549357,0.0,0.0,0.0,0.0,-0.5,-1.2458947608525959,-0.019662921348314044,-0.09550561797752809,-0.08426966292134831,-0.028089887640449437,-0.056882022471909974,0.14379220975156515,0.29311590969056905,1.1394691202818656,-0.9245027558767548
1329,1330,"When we got there, we were delivered up to the sheriff, Mr. Joseph Graham, and by him placed in jail.",-0.8,0,0,-1,when we got there we were delivered up to the sheriff mr joseph graham and by him placed in jail,101,20,-0.6597938144329898,-0.6106478656681644,0.0,0.0,0.0,0.0,-0.5,-0.5609950922179854,-0.018258426966291572,-0.09550561797752809,-0.07303370786516854,-0.028089887640449437,-0.05372191011235941,0.1513327281629819,0.29311590969056905,1.1743041615611551,-0.9245027558767548
1330,1331,"Henry, John, and myself, were placed in one room togetherCharles, and Henry Bailey, in another.",0.0,0,0,-1,henry john and myself were placed in one room togethercharles and henry bailey in another,96,15,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.7478688737696129,-0.020505617977527528,-0.09550561797752809,-0.06741573033707865,-0.03932584269662921,-0.05568820224719087,0.13926789870471507,0.29311590969056905,1.1917216822008,-0.9873521678281192
1331,1332,Their object in separating us was to hinder concert.,-0.8,-2,-2,0,their object in separating us was to hinder concert,52,9,-0.6597938144329898,-1.3561669025549357,-1.0,-3.320595012044133,-0.6666666666666666,-1.7171034524938076,0.0,0.0,-0.017977528089887077,-0.0898876404494382,-0.05056179775280899,-0.0449438202247191,-0.05084269662921334,0.15284083184526526,0.3369811888834633,1.2439742441197346,-1.0187768738038012
1332,1333,"We had been in jail scarcely twenty minutes, when a swarm of slave traders, and agents for slave traders, flocked into jail to look at us, and to ascertain if we were for sale.",-2.05,-2,-3,-3,we had been in jail scarcely twenty minutes when a swarm of slave traders and agents for slave traders flocked into jail to look at us and to ascertain if we were for sale,176,34,-1.690721649484536,-0.9206513074698962,-1.0,-0.8796989432083987,-1.0,-0.6823479317981126,-1.5,-0.9901951010245712,-0.013202247191010673,-0.07303370786516854,-0.056179775280898875,-0.056179775280898875,-0.04964887640449424,0.17847859444408223,0.468577026462146,1.2265567234800898,-1.0816262857551653
1333,1334,Such a set of beings I never saw before!,0.0,0,0,0,such a set of beings i never saw before,40,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0168539325842691,-0.08426966292134831,-0.06741573033707865,-0.06741573033707865,-0.05898876404494368,0.15887324657439866,0.3808464680763575,1.1917216822008,-1.1444756977065293
1334,1335,I felt myself surrounded by so many fiends from perdition.,-1.0,0,0,-1,i felt myself surrounded by so many fiends from perdition,58,10,-0.8247422680412372,-1.5258571168856105,0.0,0.0,0.0,0.0,-0.5,-1.1214297497784105,-0.020224719101123032,-0.08426966292134831,-0.06741573033707865,-0.07303370786516854,-0.06123595505617964,0.14077600238699844,0.3808464680763575,1.1917216822008,-1.1759004036822114
1335,1336,"A band of pirates never looked more like their father, the devil.",0.0,0,2,-1,a band of pirates never looked more like their father the devil,65,12,0.0,0.0,0.0,0.0,0.6666666666666666,1.2881850213962702,-0.5,-0.934680415926885,-0.026404494382021908,-0.0898876404494382,-0.06741573033707865,-0.07303370786516854,-0.06418539325842683,0.1075977213767647,0.3369811888834633,1.1917216822008,-1.1759004036822114
1336,1337,"They laughed and grinned over us, saying, ""Ah, my boys!",1.2,0,1,0,they laughed and grinned over us saying ah my boys,55,10,0.9896907216494846,1.8310285402627324,0.0,0.0,0.3333333333333333,0.7727823230254349,0.0,0.0,-0.02921348314606685,-0.09550561797752809,-0.06741573033707865,-0.07865168539325842,-0.067696629213483,0.09251668455393118,0.29311590969056905,1.1917216822008,-1.2073251096578936
