,sent_no,sent_raw,baseline_sentimentr_stdscaler_roll10,baseline_syuzhet_stdscaler_roll10,baseline_bing_stdscaler_roll10,baseline_sentiword_stdscaler_roll10,baseline_senticnet_stdscaler_roll10,baseline_nrc_stdscaler_roll10,baseline_afinn_stdscaler_roll10,baseline_vader_stdscaler_roll10,baseline_textblob_stdscaler_roll10,baseline_flair_stdscaler_roll10,baseline_pattern_stdscaler_roll10,baseline_stanza_stdscaler_roll10,sentimentr_jockers_rinker_stdscaler_roll10,sentimentr_jockers_stdscaler_roll10,sentimentr_huliu_stdscaler_roll10,sentimentr_senticnet_stdscaler_roll10,sentimentr_sentiword_stdscaler_roll10,sentimentr_nrc_stdscaler_roll10,sentimentr_lmcd_stdscaler_roll10,syuzhetr_syuzhet_stdscaler_roll10,syuzhetr_bing_stdscaler_roll10,syuzhetr_afinn_stdscaler_roll10,syuzhetr_nrc_stdscaler_roll10,transformer_roberta15lg_stdscaler_roll10,transformer_nlptown_stdscaler_roll10,transformer_yelp_stdscaler_roll10,transformer_hinglish_stdscaler_roll10,transformer_imdb2way_stdscaler_roll10,transformer_huggingface_stdscaler_roll10,transformer_t5imdb50k_stdscaler_roll10,transformer_robertaxml8lang_stdscaler_roll10
1555,1555,The thought of leaving my friends was decidedly the most painful thought with which I had to contend.,0.2822832947487316,0.3100275728260299,0.15263336145600415,0.08535312775216974,0.11994932079420637,0.14816089704241525,0.14130562153968249,0.21353687063876245,0.02701632722753422,-0.06168958459100545,0.06345690376191308,0.2549752439275676,2.653163550910208,2.5830820322680648,2.2419398621278006,0.9727499904862251,1.1689367704357216,1.9345127229216739,-0.028003913957356186,2.369020914805961,1.6988802236658362,1.1794764836252867,1.6710707779637186,-0.20764589936051653,0.14707561538702033,0.4727150183994647,-0.7840941570795329,0.5814297690139607,0.381780999956881,0.18188155727385677,1.3588284499888263
1556,1556,"The love of them was my tender point, and shook my decision more than all things else.",0.28135975614466635,0.30906340257666215,0.1485549966366345,0.08887717180651841,0.11754669250207339,0.15514330797747902,0.14221752778554045,0.21149487054002605,0.025616265433917394,-0.05050977713221234,0.058615388787295025,0.2497242450847097,2.6429076502154794,2.573501974087417,2.2399160847925486,0.9620796871787662,1.1383635614649323,2.0194073364406724,0.16264226962448536,2.362045730509027,1.6507718527208757,1.2150075980249075,1.7446546887169518,-0.2072733463859411,0.18794124773877477,0.5661087120571028,-0.7977509298843202,0.5774058840563776,0.39031158752195155,0.18188155727385677,1.3489608258063186
1557,1557,"Besides the pain of separation, the dread and apprehension of a failure exceeded what I had experienced at my first attempt.",0.28251417939974793,0.3102686153883719,0.16135554040824043,0.10044044135984995,0.10993364265229622,0.15154754955441913,0.14351022179722944,0.2198754162836908,0.03401663619561836,-0.03985096415695398,0.06603727994495204,0.24055336987757825,2.7093892399895303,2.635602565438182,2.400840552722798,1.0499403632525492,1.1810418786465235,2.025255050880658,0.4936967525587547,2.3707647108801946,1.7950969655557583,1.2150075980249075,1.7078627333403353,-0.0922532715363375,0.31571467487786253,0.7361145308576832,-0.6136322658925132,0.5775474382245962,0.3926958389398567,0.18188155727385677,1.5560310722543125
1558,1558,"The appalling defeat I then sustained returned to torment me. I felt assured that, if I failed in this attempt, my case would be a hopeless one it would seal my fate as a slave forever.",0.268891984989785,0.29604710421019736,0.14644163977516667,0.09348572126617952,0.09751938786798683,0.14069416880100105,0.14265976262660388,0.21701061793316467,0.032523236949093745,-0.03991600796763014,0.06107399599184307,0.23515810228408082,2.6327733533416913,2.564035506288958,2.2630938157283977,0.9876038499186947,0.9875448332666007,1.9687667090865908,0.41713140274154,2.2678807425004184,1.6026634817759144,1.197242040825097,1.5974868672104852,-0.0922713592308394,0.29923743297645394,0.8268068134828591,-0.6034605535578857,0.5775676811768441,0.3925424335353534,0.18188155727385677,1.5478773654883482
1559,1559,"I could not hope to get off with any thing less than the severest punishment, and being placed beyond the means of escape.",0.29198045009141704,0.32015136044439146,0.1676893190797122,0.08634143058528114,0.10694352514876478,0.14074403431839105,0.16240304779677406,0.21863665504882515,0.04625657036102608,-0.039459413296646026,0.07938630269129723,0.23376820949061825,2.9534091287714794,2.8635420513350986,2.735433024408655,1.242884720017882,1.1545453432490422,2.0788065344276663,0.34800683406348537,2.407384428439098,1.8432053365007188,1.3748976128232018,1.5974868672104852,0.022648298201915617,0.38877605835945594,0.8975340308583558,-0.42251907175386233,0.702226106301264,0.5252930333803965,0.3278281933137069,1.7314176744671765
1560,1560,"It required no very vivid imagination to depict the most frightful scenes through which I should have to pass, in case I failed.",0.29521283520564556,0.32834680756401746,0.17504258644021956,0.08567109611842134,0.1136733153565774,0.14803805514195792,0.16679329339627658,0.23736281304241005,0.047843307060458494,-0.027098513275673947,0.08492879458628451,0.24054540290936496,2.911989245498313,2.90077881663678,2.789283491757221,1.3708436110619286,1.0836715690582432,2.130743127556976,0.4815829014276843,2.5015494164477072,1.9394220783906406,1.463725398822254,1.6710707779637186,0.13757728601625868,0.5227564164276883,1.0173599728424525,-0.5449442551719712,0.8281226570979142,0.5407486499101501,0.47377482935355697,1.8987846804845177
1561,1561,"The wretchedness of slavery, and the blessedness of freedom, were perpetually before me.",0.30606441380341265,0.3396758079940887,0.17660132695375663,0.10829488437493959,0.13213668319342392,0.14803805514195792,0.17495325231645334,0.2424730291260295,0.04224305988599118,-0.02749650411723697,0.09051794027090329,0.2675435535137054,2.9529707631651343,2.939059737568589,2.780131441929152,1.4142917498918819,1.1930438773912955,2.130743127556976,0.3473016593931702,2.5556070947489458,1.9394220783906406,1.5525531848213066,1.6710707779637186,0.1375139636435318,0.5133733152544844,0.9581505473541011,-0.5489590604872042,0.8282550683183179,0.5381637251926509,0.47377482935355697,1.7131009301204951
1562,1562,It was life and death with me.,0.3102203375217064,0.34401457411624364,0.17660132695375663,0.1059371839881003,0.12695867483364998,0.14860456290112212,0.18230317667284193,0.23832383096882687,0.042803084603437916,-0.03748491504384305,0.09148358234472964,0.2510241000825044,3.0128653884607965,2.969986085273151,2.809497289865581,1.3384452334408308,1.211326889372493,2.1736631882032267,0.4094835881786382,2.5869954240851487,1.9394220783906406,1.6413809708203588,1.6710707779637186,0.13740181032928303,0.5176565206805825,1.0189215357549182,-0.6047653614486677,0.8264960763466573,0.5637070506099564,0.546748147373482,1.7210378215396966
1563,1563,"But I remained firm, and, according to my resolution, on the third day of September, , I left my chains, and succeeded in reaching New York without the slightest interruption of any kind.",0.30698795240747795,0.3406399782434565,0.17646271449284862,0.1099591907892591,0.12512732915398034,0.15625737553765445,0.18815848828401593,0.24312631268252177,0.04971005611861427,-0.03762595063332898,0.0995682303538676,0.24922725164192056,3.0328342491181792,2.9886390395668005,2.806634920872725,1.3181716232997986,1.2769912451457421,2.2619827135690924,0.4094835881786382,2.5625822790458797,1.9394220783906406,1.69467764241979,1.7446546887169518,0.25222866838385277,0.5573928596584737,1.0023690206325377,-0.6117376580999104,0.8424802630360666,0.5652373602271398,0.6926947834133321,1.7388506348776482
1564,1564,"How I did so, what means I adopted, what direction I travelled, and by what mode of conveyance, I must leave unexplained, for the reasons before mentioned.",0.3233807626296367,0.35293314892289546,0.18487799418586914,0.11649495184114214,0.1350741292504162,0.1713360870900304,0.19760833014968232,0.24875941640317403,0.056430352727975044,-0.02501904332841341,0.11368654211093662,0.24665787752184531,3.158683592325292,3.117138411099828,2.9225068057410577,1.4581775201399914,1.3834264940310166,2.4229696052312097,0.4094835881786382,2.6515158788317885,2.0356388202805626,1.7835054284188427,1.8918225102234192,0.3671940889533707,0.601322825301927,1.0228900523893147,-0.5502651696481485,0.8435627332146484,0.6912580618529293,0.8386414194531823,1.9495152734423409
1565,1565,I have been frequently asked how I felt when I found myself in a free State.,0.34600745842923614,0.3717344687855669,0.20575828754675007,0.1506820096509919,0.14665779583930014,0.18954307037929594,0.20810968324926002,0.26858741991619206,0.05288352951747907,-0.023762602985550198,0.11114356362978996,0.23397037144564126,3.301324472034095,3.227939061846206,3.0993836340082934,1.5903346749005025,1.7917409950524292,2.586344730326692,0.36756073676444556,2.7875319726220007,2.3242890459503274,1.9078643288175159,2.075782287106503,0.48191655242586173,0.5545747613500801,1.02062087783837,-0.5403192884339604,0.8438448273374831,0.8218879819580651,0.9845880554930323,1.9438699865098317
1566,1566,I have never been able to answer the question with any satisfaction to myself.,0.3448530351741545,0.37052925597385716,0.2097151564180701,0.15495539187722315,0.14345699254961203,0.18223207247563922,0.21200100391355098,0.27476688253937975,0.04392313403833137,-0.010930296336707349,0.10646670290691528,0.23037472000359896,3.351470853917653,3.2747809015142115,3.060245820939615,1.7380736002173323,1.8890264609924723,2.749007440917822,0.36756073676444556,2.7788129922508333,2.3723974168952884,1.9433954432171368,2.0021983763532694,0.596908780255757,0.6402401040027234,1.0122325316590226,-0.5437308479218986,0.8572616261993242,0.9561184838124367,0.9845880554930323,2.0864706277979863
1567,1567,It was a moment of the highest excitement I ever experienced.,0.3379264956436649,0.36329797910359896,0.1881911512046911,0.1484196308253401,0.13819389954542866,0.1703215257619456,0.205027144027917,0.2700569819285011,0.04392313403833137,-0.01296017842830389,0.10646670290691528,0.23293173704966894,3.2810505138537795,3.2090011153215023,2.7909470057583388,1.6690079449203974,1.7418077912423762,2.581740132384282,0.1104934752644065,2.7264991100238283,2.179963933115445,1.8900987716177056,1.8918225102234192,0.597029992859227,0.5538541193446144,1.0196190561891267,-0.5371012665055878,0.8638890951410655,0.9484085867278357,0.9116147374731073,2.066381444308631
1568,1568,I suppose I felt as one may imagine the unarmed mariner to feel when he is rescued by a friendly man-of-war from the pursuit of a pirate.,0.3434677272680566,0.3642621493529667,0.1918931191454371,0.15361472294350353,0.13992800563148752,0.16301083677254574,0.20740526102423265,0.2693697954329493,0.03944293629875752,-0.025751269197114318,0.10432182133959678,0.2253062359876109,3.2985001641991594,3.183119111987891,2.790913111417973,1.6432375404357336,1.8151666139134361,2.4836382901606604,0.0003484903325382467,2.7334742943207626,2.228072304060406,1.9256298860173262,1.8182385994701855,0.5959609624156348,0.44888001381608716,1.025118029776288,-0.527370406597541,0.7607348569820696,0.8152395881191293,0.7656681014332571,1.927346182650265
1569,1569,"In writing to a dear friend, immediately after my arrival at New York, I said I felt like one who had escaped a den of hungry lions.",0.3457765737782198,0.36667257497638606,0.19675848720911726,0.15059821784263444,0.13766718508003692,0.16301083677254574,0.21205450094798864,0.27478904984568786,0.03496273855918367,-0.024876719742676467,0.10143419275115836,0.2275788640048035,3.345959552127626,3.2274510250110287,2.894971797526723,1.6122765997874298,1.7569818646414068,2.4836382901606604,0.0003484903325382467,2.7509122550630973,2.2761806750053664,1.9611610004169475,1.8182385994701855,0.5959724512415108,0.5818229501769392,0.9451451283145696,-0.3857054338705155,0.7638519823896338,0.8227033661637742,0.9116147374731073,2.079005125627873
1570,1570,"This state of mind, however, very soon subsided; and I was again seized with a feeling of great insecurity and loneliness.",0.3340014565763874,0.35920025554378593,0.1869542810521902,0.1349123913181151,0.13502956110334458,0.15187306066911552,0.21032534958259966,0.27007914923480925,0.03496273855918367,-0.025089239124093617,0.10143419275115836,0.21925165430983487,3.2625543355483626,3.1815813838440796,2.7790937768854307,1.5729709887029009,1.711499731273374,2.447372304734803,-0.08325539174782882,2.6968545767618592,2.179963933115445,1.9433954432171368,1.7078627333403353,0.48212512883398434,0.5324576642785984,0.8113324177115354,-0.32135363260365724,0.7632491300676082,0.9524119888189858,0.9116147374731073,2.065929894665346
1571,1571,"I was yet liable to be taken back, and subjected to all the tortures of slavery.",0.3374647263416322,0.362815893978915,0.1831688697158452,0.1275722289060003,0.14476972706335753,0.16221108468847376,0.20892380834199062,0.2733051442822383,0.03608278799407713,-0.02474727611944966,0.1051129233558987,0.22967189977658112,3.3002682136317505,3.216809995841309,2.7434894174646445,1.650061120126809,1.5520761325425663,2.569790978220489,-0.08325539174782882,2.7230115178753613,2.131855562170484,1.9256298860173262,1.8182385994701855,0.4816713408011764,0.7115425310525899,0.9104729938107708,-0.31196757092197,0.7657891191025041,0.8559019520569607,1.0575613735129574,2.1248659965091043
1572,1572,This in itself was enough to damp the ardor of my enthusiasm.,0.3249969551867509,0.3497995956124502,0.16720593579705184,0.12405297295498635,0.14194572719891116,0.15093222202055406,0.20088766278474454,0.26234015141488537,0.040721376562827837,-0.03731296754433281,0.1064477450314794,0.2392946689543877,3.0998650568879156,3.0296129901040953,2.5168015606532386,1.6439118871368905,1.5557235784128323,2.382873412541409,-0.21806260096588465,2.6288465298667525,1.9394220783906406,1.8545676572180843,1.7078627333403353,0.36744726520316295,0.6110863177113506,0.8444779913787618,-0.4889707985446653,0.7714044629699036,0.7226139487231402,0.9116147374731073,1.9838550092401028
1573,1573,But the loneliness overcame me.,0.31114387612577166,0.33533704187193375,0.15090033164354177,0.12019854977054252,0.14031291235619686,0.13960222489089308,0.18616037261206403,0.24835258113446018,0.03792125297559418,-0.02833627767289748,0.11237292034497151,0.23799117833481004,3.166515083479176,3.0561028338196117,2.600232553316197,1.6135325137483318,1.429851830363173,2.415140864453372,-0.1113955112482447,2.524218765412743,1.7469885946107973,1.7124431996196008,1.5974868672104852,0.3670949926828668,0.5613763333907503,0.8180640283510783,-0.6241648265179109,0.8846541870904477,0.6027336922783483,0.7656681014332571,1.910481244453326
1574,1574,"There I was in the midst of thousands, and yet a perfect stranger; without home and without friends, in the midst of thousands of my own brethren children of a common Father, and yet I dared not to unfold to any one of them my sad condition.",0.31391449193796755,0.33822955262003707,0.15090033164354177,0.12053371700397243,0.1521558845280429,0.14342072636810846,0.18616037261206403,0.24835258113446018,0.03792125297559418,-0.015895521884362593,0.11237292034497151,0.24402143691258468,3.191248890267093,3.079206734209261,2.600232553316197,1.8010869605620843,1.4784925384856364,2.458727154456092,-0.1113955112482447,2.545144318303545,1.7469885946107973,1.7124431996196008,1.6342788225871017,0.4803582174178558,0.5141369778080837,0.7369134682382765,-0.6535871411729766,1.003532210718083,0.6045637763839692,0.7656681014332571,1.9112700620152803
1575,1575,"I was afraid to speak to any one for fear of speaking to the wrong one, and thereby falling into the hands of money-loving kidnappers, whose business it was to lie in wait for the panting fugitive, as the ferocious beasts of the forest lie in wait for their prey.",0.31760864635422864,0.3420862336175081,0.1503984203745486,0.10878610547225444,0.1528892331298575,0.14342072636810846,0.18616037261206403,0.2587738230176668,0.03245725423887798,-0.014665485464645148,0.10547463169932095,0.24861683668897322,3.3156750341652246,3.195433454145271,2.7330572620434226,1.9186079373433504,1.4701188800203007,2.508008757845629,-0.1113955112482447,2.573045055491281,1.7469885946107973,1.7124431996196008,1.6342788225871017,0.4811503012720969,0.47187805836993313,0.8220085843860924,-0.6281555039823309,1.0035088800488654,0.6052229198323219,0.7656681014332571,1.9637053026687392
1576,1576,The motto which I adopted when I started from slavery was this Trust no man!,0.3215336854215061,0.3413631059304823,0.15632013796025962,0.10124484272008169,0.1432746683115918,0.14388239719303217,0.18443122124667508,0.25521140649803215,0.041417649718025674,-0.004148352076998226,0.11560641087450862,0.23854866092548507,3.38193044139617,3.1906275523653815,2.811332888180779,1.8349677213026723,1.4349036292417676,2.547236441217914,-0.1113955112482447,2.5678136672685805,1.7950969655557583,1.69467764241979,1.6342788225871017,0.59544606879072,0.4899738872861371,0.9695164296365092,-0.6243602424465681,1.003865406181127,0.6195456647220687,0.6926947834133321,1.847180077840209
1577,1577,"I saw in every white man an enemy, and in almost every colored man cause for distrust.",0.31645422309914706,0.3360601695589596,0.1532976814837138,0.10020716496538272,0.12831192584473328,0.13699290574809606,0.19139859759835043,0.2613491424269928,0.05299149387859144,0.008633078719929608,0.12933026906429076,0.2324160142170964,3.428261219960497,3.2339052290329304,2.9032920325025597,1.7891244457852233,1.4831972892121434,2.6074278711084697,0.04324362753505302,2.5294501536354432,1.7469885946107973,1.765739871219032,1.560694911833868,0.7103495430386391,0.576708539777258,1.0728156707009306,-0.43760012631535294,1.0194464542323451,0.7538242394234006,0.8386414194531823,2.0698814050664947
1578,1578,"It was a most painful situation; and, to understand it, one must needs experience it, or imagine himself in similar circumstances.",0.317839531005245,0.33750642493301125,0.1657218243073259,0.10072667417719906,0.1221979863964556,0.1336876231891424,0.19705694886649727,0.2638279688559187,0.06363196351007934,0.0213114698167764,0.1399860675593913,0.22205749718731185,3.454299022124941,3.2582271942173033,3.0322477679058792,1.7439790125526302,1.6733038418029043,2.5974146533220788,0.15331325294600404,2.5311939497096767,1.8913137074456798,1.801270985618653,1.5239029564572515,0.8251646102910253,0.6545972089620524,1.2287756975272568,-0.3755026764909807,1.021305800761859,0.8880613931437171,0.9845880554930323,2.2575600624949783
1579,1579,"Let him be a fugitive slave in a strange land a land given up to be the hunting-ground for slaveholders whose inhabitants are legalized kidnappers where he is every moment subjected to the terrible liability of being seized upon by his fellowmen, as the hideous crocodile seizes upon his prey!",0.31414537658898384,0.3336497439355402,0.1704645076820658,0.09318541142502632,0.11958467231816593,0.12663283340369874,0.18625616306820114,0.2497126105744232,0.06811216124965319,0.008612470779913398,0.14255644215033336,0.2171847962248614,3.302651545319331,3.1849064783636187,2.9068569360582033,1.63692781551684,1.4087193085086696,2.3751948930738376,0.07548227441525741,2.5032932125219407,1.9394220783906406,1.69467764241979,1.4503190457040178,0.7109473017075363,0.5298254946046,1.1664484883468447,-0.3927233309288634,1.007456871778164,0.755011407269596,0.8386414194531823,2.0658868063340945
1580,1580,"I say, let him place himself in my situation without home or friends without money or credit wanting shelter, and no one to give it wanting bread, and no money to buy it, and at the same time let him feel that he is pursued by merciless men-hunters, and in total darkness as to what to do, where to go, or where to stay, perfectly helpless both as to the means of defence and means of escape, in the midst of plenty, yet suffering the terrible gnawings of hunger, in the midst of houses, yet having no home, among fellow-men, yet feeling as if in the midst of wild beasts, whose greediness to swallow up the trembling and half-famished fugitive is only equalled by that with which the monsters of the deep swallow up the helpless fish upon which they subsist, I say, let him be placed in this most trying situation, the situation in which I was placed, then, and not till then, will he fully appreciate the hardships of, and know how to sympathize with, the toil-worn and whip-scarred fugitive slave.",0.3249969551867509,0.34497874436561143,0.18433442594197813,0.10273767757777846,0.12926811518190592,0.1344290601202777,0.1990594802587447,0.2588390209773966,0.08379285333816167,0.021482129320035622,0.1531692728325179,0.21620660621085025,3.3539483023334395,3.2328228858349095,3.0654892239782447,1.675828883793622,1.580830722335985,2.3680430497715497,0.3051183132886455,2.5852516280109152,2.083747191225523,1.801270985618653,1.5239029564572515,0.8259942078383596,0.702550046200799,1.2632602654640055,-0.3898502670880491,1.0075010351460596,0.8890991242784564,0.9845880554930323,2.290081091245363
1581,1581,"Thank Heaven, I remained but a short time in this distressed situation.",0.32961464820707737,0.3497995956124503,0.19301683863427702,0.10769815263254098,0.12633472077464747,0.1380760705320611,0.20067400688341835,0.2687217277132353,0.08939310051262897,0.021520125209440508,0.159396842782624,0.20535293030496551,3.3449410120000755,3.2244091571910696,3.092744424135696,1.7007778306909336,1.6120661869153823,2.3358524412353954,0.3051183132886455,2.620127549495585,2.179963933115445,1.8190365428184636,1.560694911833868,0.9406977463184059,0.7522293911339812,1.3199022236547244,-0.25052046683004736,0.9027574641694686,1.0117397649245756,0.9845880554930323,2.3636886846971947
1582,1582,"I was relieved from it by the humane hand of Mr. David Ruggles, whose vigilance, kindness, and perseverance, I shall never forget.",0.3305381868111426,0.350763765861818,0.19301683863427702,0.10334097859795228,0.12943423282099104,0.13801075245697453,0.20067400688341835,0.2687217277132353,0.08196004517197236,0.021596760986375783,0.15475268033301046,0.20531529309153498,3.3521482495945687,3.2311414528257663,3.092744424135696,1.7455980602649623,1.588416016890417,2.3299678882912014,0.3051183132886455,2.627102733792519,2.179963933115445,1.8190365428184636,1.560694911833868,0.9407551973108835,0.7510165568081076,1.2383945787109916,-0.13702552646156507,0.903298006212797,1.0117699446125705,0.9845880554930323,2.374044715033741
1583,1583,"I am glad of an opportunity to express, as far as words can, the love and gratitude I bear him.",0.3247660705357346,0.3447377018032695,0.18524845410369872,0.09762637726797249,0.12436156735429545,0.14131703500355441,0.19521981357463528,0.2549414869447509,0.07299964969282466,0.02161028494701142,0.1442644883211558,0.21559475978708112,3.351690524889054,3.189109885830824,3.0300328778845733,1.5687914156939688,1.5098932631875819,2.340873735399916,-0.007141246394607694,2.5835078319366818,2.083747191225523,1.765739871219032,1.560694911833868,0.940761895694429,0.7146520037713199,1.2512391063557369,-0.3302644780953588,0.9147872921219583,1.0120060718370347,0.9845880554930323,2.229375826672183
1584,1584,"Mr. Ruggles is now afflicted with blindness, and is himself in need of the same kind offices which he was once so forward in the performance of toward others.",0.3247660705357346,0.3447377018032695,0.1883078372343571,0.10238575198267708,0.12777710807987402,0.15242319644990218,0.19770175063219503,0.2537418444857231,0.08644024291154621,0.020313272722241295,0.15102983292794483,0.22012038052444594,3.247944863440482,3.092200847585363,2.9473354743762847,1.4682287163141918,1.4852619759518988,2.340873735399916,-0.08918230128688241,2.5835078319366818,2.131855562170484,1.801270985618653,1.6710707779637186,0.9257453551433098,0.6711970137269383,1.3301019043635522,-0.20652931687528214,0.9309867926029577,1.0119254004417357,0.8386414194531823,2.1710265524997463
1585,1585,"I had been in New York but a few days, when Mr. Ruggles sought me out, and very kindly took me to his boarding-house at the corner of Church and Lespenard Streets.",0.33215437936825687,0.3524510637982116,0.19648284993291862,0.09308486125499735,0.12428863765908735,0.15240902997668115,0.19207465820230454,0.252913830397155,0.08942704140459545,0.03236891763172328,0.15087136231288065,0.21927599449685034,3.3351968966897485,3.1737031534079434,3.0644877042727625,1.414082616427562,1.3535690389075443,2.37215966409661,-0.1845053930778035,2.6393093063121538,2.228072304060406,1.7479743140192217,1.6710707779637186,0.9258325542336128,0.6682770896708126,1.3285261949886453,-0.33398943747149823,0.9310660364924791,1.012671482696708,0.8386414194531823,2.1725877750707925
1586,1586,"Mr. Ruggles was then very deeply engaged in the memorable Darg case, as well as attending to a number of other fugitive slaves, devising ways and means for their successful escape; and, though watched and hemmed in on almost every side, he seemed to be more than a match for his enemies.",0.3238425319316693,0.3437735315539017,0.18717469464082792,0.0805663650863906,0.11583284466468344,0.1445859859867969,0.18759101566772593,0.25226185079985725,0.0727196373341013,0.029868916908506987,0.13209264482857908,0.21284294559202702,3.3087084706654086,3.148960259538331,2.957702597023363,1.4518079812627067,1.3212076142473188,2.392450401202417,-0.08918230128688241,2.5765326476397474,2.131855562170484,1.730208756819411,1.5974868672104852,0.9261508475562314,0.6326800822490831,1.373007553641039,-0.336101836964826,0.9306997476152012,1.010799945572186,0.6926947834133321,2.1760134543216525
1587,1587,"Very soon after I went to Mr. Ruggles, he wished to know of me where I wanted to go; as he deemed it unsafe for me to remain in New York.",0.3462383430802524,0.36715466010106995,0.19853092864986288,0.09380547080687164,0.13129799169853099,0.15570575672396522,0.18640075629088446,0.2555752111133242,0.0759779629628823,0.03243589343677596,0.13655190780075482,0.21631618565253352,3.4303014100277274,3.289042468537587,3.109021124561704,1.571751718115167,1.6156274799040413,2.5427318073275758,-0.08918230128688241,2.7282429060980617,2.2761806750053664,1.7124431996196008,1.6710707779637186,0.9260651034426822,0.7231259823508294,1.5147883187495024,-0.1988163832876035,0.9301573536929604,0.8796440995506979,0.6926947834133321,2.2538892924689273
1588,1588,"I told him I was a calker, and should like to go where I could get work.",0.3430059579660239,0.3686009154751216,0.18581775518521657,0.08331473640051577,0.13154919398202547,0.1518702478549274,0.17901437908566195,0.2404805794766876,0.07903264323986446,0.022473886433315663,0.13821599218623526,0.2186558902598897,3.330417379163426,3.2710135420107522,2.974175739781982,1.5285106424746617,1.4404262772941905,2.49788188492511,-0.08918230128688241,2.7387056825434626,2.179963933115445,1.6413809708203588,1.6342788225871017,0.9255338035822497,0.8130476598568436,1.5070007644493373,-0.2008556814517076,0.9248289571483025,0.8745644247487383,0.6926947834133321,2.1801603282604147
1589,1589,"I thought of going to Canada; but he decided against it, and in favor of my going to New Bedford, thinking I should be able to get work there at my trade.",0.35108692075159514,0.3818582564039283,0.18581775518521657,0.0812199411915789,0.1362004878764077,0.15556220319223232,0.18458976349869335,0.2403123687405848,0.08728027998771631,0.022775921554178218,0.13442619123029514,0.22469490704456818,3.415778424800239,3.312242971720132,3.0645606474247606,1.5729703569401188,1.4746216945467245,2.620001242919997,0.011297059935987275,2.834614466626305,2.179963933115445,1.69467764241979,1.6710707779637186,0.9257115132075903,0.852419254091107,1.6063991929143688,-0.0727102534787511,0.9280438527472054,0.905242434017141,0.6926947834133321,2.32482773891835
1590,1590,"At this time, Anna,[ ] my intended wife, came on; for I wrote to her immediately after my arrival at New York, (notwithstanding my homeless, houseless, and helpless condition,) informing her of my successful flight, and wishing her to come on forthwith.",0.342313304012975,0.3726986390349345,0.1756111413426302,0.05903187033851953,0.11458088489694467,0.1414938936148029,0.1748352750991077,0.21839020676104648,0.06973283884105207,0.022396606658254877,0.12121254719022291,0.20567274028896043,3.352517191528316,3.2531505220793067,2.9805409852725155,1.429485968286509,1.3347799977571826,2.517324322037479,-0.025826232820420267,2.768350215805432,2.0356388202805626,1.605849856420738,1.5239029564572515,0.8112242206475643,0.8563570450600051,1.5933002762454378,-0.19460519168623322,0.9198992104075546,0.7935128438740556,0.546748147373482,2.2428180248855414
1591,1591,"In a few days after her arrival, Mr. Ruggles called in the Rev. J. W. C. Pennington, who, in the presence of Mr. Ruggles, Mrs. Michaels, and two or three others, performed the marriage ceremony, and gave us a certificate, of which the following is an exact copy:",0.34416038122110554,0.37462697953367,0.1756111413426302,0.05903187033851953,0.11540742144263628,0.1455687428890465,0.1748352750991077,0.21839020676104648,0.07346633695736361,0.022410774617016023,0.12389894991379807,0.2047148803726526,3.3772509983162333,3.276254422468956,2.9805409852725155,1.44681512223885,1.3347799977571826,2.5827037570415587,-0.025826232820420267,2.7823005843993003,2.0356388202805626,1.605849856420738,1.560694911833868,0.9258313566230302,0.9418593682109283,1.5559044989183346,-0.19904928826611215,1.0429858486097123,0.8111173174638777,0.6926947834133321,2.300437057022043
1592,1592,"This may certify, that I joined together in holy matrimony Frederick Johnson[ ] and Anna Murray, as man and wife, in the presence of Mr. David Ruggles and Mrs. Michaels.",0.34416038122110554,0.37462697953367,0.17172865277141416,0.056518116087795285,0.12449932344524406,0.1531438302428461,0.1748352750991077,0.21839020676104648,0.07346633695736361,0.033748361616558246,0.12389894991379807,0.20779348512604148,3.306766786148148,3.270969335637404,2.8417881495529906,1.5481303280935128,1.2601310972839084,2.6654029277406917,-0.1763132205650809,2.7823005843993003,1.9875304493356014,1.605849856420738,1.6342788225871017,1.0407233180242306,0.8514864611624715,1.4838219093884613,-0.20255568061470955,1.1687928330761688,0.8113571010120068,0.6926947834133321,2.15934929013785
1593,1593,"JAMES W. C. PENNINGTON New York, Sept.",0.34300595796602396,0.3734217667219603,0.16734651298327738,0.051842533181448186,0.12615644818636107,0.15699754421342724,0.17281387288135472,0.21314959475796746,0.07346633695736361,0.03384946932226277,0.12389894991379807,0.20409232077485914,3.2958358845829645,3.260758757739042,2.7938543137196445,1.5786374739190252,1.28278412872204,2.7116331695822216,-0.06973876403010547,2.773581604028133,1.9394220783906406,1.5880842992209272,1.6710707779637186,1.1557498613436001,0.8603548727023145,1.5754266960864454,-0.0695522914029618,1.2781368093421563,0.6904377638365554,0.8386414194531823,2.097032379944145
1594,1594,[ ] She was free.,0.3303073021601263,0.36016442579315355,0.15167218472117977,0.04760266767855996,0.13323062862154517,0.14582672206829836,0.1688871024019785,0.20770947699811532,0.07346633695736361,0.04667404799359954,0.12389894991379807,0.19549330589051914,3.22684158727168,3.1963110410490057,2.7938543137196445,1.5706320716705782,1.4062093421520974,2.6006805891625495,-0.06973876403010547,2.686391800316458,1.7950969655557583,1.5703187420211169,1.560694911833868,1.270271102217363,0.8595208686830654,1.7017313709622321,-0.011908347588660188,1.2609717211658107,0.8240913995368758,0.9845880554930323,1.9506756635256408
